
[00:00:00.000 --> 00:00:02.000]  好,大家好,早安
[00:00:02.000 --> 00:00:05.000]  今天我們終於平等了
[00:00:05.000 --> 00:00:08.000]  我不用戴口罩,有些人也不用戴口罩
[00:00:08.000 --> 00:00:12.000]  今天跟大家分享這段經文的時候
[00:00:12.000 --> 00:00:14.000]  其實是很有種感覺
[00:00:14.000 --> 00:00:16.000]  在這段時間我們也一直
[00:00:16.000 --> 00:00:20.000]  我看到很多不只是我們,有很多教會也一樣
[00:00:20.000 --> 00:00:22.000]  在過了這個疫情
[00:00:22.000 --> 00:00:26.000]  我們叫做大家都開始,整個香港叫做取消口罩令之後
[00:00:26.000 --> 00:00:28.000]  之後大家就有一種感覺
[00:00:28.000 --> 00:00:34.000]  過去我們也要處理我們自己的一些感受
[00:00:34.000 --> 00:00:36.000]  我們一些壓力,或者其他的東西
[00:00:36.000 --> 00:00:39.000]  而放在監牢裡面的時候
[00:00:39.000 --> 00:00:41.000]  其實在過去日子裡面
[00:00:41.000 --> 00:00:44.000]  我們也不斷地經歷各樣不同的困難
[00:00:44.000 --> 00:00:48.000]  特別是我們在這段時間也一直在清打,不斷地禱告
[00:00:48.000 --> 00:00:51.000]  監獄接下來究竟是怎樣,我們也不知道
[00:00:51.000 --> 00:00:54.000]  接下來的時候談租約
[00:00:54.000 --> 00:00:59.000]  究竟最後的時候新鴻基是否繼續租給我們呢
[00:00:59.000 --> 00:01:03.000]  他會不會有一個很大幅的加租
[00:01:03.000 --> 00:01:06.000]  加到我們應付不到,說不定呢
[00:01:06.000 --> 00:01:08.000]  我們不知道
[00:01:08.000 --> 00:01:11.000]  我形容的就是在我們身邊
[00:01:11.000 --> 00:01:13.000]  總是,特別是香港人
[00:01:13.000 --> 00:01:15.000]  我想也沒有誰敢在我面前舉手
[00:01:15.000 --> 00:01:17.000]  我一點壓力也沒有的,有沒有
[00:01:17.000 --> 00:01:20.000]  應該不會的
[00:01:20.000 --> 00:01:22.000]  香港是一個很急速的地方
[00:01:22.000 --> 00:01:25.000]  香港是一個整個環境
[00:01:25.000 --> 00:01:29.000]  我明明想自命清高
[00:01:29.000 --> 00:01:32.000]  但總是身邊的人都會給你壓力
[00:01:32.000 --> 00:01:34.000]  我用一個很簡單的例子
[00:01:34.000 --> 00:01:36.000]  譬如昨天我們派餐
[00:01:36.000 --> 00:01:39.000]  我不知道大家有沒有留意我們派餐
[00:01:39.000 --> 00:01:41.000]  特別是在大堂那邊
[00:01:41.000 --> 00:01:45.000]  我們有一隻手拿著餅盤
[00:01:45.000 --> 00:01:48.000]  另一隻手拿著鉗子去夾那塊餅
[00:01:48.000 --> 00:01:50.000]  是不是已經很衛生
[00:01:50.000 --> 00:01:53.000]  之前疫情的時候我們也做到足
[00:01:53.000 --> 00:01:55.000]  兩隻手都戴上手套
[00:01:55.000 --> 00:01:58.000]  接著就拿著鉗子,戴上口罩
[00:01:58.000 --> 00:02:01.000]  我想是差一套防護衣
[00:02:01.000 --> 00:02:04.000]  到了昨天的時間
[00:02:04.000 --> 00:02:06.000]  口罩也不需要戴了
[00:02:06.000 --> 00:02:07.000]  不過不要緊,我們這麼近
[00:02:07.000 --> 00:02:08.000]  同一間店都要講租金
[00:02:08.000 --> 00:02:09.000]  我們戴上口罩吧
[00:02:09.000 --> 00:02:14.000]  我覺得不需要再戴手套
[00:02:14.000 --> 00:02:16.000]  就只戴這隻吧
[00:02:16.000 --> 00:02:19.000]  特別是拿杯子的手套也要
[00:02:19.000 --> 00:02:21.000]  昨天還可以
[00:02:21.000 --> 00:02:22.000]  今早我聽到同工
[00:02:22.000 --> 00:02:25.000]  因為我們也邀請了一些執事幫忙派
[00:02:25.000 --> 00:02:28.000]  昨天我們決定
[00:02:28.000 --> 00:02:30.000]  只戴一隻手就行
[00:02:30.000 --> 00:02:32.000]  因為那隻手是用來拿餅和杯子
[00:02:32.000 --> 00:02:36.000]  執事說不要,戴上吧
[00:02:36.000 --> 00:02:40.000]  戴上吧,會給弟兄姊妹一個安全
[00:02:40.000 --> 00:02:42.000]  我想強調這件事不是對錯的問題
[00:02:42.000 --> 00:02:43.000]  你明白我的意思嗎
[00:02:43.000 --> 00:02:45.000]  但問題是當我們見到
[00:02:45.000 --> 00:02:48.000]  更多人在說戴吧,戴吧,戴吧
[00:02:48.000 --> 00:02:49.000]  那怎麼辦
[00:02:49.000 --> 00:02:51.000]  那就戴吧
[00:02:51.000 --> 00:02:54.000]  你會發覺原來很多環境裡面
[00:02:54.000 --> 00:02:56.000]  不是你自己
[00:02:56.000 --> 00:02:58.000]  只是單獨你自己認為是怎樣
[00:02:58.000 --> 00:03:01.000]  而是我們身邊有很多不同的壓力
[00:03:01.000 --> 00:03:04.000]  有很多不同的人的不同聲音
[00:03:04.000 --> 00:03:06.000]  會令我們有這種壓力
[00:03:06.000 --> 00:03:08.000]  所以在今次的裡面
[00:03:08.000 --> 00:03:09.000]  我就會發覺
[00:03:09.000 --> 00:03:12.000]  當我們再去打開聖經去看的時候
[00:03:12.000 --> 00:03:14.000]  特別是在這些環境當中
[00:03:14.000 --> 00:03:16.000]  其實我們很鼓勵弟兄姊妹
[00:03:16.000 --> 00:03:18.000]  去看詩篇
[00:03:18.000 --> 00:03:20.000]  詩篇不是讓大家就這樣看
[00:03:20.000 --> 00:03:22.000]  不是平鋪直敘
[00:03:22.000 --> 00:03:24.000]  詩篇在當日的聖典當中
[00:03:24.000 --> 00:03:26.000]  有一群詩班
[00:03:26.000 --> 00:03:29.000]  他們是會唱出來的
[00:03:29.000 --> 00:03:32.000]  如果大家看過,記得一定要留意
[00:03:32.000 --> 00:03:34.000]  為何詩篇
[00:03:34.000 --> 00:03:36.000]  其實今天我們已經不唱了
[00:03:36.000 --> 00:03:38.000]  但他仍然用了很多的標記
[00:03:38.000 --> 00:03:40.000]  去告訴你是怎樣的
[00:03:40.000 --> 00:03:42.000]  其實我舉個例子
[00:03:42.000 --> 00:03:44.000]  就好像今天這篇詩篇一樣
[00:03:44.000 --> 00:03:46.000]  他會強調在某些位置
[00:03:46.000 --> 00:03:48.000]  特別是我想大家留意
[00:03:48.000 --> 00:03:50.000]  他裡面很澎湃的地方
[00:03:50.000 --> 00:03:52.000]  他著名是用女高音
[00:03:52.000 --> 00:03:56.000]  為何會這樣
[00:03:56.000 --> 00:03:58.000]  其實他很想
[00:03:58.000 --> 00:04:00.000]  你去參與這篇詩篇
[00:04:00.000 --> 00:04:02.000]  他會用一些方法
[00:04:02.000 --> 00:04:04.000]  令你一起進入
[00:04:04.000 --> 00:04:06.000]  在這篇詩篇的裡面
[00:04:06.000 --> 00:04:08.000]  而大家會看到
[00:04:08.000 --> 00:04:10.000]  有些經文,其實有兩幅圖畫
[00:04:10.000 --> 00:04:12.000]  一幅圖畫是甚麼
[00:04:12.000 --> 00:04:14.000]  是很混亂
[00:04:14.000 --> 00:04:16.000]  令你很害怕
[00:04:16.000 --> 00:04:18.000]  大家有沒有見過
[00:04:18.000 --> 00:04:20.000]  鄧紫棋唱標高音
[00:04:20.000 --> 00:04:24.000]  我想問大家,你記住
[00:04:24.000 --> 00:04:26.000]  他唱歌不是為了標高音
[00:04:26.000 --> 00:04:28.000]  而標高音,大家要搞清楚
[00:04:28.000 --> 00:04:30.000]  不是,不是顯示實力
[00:04:30.000 --> 00:04:32.000]  而是你會發覺
[00:04:32.000 --> 00:04:34.000]  原來去到某些位置的時候
[00:04:34.000 --> 00:04:36.000]  我需要有一個
[00:04:36.000 --> 00:04:38.000]  澎湃的唱法
[00:04:38.000 --> 00:04:40.000]  而是將你的情緒
[00:04:40.000 --> 00:04:42.000]  帶到最高點
[00:04:42.000 --> 00:04:44.000]  你有沒有留意
[00:04:44.000 --> 00:04:46.000]  將你帶到最高點
[00:04:46.000 --> 00:04:48.000]  所以你會發覺這段經文
[00:04:48.000 --> 00:04:50.000]  裡面的時候
[00:04:50.000 --> 00:04:52.000]  這個作者很刻意用一個女高音
[00:04:52.000 --> 00:04:54.000]  要將那些地方
[00:04:54.000 --> 00:04:56.000]  帶你進入裡面,是怎樣的呢
[00:04:56.000 --> 00:04:58.000]  他說
[00:04:58.000 --> 00:05:00.000]  所以地雖然改變
[00:05:00.000 --> 00:05:02.000]  這裡說的是大地震動
[00:05:02.000 --> 00:05:04.000]  即是地在震動
[00:05:04.000 --> 00:05:06.000]  接著的時間
[00:05:06.000 --> 00:05:08.000]  他說山須搖動到海深
[00:05:08.000 --> 00:05:10.000]  意思是
[00:05:10.000 --> 00:05:12.000]  這些山是崩塌到一個地步
[00:05:12.000 --> 00:05:14.000]  山泥傾瀉
[00:05:14.000 --> 00:05:16.000]  湧入海中
[00:05:16.000 --> 00:05:18.000]  你記住那一句話
[00:05:18.000 --> 00:05:20.000]  震,湧入海中
[00:05:20.000 --> 00:05:22.000]  其中令波浪翻騰
[00:05:22.000 --> 00:05:24.000]  他用了一個字,是咆哮
[00:05:24.000 --> 00:05:26.000]  即是轟
[00:05:26.000 --> 00:05:28.000]  即是震
[00:05:28.000 --> 00:05:30.000]  震完之後,衝來之後
[00:05:30.000 --> 00:05:32.000]  轟一聲的時間,之後怎樣
[00:05:32.000 --> 00:05:34.000]  就令到海上
[00:05:34.000 --> 00:05:36.000]  所以那些山因為海浪的拍打
[00:05:36.000 --> 00:05:38.000]  而去震動
[00:05:38.000 --> 00:05:40.000]  原來是一連串
[00:05:40.000 --> 00:05:42.000]  這麼厲害的圖畫
[00:05:42.000 --> 00:05:44.000]  大家有沒有試過在海邊看浪
[00:05:44.000 --> 00:05:50.000]  其實我不知道大家有沒有見過
[00:05:50.000 --> 00:05:52.000]  一些很誇張
[00:05:52.000 --> 00:05:54.000]  當然我不贊成大家
[00:05:54.000 --> 00:05:56.000]  爆號風球走去海邊
[00:05:56.000 --> 00:05:58.000]  千萬不要做這種事
[00:05:58.000 --> 00:06:00.000]  我鼓勵大家
[00:06:00.000 --> 00:06:02.000]  但如果你有機會去到一些
[00:06:02.000 --> 00:06:04.000]  國外,一些地方專門
[00:06:04.000 --> 00:06:06.000]  可能那裡是太平洋
[00:06:06.000 --> 00:06:08.000]  和大西洋,我不知道
[00:06:08.000 --> 00:06:10.000]  是打下來的,我們香港很少會見到
[00:06:10.000 --> 00:06:12.000]  但你會發覺那種
[00:06:12.000 --> 00:06:14.000]  那種是厲害的
[00:06:14.000 --> 00:06:16.000]  如果大家暫時都沒有想出國的話
[00:06:16.000 --> 00:06:18.000]  去一個地方
[00:06:18.000 --> 00:06:20.000]  去學咀
[00:06:20.000 --> 00:06:22.000]  那裡專門有一個地方
[00:06:22.000 --> 00:06:24.000]  有個地方是浪湧進來
[00:06:24.000 --> 00:06:26.000]  有些浪聲很厲害的
[00:06:26.000 --> 00:06:28.000]  去聽一下
[00:06:28.000 --> 00:06:30.000]  其實這個作者他就是想告訴你
[00:06:30.000 --> 00:06:32.000]  當外面的這個環境
[00:06:32.000 --> 00:06:34.000]  他借助大自然
[00:06:34.000 --> 00:06:36.000]  這個場景
[00:06:36.000 --> 00:06:38.000]  告訴你很害怕
[00:06:38.000 --> 00:06:40.000]  很震撼,令到人會感覺到
[00:06:40.000 --> 00:06:42.000]  很混亂
[00:06:42.000 --> 00:06:44.000]  但他用了一句說話
[00:06:44.000 --> 00:06:46.000]  很快就去做這個總結
[00:06:46.000 --> 00:06:48.000]  但是我們
[00:06:48.000 --> 00:06:50.000]  是不害怕
[00:06:50.000 --> 00:06:54.000]  很平淡
[00:06:54.000 --> 00:06:56.000]  但他就是說儘管在外面的環境
[00:06:56.000 --> 00:06:58.000]  是多麼混亂也好
[00:06:58.000 --> 00:07:00.000]  但是我們在上帝的裡面
[00:07:00.000 --> 00:07:02.000]  我們是不害怕
[00:07:02.000 --> 00:07:04.000]  不害怕什麼?
[00:07:04.000 --> 00:07:06.000]  是安靜
[00:07:06.000 --> 00:07:08.000]  對比就是這樣
[00:07:08.000 --> 00:07:10.000]  外面是平平白白
[00:07:10.000 --> 00:07:12.000]  但是作為我們知道有上帝的人
[00:07:12.000 --> 00:07:14.000]  我們在上帝的裡面
[00:07:14.000 --> 00:07:16.000]  我們能夠安靜
[00:07:16.000 --> 00:07:22.000]  頂姐妹我想告訴大家
[00:07:22.000 --> 00:07:24.000]  基督教裏面最大
[00:07:24.000 --> 00:07:26.000]  對於你今天最實用的價值
[00:07:26.000 --> 00:07:28.000]  就是這件事
[00:07:28.000 --> 00:07:30.000]  就是這件事
[00:07:30.000 --> 00:07:34.000]  從來在聖經裏面
[00:07:34.000 --> 00:07:38.000]  都不會強調和高舉神蹟這件事
[00:07:38.000 --> 00:07:42.000]  你會發覺在聖經裏面
[00:07:42.000 --> 00:07:44.000]  所有的神蹟都是為了
[00:07:44.000 --> 00:07:46.000]  上帝的一些特別的目的而發生
[00:07:46.000 --> 00:07:48.000]  舉個例子
[00:07:48.000 --> 00:07:50.000]  我們經常說笑
[00:07:50.000 --> 00:07:52.000]  一去我們有機會
[00:07:52.000 --> 00:07:54.000]  喝宴會怎樣?
[00:07:54.000 --> 00:07:56.000]  整個神蹟隨便走
[00:07:56.000 --> 00:07:58.000]  但大家要記得
[00:07:58.000 --> 00:08:00.000]  隨便走這個神蹟背後
[00:08:00.000 --> 00:08:02.000]  有場景
[00:08:02.000 --> 00:08:04.000]  是想達到目的
[00:08:04.000 --> 00:08:06.000]  不是為了做而做
[00:08:06.000 --> 00:08:08.000]  你不會無緣無故
[00:08:08.000 --> 00:08:10.000]  想演戲給老公看
[00:08:10.000 --> 00:08:12.000]  老公我就將這裡
[00:08:12.000 --> 00:08:14.000]  隨便走給你看
[00:08:14.000 --> 00:08:16.000]  看我們的神蹟有多厲害
[00:08:16.000 --> 00:08:18.000]  你不會的
[00:08:18.000 --> 00:08:20.000]  但是頂姐妹
[00:08:20.000 --> 00:08:22.000]  當整個世界
[00:08:22.000 --> 00:08:24.000]  平靈白蘭的時候
[00:08:24.000 --> 00:08:26.000]  你卻是表現出來
[00:08:26.000 --> 00:08:30.000]  你讓人感覺到
[00:08:30.000 --> 00:08:32.000]  作為基督徒一個屬神的人
[00:08:32.000 --> 00:08:34.000]  我竟然可以這麼平靜
[00:08:34.000 --> 00:08:38.000]  我竟然可以這麼安靜
[00:08:38.000 --> 00:08:42.000]  這個就是我們信仰裏面
[00:08:42.000 --> 00:08:44.000]  最大的價值
[00:08:44.000 --> 00:08:48.000]  為什麼我這樣說呢?
[00:08:48.000 --> 00:08:50.000]  按照香港的統計
[00:08:50.000 --> 00:08:52.000]  香港是越來越多人去看情緒課
[00:08:52.000 --> 00:08:54.000]  很多抑鬱症
[00:08:54.000 --> 00:08:56.000]  很多鬱躁症
[00:08:56.000 --> 00:08:58.000]  很多原因就是
[00:08:58.000 --> 00:09:00.000]  因為我們不斷面對環境的時候
[00:09:00.000 --> 00:09:02.000]  大家努不努力
[00:09:02.000 --> 00:09:04.000]  大家很努力
[00:09:04.000 --> 00:09:06.000]  我想強調
[00:09:06.000 --> 00:09:08.000]  其實我所認識的大部分的人
[00:09:08.000 --> 00:09:10.000]  都是勇往直前
[00:09:10.000 --> 00:09:12.000]  你面對困難的時候
[00:09:12.000 --> 00:09:14.000]  他們都是會盡力
[00:09:14.000 --> 00:09:16.000]  但最近的時候
[00:09:16.000 --> 00:09:18.000]  有很多人
[00:09:18.000 --> 00:09:20.000]  特別是讀心理的輔導員
[00:09:20.000 --> 00:09:22.000]  都會跟你說
[00:09:22.000 --> 00:09:24.000]  不要再跟對方說
[00:09:24.000 --> 00:09:26.000]  加油
[00:09:26.000 --> 00:09:28.000]  不要再跟對方說加油
[00:09:28.000 --> 00:09:30.000]  因為他已經很努力
[00:09:30.000 --> 00:09:32.000]  很加油
[00:09:32.000 --> 00:09:34.000]  你還想我怎樣呢?
[00:09:34.000 --> 00:09:38.000]  他們需要的不是
[00:09:38.000 --> 00:09:40.000]  更加多的比例
[00:09:40.000 --> 00:09:42.000]  反而更加需要的是
[00:09:42.000 --> 00:09:44.000]  平靜
[00:09:48.000 --> 00:09:50.000]  這裡很清楚
[00:09:50.000 --> 00:09:52.000]  為什麼我們不害怕?
[00:09:52.000 --> 00:09:54.000]  因為有上帝在當中
[00:09:54.000 --> 00:09:56.000]  第四節就告訴你
[00:09:56.000 --> 00:09:58.000]  有一道河
[00:09:58.000 --> 00:10:00.000]  這道河就帶來
[00:10:00.000 --> 00:10:02.000]  將歡樂帶到上帝的城裏
[00:10:02.000 --> 00:10:04.000]  這個城是至高者的住所
[00:10:04.000 --> 00:10:10.000]  你就會發覺
[00:10:10.000 --> 00:10:12.000]  河是神帶來祝福的一個象徵
[00:10:16.000 --> 00:10:18.000]  在啟示錄22章第一節
[00:10:18.000 --> 00:10:20.000]  在當這個世界末後的時候
[00:10:20.000 --> 00:10:22.000]  有一道生命水的河
[00:10:22.000 --> 00:10:26.000]  光亮如水晶
[00:10:26.000 --> 00:10:28.000]  從神和陽高的寶座流出來
[00:10:28.000 --> 00:10:34.000]  原來在上帝的城裏
[00:10:34.000 --> 00:10:36.000]  屬於的地方有什麼呢?
[00:10:36.000 --> 00:10:38.000]  是有從上帝而來的祝福
[00:10:38.000 --> 00:10:42.000]  進入上帝的城裏
[00:10:44.000 --> 00:10:46.000]  我們今天來到這裡
[00:10:46.000 --> 00:10:48.000]  一起敬拜
[00:10:48.000 --> 00:10:50.000]  頂姐妹不是為了唱歌
[00:10:50.000 --> 00:10:52.000]  我們不是為了一齊唱一首
