
[00:00:00.000 --> 00:00:02.000]  請聽我讀出以下經文
[00:00:02.000 --> 00:00:04.000]  用料生產的日期
[00:00:04.000 --> 00:00:07.000]  漢牙福中時代上胞胎
[00:00:07.000 --> 00:00:11.000]  先出生的身體大雄
[00:00:11.000 --> 00:00:13.000]  雲身有毛
[00:00:13.000 --> 00:00:15.000]  好像皮衣
[00:00:15.000 --> 00:00:18.000]  貪玩就給他起名叫耳掃
[00:00:18.000 --> 00:00:22.000]  隨後耳掃的弟弟也出生
[00:00:22.000 --> 00:00:28.000]  他的手抓住耳掃的腳跟
[00:00:28.000 --> 00:00:31.000]  因此給他起名叫牙角
[00:00:31.000 --> 00:00:33.000]  兩個兒子出生時
[00:00:33.000 --> 00:00:35.000]  耳掃六十歲
[00:00:35.000 --> 00:00:38.000]  兩個孩子漸漸長大
[00:00:38.000 --> 00:00:40.000]  耳掃善於打獵
[00:00:40.000 --> 00:00:41.000]  常在田野
[00:00:41.000 --> 00:00:43.000]  牙角為人安靜
[00:00:43.000 --> 00:00:45.000]  常住在帳篷裡
[00:00:45.000 --> 00:00:47.000]  耳掃愛耳掃
[00:00:47.000 --> 00:00:49.000]  因為常吃他的野味
[00:00:49.000 --> 00:00:52.000]  利伯加卻愛牙角
[00:00:52.000 --> 00:00:55.000]  有一天牙角牙療癱
[00:00:55.000 --> 00:00:57.000]  耳掃從田野回來
[00:00:57.000 --> 00:00:59.000]  疲憊不堪
[00:00:59.000 --> 00:01:01.000]  耳掃對牙角說
[00:01:01.000 --> 00:01:02.000]  我累死了
[00:01:02.000 --> 00:01:06.000]  請你讓我吃這紅的湯吧
[00:01:06.000 --> 00:01:09.000]  因此耳掃又叫耳東
[00:01:09.000 --> 00:01:11.000]  牙角說
[00:01:11.000 --> 00:01:14.000]  你今天把長子的名分賣給我吧
[00:01:14.000 --> 00:01:16.000]  耳掃說
[00:01:16.000 --> 00:01:18.000]  漢牙我快要死了
[00:01:18.000 --> 00:01:21.000]  這長子的名分對我有什麼用呢
[00:01:21.000 --> 00:01:23.000]  牙角說
[00:01:23.000 --> 00:01:25.000]  你今天對我起誓吧
[00:01:25.000 --> 00:01:27.000]  耳掃就向他起誓
[00:01:27.000 --> 00:01:30.000]  把長子的名分賣給了牙角
[00:01:30.000 --> 00:01:35.000]  於是牙角把餅和豆湯給了耳掃
[00:01:35.000 --> 00:01:37.000]  耳掃吃喝以後
[00:01:37.000 --> 00:01:39.000]  起來走了
[00:01:39.000 --> 00:01:43.000]  這樣耳掃慶賀他長子的名分
[00:01:43.000 --> 00:01:47.000]  我們恭敬將以下的時間交給長傳道
[00:01:47.000 --> 00:01:49.000]  在間樓的崇拜
[00:01:49.000 --> 00:01:51.000]  我們一起開始
[00:01:51.000 --> 00:01:54.000]  也祝福大家在新的一年裡
[00:01:54.000 --> 00:01:56.000]  滿有恩典
[00:01:56.000 --> 00:01:59.000]  也願我們在新的一年裡經歷上帝更多
[00:01:59.000 --> 00:02:02.000]  也希望大家有不同的目標
[00:02:02.000 --> 00:02:04.000]  不同的方向
[00:02:04.000 --> 00:02:06.000]  願上帝保守大家
[00:02:06.000 --> 00:02:09.000]  在這一年中有豐足的經歷
[00:02:09.000 --> 00:02:11.000]  也更深的認識他
[00:02:11.000 --> 00:02:12.000]  新的一年有很多的開始
[00:02:12.000 --> 00:02:14.000]  就像剛才明仔大師哥
[00:02:14.000 --> 00:02:15.000]  他也是第一次
[00:02:15.000 --> 00:02:17.000]  所以很緊張 大家要繼續鼓勵他
[00:02:17.000 --> 00:02:21.000]  希望他能夠跟我們一起
[00:02:21.000 --> 00:02:24.000]  用他的恩賜帶我們去敬拜
[00:02:24.000 --> 00:02:26.000]  新的一年也有
[00:02:26.000 --> 00:02:30.000]  我自己也有一個新的港渡系列
[00:02:30.000 --> 00:02:32.000]  我會在單月裡
[00:02:32.000 --> 00:02:37.000]  第一周首先用牙角的生命來開始
[00:02:37.000 --> 00:02:40.000]  所以新的港渡也有新的港台
[00:02:40.000 --> 00:02:42.000]  不知道大家覺得這個台
[00:02:42.000 --> 00:02:47.000]  是否對我們場地一個好的設施
[00:02:47.000 --> 00:02:50.000]  願我們在整個安排上
[00:02:50.000 --> 00:02:53.000]  更加能夠讓大家親近上帝
[00:02:53.000 --> 00:02:57.000]  聽到上帝的聲音
[00:02:57.000 --> 00:03:02.000]  用牙角的生身來講其實有點矛盾
[00:03:02.000 --> 00:03:04.000]  如果我們想一個人
[00:03:04.000 --> 00:03:08.000]  在聖經裡面想他新的生命
[00:03:08.000 --> 00:03:10.000]  可能我們首先想新的生命
[00:03:10.000 --> 00:03:15.000]  我們一般聽到很多比較標準的
[00:03:15.000 --> 00:03:17.000]  新的生命的改變
[00:03:17.000 --> 00:03:18.000]  從前怎樣
[00:03:18.000 --> 00:03:20.000]  當然不是大家明白
[00:03:20.000 --> 00:03:22.000]  那些是很真實的經歷
[00:03:22.000 --> 00:03:25.000]  從前怎樣經歷上帝就改變了
[00:03:25.000 --> 00:03:26.000]  我們的見證
[00:03:26.000 --> 00:03:29.000]  我們有時寫我們的心理見證
[00:03:29.000 --> 00:03:32.000]  都要想想怎樣寫得更加戲劇化
[00:03:32.000 --> 00:03:34.000]  更加明顯的改變
[00:03:34.000 --> 00:03:36.000]  更加讓人聽的時候
[00:03:36.000 --> 00:03:40.000]  讓人更加明白上帝的大能的改變
[00:03:40.000 --> 00:03:42.000]  但你想牙角
[00:03:42.000 --> 00:03:45.000]  放在牙角身上好像有點奇怪
[00:03:45.000 --> 00:03:47.000]  首先唱一首歌
[00:03:47.000 --> 00:03:48.000]  信
[00:03:48.000 --> 00:03:50.000]  大家可能想到不同的
[00:03:50.000 --> 00:03:53.000]  雖然他沒有說到很多聖經的人是誰
[00:03:53.000 --> 00:03:55.000]  但大家看歌詞大概知道
[00:03:55.000 --> 00:03:57.000]  每一句歌詞裡面
[00:03:57.000 --> 00:04:00.000]  都是點滴了一些舊約裡
[00:04:00.000 --> 00:04:03.000]  我們看為屬靈的人的生命
[00:04:03.000 --> 00:04:05.000]  應該沒有牙角份的
[00:04:05.000 --> 00:04:07.000]  有巴拉可,有但爾利
[00:04:07.000 --> 00:04:08.000]  有不同的人
[00:04:08.000 --> 00:04:09.000]  有人跟我說
[00:04:09.000 --> 00:04:12.000]  牙角是讀完舊約聖經裡面
[00:04:12.000 --> 00:04:14.000]  最不宗教的人
[00:04:14.000 --> 00:04:16.000]  最不屬靈
[00:04:16.000 --> 00:04:20.000]  最沒有宗教味道的一個人
[00:04:20.000 --> 00:04:22.000]  所以我就膽粗粗
[00:04:22.000 --> 00:04:25.000]  我覺得牙角都有新的改變
[00:04:25.000 --> 00:04:28.000]  所以和大家從這個角度一起
[00:04:28.000 --> 00:04:30.000]  有幾次的講道
[00:04:30.000 --> 00:04:34.000]  和大家一起去看創世記牙角的經歷
[00:04:34.000 --> 00:04:35.000]  我鼓勵大家
[00:04:35.000 --> 00:04:36.000]  如果你有興趣
[00:04:36.000 --> 00:04:38.000]  或者自己新幾年有讀經計劃也好
[00:04:38.000 --> 00:04:40.000]  靈修計劃也好
[00:04:40.000 --> 00:04:42.000]  你都可以和我一起
[00:04:42.000 --> 00:04:44.000]  用創世記的經文
