
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹 早安
[00:00:02.000 --> 00:00:06.000]  很感恩今天有機會和大家一起崇拜
[00:00:06.000 --> 00:00:09.000]  今天我們是 大家很清楚
[00:00:09.000 --> 00:00:13.000]  今天是我們張琳琦的第二主日
[00:00:13.000 --> 00:00:16.000]  我們為了預備聖誕的時候
[00:00:16.000 --> 00:00:19.000]  我們也重溫一下聖誕的訊息
[00:00:19.000 --> 00:00:21.000]  也讓我們預備好心靈
[00:00:21.000 --> 00:00:24.000]  剛才我們說過
[00:00:24.000 --> 00:00:27.000]  這個禮拜我們是悔改
[00:00:27.000 --> 00:00:29.000]  上個禮拜我們是反思
[00:00:29.000 --> 00:00:31.000]  這個禮拜我們要進入悔改期
[00:00:31.000 --> 00:00:33.000]  我們又看一段經文
[00:00:33.000 --> 00:00:37.000]  看這段經文對我們有什麼提醒
[00:00:37.000 --> 00:00:41.000]  讓我們在第二主日可以做好準備
[00:00:41.000 --> 00:00:46.000]  我想張琳琦四個主日大家很熟悉
[00:00:46.000 --> 00:00:48.000]  第一個禮拜是醒悟
[00:00:48.000 --> 00:00:50.000]  我們點了紫色的蠟燭
[00:00:50.000 --> 00:00:52.000]  第二個禮拜是悔改
[00:00:52.000 --> 00:00:54.000]  我們又點了紫色的蠟燭
[00:00:54.000 --> 00:00:56.000]  我們期待下個禮拜
[00:00:56.000 --> 00:00:59.000]  我們進入一個喜樂期和希望期
[00:00:59.000 --> 00:01:03.000]  我們不是迎接耶穌基督的降生
[00:01:03.000 --> 00:01:05.000]  不過我們是預備好心靈
[00:01:05.000 --> 00:01:08.000]  在迎接聖誕的同時
[00:01:08.000 --> 00:01:13.000]  我們是預備心靈迎接主耶穌基督的再臨
[00:01:13.000 --> 00:01:16.000]  我們讀了幾段經文
[00:01:16.000 --> 00:01:19.000]  第一節《萬學福音》第一章第一節
[00:01:19.000 --> 00:01:23.000]  它說:神的兒子耶穌基督福音的起頭
