
[00:00:00.000 --> 00:00:02.000]  好,我們一起祈禱先
[00:00:02.000 --> 00:00:04.000]  感恩天父給我們
[00:00:04.000 --> 00:00:06.000]  雖然停了兩個星期
[00:00:06.000 --> 00:00:08.000]  我們可以又恢復
[00:00:08.000 --> 00:00:10.000]  讀聖經的時間
[00:00:10.000 --> 00:00:12.000]  盼望我們今晚能夠
[00:00:12.000 --> 00:00:14.000]  去到尼希米記
[00:00:14.000 --> 00:00:16.000]  最後兩章
[00:00:16.000 --> 00:00:18.000]  聖經的時候
[00:00:18.000 --> 00:00:20.000]  都能夠掌握裡面的經文
[00:00:20.000 --> 00:00:22.000]  特別是讓我們能夠看到
[00:00:22.000 --> 00:00:24.000]  尼希米
[00:00:24.000 --> 00:00:26.000]  他處在自己
[00:00:26.000 --> 00:00:28.000]  工作的崗位
[00:00:28.000 --> 00:00:30.000]  還有在這個
[00:00:30.000 --> 00:00:32.000]  這麼大的事公裡面
[00:00:32.000 --> 00:00:34.000]  他能夠
[00:00:34.000 --> 00:00:36.000]  有一個智慧
[00:00:36.000 --> 00:00:38.000]  還有能夠
[00:00:38.000 --> 00:00:40.000]  去動員不同的
[00:00:40.000 --> 00:00:42.000]  猶太的同胞
[00:00:42.000 --> 00:00:44.000]  特別是在耶路撒冷裡面的
[00:00:44.000 --> 00:00:46.000]  祭司長
[00:00:46.000 --> 00:00:48.000]  一些當地的領袖
[00:00:48.000 --> 00:00:50.000]  一同的同心協力
[00:00:50.000 --> 00:00:52.000]  更加引發了一個
[00:00:52.000 --> 00:00:54.000]  很大的規模
[00:00:54.000 --> 00:00:56.000]  的培靈的
[00:00:56.000 --> 00:00:58.000]  民俗會
[00:00:58.000 --> 00:01:00.000]  使很多的猶太人
[00:01:00.000 --> 00:01:02.000]  心靈都被甦醒
[00:01:02.000 --> 00:01:04.000]  來投入侍奉
[00:01:04.000 --> 00:01:06.000]  我們都盼望神
[00:01:06.000 --> 00:01:08.000]  在我們的教會
[00:01:08.000 --> 00:01:10.000]  在香港的教會
[00:01:10.000 --> 00:01:12.000]  都來做感動
[00:01:12.000 --> 00:01:14.000]  做引導的工作
[00:01:14.000 --> 00:01:16.000]  使我們更加在一個新的時代
[00:01:16.000 --> 00:01:18.000]  無論我們怎樣看
[00:01:18.000 --> 00:01:20.000]  那個環境
[00:01:20.000 --> 00:01:22.000]  我們都能夠
[00:01:22.000 --> 00:01:24.000]  很明白我們
[00:01:24.000 --> 00:01:26.000]  在一個需要復興的
[00:01:26.000 --> 00:01:28.000]  一個社會
[00:01:28.000 --> 00:01:30.000]  我們能夠將神的福音
[00:01:30.000 --> 00:01:32.000]  是很有效
[00:01:32.000 --> 00:01:34.000]  很有力的去傳揚
[00:01:34.000 --> 00:01:36.000]  使更多人得到
[00:01:36.000 --> 00:01:38.000]  神的福音的好處
[00:01:38.000 --> 00:01:40.000]  今天晚上我們都等候在你的面前
[00:01:40.000 --> 00:01:42.000]  有些舊約的背景
[00:01:42.000 --> 00:01:44.000]  讓我們能夠容易的明白
[00:01:44.000 --> 00:01:46.000]  和來到去
[00:01:46.000 --> 00:01:48.000]  實際在我們的生活
[00:01:48.000 --> 00:01:50.000]  新約的時代
[00:01:50.000 --> 00:01:52.000]  我們去學習應用
[00:01:52.000 --> 00:01:54.000]  上望禱告
[00:01:54.000 --> 00:01:56.000]  奉耶穌基督的名
[00:01:56.000 --> 00:01:58.000]  阿們
[00:01:58.000 --> 00:02:00.000]  又開始
[00:02:00.000 --> 00:02:02.000]  簡單的一個半小時的讀經的時間
[00:02:02.000 --> 00:02:04.000]  要和大家
[00:02:04.000 --> 00:02:06.000]  重溫一些的背景
[00:02:06.000 --> 00:02:08.000]  第八章
[00:02:08.000 --> 00:02:10.000]  就是開始
[00:02:10.000 --> 00:02:12.000]  完成了那個
[00:02:12.000 --> 00:02:14.000]  城牆之後
[00:02:14.000 --> 00:02:16.000]  那個嚴肅會的開始
[00:02:16.000 --> 00:02:18.000]  延展到
[00:02:18.000 --> 00:02:20.000]  第十章
[00:02:20.000 --> 00:02:22.000]  經過了鑄棚節
[00:02:22.000 --> 00:02:24.000]  七月有好幾個大的
[00:02:24.000 --> 00:02:26.000]  節期,有吹角節
[00:02:26.000 --> 00:02:28.000]  有七月初十的贖罪日
[00:02:28.000 --> 00:02:30.000]  有七月十五
[00:02:30.000 --> 00:02:32.000]  連續有七天的
[00:02:32.000 --> 00:02:34.000]  鑄棚節
[00:02:34.000 --> 00:02:36.000]  都是一個
[00:02:36.000 --> 00:02:38.000]  重要的七月份
[00:02:38.000 --> 00:02:40.000]  城牆做好
[00:02:40.000 --> 00:02:42.000]  而進入一個
[00:02:42.000 --> 00:02:46.000]  重要的節期的開始
[00:02:46.000 --> 00:02:48.000]  然後
[00:02:48.000 --> 00:02:50.000]  有以色拉和
[00:02:50.000 --> 00:02:52.000]  尼欽米一同的同工
[00:02:52.000 --> 00:02:54.000]  去召集
[00:02:54.000 --> 00:02:56.000]  在這個
[00:02:56.000 --> 00:02:58.000]  又是那個水門
[00:02:58.000 --> 00:03:00.000]  來到去
[00:03:00.000 --> 00:03:02.000]  有一個讀經
[00:03:02.000 --> 00:03:04.000]  有很多的利美人做一個
[00:03:04.000 --> 00:03:06.000]  研習
[00:03:06.000 --> 00:03:08.000]  真的引發了一個嚴肅會
[00:03:08.000 --> 00:03:10.000]  引發了他們很多人
[00:03:10.000 --> 00:03:12.000]  一齊的來到去
[00:03:12.000 --> 00:03:14.000]  禱告
[00:03:14.000 --> 00:03:16.000]  還有禱告完之後他們有行動
[00:03:16.000 --> 00:03:18.000]  那個行動
[00:03:18.000 --> 00:03:20.000]  就是他們來到去
[00:03:20.000 --> 00:03:22.000]  要簽約
[00:03:22.000 --> 00:03:24.000]  要答應
[00:03:24.000 --> 00:03:26.000]  遵守摩西的律法
[00:03:26.000 --> 00:03:28.000]  這個是
[00:03:28.000 --> 00:03:30.000]  我們在這幾章裏面看到的
[00:03:30.000 --> 00:03:32.000]  今天我們看第十一章
[00:03:32.000 --> 00:03:36.000]  我們先讀了經文
[00:03:36.000 --> 00:03:38.000]  第十一章開始
[00:03:38.000 --> 00:03:40.000]  百姓的首領
[00:03:40.000 --> 00:03:42.000]  住在耶路撒冷
[00:03:42.000 --> 00:03:44.000]  其餘的百姓
[00:03:44.000 --> 00:03:46.000]  制籤每十個人
[00:03:46.000 --> 00:03:48.000]  中使到一個人
[00:03:48.000 --> 00:03:50.000]  住在聖城耶路撒冷
[00:03:50.000 --> 00:03:52.000]  這個抽籤
[00:03:52.000 --> 00:03:54.000]  不是生死籤
[00:03:54.000 --> 00:03:56.000]  是大家都願意
[00:03:56.000 --> 00:03:58.000]  讓神來到去
[00:03:58.000 --> 00:04:00.000]  感動引導
[00:04:00.000 --> 00:04:02.000]  好像十一奉獻
[00:04:02.000 --> 00:04:04.000]  十個
[00:04:04.000 --> 00:04:06.000]  可能是
[00:04:06.000 --> 00:04:08.000]  以一個的平均數
[00:04:08.000 --> 00:04:10.000]  因為你不是那麼齊整
[00:04:10.000 --> 00:04:12.000]  每一個支派
[00:04:12.000 --> 00:04:14.000]  每一個家族都不是那麼齊整
[00:04:14.000 --> 00:04:16.000]  所以他們就可能
[00:04:16.000 --> 00:04:18.000]  都不計那個家族
[00:04:18.000 --> 00:04:20.000]  大家都願意
[00:04:20.000 --> 00:04:22.000]  派人出來
[00:04:22.000 --> 00:04:24.000]  湊夠十個
[00:04:24.000 --> 00:04:26.000]  十個這樣
[00:04:26.000 --> 00:04:28.000]  就抽一
[00:04:28.000 --> 00:04:30.000]  很特別就是
[00:04:30.000 --> 00:04:32.000]  在這章聖經提到很多住
[00:04:32.000 --> 00:04:34.000]  住在哪裏
[00:04:34.000 --> 00:04:36.000]  為什麼那麼奇怪
[00:04:36.000 --> 00:04:38.000]  住在哪裏都要
[00:04:38.000 --> 00:04:42.000]  關心的嗎
[00:04:42.000 --> 00:04:44.000]  快九月
[00:04:44.000 --> 00:04:46.000]  不知道那些人會不會
[00:04:46.000 --> 00:04:48.000]  在名校區
[00:04:48.000 --> 00:04:50.000]  九龍塘九龍城
[00:04:50.000 --> 00:04:52.000]  北角
[00:04:52.000 --> 00:04:54.000]  這些傳統名校區
[00:04:54.000 --> 00:04:56.000]  或者赤柱
[00:04:56.000 --> 00:04:58.000]  就植入
[00:04:58.000 --> 00:05:00.000]  當時是怎樣呢
[00:05:00.000 --> 00:05:02.000]  第二節
[00:05:02.000 --> 00:05:04.000]  凡是甘心樂意住在耶路撒冷的
[00:05:04.000 --> 00:05:06.000]  百姓都為他們祝福
[00:05:06.000 --> 00:05:08.000]  百姓都為他們祝福
