
[00:00:00.000 --> 00:00:04.200]  歡迎大家來到我們信仰對談
[00:00:04.200 --> 00:00:06.840]  在廣場的第三次環節
[00:00:06.840 --> 00:00:10.760]  今年可能也是最後一次
[00:00:10.760 --> 00:00:13.600]  所以歡迎大家找好位置
[00:00:13.600 --> 00:00:15.600]  拿好雪梨水
[00:00:15.600 --> 00:00:17.360]  然後坐好
[00:00:17.360 --> 00:00:21.200]  我們可以聽聽曾牧師和富哥
[00:00:21.200 --> 00:00:24.080]  究竟對我們感宣家未來的使命
[00:00:24.080 --> 00:00:25.360]  是有甚麼期望
[00:00:25.360 --> 00:00:29.880]  我們一般來說都要介紹一下嘉賓
[00:00:29.880 --> 00:00:31.760]  不過這兩位嘉賓實在太熟悉了
[00:00:31.760 --> 00:00:34.440]  但無論如何都要循例講一講
[00:00:34.440 --> 00:00:37.160]  我們宣導會錦繡堂的唐朱鑫
[00:00:37.160 --> 00:00:38.480]  曾惠貴牧師
[00:00:38.480 --> 00:00:39.840]  另外在我右手邊
[00:00:39.840 --> 00:00:41.600]  就是我們宣導會錦繡堂的
[00:00:41.600 --> 00:00:44.440]  董會主席司徒永富弟兄
[00:00:44.440 --> 00:00:46.520]  我們開始之前
[00:00:46.520 --> 00:00:49.400]  給你一點掌聲
[00:00:49.400 --> 00:00:51.360]  我們有一個主題
[00:00:51.360 --> 00:00:52.480]  主題就是
[00:00:52.480 --> 00:00:56.120]  如何承擔神交付給感宣家的使命
[00:00:56.120 --> 00:00:57.280]  其實這個主題
[00:00:57.280 --> 00:01:00.600]  都是我和曾牧師和富哥一起定的
[00:01:00.600 --> 00:01:02.600]  為何要定這個題目呢
[00:01:02.600 --> 00:01:04.120]  其實很多會友
[00:01:04.120 --> 00:01:07.520]  或者我們參與了感宣家這麼久
[00:01:07.520 --> 00:01:10.560]  其實我們以往都很少聽到
[00:01:10.560 --> 00:01:12.560]  感宣家有甚麼使命
[00:01:12.560 --> 00:01:14.000]  或者很明確的使命
[00:01:14.000 --> 00:01:15.840]  我們叫屠豪教會
[00:01:15.840 --> 00:01:17.360]  當然是傳福音
[00:01:17.360 --> 00:01:20.040]  是不是傳福音就是等於我們的使命呢
[00:01:20.040 --> 00:01:21.960]  或者會不會是
[00:01:21.960 --> 00:01:23.080]  除了傳福音
[00:01:23.080 --> 00:01:26.200]  還有另外我們心目中的使命是怎樣的呢
[00:01:26.200 --> 00:01:28.200]  我們都很希望這次
[00:01:28.200 --> 00:01:31.160]  曾牧師做了我們的堂主任
[00:01:31.160 --> 00:01:32.360]  都一年了
[00:01:32.360 --> 00:01:34.200]  在今年裡面
[00:01:34.200 --> 00:01:35.480]  在我們的教會裡面
[00:01:35.480 --> 00:01:37.760]  都有些規劃和願景的
[00:01:37.760 --> 00:01:40.240]  我們首先請曾牧師和我們講一下
[00:01:40.240 --> 00:01:41.720]  究竟我們現在感宣家
[00:01:41.720 --> 00:01:43.720]  面臨的是甚麼挑戰
[00:01:43.720 --> 00:01:46.880]  他對感宣家有甚麼使命和承擔
[00:01:46.880 --> 00:01:49.080]  以及這個使命從何而來的
[00:01:49.080 --> 00:01:49.720]  好不好
[00:01:49.720 --> 00:01:51.720]  好,我跟這個
[00:01:51.720 --> 00:01:54.720]  各位好
[00:01:54.720 --> 00:01:56.720]  能夠有機會在這樣的
[00:01:56.720 --> 00:01:58.720]  比較輕鬆的環境
[00:01:58.720 --> 00:02:00.720]  來到去
[00:02:00.720 --> 00:02:02.720]  一起分享一下
[00:02:02.720 --> 00:02:04.720]  都是很重要的一個機會
[00:02:04.720 --> 00:02:06.720]  那麼
[00:02:06.720 --> 00:02:08.720]  講回這個我們
[00:02:08.720 --> 00:02:10.720]  想給靖姐妹們
[00:02:10.720 --> 00:02:14.720]  能夠對感宣有了解的
[00:02:14.720 --> 00:02:17.720]  那麼我剛才在老徐那裡都講了
[00:02:17.720 --> 00:02:19.720]  先講了那個挑戰
[00:02:19.720 --> 00:02:22.720]  一來我剛剛接任
[00:02:22.720 --> 00:02:25.720]  我想是在很多的
[00:02:25.720 --> 00:02:28.720]  我想在很多
[00:02:28.720 --> 00:02:30.720]  過去的事工
[00:02:30.720 --> 00:02:33.720]  怎樣能夠去整合
[00:02:33.720 --> 00:02:37.720]  教會走了一段長時間
[00:02:37.720 --> 00:02:39.720]  我們應該怎樣能夠
[00:02:39.720 --> 00:02:42.720]  就著我們現在社會的轉變
[00:02:42.720 --> 00:02:45.720]  靖姐妹的轉變
[00:02:45.720 --> 00:02:47.720]  他們可能從小到大
[00:02:47.720 --> 00:02:49.720]  現在已經有家庭
[00:02:49.720 --> 00:02:52.720]  他們面對的挑戰
[00:02:52.720 --> 00:02:54.720]  其實都是等於教會
[00:02:54.720 --> 00:02:56.720]  面對的挑戰
[00:02:56.720 --> 00:02:57.720]  教會怎樣能夠
[00:02:57.720 --> 00:02:59.720]  可以在這些環境
[00:02:59.720 --> 00:03:01.720]  能夠
[00:03:01.720 --> 00:03:04.720]  不是各自去做自己的事
[00:03:04.720 --> 00:03:06.720]  而是教會
[00:03:06.720 --> 00:03:08.720]  能夠牧養到靖姐妹
[00:03:08.720 --> 00:03:11.720]  他們的需要
[00:03:11.720 --> 00:03:13.720]  這個是牧養
[00:03:13.720 --> 00:03:16.720]  怎樣能夠令到靖姐妹
[00:03:16.720 --> 00:03:19.720]  在他們自己忙碌
[00:03:19.720 --> 00:03:22.720]  或者是困難的環境裡面
[00:03:22.720 --> 00:03:26.720]  能夠可以參與到教會
[00:03:26.720 --> 00:03:29.720]  領袖的神給我們的
[00:03:29.720 --> 00:03:30.720]  無論是異象
[00:03:30.720 --> 00:03:32.720]  我們有的一些資源
[00:03:32.720 --> 00:03:36.720]  一起去服侍這個時代
[00:03:36.720 --> 00:03:38.720]  或者這個社區
[00:03:38.720 --> 00:03:40.720]  當然不是在我的內心
[00:03:40.720 --> 00:03:43.720]  或者是同工的領袖裡面
[00:03:43.720 --> 00:03:47.720]  我們不是只能夠局限在這個社區
[00:03:47.720 --> 00:03:49.720]  而是我想是一個時代
[00:03:49.720 --> 00:03:51.720]  現在的時代不斷轉變
[00:03:51.720 --> 00:03:55.720]  我們能不能夠把脈到這個時代的需要
[00:03:55.720 --> 00:03:57.720]  這個是一個很大的挑戰
[00:03:57.720 --> 00:04:00.720]  所以我們要和我的同工
[00:04:00.720 --> 00:04:02.720]  一班的領袖
[00:04:02.720 --> 00:04:05.720]  我們要去明白現在這個時代的需要
[00:04:05.720 --> 00:04:07.720]  我們能夠希望可以
[00:04:07.720 --> 00:04:10.720]  在有限的資源裡面
[00:04:10.720 --> 00:04:13.720]  無論是人的有限
[00:04:13.720 --> 00:04:15.720]  時間的有限
[00:04:15.720 --> 00:04:16.720]  等等
[00:04:16.720 --> 00:04:20.720]  我們去盡我們好管家的本份
[00:04:20.720 --> 00:04:21.720]  這個是比較空泛的
[00:04:21.720 --> 00:04:23.720]  只是理念上
[00:04:23.720 --> 00:04:24.720]  具體的落實
[00:04:24.720 --> 00:04:27.720]  這個會好一點
[00:04:27.720 --> 00:04:29.720]  我也不需要這麼大聲
[00:04:29.720 --> 00:04:31.720]  那是不是我要再重新repeat一次
[00:04:31.720 --> 00:04:32.720]  剛才說的話
[00:04:32.720 --> 00:04:33.720]  是不是
[00:04:33.720 --> 00:04:36.720]  這個令到我自己沒那麼緊張
[00:04:36.720 --> 00:04:37.720]  我很怕這些講座
[00:04:37.720 --> 00:04:40.720]  不是很會這樣講話
[00:04:40.720 --> 00:04:42.720]  我想是真的
[00:04:42.720 --> 00:04:44.720]  挑戰是存在的
[00:04:44.720 --> 00:04:48.720]  能夠令到我們錦宣家的弟兄姊妹
[00:04:48.720 --> 00:04:53.720]  一同去領袖上主給我們的恩典
[00:04:53.720 --> 00:04:57.720]  我們有很多得天獨厚的環境
[00:04:57.720 --> 00:04:59.720]  人才的資源
[00:04:59.720 --> 00:05:03.720]  但是怎樣能夠調度得好
[00:05:03.720 --> 00:05:06.720]  成為一個很合一的團隊
[00:05:06.720 --> 00:05:09.720]  一同去回應上主給我們的恩典
[00:05:09.720 --> 00:05:12.720]  或者那個機遇我們掌握得好
[00:05:12.720 --> 00:05:15.720]  這個本身就是一個挑戰
[00:05:15.720 --> 00:05:18.720]  都不是人力可以做到的
[00:05:18.720 --> 00:05:21.720]  仍然相信是祈禱
[00:05:21.720 --> 00:05:25.720]  眾志成城的一起多行一步
[00:05:25.720 --> 00:05:27.720]  這個多行一步
[00:05:27.720 --> 00:05:29.720]  背後可能需要很多弟兄姊妹
[00:05:29.720 --> 00:05:32.720]  可能一句話的潤滑油
[00:05:32.720 --> 00:05:38.720]  就成為彼此可以更同心的一個涟漓
[00:05:38.720 --> 00:05:41.720]  我想這個是我自己在面前
[00:05:41.720 --> 00:05:45.720]  很想錦宣家能夠先有這種
[00:05:45.720 --> 00:05:48.720]  好像固本培元
[00:05:48.720 --> 00:05:52.720]  然後我們可以一同去回應
[00:05:52.720 --> 00:05:55.720]  上主給我們的一個召命
[00:05:55.720 --> 00:05:57.720]  一個恩典的召命
[00:05:57.720 --> 00:06:00.720]  所以將來如果能夠做到一些事情
[00:06:00.720 --> 00:06:02.720]  是恩典來的
[00:06:02.720 --> 00:06:08.720]  做不到就要思考怎樣可以做得好一點
[00:06:08.720 --> 00:06:11.720]  我越說越興奮就越來越熱了
[00:06:11.720 --> 00:06:13.720]  本來應該很涼的
[00:06:13.720 --> 00:06:16.720]  這個都是我自己的困難
[00:06:16.720 --> 00:06:20.720]  OK 作為主持
[00:06:20.720 --> 00:06:22.720]  我都希望去梳理一下
[00:06:22.720 --> 00:06:25.720]  剛才曾牧師所講的東西
[00:06:25.720 --> 00:06:26.720]  有什麼的總結
[00:06:26.720 --> 00:06:28.720]  剛才聽到他講
[00:06:28.720 --> 00:06:34.720]  他希望錦宣家能夠有一個跨越地域
[00:06:34.720 --> 00:06:37.720]  不只是服侍一個錦宣家
[00:06:37.720 --> 00:06:39.720]  而是有一個時代的挑戰
[00:06:39.720 --> 00:06:43.720]  時代的挑戰都頗虛的
[00:06:43.720 --> 00:06:47.720]  甚至他講到有一個機遇
[00:06:47.720 --> 00:06:49.720]  究竟是否在曾牧師的面前
[00:06:49.720 --> 00:06:52.720]  已經有一些機遇在他眼前
[00:06:52.720 --> 00:06:54.720]  他已經可以掌握到
[00:06:54.720 --> 00:06:58.720]  或者他可不可以再具體一點
[00:06:58.720 --> 00:07:01.720]  他心目中的時代挑戰是一個什麼挑戰呢
[00:07:01.720 --> 00:07:03.720]  這個咪高峰都可以的
[00:07:03.720 --> 00:07:07.720]  譬如用過去一年
[00:07:07.720 --> 00:07:10.720]  我到現在是一年時間
[00:07:10.720 --> 00:07:12.720]  有很多事情發生
[00:07:12.720 --> 00:07:14.720]  是你想像不到的
[00:07:14.720 --> 00:07:17.720]  例如嘉欣樓的變化
[00:07:17.720 --> 00:07:22.720]  例如錦宣居然有三次可以在廣場
[00:07:22.720 --> 00:07:26.720]  有這些講座
[00:07:26.720 --> 00:07:31.720]  讓弟兄姊妹更加了解教會的發展
[00:07:31.720 --> 00:07:35.720]  或者有這些特別的講座
[00:07:35.720 --> 00:07:36.720]  特別題目的講座
[00:07:36.720 --> 00:07:38.720]  譬如上星期是關乎教育的
[00:07:38.720 --> 00:07:40.720]  原來我們有這麼多
[00:07:40.720 --> 00:07:44.720]  我們弟兄姊妹過去已經神給了我們的人才
[00:07:44.720 --> 00:07:47.720]  原來我們只需要做一個line up
[00:07:47.720 --> 00:07:49.720]  將他們整合
