
[00:00:00.000 --> 00:00:05.080]  近來有富哥司徒永富弟兄為我們分享訊息
[00:00:05.080 --> 00:00:08.040]  富哥今日的題目是天父的微聲
[00:00:08.040 --> 00:00:13.760]  經文是《列王記上》十九章十一至十三節
[00:00:13.760 --> 00:00:15.320]  耶和華說
[00:00:15.320 --> 00:00:19.720]  你出來站在山上 在我面前
[00:00:19.720 --> 00:00:22.600]  那時耶和華從那裡經過
[00:00:22.600 --> 00:00:27.200]  在他面前有烈風大作 崩山碎石
[00:00:27.200 --> 00:00:30.400]  耶和華卻不在風中
[00:00:30.400 --> 00:00:32.320]  風後地震
[00:00:32.320 --> 00:00:35.280]  耶和華卻不在其中
[00:00:35.280 --> 00:00:37.360]  地震後有火
[00:00:37.360 --> 00:00:40.640]  耶和華也不在火中
[00:00:40.640 --> 00:00:44.960]  火後有微小的聲音
[00:00:44.960 --> 00:00:46.600]  以利亞聽見
[00:00:46.600 --> 00:00:48.680]  就用外衣蒙上簾
[00:00:48.680 --> 00:00:51.040]  出來站在洞口
[00:00:51.040 --> 00:00:53.520]  有聲音向他說
[00:00:53.520 --> 00:00:57.960]  以利亞 你在這裡做甚麼?
[00:00:57.960 --> 00:01:01.000]  現在將時間交給富哥分享他的訊息
[00:01:01.000 --> 00:01:23.000]  (音樂)
[00:01:23.000 --> 00:01:26.000]  各位政協姐妹早安
[00:01:26.000 --> 00:01:30.880]  我知道今日在不同的地方
[00:01:30.880 --> 00:01:36.200]  我們都有弟兄姊妹在不同的家庭
[00:01:36.200 --> 00:01:38.760]  或者是自己寧靜的地方
[00:01:38.760 --> 00:01:44.000]  來進行我們的敬拜
[00:01:44.000 --> 00:01:47.960]  在平時當我們回到佳音樓
[00:01:47.960 --> 00:01:50.360]  或者去到教會的時候
[00:01:50.360 --> 00:01:53.720]  有很多的侍奉煩擾我們
[00:01:53.720 --> 00:01:58.280]  也有很多不同的事情發生
[00:01:58.280 --> 00:02:02.040]  也不能避免我知道有些朋友
[00:02:02.040 --> 00:02:08.360]  可能軀殼坐在那裡敬拜崇拜
[00:02:08.360 --> 00:02:12.520]  但是手也不由自主地
[00:02:12.520 --> 00:02:17.480]  在自己的智能電話上推推拉拉
[00:02:17.480 --> 00:02:20.200]  可能也不是真的很寧靜
[00:02:20.200 --> 00:02:26.040]  或者很專心地有機會去敬拜我們的上主
[00:02:26.040 --> 00:02:31.040]  一場疫情讓我們一切都慢下來
[00:02:31.040 --> 00:02:34.240]  可能真的有上主的微聲
[00:02:34.240 --> 00:02:43.120]  又或者你現在才習慣了安靜地去做一件事情
[00:02:43.120 --> 00:02:46.960]  包括現在坐在不同的空間、地方
[00:02:46.960 --> 00:02:52.400]  我知道有朋友可能在香港以外的
[00:02:52.400 --> 00:02:56.680]  我知道有外國居住的朋友
[00:02:56.680 --> 00:03:00.960]  在我們的網絡上和我們一起的敬拜
[00:03:00.960 --> 00:03:04.160]  這個敬拜就是一個寧靜的敬拜
[00:03:04.160 --> 00:03:07.800]  也真的有上帝的微聲
[00:03:07.800 --> 00:03:10.960]  今天要向我們說話
[00:03:10.960 --> 00:03:14.360]  我們的心情可能並不是很受
[00:03:14.360 --> 00:03:18.960]  不過我們的處境的確是被迫停擺
[00:03:18.960 --> 00:03:21.880]  停頓了下來
[00:03:21.880 --> 00:03:23.960]  這個可能對我們有好處
[00:03:23.960 --> 00:03:29.680]  正如剛才Jason帶的那首詩歌
[00:03:29.680 --> 00:03:32.520]  詩歌的內容是非常美麗
[00:03:32.520 --> 00:03:34.600]  讓我們親近主
[00:03:34.600 --> 00:03:36.800]  怎樣可以親近主呢?
[00:03:36.800 --> 00:03:39.760]  是不是在吵吵鬧鬧
[00:03:39.760 --> 00:03:42.080]  又或者是火遮眼
[00:03:42.080 --> 00:03:44.520]  又或者是很亢奮
[00:03:44.520 --> 00:03:46.080]  很繁忙
[00:03:46.080 --> 00:03:48.640]  很紛亂的環境裡面
[00:03:48.640 --> 00:03:51.680]  你可以親近主嗎?
[00:03:51.680 --> 00:03:53.080]  又或者是
[00:03:53.080 --> 00:03:56.400]  當你和別人吵架
[00:03:56.400 --> 00:03:59.040]  火遮眼
[00:03:59.040 --> 00:04:00.600]  心水不寧
[00:04:00.600 --> 00:04:03.160]  你聽不聽到別人的聲音呢?
[00:04:03.160 --> 00:04:05.040]  剛才的詩歌
[00:04:05.040 --> 00:04:07.800]  裡面的意境是非常好的
[00:04:07.800 --> 00:04:11.480]  甚至是教導我們要在寧靜裡面
[00:04:11.480 --> 00:04:15.080]  我的心渴求能夠遇見主
[00:04:15.080 --> 00:04:17.400]  能夠遇見主
[00:04:17.400 --> 00:04:20.440]  原來先決條件就是寧靜
[00:04:20.440 --> 00:04:22.680]  就是安靜
[00:04:22.680 --> 00:04:25.560]  原來我們要放下甚麼呢?
[00:04:25.560 --> 00:04:30.320]  歌詞說要放下一切的疑慮
[00:04:30.320 --> 00:04:34.480]  我們可能心裡仍然心理不平衡
[00:04:34.480 --> 00:04:36.480]  但是今天早上
[00:04:36.480 --> 00:04:40.160]  我邀請你放下
[00:04:40.160 --> 00:04:42.440]  不要再在電視裡面數
[00:04:42.440 --> 00:04:45.200]  究竟有多少個疫情當下
[00:04:45.200 --> 00:04:47.160]  中招的個案
[00:04:47.160 --> 00:04:50.560]  放下有多少個政策
[00:04:50.560 --> 00:04:54.240]  要隔離我們的疑慮
[00:04:54.240 --> 00:04:56.800]  那些纏繞我們的思緒
[00:04:56.800 --> 00:05:00.680]  可能我們很怕自己的身體
[00:05:00.680 --> 00:05:04.920]  生存都受到威脅
[00:05:04.920 --> 00:05:07.840]  又或者放下一切
[00:05:07.840 --> 00:05:09.720]  自己的顧慮
[00:05:09.720 --> 00:05:14.800]  然後剛才Jason帶我們唱一首詩歌的歌詞
[00:05:14.800 --> 00:05:20.800]  叫我們能夠在這一刻清心仰望祢
[00:05:20.800 --> 00:05:24.360]  我邀請大家此時此刻此地
[00:05:24.360 --> 00:05:26.920]  我不知道祢的地在哪裡
[00:05:26.920 --> 00:05:31.560]  但是上帝給我們的就是寬頻的網絡
[00:05:31.560 --> 00:05:36.520]  讓我們能夠一起聽到上帝的聲音
[00:05:36.520 --> 00:05:38.760]  主日崇拜的目的
[00:05:38.760 --> 00:05:40.080]  原來很簡單
[00:05:40.080 --> 00:05:42.080]  就是叫我們surrender
[00:05:42.080 --> 00:05:43.800]  叫我們休息
[00:05:43.800 --> 00:05:46.440]  包括少一點侍奉人員
[00:05:46.440 --> 00:05:48.640]  多一點人一起去敬拜
[00:05:48.640 --> 00:05:51.800]  一起去聽上帝的聲音
[00:05:51.800 --> 00:05:54.120]  上帝今時今日
[00:05:54.120 --> 00:05:56.120]  在此時此刻
[00:05:56.120 --> 00:05:59.120]  要向我們說什麼呢
[00:05:59.120 --> 00:06:02.520]  我不知道有沒有安靜的習慣
[00:06:02.520 --> 00:06:07.360]  我算是社會裡面
[00:06:07.360 --> 00:06:09.920]  可能因為工作關係
[00:06:09.920 --> 00:06:12.200]  在零售行業裡面
[00:06:12.200 --> 00:06:14.840]  我們每一天都像打仗一樣
[00:06:14.840 --> 00:06:18.080]  我自己的思緒都像作戰一樣
[00:06:18.080 --> 00:06:21.040]  但是更加內心多了的聲音
[00:06:21.040 --> 00:06:23.920]  經常提醒我要退去
[00:06:23.920 --> 00:06:29.480]  所以我每一年都要安排一些靜修的時間
[00:06:29.480 --> 00:06:35.800]  又或者刻意幫自己的生活裡面留白
[00:06:35.800 --> 00:06:38.040]  又或者有不同的會議
[00:06:38.040 --> 00:06:44.720]  不過我中間一定是刻意放空一兩小時
[00:06:44.720 --> 00:06:49.440]  能夠一個會議完結之後
[00:06:49.440 --> 00:06:50.320]  微微嘴笑
[00:06:50.320 --> 00:06:54.800]  因為我有一至兩小時可以喝杯咖啡
[00:06:54.800 --> 00:06:56.040]  不是懶惰
[00:06:56.040 --> 00:06:59.720]  而是放空自己的思緒
[00:06:59.720 --> 00:07:00.960]  放空自己的思緒
[00:07:00.960 --> 00:07:03.760]  讓我們觀察到這個世界
[00:07:03.760 --> 00:07:08.760]  讓我們能夠客觀地再看到自己身處的環境
[00:07:08.760 --> 00:07:11.000]  讓我們不要被其他的物慾
[00:07:11.000 --> 00:07:14.360]  好像獨勾般勾著我們
[00:07:14.360 --> 00:07:17.040]  究竟我們是一天裡面
[00:07:17.040 --> 00:07:19.440]  究竟是行事力主導我們
[00:07:19.440 --> 00:07:23.000]  還是我們主導行事力呢
[00:07:23.000 --> 00:07:25.040]  是不是失敗商人那樣
[00:07:25.040 --> 00:07:27.640]  洗個澡就睡在床上
[00:07:27.640 --> 00:07:30.840]  明天又會再見江湖
[00:07:30.840 --> 00:07:33.360]  然後給自己一個光環
[00:07:33.360 --> 00:07:37.160]  就是我要去改變世界
[00:07:37.160 --> 00:07:40.800]  但是其實我們都是血肉之軀
[00:07:40.800 --> 00:07:44.440]  我們身心靈都需要有一個安頓的時候
[00:07:44.440 --> 00:07:46.600]  因為當安頓的時候
[00:07:46.600 --> 00:07:50.400]  剛才的詩歌更加提醒我們
[00:07:50.400 --> 00:07:55.320]  原來微小的聲音可以引導我們走前路
[00:07:55.320 --> 00:07:56.920]  這個微小的聲音
[00:07:56.920 --> 00:07:58.560]  就是今天我要和大家分享的
[00:07:58.560 --> 00:08:01.160]  就是天父的微聲
[00:08:01.160 --> 00:08:06.760]  但是當我和大家分享天父的微聲之前
[00:08:06.760 --> 00:08:09.080]  天父那麼愛我們
[00:08:09.080 --> 00:08:14.320]  我們在地上一定有充滿很多鼓勵我們的微聲
[00:08:14.320 --> 00:08:18.480]  我不知道大家在這個生命裡面
