
[00:00:00.000 --> 00:00:04.500]  路加福音第四章十六至三十節
[00:00:04.500 --> 00:00:09.500]  耶穌來到拿撒勒,就是祂長大的地方
[00:00:09.500 --> 00:00:15.500]  在安息日,照祂素常的規矩進了會堂
[00:00:15.500 --> 00:00:18.500]  起來要唸聖經
[00:00:18.500 --> 00:00:22.500]  有人把以塞亞先知的書交給祂
[00:00:22.500 --> 00:00:27.500]  祂就打開,找到一處寫著
[00:00:27.500 --> 00:00:32.500]  主的靈在我身上,因為祂用告告我
[00:00:32.500 --> 00:00:35.500]  叫我傳福音給貧窮的人
[00:00:35.500 --> 00:00:40.500]  差遣我宣告,被擄得釋放
[00:00:40.500 --> 00:00:45.500]  失明的得看見,受壓迫的得自由
[00:00:45.500 --> 00:00:49.500]  宣告神越立人的欺凌
[00:00:49.500 --> 00:00:53.500]  於是,祂把書捲起來
[00:00:53.500 --> 00:00:57.500]  加還給管理人,就坐下
[00:00:57.500 --> 00:01:01.500]  會堂裡的人都靜靜看祂
[00:01:01.500 --> 00:01:03.500]  耶穌對他們說
[00:01:03.500 --> 00:01:09.500]  你們聽見的這聖經文,今天已經應驗了
[00:01:09.500 --> 00:01:16.500]  眾人都稱讚祂,並對祂口中所說的恩言感到驚訝
[00:01:16.500 --> 00:01:21.500]  他們說,這不是約瑟的兒子嗎?
[00:01:21.500 --> 00:01:23.500]  耶穌對他們說
[00:01:23.500 --> 00:01:27.500]  你們一定會用這俗語向我說
[00:01:27.500 --> 00:01:29.500]  醫生,依你自己吧
[00:01:29.500 --> 00:01:33.500]  我們聽見你在加伯隆所做的事
[00:01:33.500 --> 00:01:38.500]  也該做在你自己的家鄉做吧
[00:01:38.500 --> 00:01:41.500]  他又說,我實在告訴你們
[00:01:41.500 --> 00:01:48.500]  沒有先知在自己家鄉被人接納的
[00:01:48.500 --> 00:01:50.500]  第25節
[00:01:50.500 --> 00:01:52.500]  我對你們說實話
[00:01:52.500 --> 00:01:54.500]  在以利亞的時候
[00:01:54.500 --> 00:01:57.500]  天封閉了三年六個月
[00:01:57.500 --> 00:02:00.500]  遍地有大饑荒
[00:02:00.500 --> 00:02:04.500]  那時以色列中有許多寡婦
[00:02:04.500 --> 00:02:14.500]  以利亞並沒有奉差往他們中任何一個人那裡去
[00:02:14.500 --> 00:02:22.500]  只差西頓的薩納法一個婦人那裡去
[00:02:22.500 --> 00:02:25.500]  在以利沙先知的時候
[00:02:25.500 --> 00:02:29.500]  以色列中有許多麻瘋病人
[00:02:29.500 --> 00:02:32.500]  但除了敘利亞的奶媽
[00:02:32.500 --> 00:02:36.500]  沒有一個得潔淨的
[00:02:36.500 --> 00:02:40.500]  會堂裡的人聽見這話都怒氣填胸
[00:02:40.500 --> 00:02:43.500]  就起來趕她出城
[00:02:43.500 --> 00:02:46.500]  他們的城造在山上
[00:02:46.500 --> 00:02:49.500]  他們把她帶到山崖
[00:02:49.500 --> 00:02:52.500]  要把她推下去
[00:02:52.500 --> 00:02:57.500]  她卻在他們中間穿過去走了
[00:02:57.500 --> 00:02:59.500]  公演將時間交給陳慧安傳道
[00:02:59.500 --> 00:03:01.500]  (陳慧安傳道)
[00:03:01.500 --> 00:03:03.500]  (陳慧安傳道)
[00:03:04.500 --> 00:03:07.500]  感謝你讓我們能夠在清晨的時候
[00:03:07.500 --> 00:03:10.500]  我們一起去聚集去獻上敬拜
[00:03:10.500 --> 00:03:14.500]  讓我們今天能夠去聆聽你自己的聖言
[00:03:14.500 --> 00:03:17.500]  昔日在福音書裡面所記載
[00:03:17.500 --> 00:03:22.500]  你在你的地方裡面一些事蹟
[00:03:22.500 --> 00:03:26.500]  求全你幫助孩子都能夠去清楚
[00:03:26.500 --> 00:03:29.500]  能夠去講述你的說話
[00:03:29.500 --> 00:03:31.500]  讓我們能夠不單止聽
[00:03:31.500 --> 00:03:33.500]  更加能夠去行
[00:03:33.500 --> 00:03:36.500]  讓我們今天能夠滿載你的話語
[00:03:36.500 --> 00:03:38.500]  能夠實踐你的話語
[00:03:38.500 --> 00:03:41.500]  讓我們謙卑去聆聽你的話語
[00:03:41.500 --> 00:03:42.500]  感謝你恩典
[00:03:42.500 --> 00:03:43.500]  奉主明求
[00:03:43.500 --> 00:03:44.500]  阿們
[00:03:44.500 --> 00:03:46.500]  今天的講題就叫做
[00:03:46.500 --> 00:03:47.500]  耶穌同鄉會
[00:03:47.500 --> 00:03:49.500]  一個比較特別的講題
[00:03:49.500 --> 00:03:53.500]  不知道大家剛剛的新年有沒有回鄉下拜年呢
[00:03:53.500 --> 00:03:55.500]  有沒有呀?舉手,如果有的話
[00:03:55.500 --> 00:03:57.500]  都很少了,是不是?
[00:03:57.500 --> 00:03:59.500]  現在我們都很少回鄉下
[00:03:59.500 --> 00:04:02.500]  我自己這一代的香港人
[00:04:02.500 --> 00:04:04.500]  我自己都沒有回過鄉下
[00:04:04.500 --> 00:04:06.500]  我自己的鄉下是東莞
[00:04:06.500 --> 00:04:08.500]  去東莞只去過一次
[00:04:08.500 --> 00:04:10.500]  去東莞的酒店玩
[00:04:10.500 --> 00:04:12.500]  都沒有回過自己的鄉下
[00:04:12.500 --> 00:04:15.500]  我爸爸其實都回過一兩次都沒有回過
[00:04:15.500 --> 00:04:18.500]  所以可能對我們來說
[00:04:18.500 --> 00:04:19.500]  我們的鄉下就是元朗
[00:04:19.500 --> 00:04:21.500]  感受花園就是我的鄉下
[00:04:21.500 --> 00:04:24.500]  就是我們長大的地方
[00:04:25.500 --> 00:04:29.500]  我發覺在香港其實都有一些同鄉會
[00:04:29.500 --> 00:04:32.500]  不知道大家有沒有參加過同鄉會
[00:04:32.500 --> 00:04:34.500]  我在長洲住
[00:04:34.500 --> 00:04:36.500]  長洲都有不同類型的同鄉會
[00:04:36.500 --> 00:04:41.500]  在某個街上的樓裏有個單位
[00:04:41.500 --> 00:04:44.500]  我找回我自己的鄉下的同鄉會
[00:04:44.500 --> 00:04:47.500]  在網上找回東莞同鄉會
[00:04:47.500 --> 00:04:49.500]  有些市名
[00:04:49.500 --> 00:04:50.500]  我讀出來
[00:04:50.500 --> 00:04:52.500]  為什麼會有同鄉會在香港裏面
[00:04:52.500 --> 00:04:56.500]  第一個就是愛國愛港愛鄉
[00:04:56.500 --> 00:04:58.500]  第二個就是聯絡感情
[00:04:58.500 --> 00:05:00.500]  第三個就是互相扶持
[00:05:00.500 --> 00:05:02.500]  第四個就是提倡公益
[00:05:02.500 --> 00:05:04.500]  共謀福利
[00:05:04.500 --> 00:05:06.500]  我們看一段經文
[00:05:06.500 --> 00:05:08.500]  都是很類似的東西
[00:05:08.500 --> 00:05:10.500]  我們在路過的地方
[00:05:10.500 --> 00:05:16.500]  見到耶穌和他鄉下的一些同鄉
[00:05:16.500 --> 00:05:19.500]  一些對話和事情
[00:05:19.500 --> 00:05:23.500]  經文是記載在路加福音第四章
[00:05:23.500 --> 00:05:25.500]  如果我們上次都講過
[00:05:25.500 --> 00:05:28.500]  路加福音和馬太福音
[00:05:28.500 --> 00:05:31.500]  馬可福音三卷書是很同類型
[00:05:31.500 --> 00:05:33.500]  很相關連的書卷
[00:05:33.500 --> 00:05:35.500]  我們稱之為婦女福音
[00:05:35.500 --> 00:05:39.500]  如果我們看回馬太和馬可
[00:05:39.500 --> 00:05:41.500]  相關對應的版本
[00:05:41.500 --> 00:05:42.500]  其實是有的
[00:05:42.500 --> 00:05:43.500]  不過你會發現
[00:05:43.500 --> 00:05:46.500]  在馬可和馬太的版本裏面
[00:05:46.500 --> 00:05:49.500]  分別是馬可福音第六章一到六節
[00:05:49.500 --> 00:05:51.500]  如果大家有興趣的話
[00:05:51.500 --> 00:05:53.500]  可以自己參考一下
[00:05:53.500 --> 00:05:55.500]  在馬可福音第六章一到六節
[00:05:55.500 --> 00:06:00.500]  或者在馬太福音十三章五十三到五十八節的經文裏面
[00:06:00.500 --> 00:06:02.500]  其實都記載了類似的事
[00:06:02.500 --> 00:06:07.500]  就是耶穌在拿撒勒的家鄉會堂裏面的一些經歷
[00:06:07.500 --> 00:06:10.500]  不過他所記載的
[00:06:10.500 --> 00:06:13.500]  卻有一點點和路加版本很不同
[00:06:13.500 --> 00:06:15.500]  路加版本是特別的
[00:06:15.500 --> 00:06:20.500]  是他仔細講述中間的內容
[00:06:20.500 --> 00:06:22.500]  我讀一讀簡單舉個例子
[00:06:22.500 --> 00:06:25.500]  讀回馬可福音的版本
[00:06:25.500 --> 00:06:27.500]  馬可福音第六章一到六節的經文
[00:06:27.500 --> 00:06:30.500]  耶穌離開那裏來到自己的家鄉
[00:06:30.500 --> 00:06:32.500]  門徒也跟從他
