
[00:00:00.000 --> 00:00:04.500]  感謝主,我們今天有蔡家仙牧師在我們當中正道
[00:00:04.500 --> 00:00:09.500]  蔡牧師是美國環球聖經公會拓展主任
[00:00:09.500 --> 00:00:13.500]  她今天的講題是「合神心意的服事」
[00:00:13.500 --> 00:00:16.500]  經文出處有三個地方
[00:00:16.500 --> 00:00:20.500]  分別在馬太福音、馬賀福音和約翰福音
[00:00:20.500 --> 00:00:22.500]  我今次只會讀出第一段
[00:00:22.500 --> 00:00:25.500]  其他的話,待會蔡牧師會慢慢去講解
[00:00:25.500 --> 00:00:29.500]  第一段馬太福音是26章6至13節
[00:00:29.500 --> 00:00:33.500]  耶穌在伯大利的麻風病人西門加里
[00:00:33.500 --> 00:00:38.500]  有一個女人拿著一玉瓶極貴的香膏來
[00:00:38.500 --> 00:00:42.500]  趁耶穌坐直的時候,繞在她的頭上
[00:00:42.500 --> 00:00:45.500]  門徒看見就很不高興說
[00:00:45.500 --> 00:00:47.500]  何必這樣浪費呢?
[00:00:47.500 --> 00:00:51.500]  這香膏可以賣許多錢,周濟窮人
[00:00:51.500 --> 00:00:54.500]  耶穌看出他們的意思,就說
[00:00:54.500 --> 00:00:57.500]  為什麼難為這女人呢?
[00:00:57.500 --> 00:01:00.500]  她在我身上做的是一件美事
[00:01:00.500 --> 00:01:04.500]  因為常有窮人和你們在一起
[00:01:04.500 --> 00:01:06.500]  但是你們不常有我
[00:01:06.500 --> 00:01:09.500]  她把這香膏繞在我身上
[00:01:09.500 --> 00:01:12.500]  是為我安葬作準備的
[00:01:12.500 --> 00:01:14.500]  我實在告訴你們
[00:01:14.500 --> 00:01:18.500]  普天之下,無論在什麼地方傳這福音
[00:01:18.500 --> 00:01:23.500]  都要述說這女人所做的來紀念她
[00:01:23.500 --> 00:01:25.500]  經文讀不,以下公敬的
[00:01:25.500 --> 00:01:27.500]  將時間交給蔡牧師
[00:01:27.500 --> 00:01:29.500]  (蔡牧師)各位主持人們平安
[00:01:29.500 --> 00:01:34.500]  代表環球聖經公會天道福音中心
[00:01:34.500 --> 00:01:39.500]  容寶龍牧師帶來給大家的問候
[00:01:39.500 --> 00:01:42.500]  我們有看過新譯本
[00:01:42.500 --> 00:01:44.500]  容寶龍牧師在二十多年前
[00:01:44.500 --> 00:01:47.500]  和一班香港教會的同工
[00:01:47.500 --> 00:01:49.500]  將聖經重新翻譯過
[00:01:49.500 --> 00:01:52.500]  他老人家現在身體比較差
[00:01:52.500 --> 00:01:55.500]  住在美國聖路西道
[00:01:55.500 --> 00:01:57.500]  每次我出來的時候
[00:01:57.500 --> 00:01:58.500]  他都會特意交代
[00:01:58.500 --> 00:02:00.500]  你去到世界各地的時候
[00:02:00.500 --> 00:02:04.500]  都要代表他問候各地教會弟兄姊妹
[00:02:04.500 --> 00:02:06.500]  環球聖經公會的工作
[00:02:06.500 --> 00:02:12.500]  主要是翻譯聖經和出版一些著籍書
[00:02:12.500 --> 00:02:14.500]  天道的出版
[00:02:14.500 --> 00:02:16.500]  如果大家看教會圖書館
[00:02:16.500 --> 00:02:18.500]  或者去書室看
[00:02:18.500 --> 00:02:20.500]  都會看到一本藍色的圖
[00:02:20.500 --> 00:02:21.500]  整套藍色的
[00:02:21.500 --> 00:02:23.500]  舊約用黃字
[00:02:23.500 --> 00:02:25.500]  新約用白字
[00:02:25.500 --> 00:02:26.500]  那套天道著籍
[00:02:26.500 --> 00:02:27.500]  就是我們出版的
[00:02:27.500 --> 00:02:28.500]  感謝神
[00:02:28.500 --> 00:02:30.500]  我們在二零一六年
[00:02:30.500 --> 00:02:33.500]  出版了六十六卷書的著籍書
[00:02:33.500 --> 00:02:35.500]  這是第一套
[00:02:35.500 --> 00:02:40.500]  全部是華人學者所寫的著籍書
[00:02:40.500 --> 00:02:41.500]  很感謝神
[00:02:41.500 --> 00:02:43.500]  香港一個基金會
[00:02:43.500 --> 00:02:44.500]  他們很有愛心
[00:02:44.500 --> 00:02:46.500]  奉獻了二百五十萬美金
[00:02:46.500 --> 00:02:49.500]  以致我們能夠完成這個事工
[00:02:49.500 --> 00:02:53.500]  我們都不斷改進
[00:02:53.500 --> 00:02:56.500]  因為裡面有些比較舊的著籍
[00:02:56.500 --> 00:02:59.500]  我們慢慢都在翻新
[00:02:59.500 --> 00:03:06.500]  原因就是現在華人學者對於原文
[00:03:06.500 --> 00:03:07.500]  對於希伯來文
[00:03:07.500 --> 00:03:09.500]  對於希列文的認識
[00:03:09.500 --> 00:03:10.500]  是有深度的
[00:03:10.500 --> 00:03:12.500]  更加有深度的時候
[00:03:12.500 --> 00:03:14.500]  以致我們可以重新去做這件事
[00:03:14.500 --> 00:03:17.500]  我們亦在二零一六年出版了一本
[00:03:17.500 --> 00:03:19.500]  叫做環球聖經譯本
[00:03:19.500 --> 00:03:20.500]  叫做環譯
[00:03:20.500 --> 00:03:25.500]  新譯本已經建立在和合本的根基上
[00:03:25.500 --> 00:03:28.500]  和合本其實是一本翻譯得很好的聖經
[00:03:28.500 --> 00:03:30.500]  特別是和合本
[00:03:30.500 --> 00:03:32.500]  和合本翻譯的時候
[00:03:32.500 --> 00:03:33.500]  大家稍微知道一些故事
[00:03:33.500 --> 00:03:36.500]  原來和合本翻譯是在山東翻譯的
[00:03:36.500 --> 00:03:39.500]  所以翻譯的時候很多用了山東話
[00:03:39.500 --> 00:03:40.500]  很簡單
[00:03:40.500 --> 00:03:41.500]  我們廣東人不明白的
[00:03:41.500 --> 00:03:43.500]  什麼祈禱要進入內屋
[00:03:43.500 --> 00:03:45.500]  什麼叫內屋
[00:03:45.500 --> 00:03:46.500]  不知道什麼叫內屋
[00:03:46.500 --> 00:03:47.500]  其實我覺得
[00:03:47.500 --> 00:03:50.500]  國語那間房
[00:03:50.500 --> 00:03:52.500]  自己的房間叫內屋
[00:03:52.500 --> 00:03:55.500]  所以點燈沒有放在豆底下
[00:03:55.500 --> 00:03:57.500]  豆什麼叫豆屋
[00:03:57.500 --> 00:03:59.500]  我們拆運時廚房都沒有豆
[00:03:59.500 --> 00:04:00.500]  是不是?
[00:04:00.500 --> 00:04:01.500]  香港是不是?
[00:04:01.500 --> 00:04:03.500]  拆運時的感受都差不多是豆出來
[00:04:03.500 --> 00:04:07.500]  但是原來豆在農村裡面
[00:04:07.500 --> 00:04:09.500]  有一個這樣的器皿
[00:04:09.500 --> 00:04:15.500]  所以新譯本都建立在和合本的基礎上
[00:04:15.500 --> 00:04:17.500]  到了我們先幾年的時候
[00:04:17.500 --> 00:04:18.500]  我們就開始考慮
[00:04:18.500 --> 00:04:20.500]  我們需不需要再
[00:04:20.500 --> 00:04:22.500]  新譯本已經二十多年了
[00:04:22.500 --> 00:04:25.500]  我們需不需要再翻譯呢?
[00:04:25.500 --> 00:04:26.500]  所以我們就用了這本
[00:04:26.500 --> 00:04:29.500]  翻譯了一本叫《環球聖經》譯本
[00:04:29.500 --> 00:04:30.500]  這本翻譯的時候
[00:04:30.500 --> 00:04:34.500]  當時翻譯局負責的幾個同工就說
[00:04:34.500 --> 00:04:37.500]  不如我們用全新的概念去翻譯
[00:04:37.500 --> 00:04:41.500]  不要再在舊的譯本上去看
[00:04:41.500 --> 00:04:43.500]  做了決定之後
[00:04:43.500 --> 00:04:46.500]  發現原來真的不簡單
[00:04:46.500 --> 00:04:47.500]  真的不簡單
[00:04:47.500 --> 00:04:49.500]  因為當你全新翻譯的時候
[00:04:49.500 --> 00:04:51.500]  你的資源運用和
[00:04:51.500 --> 00:04:56.500]  雖然學者有學問去做這件事
[00:04:56.500 --> 00:04:59.500]  但是在過程裡面有很多的東西
[00:04:59.500 --> 00:05:01.500]  所以這本《環球聖經》翻譯的時候
[00:05:01.500 --> 00:05:02.500]  我們特別
[00:05:02.500 --> 00:05:04.500]  這本我送給教會
[00:05:04.500 --> 00:05:05.500]  送給
[00:05:05.500 --> 00:05:06.500]  多謝教會
[00:05:06.500 --> 00:05:07.500]  送給教會
[00:05:07.500 --> 00:05:09.500]  我們下面那裡
[00:05:09.500 --> 00:05:12.500]  那裡就不是注釋
[00:05:12.500 --> 00:05:15.500]  是翻譯者的筆記
[00:05:15.500 --> 00:05:16.500]  Interpreter's note
[00:05:16.500 --> 00:05:19.500]  翻譯者說我看了這麼多的經文
[00:05:19.500 --> 00:05:21.500]  看了這麼多的翻譯之後
[00:05:21.500 --> 00:05:25.500]  我自己認為哪個翻譯是最有可能
[00:05:25.500 --> 00:05:31.500]  所以變成了一個很好的研讀版本
[00:05:31.500 --> 00:05:33.500]  我自己看《聖經》的時候
[00:05:33.500 --> 00:05:35.500]  也有一點挑剔
[00:05:35.500 --> 00:05:39.500]  當時環球總幹事就請我
[00:05:39.500 --> 00:05:41.500]  你幫我來推新譯本
[00:05:41.500 --> 00:05:43.500]  我不幫你推新譯本
[00:05:43.500 --> 00:05:45.500]  新譯本有些地方翻譯得不好
[00:05:45.500 --> 00:05:46.500]  不合我心意
[00:05:46.500 --> 00:05:50.500]  但是他說不如幫我推這本
[00:05:50.500 --> 00:05:54.500]  希望這本成為中國前面五十年
[00:05:54.500 --> 00:05:59.500]  將來五十年的一本聖經
[00:05:59.500 --> 00:06:02.500]  去研讀的聖經
[00:06:02.500 --> 00:06:03.500]  我就說好
[00:06:03.500 --> 00:06:04.500]  我願意參加這個時光
[00:06:04.500 --> 00:06:06.500]  我想不到我自己一個人
[00:06:06.500 --> 00:06:07.500]  這個人
[00:06:07.500 --> 00:06:08.500]  這個這麼無用的人
[00:06:08.500 --> 00:06:12.500]  神可以用我能夠參與中國前面五十年
[00:06:12.500 --> 00:06:13.500]  神學的發展
[00:06:13.500 --> 00:06:16.500]  這是令我一個很大的震撼
[00:06:16.500 --> 00:06:21.500]  這本聖經我們就送給錦宣堂的弟兄姊妹牧師
[00:06:21.500 --> 00:06:33.500]  今天和大家去傳講的
[00:06:33.500 --> 00:06:37.500]  就是講到怎樣去有一個合神心意的服事
[00:06:37.500 --> 00:06:41.500]  我剛剛在星期二從北京回來
[00:06:41.500 --> 00:06:46.500]  大家知道中國在去年的9月1日
[00:06:46.500 --> 00:06:48.500]  就通過了宗教法
[00:06:48.500 --> 00:06:52.500]  宗教法裏面在2月1日開始生效
[00:06:52.500 --> 00:06:54.500]  這個宗教法很成功
[00:06:54.500 --> 00:06:57.500]  很成功去掐死教會
[00:06:57.500 --> 00:06:59.500]  很簡單的一件事
[00:06:59.500 --> 00:07:00.500]  他有一個很簡單的
[00:07:00.500 --> 00:07:03.500]  大陸現在做得很精彩
[00:07:03.500 --> 00:07:05.500]  他說所有公眾聚集的地方
[00:07:05.500 --> 00:07:07.500]  最好不要上樓
[00:07:07.500 --> 00:07:09.500]  大家都覺得OK
[00:07:09.500 --> 00:07:13.500]  全部要住在地下
[00:07:13.500 --> 00:07:16.500]  第二所有聚會的地方
[00:07:16.500 --> 00:07:18.500]  都要有兩個出口
[00:07:18.500 --> 00:07:19.500]  很正常
[00:07:19.500 --> 00:07:23.500]  我們現在的消防走火通道很正常
[00:07:23.500 --> 00:07:26.500]  但問題是大家知道
[00:07:26.500 --> 00:07:30.500]  原來全中國的酒樓都沒有兩個走火通道
[00:07:30.500 --> 00:07:34.500]  地鐵站都沒有兩個出口
[00:07:34.500 --> 00:07:36.500]  大家有沒有留意
[00:07:36.500 --> 00:07:40.500]  所以他的手法是很厲害
[00:07:40.500 --> 00:07:42.500]  所以我這次上去的時候
[00:07:42.500 --> 00:07:45.500]  我心裏帶著一個很沉重的心情上去
[00:07:45.500 --> 00:07:48.500]  我在2003年開始
[00:07:48.500 --> 00:07:51.500]  我不斷上去服事中國教會
[00:07:51.500 --> 00:07:53.500]  我在那裏教神學
