
[00:00:00.000 --> 00:00:03.800]  Lazure Time是甚麼原因我們現在坐在一起?
[00:00:03.800 --> 00:00:05.800]  這個是屬於Lazure Time的?
[00:00:05.800 --> 00:00:19.800]  (英文)
[00:00:19.800 --> 00:00:21.800]  Hello Hello
[00:00:21.800 --> 00:00:23.800]  (英文)
[00:00:23.800 --> 00:00:25.800]  為甚麼要發言呢?
[00:00:25.800 --> 00:00:27.800]  (英文)
[00:00:27.800 --> 00:00:29.800]  為自己啦
[00:00:29.800 --> 00:00:31.800]  (英文)
[00:00:31.800 --> 00:00:33.800]  Lazure Time
[00:00:33.800 --> 00:00:38.800]  我現在是Lazure Time
[00:00:38.800 --> 00:00:40.800]  我的女兒都睡了
[00:00:40.800 --> 00:00:45.800]  我完成了今天的工作
[00:00:45.800 --> 00:00:52.800]  其實現在的狀態跟你完成今天的工作有甚麼分別?
[00:00:52.800 --> 00:00:58.800]  很大分別
[00:00:58.800 --> 00:01:11.800]  (英文)
[00:01:11.800 --> 00:01:16.800]  剛才陶陶說你完成了今天的工作
[00:01:16.800 --> 00:01:18.800]  那些工作是誰要你做的?
[00:01:18.800 --> 00:01:22.800]  是不是你?
[00:01:22.800 --> 00:01:24.800]  不是
[00:01:24.800 --> 00:01:28.800]  是誰要你做的?因為你是家庭主婦
[00:01:28.800 --> 00:01:30.800]  是嗎?
[00:01:30.800 --> 00:01:32.800]  是
[00:01:32.800 --> 00:01:36.800]  或者你的小朋友很期待要完成的某些責任
[00:01:36.800 --> 00:01:38.800]  是嗎?
[00:01:38.800 --> 00:01:40.800]  是
[00:01:40.800 --> 00:01:42.800]  因為責任
[00:01:42.800 --> 00:01:46.800]  不是愛是責任
[00:01:46.800 --> 00:01:48.800]  是
[00:01:48.800 --> 00:01:50.800]  即是責任
[00:01:50.800 --> 00:01:58.800]  那是否屬於已經承諾了責任
[00:01:58.800 --> 00:02:01.800]  不可以去到那時候說要做與不做
[00:02:01.800 --> 00:02:07.800]  其實你已經有了一個目標
[00:02:07.800 --> 00:02:11.800]  要完成一個別人給你的責任
[00:02:11.800 --> 00:02:13.800]  是嗎?
[00:02:13.800 --> 00:02:15.800]  可能是身不由己的
[00:02:15.800 --> 00:02:17.800]  去到那個位置
[00:02:17.800 --> 00:02:19.800]  富哥應該也是
[00:02:19.800 --> 00:02:22.800]  有些可能是工作上有需要
[00:02:22.800 --> 00:02:25.800]  或者是在找自己的公司
[00:02:25.800 --> 00:02:27.800]  你不能不去做
[00:02:27.800 --> 00:02:29.800]  是嗎?
[00:02:29.800 --> 00:02:39.800]  所以回到家跟在工作的狀態是差很遠的
[00:02:39.800 --> 00:02:41.800]  是
[00:02:41.800 --> 00:02:46.800]  你回到家你的狀態會怎樣?
[00:02:46.800 --> 00:02:50.800]  我的狀態比較放鬆
[00:02:50.800 --> 00:02:56.800]  是否自己想做什麼相對地都可以作主?
[00:02:56.800 --> 00:02:58.800]  算嗎?
[00:02:58.800 --> 00:03:01.800]  差不多
[00:03:01.800 --> 00:03:08.800]  但工作上我有需要確保公司運作正常
[00:03:08.800 --> 00:03:12.800]  即使在現在的環境下
[00:03:12.800 --> 00:03:14.800]  我們都要想辦法
[00:03:14.800 --> 00:03:17.800]  不如我們轉型式
[00:03:17.800 --> 00:03:19.800]  Zoom meeting
[00:03:19.800 --> 00:03:25.800]  但都要繼續讓公司運作暢順
[00:03:25.800 --> 00:03:28.800]  可以向前走
[00:03:28.800 --> 00:03:33.800]  回到家很放鬆
[00:03:33.800 --> 00:03:37.800]  因為看到自己的子女和家庭
[00:03:37.800 --> 00:03:40.800]  是很不同的事
[00:03:40.800 --> 00:03:45.800]  你突然發現自己做回一家之主
[00:03:45.800 --> 00:03:50.800]  我回到家都不是一家之主
[00:03:50.800 --> 00:03:58.800]  是一家之主
[00:03:58.800 --> 00:04:04.800]  尤其是因為工作的內容
[00:04:04.800 --> 00:04:07.800]  而有人出糧給你
[00:04:07.800 --> 00:04:14.800]  別人還要主導你的行動行為
[00:04:14.800 --> 00:04:19.800]  要看你做得有多好
[00:04:19.800 --> 00:04:25.800]  當你去到一個處境
[00:04:25.800 --> 00:04:29.800]  例如你會跟自己說
[00:04:29.800 --> 00:04:33.800]  我不做就不做
[00:04:33.800 --> 00:04:37.800]  身體是由自己掌控的
[00:04:37.800 --> 00:04:47.800]  一天有多少時間是你有選擇的?
[00:04:47.800 --> 00:04:59.800]  可能我們大部份人都是人在江湖心不由己
[00:04:59.800 --> 00:05:03.800]  簡單來說
[00:05:03.800 --> 00:05:09.800]  要去報一些既定和別人期望的責任
[00:05:09.800 --> 00:05:15.800]  無論是有錢還是沒錢給你
[00:05:15.800 --> 00:05:17.800]  都是工作
[00:05:17.800 --> 00:05:25.800]  例如你答應做義工的項目
[00:05:25.800 --> 00:05:29.800]  要完成別人對你的期望
[00:05:29.800 --> 00:05:32.800]  有錢還是沒錢是後話
[00:05:32.800 --> 00:05:35.800]  自主的活動
[00:05:35.800 --> 00:05:39.800]  差不多是自己決定
[00:05:39.800 --> 00:05:42.800]  自己想做什麼就做什麼
[00:05:42.800 --> 00:05:49.800]  很多時候有些人會選擇去打球
[00:05:49.800 --> 00:05:53.800]  去行山、游泳、做運動
[00:05:53.800 --> 00:06:00.800]  我這個part point有說半休閒活動
[00:06:00.800 --> 00:06:03.800]  那些是什麼呢?
[00:06:03.800 --> 00:06:10.800]  既工作又自主
[00:06:10.800 --> 00:06:18.800]  family time
[00:06:18.800 --> 00:06:24.800]  即是你都要給家庭一些時間
[00:06:24.800 --> 00:06:27.800]  你都享受的
[00:06:27.800 --> 00:06:34.800]  有些責任有些leisure
[00:06:34.800 --> 00:06:39.800]  如果你整天不見了人去健身
[00:06:39.800 --> 00:06:45.800]  你心裏會覺得好像沒fulfill做老公的責任
[00:06:45.800 --> 00:06:48.800]  這個也是
[00:06:48.800 --> 00:06:54.800]  又例如生理上有需要的
[00:06:54.800 --> 00:07:03.800]  不過你又可以選擇做一做
[00:07:03.800 --> 00:07:04.800]  遲些做
[00:07:04.800 --> 00:07:07.800]  例如每日起居飲食
[00:07:07.800 --> 00:07:09.800]  食糞餓
[00:07:09.800 --> 00:07:11.800]  這些都是可能
[00:07:11.800 --> 00:07:15.800]  如果你不能在休閒的狀況下食
[00:07:15.800 --> 00:07:17.800]  但又不知為什麼
[00:07:17.800 --> 00:07:19.800]  去到一定時間
[00:07:19.800 --> 00:07:23.800]  胃又會提醒你要食
[00:07:23.800 --> 00:07:29.800]  所以我們每一日都徘徊在這個範圍裏
[00:07:29.800 --> 00:07:33.800]  我們試試去想一想
[00:07:33.800 --> 00:07:38.800]  什麼為之工作
[00:07:38.800 --> 00:07:41.800]  這個你怎麼看?
[00:07:41.800 --> 00:07:44.800]  我的安全
[00:07:44.800 --> 00:07:50.800]  和個人安全
[00:07:50.800 --> 00:07:54.800]  同意嗎?
[00:07:54.800 --> 00:07:58.800]  工作
[00:07:58.800 --> 00:08:06.800]  不明白
[00:08:06.800 --> 00:08:12.800]  就等於你要養妻養兒
[00:08:12.800 --> 00:08:19.800]  你都要搵食
[00:08:19.800 --> 00:08:24.800]  我們上一代將工作等於搵食
[00:08:24.800 --> 00:08:29.800]  幫人的都是工作
[00:08:29.800 --> 00:08:38.800]  原來可能是給這個定義
[00:08:38.800 --> 00:08:40.800]  剛才姐妹說的
[00:08:40.800 --> 00:08:44.800]  又好像不是為了生存
[00:08:44.800 --> 00:08:46.800]  或者生活
[00:08:46.800 --> 00:08:50.800]  我試試分享幾個我找的
[00:08:50.800 --> 00:08:56.800]  一些人的論述
[00:08:56.800 --> 00:08:58.800]  這個你又怎麼看?
[00:08:58.800 --> 00:09:04.800]  他說在一種很深刻的快樂
[00:09:04.800 --> 00:09:10.800]  和與世界的需要相遇
[00:09:10.800 --> 00:09:14.800]  要回答一下這句話
[00:09:14.800 --> 00:09:20.800]  又或者你在不在這個境界呢?
[00:09:20.800 --> 00:09:26.800]  未必是快樂
[00:09:26.800 --> 00:09:32.800]  有些人的工作不是他想做的
[00:09:32.800 --> 00:09:36.800]  但他又在做
[00:09:36.800 --> 00:09:42.800]  未必是很享受
[00:09:42.800 --> 00:09:46.800]  你先處理了
[00:09:46.800 --> 00:09:50.800]  第一個不是一種愉悅的感覺
[00:09:50.800 --> 00:09:52.800]  但你正在做
[00:09:52.800 --> 00:09:56.800]  是否人家需要你做
[00:09:56.800 --> 00:10:02.800]  而是適應到人家的需要呢?
[00:10:02.800 --> 00:10:06.800]  應該是
[00:10:06.800 --> 00:10:12.800]  大部份工作都是因為這個世界有這個需要
[00:10:12.800 --> 00:10:16.800]  才有這個工作
[00:10:16.800 --> 00:10:19.800]  有沒有人做得很開心
[00:10:19.800 --> 00:10:22.800]  但不是人家需要的
[00:10:22.800 --> 00:10:31.800]  打機?
[00:10:31.800 --> 00:10:33.800]  有些人是職業打機
[00:10:33.800 --> 00:10:35.800]  他自己做得很開心
[00:10:35.800 --> 00:10:37.800]  沒有人需要
[00:10:37.800 --> 00:10:39.800]  人家需要就是看
[00:10:39.800 --> 00:10:43.800]  他做的東西對世界沒有幫助
[00:10:43.800 --> 00:10:49.800]  那些專業打機的人對世界有什麼幫助?
[00:10:49.800 --> 00:10:51.800]  不知道
[00:10:51.800 --> 00:10:55.800]  可能他認為有幫助
[00:10:55.800 --> 00:10:59.800]  因為我還沒有打到這麼專業
[00:10:59.800 --> 00:11:03.800]  所以問一下力鳳
[00:11:03.800 --> 00:11:05.800]  老實說
[00:11:05.800 --> 00:11:09.800]  如果你做的東西你很開心
[00:11:09.800 --> 00:11:10.800]  人家又需要
[00:11:10.800 --> 00:11:13.800]  這是不是很幸福?
[00:11:13.800 --> 00:11:15.800]  是的
[00:11:15.800 --> 00:11:19.800]  最慘的是有人給你薪水
[00:11:19.800 --> 00:11:21.800]  是不是很幸福?
[00:11:21.800 --> 00:11:25.800]  是的
[00:11:25.800 --> 00:11:31.800]  如果現在做得到應該感恩
[00:11:31.800 --> 00:11:33.800]  如果現在不是
[00:11:33.800 --> 00:11:36.800]  能夠做得到
[00:11:36.800 --> 00:11:38.800]  可能是一個這樣的方向
[00:11:38.800 --> 00:11:40.800]  我自己可以分享一點
[00:11:40.800 --> 00:11:46.800]  我很常去分享
[00:11:46.800 --> 00:11:51.800]  講一些課程
[00:11:51.800 --> 00:11:54.800]  我經常都有這種感覺
[00:11:54.800 --> 00:11:59.800]  在我年輕的時候
[00:11:59.800 --> 00:12:01.800]  我怎樣鼓勵自己呢?
[00:12:01.800 --> 00:12:04.800]  我喜歡說話
[00:12:04.800 --> 00:12:07.800]  每一次我表達的時候
[00:12:07.800 --> 00:12:09.800]  不要對著空氣說話
[00:12:09.800 --> 00:12:11.800]  像現在這樣
[00:12:11.800 --> 00:12:17.800]  慘得有人給我錢去說話
[00:12:17.800 --> 00:12:21.800]  就是這樣鼓勵自己
[00:12:21.800 --> 00:12:23.800]  有時候會覺得
[00:12:23.800 --> 00:12:25.800]  知道不要答應
[00:12:25.800 --> 00:12:27.800]  但當我對他說的時候
[00:12:27.800 --> 00:12:29.800]  就會很開心
[00:12:29.800 --> 00:12:35.800]  這個境界可能要大家一起摸索
[00:12:35.800 --> 00:12:37.800]  這是一個相遇
[00:12:37.800 --> 00:12:44.800]  就是你內在的愉悅感受
[00:12:44.800 --> 00:12:46.800]  滿足感
[00:12:46.800 --> 00:12:48.800]  摸得到別人有需要
[00:12:48.800 --> 00:12:50.800]  而你做的東西又開心
[00:12:50.800 --> 00:12:52.800]  這樣就很開心
[00:12:52.800 --> 00:12:56.800]  很多時候義工是能夠有這個效果
[00:12:56.800 --> 00:12:59.800]  要繼續說
[00:12:59.800 --> 00:13:02.800]  我們現在不是處理
[00:13:02.800 --> 00:13:06.800]  究竟那份工作是給錢還是不給錢
[00:13:06.800 --> 00:13:08.800]  其實大家都同意
[00:13:08.800 --> 00:13:13.800]  工作是不能用給錢的那份
[00:13:13.800 --> 00:13:16.800]  和不給錢的那份去分的
[00:13:16.800 --> 00:13:21.800]  我記得有一個管理學家
[00:13:21.800 --> 00:13:23.800]  Charles Handy
[00:13:23.800 --> 00:13:27.800]  他說其實這個work這個字
[00:13:27.800 --> 00:13:31.800]  他也是一個基督徒
[00:13:31.800 --> 00:13:34.800]  可能在聖經裏感受出來
[00:13:34.800 --> 00:13:38.800]  他說工作其實有四種工作
[00:13:38.800 --> 00:13:40.800]  人生裏面
[00:13:40.800 --> 00:13:42.800]  我們一想
[00:13:42.800 --> 00:13:44.800]  那個work是pay work
[00:13:44.800 --> 00:13:46.800]  是很自然的
[00:13:46.800 --> 00:13:50.800]  因為我們每天都要在生活裏打滾
[00:13:50.800 --> 00:13:53.800]  但如果你不斷這樣去想
[00:13:53.800 --> 00:13:55.800]  其實很狹窄
[00:13:55.800 --> 00:13:57.800]  一睜開眼
[00:13:57.800 --> 00:13:59.800]  就見錢開眼
[00:13:59.800 --> 00:14:01.800]  做任何事
[00:14:01.800 --> 00:14:03.800]  你都是用金錢去衡量
[00:14:03.800 --> 00:14:05.800]  先等等
[00:14:05.800 --> 00:14:07.800]  有沒有pay的呢
[00:14:07.800 --> 00:14:10.800]  原來在Charles Handy的說法裏面
[00:14:10.800 --> 00:14:13.800]  pay work
[00:14:13.800 --> 00:14:16.800]  頂期是四種work裏面其中一種
[00:14:16.800 --> 00:14:19.800]  當然你會說那種work是很重要
[00:14:19.800 --> 00:14:21.800]  原來第二種work
[00:14:21.800 --> 00:14:25.800]  就是叫做give work
[00:14:25.800 --> 00:14:27.800]  give work就是義工
[00:14:27.800 --> 00:14:29.800]  是要給予出去的
[00:14:29.800 --> 00:14:31.800]  而你的回報是甚麼呢
[00:14:31.800 --> 00:14:33.800]  不是金錢,是滿足感
[00:14:33.800 --> 00:14:35.800]  你覺得有意義
[00:14:35.800 --> 00:14:37.800]  你又試下可以閉上眼去想
[00:14:37.800 --> 00:14:39.800]  在你人生裏面
[00:14:39.800 --> 00:14:42.800]  如果要你說一樣你很開心的東西
[00:14:42.800 --> 00:14:49.800]  往往和你給你的工作是無關的
[00:14:49.800 --> 00:14:52.800]  可能是做一樣無常的
[00:14:52.800 --> 00:14:54.800]  去探病
[00:14:54.800 --> 00:14:56.800]  幫朋友搬屋
[00:14:56.800 --> 00:15:00.800]  去慰問一個長期病患者
[00:15:00.800 --> 00:15:03.800]  或者現在疫情之下去送口罩
[00:15:03.800 --> 00:15:07.800]  這是一個令你最大回報的
[00:15:07.800 --> 00:15:12.800]  可能是你內心私比受那種滿足感
[00:15:12.800 --> 00:15:15.800]  是叫做give work
[00:15:15.800 --> 00:15:17.800]  我很感動
[00:15:17.800 --> 00:15:21.800]  原來今晚都有二十多三十人在
[00:15:21.800 --> 00:15:28.800]  大家都發現時間是可以這樣運用的
[00:15:28.800 --> 00:15:30.800]  希望我們走在一起
[00:15:30.800 --> 00:15:32.800]  其實能夠長知識
[00:15:32.800 --> 00:15:34.800]  或者互相利用
[00:15:34.800 --> 00:15:36.800]  這個就叫做value work
[00:15:36.800 --> 00:15:38.800]  value是有價值的
[00:15:38.800 --> 00:15:44.800]  原來我們涉獵任何一樣東西
[00:15:44.800 --> 00:15:47.800]  我們能夠付出一些時間
[00:15:47.800 --> 00:15:49.800]  一些努力
[00:15:49.800 --> 00:15:51.800]  但是能夠長知識
[00:15:51.800 --> 00:15:54.800]  這個就叫做value work
[00:15:54.800 --> 00:15:57.800]  最後一樣就是剛才陶陶說的
[00:15:57.800 --> 00:15:59.800]  或者安說的
[00:15:59.800 --> 00:16:02.800]  在外面如何追趕
[00:16:02.800 --> 00:16:05.800]  如何去成功
[00:16:05.800 --> 00:16:07.800]  我有時在想
[00:16:07.800 --> 00:16:09.800]  你在外面當然成功
[00:16:09.800 --> 00:16:11.800]  但回到家裏
[00:16:11.800 --> 00:16:14.800]  變成老婆眼裏的小強
[00:16:14.800 --> 00:16:16.800]  或者不歡迎你回來
[00:16:16.800 --> 00:16:21.800]  因為你做外面的工作
[00:16:21.800 --> 00:16:23.800]  有意義的工作做了很多
[00:16:23.800 --> 00:16:25.800]  為自己的長知識做了很多
[00:16:25.800 --> 00:16:27.800]  但你有沒有想過
[00:16:27.800 --> 00:16:31.800]  原來home work也是work
[00:16:31.800 --> 00:16:41.800]  家庭也是經營
[00:16:41.800 --> 00:16:43.800]  你要花一些時間
[00:16:44.800 --> 00:16:47.800]  我有一個朋友
[00:16:47.800 --> 00:16:49.800]  我有一次禮拜四
[00:16:49.800 --> 00:16:51.800]  在商區
[00:16:51.800 --> 00:17:00.800]  算是一些不錯的食肆
[00:17:00.800 --> 00:17:04.800]  見到他一家大小
[00:17:04.800 --> 00:17:06.800]  有小孩在那裏吃飯
[00:17:06.800 --> 00:17:08.800]  是星期四的中午
[00:17:08.800 --> 00:17:10.800]  於是我就八卦問他
[00:17:10.800 --> 00:17:14.800]  為何你這麼休閒
[00:17:14.800 --> 00:17:18.800]  他說原來他們家庭有個習慣
[00:17:18.800 --> 00:17:21.800]  不是星期六日加聚
[00:17:21.800 --> 00:17:26.800]  是用他們選擇的週間
[00:17:26.800 --> 00:17:29.800]  工作時間加聚
[00:17:29.800 --> 00:17:34.800]  他的說法令我都很感動
[00:17:34.800 --> 00:17:39.800]  他說我們一個星期
[00:17:39.800 --> 00:17:44.800]  有很多工作要做
[00:17:44.800 --> 00:17:46.800]  又會見客
[00:17:46.800 --> 00:17:48.800]  又會做很多appointment
[00:17:48.800 --> 00:17:50.800]  秘書又幫你排排
[00:17:50.800 --> 00:17:54.800]  為何我們不能將家庭排在中間呢
[00:17:54.800 --> 00:17:56.800]  給我的感受是
[00:17:56.800 --> 00:18:00.800]  原來有點像女人期望男人
[00:18:00.800 --> 00:18:02.800]  不是每天都要見到他
[00:18:02.800 --> 00:18:06.800]  他會希望丈夫身中有他
[00:18:06.800 --> 00:18:14.800]  我們會希望不是你有多厲害
[00:18:14.800 --> 00:18:16.800]  有多多貢獻
[00:18:16.800 --> 00:18:20.800]  我們會希望你心裏有我
[00:18:20.800 --> 00:18:24.800]  這樣已經很幸福
[00:18:24.800 --> 00:18:27.800]  有時我們被世界很多commitment
[00:18:27.800 --> 00:18:29.800]  勾我們
[00:18:29.800 --> 00:18:31.800]  勾著勾著
