
[00:00:00.000 --> 00:00:02.000]  請我們一起同心祈禱
[00:00:02.000 --> 00:00:06.000]  多謝主再一次我們能夠聚集
[00:00:06.000 --> 00:00:09.600]  我們可以有聖餐 紀念十家的大恩
[00:00:09.600 --> 00:00:12.100]  我們都能夠有神的話語
[00:00:12.100 --> 00:00:13.600]  彼此的勸勉
[00:00:13.600 --> 00:00:15.800]  求祢在我們中間
[00:00:15.800 --> 00:00:17.800]  引導我們大家的心靈
[00:00:17.800 --> 00:00:20.800]  去明白祢的真理的教誨
[00:00:20.800 --> 00:00:23.800]  一起去學習 一起去持守
[00:00:23.800 --> 00:00:25.400]  我們這樣禱告
[00:00:25.400 --> 00:00:27.600]  奉耶穌基督的名
[00:00:27.600 --> 00:00:28.800]  阿們
[00:00:29.600 --> 00:00:32.600]  用這個題目
[00:00:32.600 --> 00:00:35.600]  很想引發大家一起去思想
[00:00:35.600 --> 00:00:37.600]  我們基督徒
[00:00:37.600 --> 00:00:39.600]  有什麼是我們經常
[00:00:39.600 --> 00:00:41.600]  要來到去持守
[00:00:41.600 --> 00:00:43.600]  在我們的心靈裏面
[00:00:43.600 --> 00:00:47.600]  在一到廿四節
[00:00:47.600 --> 00:00:50.600]  如果我們再延伸到三十二節
[00:00:50.600 --> 00:00:53.600]  有六次提到
[00:00:53.600 --> 00:00:56.600]  懼怕 不要懼怕
[00:00:56.600 --> 00:01:00.600]  如果是集中在第四到第七節
[00:01:00.600 --> 00:01:03.600]  是有五次提到
[00:01:03.600 --> 00:01:06.600]  要怕 要懼怕
[00:01:06.600 --> 00:01:09.600]  和第七節的不要懼怕
[00:01:09.600 --> 00:01:13.600]  為什麼耶穌要這樣來到去說呢
[00:01:13.600 --> 00:01:18.600]  在第十一章的五十三 五十四節
[00:01:18.600 --> 00:01:21.600]  是整段聖經主耶穌對法利塞人
[00:01:21.600 --> 00:01:25.600]  民事那個嚴厲的譴責
[00:01:25.600 --> 00:01:29.600]  你可以想像到那個氣氛
[00:01:29.600 --> 00:01:31.600]  和那個時代
[00:01:31.600 --> 00:01:34.600]  是有一個急劇的轉變
[00:01:34.600 --> 00:01:38.600]  耶穌不再是人見人愛的夫子
[00:01:38.600 --> 00:01:40.600]  而是有一群的人
[00:01:40.600 --> 00:01:44.600]  準備有組織地要將他除滅
[00:01:44.600 --> 00:01:48.600]  十一章的五十三至五十四節
[00:01:48.600 --> 00:01:51.600]  耶穌從那裏出來
[00:01:51.600 --> 00:01:56.600]  民事和法利塞人就極力的催逼他
[00:01:56.600 --> 00:02:00.600]  引動他多說話
[00:02:00.600 --> 00:02:03.600]  不是要聽他的道
