
[00:00:00.000 --> 00:00:06.000]  今天很高興有陳麗善牧師在當中與我們分享上帝的訊息
[00:00:06.000 --> 00:00:12.000]  經文是在肥臘比書第二章五至十一節
[00:00:12.000 --> 00:00:15.000]  請大家聽我讀,好嗎?
[00:00:15.000 --> 00:00:17.000]  第五節
[00:00:17.000 --> 00:00:21.000]  你們當以基督耶穌的心為心
[00:00:21.000 --> 00:00:23.000]  祂本有神的形象
[00:00:23.000 --> 00:00:26.000]  卻不堅持自己與神同等
[00:00:26.000 --> 00:00:28.000]  反倒虛己
[00:00:28.000 --> 00:00:31.000]  取了雷瀑的形象
[00:00:31.000 --> 00:00:34.000]  成為人的樣式
[00:00:34.000 --> 00:00:36.000]  既有人的樣子
[00:00:36.000 --> 00:00:38.000]  就謙卑自己
[00:00:38.000 --> 00:00:40.000]  全心馴服
[00:00:40.000 --> 00:00:41.000]  以至於死
[00:00:41.000 --> 00:00:44.000]  且死在十字架上
[00:00:44.000 --> 00:00:45.000]  所以
[00:00:45.000 --> 00:00:47.000]  神把祂升為至高
[00:00:47.000 --> 00:00:51.000]  又賜給祂超乎萬名之上的名
[00:00:51.000 --> 00:00:54.000]  使一切在天上的
[00:00:54.000 --> 00:00:55.000]  地上的
[00:00:55.000 --> 00:00:57.000]  和地底下的
[00:00:57.000 --> 00:00:59.000]  因耶穌的名
[00:00:59.000 --> 00:01:01.000]  眾室都要跪下
[00:01:01.000 --> 00:01:04.000]  眾口都要宣認
[00:01:04.000 --> 00:01:05.000]  我們一起讀,好嗎?
[00:01:05.000 --> 00:01:06.000]  一二三
[00:01:06.000 --> 00:01:08.000]  耶穌基督是主
[00:01:08.000 --> 00:01:11.000]  歸榮耀給父神
[00:01:11.000 --> 00:01:13.000]  好,經文讀到這裡
[00:01:13.000 --> 00:01:15.000]  請陳牧師
[00:01:16.000 --> 00:01:18.000]  (字幕:陳志全)
[00:01:18.000 --> 00:01:20.000]  (字幕:陳志全)
[00:01:21.000 --> 00:01:23.000]  (字幕:陳志全)
[00:01:23.000 --> 00:01:25.000]  (字幕:陳志全)
[00:01:26.000 --> 00:01:28.000]  (字幕:陳志全)
[00:01:29.000 --> 00:01:31.000]  (字幕:陳志全)
[00:01:31.000 --> 00:01:33.000]  (字幕:陳志全)
[00:01:33.000 --> 00:01:35.000]  (字幕:陳志全)
[00:01:35.000 --> 00:01:37.000]  (字幕:陳志全)
[00:01:38.000 --> 00:01:40.000]  (字幕:陳志全)
[00:01:40.000 --> 00:01:42.000]  (字幕:陳志全)
[00:01:43.000 --> 00:01:45.000]  (字幕:陳志全)
[00:01:45.000 --> 00:01:47.000]  (字幕:陳志全)
[00:01:47.000 --> 00:01:49.000]  (字幕:陳志全)
[00:01:49.000 --> 00:01:51.000]  (字幕:陳志全)
[00:01:51.000 --> 00:01:53.000]  (字幕:陳志全)
[00:01:53.000 --> 00:01:55.000]  (字幕:陳志全)
[00:01:56.000 --> 00:01:58.000]  (字幕:陳志全)
[00:01:59.000 --> 00:02:01.000]  (字幕:陳志全)
[00:02:01.000 --> 00:02:03.000]  (字幕:陳志全)
[00:02:03.000 --> 00:02:05.000]  (字幕:陳志全)
[00:02:05.000 --> 00:02:07.000]  (字幕:陳志全)
[00:02:07.000 --> 00:02:09.000]  (字幕:陳志全)
[00:02:10.000 --> 00:02:12.000]  (字幕:陳志全)
[00:02:13.000 --> 00:02:15.000]  (字幕:陳志全)
[00:02:15.000 --> 00:02:17.000]  (字幕:陳志全)
[00:02:18.000 --> 00:02:20.000]  (字幕:陳志全)
[00:02:21.000 --> 00:02:23.000]  (字幕:陳志全)
[00:02:24.000 --> 00:02:26.000]  (字幕:陳志全)
[00:02:26.000 --> 00:02:28.000]  (字幕:陳志全)
[00:02:29.000 --> 00:02:31.000]  (字幕:陳志全)
[00:02:31.000 --> 00:02:33.000]  (字幕:陳志全)
[00:02:34.000 --> 00:02:36.000]  (字幕:陳志全)
[00:02:36.000 --> 00:02:38.000]  (字幕:陳志全)
[00:02:38.000 --> 00:02:40.000]  (字幕:陳志全)
[00:02:40.000 --> 00:02:42.000]  (字幕:陳志全)
[00:02:42.000 --> 00:02:44.000]  (字幕:陳志全)
[00:02:44.000 --> 00:02:46.000]  (字幕:陳志全)
[00:02:47.000 --> 00:02:49.000]  (字幕:陳志全)
[00:02:49.000 --> 00:02:51.000]  (字幕:陳志全)
[00:02:51.000 --> 00:02:53.000]  (字幕:陳志全)
[00:02:53.000 --> 00:02:55.000]  (字幕:陳志全)
[00:02:55.000 --> 00:02:57.000]  (字幕:陳志全)
[00:02:58.000 --> 00:03:00.000]  (字幕:陳志全)
[00:03:00.000 --> 00:03:02.000]  (字幕:陳志全)
[00:03:02.000 --> 00:03:04.000]  (字幕:陳志全)
[00:03:04.000 --> 00:03:06.000]  (字幕:陳志全)
[00:03:06.000 --> 00:03:08.000]  (字幕:陳志全)
[00:03:08.000 --> 00:03:10.000]  (字幕:陳志全)
[00:03:10.000 --> 00:03:12.000]  (字幕:陳志全)
[00:03:13.000 --> 00:03:15.000]  (字幕:陳志全)
[00:03:15.000 --> 00:03:17.000]  (字幕:陳志全)
[00:03:17.000 --> 00:03:19.000]  (字幕:陳志全)
[00:03:19.000 --> 00:03:21.000]  (字幕:陳志全)
[00:03:21.000 --> 00:03:23.000]  (字幕:陳志全)
[00:03:23.000 --> 00:03:25.000]  (字幕:陳志全)
[00:03:25.000 --> 00:03:27.000]  (字幕:陳志全)
[00:03:27.000 --> 00:03:29.000]  (字幕:陳志全)
[00:03:30.000 --> 00:03:32.000]  (字幕:陳志全)
[00:03:32.000 --> 00:03:34.000]  (字幕:陳志全)
[00:03:34.000 --> 00:03:36.000]  (字幕:陳志全)
[00:03:36.000 --> 00:03:38.000]  (字幕:陳志全)
[00:03:38.000 --> 00:03:40.000]  (字幕:陳志全)
[00:03:40.000 --> 00:03:42.000]  (字幕:陳志全)
[00:03:43.000 --> 00:03:45.000]  (字幕:陳志全)
[00:03:46.000 --> 00:03:48.000]  (字幕:陳志全)
[00:03:48.000 --> 00:03:50.000]  (字幕:陳志全)
[00:03:50.000 --> 00:03:52.000]  (字幕:陳志全)
[00:03:52.000 --> 00:03:54.000]  (字幕:陳志全)
[00:03:55.000 --> 00:03:57.000]  (字幕:陳志全)
[00:03:57.000 --> 00:03:59.000]  (字幕:陳志全)
[00:03:59.000 --> 00:04:01.000]  (字幕:陳志全)
