
[00:00:00.000 --> 00:00:03.000]  好,我們一起禱告
[00:00:03.000 --> 00:00:10.000]  再一次我們將我們的心靈安靜在三一真神的面前
[00:00:10.000 --> 00:00:13.000]  聆聽你的教導
[00:00:13.000 --> 00:00:18.000]  讓聖靈在我們大家每一個人的心靈裏面
[00:00:18.000 --> 00:00:22.000]  甚至乎可以越過我們自己的限制
[00:00:22.000 --> 00:00:25.000]  例如我們有雜念,或者有掛慮
[00:00:25.000 --> 00:00:28.000]  或者甚至乎身體有不舒服
[00:00:28.000 --> 00:00:32.000]  我們都可以因為這段時間分別出來之後
[00:00:32.000 --> 00:00:36.000]  神聖靈的工作可以很奇妙地
[00:00:36.000 --> 00:00:40.000]  讓我們若有所思,若有所得
[00:00:40.000 --> 00:00:44.000]  來到祂在神的面前再一次認定
[00:00:44.000 --> 00:00:47.000]  神祢真的在我們中間
[00:00:47.000 --> 00:00:50.000]  我們一起等待在祢的面前
[00:00:50.000 --> 00:00:54.000]  禱告奉耶穌基督的名,阿門
[00:00:54.000 --> 00:01:00.000]  大家來更新一下你和我的信、愛、忘
[00:01:00.000 --> 00:01:06.000]  不知道你看這一節聖經有沒有什麼特別之處呢?
[00:01:06.000 --> 00:01:10.000]  我們很多時候背信忘愛
[00:01:10.000 --> 00:01:15.000]  通常是哥倫多前書十三章的十三節
[00:01:15.000 --> 00:01:19.000]  如今在這個地上常傳的
[00:01:19.000 --> 00:01:23.000]  是有信、有忘、有愛
[00:01:23.000 --> 00:01:26.000]  其中最大是什麼呢?
[00:01:26.000 --> 00:01:28.000]  是愛
[00:01:28.000 --> 00:01:33.000]  保羅所說的,整章聖經是講愛的重要
[00:01:33.000 --> 00:01:36.000]  尤其是在教會的相交裏面
[00:01:36.000 --> 00:01:39.000]  因為十二章的哥倫多前書
[00:01:39.000 --> 00:01:41.000]  講恩賜的彼此服事
[00:01:41.000 --> 00:01:43.000]  十四章就開始講
[00:01:43.000 --> 00:01:47.000]  哪些恩賜在教會裏面是很重要的
[00:01:47.000 --> 00:01:49.000]  十四章第一節就說你們要追求愛
[00:01:49.000 --> 00:01:52.000]  更加要追求更大的恩賜
[00:01:52.000 --> 00:01:55.000]  就是先知的講道
[00:01:55.000 --> 00:01:57.000]  所以你看到整個上下文
[00:01:57.000 --> 00:01:59.000]  保羅將信、忘、愛
[00:01:59.000 --> 00:02:04.000]  就在第十三章凸顯愛的永恆性重要
[00:02:04.000 --> 00:02:10.000]  這個差不多是很多人不信耶穌都會背的金句
