
[00:00:00.000 --> 00:00:02.800]  我們開始今晚的茶經班
[00:00:02.800 --> 00:00:04.800]  大家一起低頭祈禱
[00:00:04.800 --> 00:00:09.200]  多謝主讓我們再一次在星期四晚
[00:00:09.200 --> 00:00:12.000]  有這個茶經的時間
[00:00:12.000 --> 00:00:15.500]  盼望我們透過對舊約的認識
[00:00:15.500 --> 00:00:18.300]  特別是聖經人物的描述
[00:00:18.300 --> 00:00:21.800]  讓我們能夠掌握當時的人
[00:00:21.800 --> 00:00:23.900]  他們是怎樣來跟隨你
[00:00:23.900 --> 00:00:28.700]  特別當時是有祭司、先知、君王
[00:00:28.800 --> 00:00:30.500]  這三個制度
[00:00:30.500 --> 00:00:33.500]  也讓我們看到穿梭在
[00:00:33.500 --> 00:00:38.000]  素羅、大衛、當時的撒姆爾
[00:00:38.000 --> 00:00:42.000]  和其他先知出場
[00:00:42.000 --> 00:00:45.000]  也幫助我們明白
[00:00:45.000 --> 00:00:47.500]  以致我們在今天
[00:00:47.500 --> 00:00:50.000]  跟隨耶穌基督的時代
[00:00:50.000 --> 00:00:53.500]  我們能夠掌握一些重要的真理
[00:00:53.500 --> 00:00:56.000]  你是怎樣向人啟示
[00:00:56.000 --> 00:00:59.500]  求你讓我們能夠明白你的心意
[00:00:59.500 --> 00:01:01.500]  我們這樣仰望禱告
[00:01:01.500 --> 00:01:04.000]  奉耶穌基督的名
[00:01:04.000 --> 00:01:05.500]  阿們
[00:01:05.500 --> 00:01:10.000]  我們再用多一個星期來看看大衛
[00:01:10.000 --> 00:01:15.000]  上星期我們就說到21章
[00:01:15.000 --> 00:01:16.500]  但還沒說完
[00:01:16.500 --> 00:01:19.500]  嘗試探討一下
[00:01:19.500 --> 00:01:21.000]  舊約的律法
[00:01:21.000 --> 00:01:23.500]  一些改變不了的
[00:01:23.500 --> 00:01:25.500]  但為何在新約
[00:01:25.500 --> 00:01:29.500]  耶穌引述21章這段經文的時候
[00:01:29.500 --> 00:01:32.500]  他說大衛是無罪的
[00:01:32.500 --> 00:01:34.500]  和當時的門徒
[00:01:34.500 --> 00:01:37.500]  被法利取人挑剔
[00:01:37.500 --> 00:01:40.500]  說他在安息日摘墨水
[00:01:40.500 --> 00:01:42.000]  也是無罪的
[00:01:42.000 --> 00:01:45.500]  還有耶穌說他是安息日的主
[00:01:45.500 --> 00:01:49.500]  這些都是上星期我們結束的時候
[00:01:49.500 --> 00:01:52.000]  引起大家的關注
[00:01:52.000 --> 00:01:55.500]  對律法和恩典如何理解
[00:01:55.500 --> 00:01:59.000]  我們反而回到經文
[00:01:59.000 --> 00:02:01.000]  由21章開始
[00:02:01.000 --> 00:02:03.500]  其實29章已經醞釀
[00:02:03.500 --> 00:02:05.500]  數來要殺大衛
[00:02:05.500 --> 00:02:07.500]  現在正式21章
[00:02:07.500 --> 00:02:10.000]  其實延伸到29章
[00:02:10.000 --> 00:02:12.000]  你可以想而知
[00:02:12.000 --> 00:02:13.500]  全個聖母耳機上
[00:02:13.500 --> 00:02:15.000]  只有30章
[00:02:15.000 --> 00:02:18.500]  有9章聖經說大衛的逃亡
[00:02:18.500 --> 00:02:21.000]  不同的地方
[00:02:21.000 --> 00:02:25.000]  有引機底
[00:02:25.000 --> 00:02:29.500]  甚至去到菲利士的迦特
[00:02:29.500 --> 00:02:34.500]  又有那個曠野
[00:02:34.500 --> 00:02:37.000]  猶大的山地
[00:02:37.000 --> 00:02:41.500]  這些全部都是在這段時間記載的
[00:02:41.500 --> 00:02:44.000]  我們要思想
[00:02:44.000 --> 00:02:48.000]  作者為何要記這麼詳細
[00:02:48.000 --> 00:02:50.000]  在他還沒有做王之前
[00:02:50.000 --> 00:02:53.000]  因為要去到殺母耳機下的三章
[00:02:53.000 --> 00:02:55.000]  人們開始擁戴他
[00:02:55.000 --> 00:02:57.000]  希伯倫作王
[00:02:57.000 --> 00:02:59.000]  七年
[00:02:59.000 --> 00:03:04.000]  然後才正式完全合併
[00:03:04.000 --> 00:03:06.000]  南北合併
[00:03:06.000 --> 00:03:09.000]  來統一整個以色列
[00:03:09.000 --> 00:03:12.000]  所以我們要透過這九章聖經
[00:03:12.000 --> 00:03:14.000]  讓我們思想大衛
[00:03:14.000 --> 00:03:16.000]  他在這段期間
[00:03:16.000 --> 00:03:18.000]  如何經歷神的同在
[00:03:18.000 --> 00:03:22.000]  和他如何面對逃亡
[00:03:22.000 --> 00:03:25.000]  數羅王對他的追殺
[00:03:25.000 --> 00:03:29.000]  其中我上星期也提過
[00:03:29.000 --> 00:03:33.000]  大衛每天都要面對數羅的追殺
[00:03:33.000 --> 00:03:37.000]  經文有時候也挺諷刺的
[00:03:37.000 --> 00:03:41.000]  因為數羅天天要尋殺大衛
[00:03:41.000 --> 00:03:42.000]  很奇怪
[00:03:42.000 --> 00:03:43.000]  天天去尋殺
[00:03:43.000 --> 00:03:45.000]  但完全尋殺不到
[00:03:45.000 --> 00:03:46.000]  反過來
[00:03:46.000 --> 00:03:49.000]  他的兒子約拿丹
[00:03:49.000 --> 00:03:51.000]  一去尋找他就找到
[00:03:51.000 --> 00:03:55.000]  到底作者想表達什麼呢?
[00:03:55.000 --> 00:03:57.000]  這就告訴我們
[00:03:57.000 --> 00:04:00.000]  我們真的要思想一下
[00:04:00.000 --> 00:04:01.000]  人生
[00:04:01.000 --> 00:04:06.000]  什麼佔據我們的生命和心靈
[00:04:06.000 --> 00:04:07.000]  心其實很小
[00:04:07.000 --> 00:04:09.000]  不是說心臟
[00:04:09.000 --> 00:04:11.000]  是說心靈
[00:04:11.000 --> 00:04:14.000]  即是我們靈魂的歸宿
[00:04:14.000 --> 00:04:16.000]  我們內心裡
[00:04:16.000 --> 00:04:18.000]  霸佔的是仇恨
[00:04:18.000 --> 00:04:20.000]  執著
[00:04:20.000 --> 00:04:22.000]  一些偏見
[00:04:22.000 --> 00:04:24.000]  或是豁達
[00:04:24.000 --> 00:04:27.000]  或是大方
[00:04:27.000 --> 00:04:32.000]  或是我們能夠看更長遠的永恆
[00:04:32.000 --> 00:04:36.000]  這些其實在舊約已經穿插著
[00:04:36.000 --> 00:04:40.000]  所以我們留意一下作者用的修辭
[00:04:40.000 --> 00:04:43.000]  也值得我們去想想這些事情
[00:04:43.000 --> 00:04:45.000]  我們一邊讀的時候
[00:04:45.000 --> 00:04:50.000]  會引起大家的共鳴和興趣
[00:04:50.000 --> 00:04:53.000]  我們回頭看第21章
[00:04:53.000 --> 00:04:55.000]  還沒看完的地方
[00:04:55.000 --> 00:04:58.000]  第七節開始
[00:04:58.000 --> 00:05:01.000]  因為上次我們看到陳設炳的課題
[00:05:01.000 --> 00:05:03.000]  立即引申到新約
[00:05:03.000 --> 00:05:05.000]  主耶穌也引這段聖經
[00:05:05.000 --> 00:05:07.000]  主耶穌也肯定
[00:05:07.000 --> 00:05:09.000]  大衛當時他這樣做
[00:05:09.000 --> 00:05:11.000]  這只是禮儀上
[00:05:11.000 --> 00:05:14.000]  不是道德上的罪惡
[00:05:14.000 --> 00:05:19.000]  即是表面吃了祭司才能吃的陳設炳
[00:05:19.000 --> 00:05:22.000]  其實是每個安息日要更換的
[00:05:22.000 --> 00:05:24.000]  更換之後
[00:05:24.000 --> 00:05:26.000]  給祭司的下蘭
[00:05:26.000 --> 00:05:28.000]  祭司和他的家人
[00:05:28.000 --> 00:05:31.000]  要在聖柱裡吃的
[00:05:31.000 --> 00:05:34.000]  這些陳設炳本來是供奉神的
[00:05:34.000 --> 00:05:36.000]  祭司才能吃
[00:05:36.000 --> 00:05:40.000]  即是說祭司可以享用神的恩典
[00:05:40.000 --> 00:05:45.000]  你想想你進入回眸裡
[00:05:45.000 --> 00:05:46.000]  因為還沒有聖殿
[00:05:46.000 --> 00:05:48.000]  進入回眸
[00:05:48.000 --> 00:05:52.000]  你聞到的是以色列人知道的配方
[00:05:52.000 --> 00:05:54.000]  但是你不可以自己製造
[00:05:54.000 --> 00:05:56.000]  如果民間自己製造這些香
[00:05:56.000 --> 00:05:58.000]  是要從民中剪除的
[00:05:58.000 --> 00:06:01.000]  但是祭司每天的工作
[00:06:01.000 --> 00:06:04.000]  就是進入回眸點燈
[00:06:04.000 --> 00:06:07.000]  更換陳設炳
[00:06:07.000 --> 00:06:09.000]  還有點香
[00:06:09.000 --> 00:06:14.000]  所以進入聖所裡
[00:06:14.000 --> 00:06:16.000]  其實是色香味
[00:06:16.000 --> 00:06:19.000]  接著光射到金
[00:06:19.000 --> 00:06:23.000]  四面八方都是金
[00:06:23.000 --> 00:06:25.000]  出來的效果很美
[00:06:25.000 --> 00:06:28.000]  好像很美的燈飾
[00:06:28.000 --> 00:06:30.000]  那時候根本沒有燈飾
[00:06:30.000 --> 00:06:32.000]  更加沒有路燈
[00:06:32.000 --> 00:06:34.000]  所以有些光
[00:06:34.000 --> 00:06:36.000]  其實是很美輪美奐的
[00:06:36.000 --> 00:06:38.000]  祭司才能在裡面
[00:06:38.000 --> 00:06:41.000]  自己一個人在辦事的時候
[00:06:41.000 --> 00:06:44.000]  他就享受神同在
[00:06:44.000 --> 00:06:48.000]  因為神就在致勝所裡的藥櫃
[00:06:48.000 --> 00:06:51.000]  所以享受神同在的服侍
[00:06:51.000 --> 00:06:52.000]  帶給他
[00:06:52.000 --> 00:06:55.000]  可以吃可以聞可以看
[00:06:55.000 --> 00:06:57.000]  是很高級的享受
[00:06:57.000 --> 00:07:00.000]  因為一般的以色列人
