
[00:00:00.000 --> 00:00:02.000]  頂姐妹平安
[00:00:02.000 --> 00:00:06.000]  真日,在這段日子裡
[00:00:06.000 --> 00:00:10.000]  平安彷彿像一個越來越變得陌生
[00:00:10.000 --> 00:00:12.000]  越來越來得不容易
[00:00:12.000 --> 00:00:15.000]  一件越來越珍重的事
[00:00:15.000 --> 00:00:18.000]  頂姐妹,你平安嗎?
[00:00:18.000 --> 00:00:23.000]  在這幾個月裡,在第五波的疫情裡
[00:00:23.000 --> 00:00:28.000]  從12月底到現在,我們經歷到現在
[00:00:28.000 --> 00:00:32.000]  教會聚會被停止
[00:00:32.000 --> 00:00:35.000]  晚飯、堂食沒了
[00:00:35.000 --> 00:00:38.000]  街外都不能聚集
[00:00:38.000 --> 00:00:40.000]  學校停課
[00:00:40.000 --> 00:00:42.000]  身邊的親人患病
[00:00:42.000 --> 00:00:50.000]  隔離、強檢、禁足、失業、倒閉、暫停、封鎖
[00:00:50.000 --> 00:00:54.000]  頂姐妹,你最近好嗎?
[00:00:54.000 --> 00:00:57.000]  疫情已經去到第三年
[00:00:57.000 --> 00:01:00.000]  這三年我們或許已經習慣了
[00:01:00.000 --> 00:01:04.000]  卻同時,我們開始漸漸忘記了
[00:01:04.000 --> 00:01:10.000]  我們漸漸忘記了弟兄姐妹口罩下面的面容
[00:01:10.000 --> 00:01:12.000]  一些新相識的朋友
[00:01:12.000 --> 00:01:16.000]  甚至我們從來都沒見過他們的面容
[00:01:16.000 --> 00:01:20.000]  口罩快要成為我們面容的一部分
[00:01:20.000 --> 00:01:22.000]  我們的快樂
[00:01:22.000 --> 00:01:27.000]  一陣深深的壓抑在口罩的背後
[00:01:27.000 --> 00:01:30.000]  變得極度疏離
[00:01:30.000 --> 00:01:36.000]  我們眼見不到卻遍滿世界的病毒
[00:01:36.000 --> 00:01:39.000]  我想最可怕的
[00:01:39.000 --> 00:01:44.000]  正正是這個病毒的恐懼進入了我們的心
[00:01:44.000 --> 00:01:46.000]  在這個不太快樂
[00:01:46.000 --> 00:01:49.000]  世界仍然充滿著苦難的紙
[00:01:49.000 --> 00:01:54.000]  在這個全球疫症大落行尚未完結的4月15日
[00:01:54.000 --> 00:01:58.000]  我們一起來反思這個壽難節
[00:01:58.000 --> 00:02:01.000]  今天沒有什麼新的事情要說
[00:02:01.000 --> 00:02:07.000]  沒有新的道理、新的洞見、新的教導
[00:02:07.000 --> 00:02:12.000]  我們仍然回到一個古舊十家的課題
[00:02:12.000 --> 00:02:15.000]  耶穌基督在十字架上受苦
[00:02:15.000 --> 00:02:18.000]  被釘、流血、承擔我們的罪
[00:02:18.000 --> 00:02:21.000]  為我們的眾人去死
[00:02:21.000 --> 00:02:23.000]  我們得著醫事
[00:02:23.000 --> 00:02:26.000]  我們得著寶貴的新生命
[00:02:26.000 --> 00:02:28.000]  永生的生命
[00:02:28.000 --> 00:02:31.000]  就是一個這麼簡單
[00:02:31.000 --> 00:02:33.000]  卻重要的議題
[00:02:33.000 --> 00:02:38.000]  這個古老的十字架一直去屹立
