
[00:00:00.000 --> 00:00:02.000]  現在宣佈時間
[00:00:02.000 --> 00:00:05.600]  剛才聽我讀出的就是今天正道的經文
[00:00:05.600 --> 00:00:12.000]  經文是記載在彼得候書第一章第五至十一節
[00:00:12.000 --> 00:00:18.000]  而經文是記載在我們教會的《商行本聖經》裏面的第三百七十七頁
[00:00:18.000 --> 00:00:21.000]  是三百七十七頁
[00:00:21.000 --> 00:00:26.000]  第一章第五節
[00:00:26.000 --> 00:00:33.000]  正因這樣緣故,你們要分外地努力
[00:00:33.000 --> 00:00:37.000]  有了信心,又要加上德行
[00:00:37.000 --> 00:00:40.000]  有了德行,又要加上知識
[00:00:40.000 --> 00:00:44.000]  有了知識,又要加上節制
[00:00:44.000 --> 00:00:47.000]  有了節制,又要加上忍耐
[00:00:47.000 --> 00:00:51.000]  有了忍耐,又要加上虔敬
[00:00:51.000 --> 00:00:55.000]  有了虔敬,又要加上愛弟兄的心
[00:00:55.000 --> 00:01:01.000]  有了愛弟兄的心,又要加上愛眾人的心
[00:01:01.000 --> 00:01:07.000]  你們有了這幾樣,再繼續增長
[00:01:07.000 --> 00:01:13.000]  就必使你們在認識我們,的主耶穌基督上
[00:01:13.000 --> 00:01:16.000]  不至於難散,和不結果子
[00:01:16.000 --> 00:01:18.000]  第九節
[00:01:18.000 --> 00:01:21.000]  沒有這樣的人,就是乞眼
[00:01:21.000 --> 00:01:27.000]  是短時,忘了他過去的罪,已經得了潔淨
[00:01:27.000 --> 00:01:31.000]  所以弟兄們,要更加努力
[00:01:31.000 --> 00:01:36.000]  使你們的蒙召和被損堅定不移
[00:01:36.000 --> 00:01:41.000]  你們要實行這幾樣,就永不失腳
[00:01:41.000 --> 00:01:45.000]  這樣,必叫你們豐豐富富地
[00:01:45.000 --> 00:01:50.000]  得以進入我們主,救主耶穌基督
[00:01:50.000 --> 00:01:52.000]  榮圓的國度
[00:01:52.000 --> 00:01:53.000]  感謝神
[00:01:53.000 --> 00:01:59.000]  我們今天正道有我們本堂顧問牧師陳靈華牧師為我們正道
[00:01:59.000 --> 00:02:02.000]  他今天的講題是快樂之本
[00:02:02.000 --> 00:02:05.000]  現在恭敬事,將時間交給陳牧師
[00:02:05.000 --> 00:02:13.000]  各位姐妹早晨
[00:02:13.000 --> 00:02:17.000]  今早回來的時候,都有些秋意的感覺
[00:02:17.000 --> 00:02:20.000]  涼爽了很多
[00:02:20.000 --> 00:02:28.000]  各位姐妹都感受到天父給我們的四季的恩典
[00:02:28.000 --> 00:02:34.000]  今早和大家看這張聖經彼得後書
[00:02:34.000 --> 00:02:37.000]  我相信比較三普
[00:02:37.000 --> 00:02:43.000]  因為不是經常有機會查到彼得後書
[00:02:43.000 --> 00:02:47.000]  雖然這段聖經比較陌生一點
[00:02:47.000 --> 00:02:49.000]  但是你要記得
[00:02:49.000 --> 00:02:55.000]  這本書是彼得寫給一些特定的對象
[00:02:55.000 --> 00:02:56.000]  什麼對象呢?
[00:02:56.000 --> 00:03:04.000]  就是一些僑居在外地信了耶穌的猶太人
[00:03:04.000 --> 00:03:10.000]  你聽下去,你會發覺這些對象是越來越複雜的
[00:03:10.000 --> 00:03:11.000]  越來越少的
[00:03:11.000 --> 00:03:13.000]  首先是要什麼?
[00:03:13.000 --> 00:03:15.000]  僑居,即不是本地
[00:03:15.000 --> 00:03:18.000]  不是在猶太,不是耶路撒冷
[00:03:18.000 --> 00:03:21.000]  而是去到外地居住的猶太人
[00:03:21.000 --> 00:03:29.000]  而這些猶太人也是一班信了耶穌的猶太人
[00:03:29.000 --> 00:03:31.000]  你可以想像不到
[00:03:31.000 --> 00:03:38.000]  這一班猶太人在外地生活是很艱苦的
[00:03:38.000 --> 00:03:45.000]  在外地堅持自己的信仰也是很大挑戰的
[00:03:45.000 --> 00:03:48.000]  如果你有這樣的想像力
[00:03:48.000 --> 00:03:51.000]  又或者用現在的說法來說
[00:03:51.000 --> 00:03:59.000]  有一些印尼人來了香港打工
[00:03:59.000 --> 00:04:04.000]  而這些印尼人後來在香港信了耶穌
[00:04:04.000 --> 00:04:07.000]  那你說是不是人數越來越少?
[00:04:07.000 --> 00:04:09.000]  大家明白這個意思吧
[00:04:09.000 --> 00:04:14.000]  所以是很不容易的,很不簡單的
[00:04:14.000 --> 00:04:17.000]  不過彼得就知道他們的需要
[00:04:17.000 --> 00:04:21.000]  彼得就樂意寫信給他們
[00:04:21.000 --> 00:04:24.000]  鼓勵他們,跟他們打打氣
[00:04:24.000 --> 00:04:32.000]  讓他們能夠在真道上打好根基在當中
[00:04:32.000 --> 00:04:39.000]  這本書信給得後書給得很清楚
[00:04:39.000 --> 00:04:42.000]  告訴每一位弟兄姊妹聽
[00:04:42.000 --> 00:04:46.000]  當你們重新得救之後
[00:04:46.000 --> 00:04:49.000]  你們的生命出死入生了
[00:04:49.000 --> 00:04:52.000]  你們的生命不再一樣了
[00:04:52.000 --> 00:04:56.000]  你們的生命已經是脫胎換骨了
[00:04:56.000 --> 00:05:00.000]  當你們成為上帝的兒女之後
[00:05:00.000 --> 00:05:06.000]  你們的人生充滿著很大的挑戰
[00:05:06.000 --> 00:05:08.000]  這個挑戰是什麼呢?
[00:05:08.000 --> 00:05:12.000]  這個挑戰就是我們可以不斷地追求
[00:05:12.000 --> 00:05:17.000]  在我們靈命上,在我們生命的素質上
[00:05:17.000 --> 00:05:21.000]  不斷地去操練自己,不斷地去追求
[00:05:21.000 --> 00:05:29.000]  這個就是彼得寫這本書信給猶太人的目的
[00:05:29.000 --> 00:05:33.000]  你讀這段經文的時候
[00:05:33.000 --> 00:05:36.000]  有沒有印象有很多個「加」字
[00:05:36.000 --> 00:05:38.000]  你有沒有留意到?
[00:05:38.000 --> 00:05:40.000]  有一樣,又加第二樣
[00:05:40.000 --> 00:05:42.000]  有第二樣,又加第三樣
[00:05:42.000 --> 00:05:43.000]  有沒有這樣的印象?
[00:05:43.000 --> 00:05:46.000]  你剛才如果心水清,數數埋埋
[00:05:46.000 --> 00:05:49.000]  你知不知道加埋了多少樣?
[00:05:49.000 --> 00:05:54.000]  不如我現在開估吧
[00:05:54.000 --> 00:05:58.000]  原來有八樣東西
[00:05:58.000 --> 00:06:03.000]  有八種生命的素質給我們去追求
[00:06:03.000 --> 00:06:09.000]  這八種生命的素質讓我們不斷地操練的時候
[00:06:09.000 --> 00:06:13.000]  就成為了我們基督徒的生命裏面
[00:06:13.000 --> 00:06:18.000]  是極之豐盛的一種生命
[00:06:18.000 --> 00:06:23.000]  這八樣東西,不如我們試一下
[00:06:23.000 --> 00:06:26.000]  我都看你們記得得多少
[00:06:26.000 --> 00:06:28.000]  在剛才的引人多蹤
[00:06:28.000 --> 00:06:32.000]  首先第一樣東西,彼得說要有什麼?
[00:06:32.000 --> 00:06:35.000]  信心,有了信心就要加上什麼?
[00:06:35.000 --> 00:06:39.000]  德行,有了德行就要加上什麼?
[00:06:39.000 --> 00:06:46.000]  知識,有了知識就要加上節制
[00:06:46.000 --> 00:06:50.000]  有了節制就要加上忍耐
[00:06:50.000 --> 00:06:54.000]  有了忍耐就要加上田徑
[00:06:54.000 --> 00:06:58.000]  田徑之後就要加上愛弟兄的心
[00:06:58.000 --> 00:07:04.000]  最後一招,有了愛弟兄的心就要加上愛眾人的心
[00:07:04.000 --> 00:07:10.000]  各位弟兄姊妹們,這八樣的事情是很重要的
[00:07:10.000 --> 00:07:13.000]  為什麼?因為這八樣的事情
[00:07:13.000 --> 00:07:19.000]  彼得說如果每一個基督徒都去操練,都去學習的話
[00:07:19.000 --> 00:07:22.000]  你會有兩個成效的
[00:07:22.000 --> 00:07:26.000]  第一個成果就是你發覺當你操練追求的時候
[00:07:26.000 --> 00:07:30.000]  你就能夠結出很多的果子
[00:07:30.000 --> 00:07:34.000]  就不會散漫,不會懶散
[00:07:34.000 --> 00:07:37.000]  為什麼呢?原來你知道信耶穌之後
[00:07:37.000 --> 00:07:41.000]  我們不追求,我們人就很容易鬆散
[00:07:41.000 --> 00:07:44.000]  你明白嗎?喜歡就回家,主又學
[00:07:44.000 --> 00:07:48.000]  不喜歡就不回家,喜歡就回家崇拜
[00:07:48.000 --> 00:07:52.000]  不喜歡就不回家,如果這樣的話,你的靈命就會很鬆散
[00:07:52.000 --> 00:07:55.000]  很懶散,而且不能夠結出果子
[00:07:55.000 --> 00:07:58.000]  但當你一樣一樣去追求的時候
[00:07:58.000 --> 00:08:02.000]  你會發覺彼得說我們不會懶散
[00:08:02.000 --> 00:08:06.000]  而且還會結出果子,這是第一個成效
[00:08:06.000 --> 00:08:09.000]  第二個成效是什麼呢?厲害了
[00:08:09.000 --> 00:08:14.000]  第二個成效是如果你和我都擁有這八樣
[00:08:14.000 --> 00:08:18.000]  下落的音是有一點點回音
[00:08:18.000 --> 00:08:26.000]  如果你和我都擁有這八樣的
[00:08:26.000 --> 00:08:30.000]  屬靈生命的素質的時候
[00:08:30.000 --> 00:08:36.000]  彼得說就確保你和我能夠進入到
[00:08:36.000 --> 00:08:41.000]  耶穌基督永遠的國度
[00:08:41.000 --> 00:08:45.000]  這個是不是很厲害?原來我們能夠進入天國
[00:08:45.000 --> 00:08:49.000]  進入天堂,我們擁有這八樣東西
[00:08:49.000 --> 00:08:53.000]  是真的非常之非常之重要
[00:08:53.000 --> 00:08:59.000]  我在這裡改個名字,叫做天堂八部
[00:08:59.000 --> 00:09:04.000]  進入天堂裡面,這八部要好好地去操練
[00:09:04.000 --> 00:09:08.000]  你說是不是比天龍八部厲害呢?
[00:09:08.000 --> 00:09:12.000]  如果你能夠操練天堂八部的時候
[00:09:12.000 --> 00:09:16.000]  有一部,第二部,第三部的時候
[00:09:16.000 --> 00:09:21.000]  你會發覺到你的屬靈生命很有恩典
[00:09:21.000 --> 00:09:24.000]  豐盛,很有挑戰,為什麼呢?
[00:09:24.000 --> 00:09:28.000]  因為這八樣東西是確保我們每一個基督徒
[00:09:28.000 --> 00:09:31.000]  我們活得更加精彩
[00:09:31.000 --> 00:09:34.000]  好了,你要留意一下
[00:09:34.000 --> 00:09:39.000]  其中彼得讓我們挑戰的天堂八部
[00:09:39.000 --> 00:09:41.000]  最後那部是什麼呢?
[00:09:41.000 --> 00:09:44.000]  就是愛眾人的心
[00:09:44.000 --> 00:09:50.000]  這個就和我今早說的題目有密切關係
[00:09:50.000 --> 00:09:54.000]  我今早的題目叫做快樂之本
[00:09:54.000 --> 00:09:59.000]  什麼叫快樂?或者一個人怎樣追求快樂
[00:09:59.000 --> 00:10:03.000]  怎樣能夠真正明白快樂的意義呢?
[00:10:03.000 --> 00:10:09.000]  我們中國人對快樂有一個這樣的看法
[00:10:09.000 --> 00:10:11.000]  中國人覺得什麼叫快樂呢?
[00:10:11.000 --> 00:10:14.000]  快樂就叫金榜提名詞
[00:10:14.000 --> 00:10:16.000]  快不快樂?快樂
[00:10:16.000 --> 00:10:19.000]  因為榜上有名
[00:10:19.000 --> 00:10:22.000]  或者九行奉金路
[00:10:22.000 --> 00:10:24.000]  快不快樂?很快樂
[00:10:24.000 --> 00:10:28.000]  本來沒有水的,現在有下雨了,很快樂
[00:10:28.000 --> 00:10:32.000]  洞房花燭夜,他鄉遇故知
[00:10:32.000 --> 00:10:33.000]  這是什麼?
[00:10:33.000 --> 00:10:36.000]  都是中國人覺得快樂開心的時候
[00:10:36.000 --> 00:10:42.000]  我們的聖賢萬子對快樂有四種看法
[00:10:42.000 --> 00:10:44.000]  萬子怎樣看呢?
[00:10:44.000 --> 00:10:46.000]  他說如果一個人快樂
[00:10:46.000 --> 00:10:49.000]  第一就是父母俱全
[00:10:49.000 --> 00:10:52.000]  即是爸爸媽媽都在
[00:10:52.000 --> 00:10:55.000]  兄弟就無辜
[00:10:55.000 --> 00:10:58.000]  即是兄弟姐妹大家都平平安安
[00:10:58.000 --> 00:11:00.000]  都健健康康
[00:11:00.000 --> 00:11:03.000]  然後有理想的工作
[00:11:03.000 --> 00:11:05.000]  幸福的家庭
[00:11:05.000 --> 00:11:09.000]  這就是萬子對快樂的看法
[00:11:09.000 --> 00:11:14.000]  這些都是我們中國人古時候對快樂的定義
[00:11:14.000 --> 00:11:16.000]  但今時今日如果有人問你
[00:11:16.000 --> 00:11:20.000]  什麼是快樂呢?你怎樣看快樂呢?
[00:11:20.000 --> 00:11:21.000]  你很快告訴他
[00:11:21.000 --> 00:11:23.000]  快樂之本是什麼?
[00:11:23.000 --> 00:11:27.000]  助人為什麼?為快樂之本
[00:11:27.000 --> 00:11:29.000]  當你肯關心人,幫助人
[00:11:29.000 --> 00:11:31.000]  關愛人的時候
[00:11:31.000 --> 00:11:34.000]  助人就是快樂
[00:11:34.000 --> 00:11:45.000]  這個思念原來和我們剛才讀的經文第八部相不相似?
