
[00:00:00.000 --> 00:00:02.000]  頂尖去平安
[00:00:02.000 --> 00:00:04.000]  剛才子駿很頑皮
[00:00:04.000 --> 00:00:07.000]  在讀經吵吵鬧鬧
[00:00:07.000 --> 00:00:09.000]  其實不是
[00:00:09.000 --> 00:00:12.000]  原來在猶太人
[00:00:12.000 --> 00:00:16.000]  當他們慶祝普爾節的時候
[00:00:16.000 --> 00:00:19.000]  他們一定會讀以斯帖記
[00:00:19.000 --> 00:00:23.000]  每逢讀到哈曼這個字的時候
[00:00:23.000 --> 00:00:25.000]  他們就在打鑼打鼓
[00:00:25.000 --> 00:00:28.000]  剛才子駿也很斯文
[00:00:28.000 --> 00:00:31.000]  他們打鑼打鼓很吵很吵
[00:00:31.000 --> 00:00:34.000]  因為他們覺得哈曼是大壞人
[00:00:34.000 --> 00:00:37.000]  最好就扔死他打死他
[00:00:37.000 --> 00:00:39.000]  他們不想聽到這個名字
[00:00:39.000 --> 00:00:42.000]  因為哈曼這個人
[00:00:42.000 --> 00:00:47.000]  令到他們整個民族差點被滅絕
[00:00:47.000 --> 00:00:50.000]  我們就看看在第九章
[00:00:50.000 --> 00:00:54.000]  以斯帖記第九章二十到二十八節裏
[00:00:54.000 --> 00:00:58.000]  怎麼說這個日子
[00:00:58.000 --> 00:01:03.000]  在普爾節的時候
[00:01:03.000 --> 00:01:06.000]  他們吃的一些甜點
[00:01:06.000 --> 00:01:10.000]  其實有一點像中國人的小角
[00:01:10.000 --> 00:01:14.000]  他們有一點迷信
[00:01:14.000 --> 00:01:17.000]  在小角裏面
[00:01:17.000 --> 00:01:20.000]  他們會藏一張紙
[00:01:20.000 --> 00:01:22.000]  可能有些是身體健康
[00:01:22.000 --> 00:01:26.000]  有些可能是考試不合格之類的
[00:01:26.000 --> 00:01:29.000]  有些好像抽籤的東西
[00:01:29.000 --> 00:01:31.000]  一會兒我們一說就知道
[00:01:31.000 --> 00:01:34.000]  就像小角一樣
[00:01:34.000 --> 00:01:38.000]  在普爾節的時候他們吃的
[00:01:38.000 --> 00:01:44.000]  這個猶太人有三大節期
[00:01:44.000 --> 00:01:46.000]  第一個是如意節
[00:01:46.000 --> 00:01:49.000]  接著就是修葛節或者七七節
[00:01:49.000 --> 00:01:52.000]  還有這個鑄棚節
[00:01:52.000 --> 00:01:56.000]  在上帝在生命記裏面很清楚說到
[00:01:56.000 --> 00:01:58.000]  過了這三個節期的時候
[00:01:58.000 --> 00:02:06.000]  就要全部的男子都要回到耶路撒冷去慶祝
[00:02:06.000 --> 00:02:10.000]  而這個普爾節是後期加上去的
[00:02:10.000 --> 00:02:16.000]  也是他們民族裏面一個很大的節日
[00:02:16.000 --> 00:02:21.000]  普爾這個字的意思就是抽籤
[00:02:21.000 --> 00:02:23.000]  原來這個哈曼
[00:02:23.000 --> 00:02:26.000]  剛才我們所說的大壞人大惡人
[00:02:26.000 --> 00:02:32.000]  他就計劃要滅絕所有的猶太人
[00:02:32.000 --> 00:02:36.000]  他就想想何時進行他的計劃好呢
[00:02:36.000 --> 00:02:39.000]  他就去抽籤
[00:02:39.000 --> 00:02:44.000]  不過抽籤就好像我們中國人的球籤
[00:02:44.000 --> 00:02:46.000]  他就製製製籤
[00:02:46.000 --> 00:02:52.000]  製到在猶太人的月份叫做亞達月
[00:02:52.000 --> 00:02:57.000]  亞這個月殺死所有的滅絕猶太人
[00:02:57.000 --> 00:02:59.000]  進行這個計劃是最好的
[00:02:59.000 --> 00:03:06.000]  亞達月就大約是我們二月三月的時間
[00:03:06.000 --> 00:03:08.000]  然後又再制定
[00:03:08.000 --> 00:03:18.000]  十三號就在亞達月十三號進行滅絕猶太人的計劃
[00:03:18.000 --> 00:03:21.000]  但是上帝很特別的
[00:03:21.000 --> 00:03:27.000]  當另外一個主角末底改和以斯帖
[00:03:27.000 --> 00:03:29.000]  他知道了之後
