
[00:00:00.000 --> 00:00:04.000]  宣讀時間
[00:00:04.000 --> 00:00:06.000]  《經文》
[00:00:06.000 --> 00:00:12.000]  《經文》記載在彼得前書三章八到九節和十七節
[00:00:12.000 --> 00:00:18.000]  彼得前書的三章八到九節和十七節
[00:00:18.000 --> 00:00:22.000]  在聖經的三百七十二頁
[00:00:22.000 --> 00:00:28.000]  新約聖經的三百七十二頁
[00:00:28.000 --> 00:00:32.000]  找到的請聽我讀出
[00:00:32.000 --> 00:00:34.000]  總而言之
[00:00:34.000 --> 00:00:39.000]  你們都要同心彼此體恤
[00:00:39.000 --> 00:00:41.000]  相愛如弟兄
[00:00:41.000 --> 00:00:45.000]  全憐憫和謙卑的心
[00:00:45.000 --> 00:00:48.000]  不要以惡報惡
[00:00:48.000 --> 00:00:51.000]  以辱罵還辱罵
[00:00:51.000 --> 00:00:53.000]  都要祝福
[00:00:53.000 --> 00:00:58.000]  因為你們正是為此蒙照的
[00:00:58.000 --> 00:01:02.000]  好使你們承受福氣
[00:01:02.000 --> 00:01:04.000]  第十七節
[00:01:04.000 --> 00:01:10.000]  神的旨意若是要你們恩恆善受苦
[00:01:10.000 --> 00:01:15.000]  這種比恩恆惡受苦好
[00:01:15.000 --> 00:01:21.000]  感謝今晚陳麗善牧師為我們靜悼
[00:01:21.000 --> 00:01:26.000]  她的講題是「蒙照元時遺」
[00:01:26.000 --> 00:01:29.000]  我們恭敬的將時間交給陳牧師
[00:01:29.000 --> 00:01:37.000]  (陳麗英)
[00:01:37.000 --> 00:01:39.000]  (陳麗英)
[00:01:40.000 --> 00:01:47.000]  香港政府體恤打工仔的車費非常貴
[00:01:47.000 --> 00:01:54.000]  所以在2019年開始有車主津貼
[00:01:54.000 --> 00:01:59.000]  我記得第一次是在2月16日去拿
[00:01:59.000 --> 00:02:02.000]  八達通在MTR那裡一拐
[00:02:02.000 --> 00:02:04.000]  二百三十多元
[00:02:04.000 --> 00:02:06.000]  很開心
[00:02:06.000 --> 00:02:10.000]  到3月16日又去拿卡
[00:02:10.000 --> 00:02:13.000]  這次爆燈三百元
[00:02:13.000 --> 00:02:15.000]  很開心
[00:02:15.000 --> 00:02:21.000]  覺得之前用了這麼多車錢
[00:02:21.000 --> 00:02:25.000]  現在有些回來
[00:02:25.000 --> 00:02:28.000]  很多人覺得很開心
[00:02:28.000 --> 00:02:31.000]  我還記得那天回來辦公室時
[00:02:31.000 --> 00:02:34.000]  問其他同事誰夠我多
[00:02:34.000 --> 00:02:38.000]  又想深一層
[00:02:38.000 --> 00:02:42.000]  若不是之前付了這麼多錢出來
[00:02:42.000 --> 00:02:48.000]  我怎能拿到三百元的頂點呢
[00:02:48.000 --> 00:02:51.000]  無論如何都覺得付了出去
[00:02:51.000 --> 00:02:54.000]  現在有些東西收回來的時候
[00:02:54.000 --> 00:02:56.000]  很高興
[00:02:56.000 --> 00:03:04.000]  當我們回想上帝對人的呼召的時候
[00:03:04.000 --> 00:03:08.000]  呼召我們每一個人去做信徒的時候
[00:03:08.000 --> 00:03:10.000]  他要我們學習一樣
[00:03:10.000 --> 00:03:15.000]  就是付出、捨己、犧牲
[00:03:15.000 --> 00:03:17.000]  從人的角度來看
[00:03:17.000 --> 00:03:21.000]  覺得有些是吃虧的
[00:03:21.000 --> 00:03:22.000]  付了出去
[00:03:22.000 --> 00:03:24.000]  但當我們去想深一層
[00:03:24.000 --> 00:03:28.000]  將來在天上有福氣
[00:03:28.000 --> 00:03:30.000]  有榮耀
[00:03:30.000 --> 00:03:32.000]  真的很開心
[00:03:32.000 --> 00:03:38.000]  比起地上那三百元車樽
[00:03:38.000 --> 00:03:41.000]  更加喜樂
[00:03:41.000 --> 00:03:46.000]  應該更加榮耀
[00:03:46.000 --> 00:03:50.000]  今天我們從彼得前書
[00:03:50.000 --> 00:03:54.000]  繼續看蒙召這個題目
[00:03:54.000 --> 00:03:58.000]  我們彼此的勉勵
[00:03:58.000 --> 00:04:00.000]  我們看第一方面
[00:04:00.000 --> 00:04:06.000]  我們知道蒙召是一個榮耀
[00:04:06.000 --> 00:04:09.000]  是一個光彩
[00:04:09.000 --> 00:04:12.000]  大家記不記得在小時候
[00:04:12.000 --> 00:04:16.000]  當老師在選頒獎、選行獎的時候
[00:04:16.000 --> 00:04:19.000]  你的心情是怎樣
[00:04:19.000 --> 00:04:21.000]  很久以前我記得
[00:04:21.000 --> 00:04:24.000]  我記得我自己做老師的時候
[00:04:24.000 --> 00:04:26.000]  當我一進到班房
[00:04:26.000 --> 00:04:30.000]  今天要選行獎、選頒獎的時候
[00:04:30.000 --> 00:04:34.000]  我發覺一群同學坐得很直
[00:04:34.000 --> 00:04:36.000]  腰也很直
[00:04:36.000 --> 00:04:38.000]  然後眼睛也很小
[00:04:38.000 --> 00:04:42.000]  每一個都好像很醒目
[00:04:42.000 --> 00:04:46.000]  希望被選上
[00:04:46.000 --> 00:04:51.000]  其實做班長有些吃虧
[00:04:51.000 --> 00:04:55.000]  只是幫老師做免費勞工
[00:04:55.000 --> 00:04:59.000]  但是當我們做學生的時候
[00:04:59.000 --> 00:05:04.000]  我們會覺得被選上做班長、做行獎的時候
[00:05:04.000 --> 00:05:09.000]  是一種榮耀、是一種光彩
[00:05:09.000 --> 00:05:12.000]  所以做免費勞工也無所謂
[00:05:12.000 --> 00:05:16.000]  相反很喜歡去做
[00:05:16.000 --> 00:05:23.000]  就好像當上帝選召我們做信徒的時候
[00:05:23.000 --> 00:05:26.000]  我們就有這些身份
[00:05:26.000 --> 00:05:28.000]  是一個君尊的祭司
[00:05:28.000 --> 00:05:30.000]  是在神聖的角度
[00:05:30.000 --> 00:05:33.000]  是屬上帝的子民
[00:05:33.000 --> 00:05:35.000]  上帝選了我們
[00:05:35.000 --> 00:05:40.000]  不再在這個幽暗的境界生活
[00:05:40.000 --> 00:05:48.000]  相反讓我們進入到光明的境界
[00:05:48.000 --> 00:05:51.000]  再說,你們看看
[00:05:51.000 --> 00:05:54.000]  上帝的選召
[00:05:54.000 --> 00:05:57.000]  讓我們成為聖傑
[00:05:57.000 --> 00:06:01.000]  在彼得慈書第一章十五節這樣說
[00:06:01.000 --> 00:06:04.000]  「但那召你們的既是聖傑
[00:06:04.000 --> 00:06:10.000]  你們在一切所行的事上也要聖傑」
[00:06:10.000 --> 00:06:15.000]  我們先看看當時信徒所面對的警惑
[00:06:15.000 --> 00:06:21.000]  那些基督徒他們拒絕拜羅馬皇帝
[00:06:21.000 --> 00:06:23.000]  他們只是拜耶穌
[00:06:23.000 --> 00:06:30.000]  所以他們不肯參與任何入廟拜皇帝的儀式
[00:06:30.000 --> 00:06:36.000]  也不參與任何異教崇拜
[00:06:36.000 --> 00:06:40.000]  他們因為這樣被人歧視被人抨擊
[00:06:40.000 --> 00:06:44.000]  他們說這班信耶穌基督的人
[00:06:44.000 --> 00:06:49.000]  他們躲在會堂裏面
[00:06:49.000 --> 00:06:51.000]  又說領聖餐
[00:06:51.000 --> 00:06:54.000]  其實是在吃人的肉
[00:06:54.000 --> 00:06:56.000]  在喝人的血
[00:06:56.000 --> 00:07:00.000]  又說基督教裏面的教義講道
[00:07:00.000 --> 00:07:03.000]  在世界的終極的時候
[00:07:03.000 --> 00:07:05.000]  就會被火來審判
[00:07:05.000 --> 00:07:08.000]  所以當時尼祿王
[00:07:08.000 --> 00:07:12.000]  他放火燒了羅馬城
[00:07:12.000 --> 00:07:14.000]  因為他想重建羅馬城
[00:07:14.000 --> 00:07:18.000]  於是他嫁禍給基督徒
[00:07:18.000 --> 00:07:22.000]  這班基督徒最喜歡殺人放火
[00:07:22.000 --> 00:07:29.000]  當時整個社會貧富懸殊得很厲害
[00:07:29.000 --> 00:07:33.000]  那些有錢人每天吃的
[00:07:33.000 --> 00:07:38.000]  全部都是真美的佳餚
[00:07:38.000 --> 00:07:40.000]  吃孔雀龍
[00:07:40.000 --> 00:07:43.000]  又吃夜鶯的舌頭
[00:07:43.000 --> 00:07:45.000]  我們只是吃豬舌頭牛舌頭
[00:07:45.000 --> 00:07:49.000]  他們吃夜鶯的舌頭
[00:07:49.000 --> 00:07:52.000]  吃了唱歌會好聽一點
[00:07:52.000 --> 00:07:54.000]  私房食物
[00:07:54.000 --> 00:07:56.000]  花很多錢的
[00:07:56.000 --> 00:07:59.000]  還有那些皇帝
[00:07:59.000 --> 00:08:02.000]  他一晚請客
[00:08:02.000 --> 00:08:05.000]  他就宰了二千條魚
[00:08:05.000 --> 00:08:11.000]  七隻魚鴿或雞
[00:08:11.000 --> 00:08:15.000]  相反那些信徒
[00:08:15.000 --> 00:08:17.000]  信耶穌的信徒
