
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹平安
[00:00:02.000 --> 00:00:04.000]  開始訊息的時候
[00:00:04.000 --> 00:00:06.000]  我想大家聽一聽首歌
[00:00:06.000 --> 00:00:08.000]  可能大家都很回味的
[00:00:08.000 --> 00:00:10.000]  也都很有同感的
[00:00:10.000 --> 00:00:12.000]  記不記得什麼歌呢
[00:00:12.000 --> 00:00:18.000]  《知否世事常變》
[00:00:18.000 --> 00:00:20.000]  (歌詞)
[00:00:20.000 --> 00:00:47.000]  (歌詞)
[00:00:47.000 --> 00:00:53.000]  當王瞻寫這首歌的時候
[00:00:53.000 --> 00:00:56.000]  我想他很經歷到人生
[00:00:56.000 --> 00:00:58.000]  甚至你和我都會經歷到
[00:00:58.000 --> 00:01:02.000]  人生是會不斷地變的
[00:01:02.000 --> 00:01:07.000]  所以中國人在那些很古老的學說裡面說
[00:01:07.000 --> 00:01:12.000]  世上唯一一變的東西是什麼呢
[00:01:12.000 --> 00:01:15.000]  就是世事常變
[00:01:15.000 --> 00:01:17.000]  聽清楚了沒有
[00:01:17.000 --> 00:01:20.000]  世界上的事是不斷地變的
[00:01:20.000 --> 00:01:24.000]  世界上唯一不會變的
[00:01:24.000 --> 00:01:26.000]  就是世事常變
[00:01:26.000 --> 00:01:31.000]  有時候想起來都很驚訝
[00:01:31.000 --> 00:01:35.000]  不知道會變成怎樣的整個世界
[00:01:35.000 --> 00:01:37.000]  今天是5月4號
[00:01:37.000 --> 00:01:40.000]  原本在這個時間
[00:01:40.000 --> 00:01:42.000]  我已經在我的辦公室裡
[00:01:42.000 --> 00:01:45.000]  把我的書和行李收拾好
[00:01:45.000 --> 00:01:47.000]  回家了
[00:01:47.000 --> 00:01:50.000]  準備開始我的人生的另一個階段
[00:01:50.000 --> 00:01:51.000]  就是退休了
[00:01:51.000 --> 00:01:53.000]  很輕鬆
[00:01:53.000 --> 00:01:55.000]  但是因著天父的恩典
[00:01:55.000 --> 00:02:00.000]  又讓我在這裡繼續承擔一個大使命
[00:02:00.000 --> 00:02:02.000]  一個很大的變化
[00:02:02.000 --> 00:02:05.000]  我做夢都沒有想過
[00:02:05.000 --> 00:02:09.000]  還有大家很熟悉的孫偉雄弟兄
[00:02:09.000 --> 00:02:11.000]  他一向做事很穩陣的
[00:02:11.000 --> 00:02:15.000]  有什麼危險動作不小心的
[00:02:15.000 --> 00:02:17.000]  他一定會指著我們大罵的
[00:02:17.000 --> 00:02:20.000]  小心一點的
[00:02:20.000 --> 00:02:21.000]  誰知道想都想不到
[00:02:21.000 --> 00:02:23.000]  今年年初
[00:02:23.000 --> 00:02:27.000]  他在工作上爬高做事
[00:02:27.000 --> 00:02:30.000]  竟然不知道是扇腳還是怎樣
[00:02:30.000 --> 00:02:35.000]  就一下子從兩米高跌下來
[00:02:35.000 --> 00:02:37.000]  結果住了幾個月醫院
[00:02:37.000 --> 00:02:40.000]  可能還有一段時間住的
[00:02:40.000 --> 00:02:44.000]  這些事情是做夢都想不到的
[00:02:44.000 --> 00:02:48.000]  有些病人的家人甚至說
[00:02:48.000 --> 00:02:53.000]  醫生明明說家人正在好
[00:02:53.000 --> 00:02:55.000]  回家吧
[00:02:55.000 --> 00:02:58.000]  但是當家人回家的時候
[00:02:58.000 --> 00:02:59.000]  洗完澡
[00:02:59.000 --> 00:03:02.000]  接著醫院就會打電話來
[00:03:02.000 --> 00:03:04.000]  你的家人停止呼吸了
[00:03:04.000 --> 00:03:07.000]  快點回來
[00:03:07.000 --> 00:03:09.000]  有時候我們真是
[00:03:09.000 --> 00:03:10.000]  這一刻鐘
[00:03:10.000 --> 00:03:12.000]  我們都不知道下一刻鐘
[00:03:12.000 --> 00:03:16.000]  下一刻鐘會發生什麼事
[00:03:16.000 --> 00:03:19.000]  約瑟的一生就是這樣了
[00:03:19.000 --> 00:03:21.000]  他就是一個
[00:03:21.000 --> 00:03:22.000]  讓我們看到
[00:03:22.000 --> 00:03:24.000]  由這個37章
[00:03:24.000 --> 00:03:27.000]  一直到創世紀37章
[00:03:27.000 --> 00:03:30.000]  一直到50章的時候
[00:03:30.000 --> 00:03:34.000]  就展現了這個變幻的人生
[00:03:34.000 --> 00:03:38.000]  這個波浪有起有跌
[00:03:38.000 --> 00:03:40.000]  有幸有不幸
[00:03:40.000 --> 00:03:43.000]  但從約瑟的生平裡面
[00:03:43.000 --> 00:03:44.000]  我們看到
[00:03:44.000 --> 00:03:47.000]  在他很多不幸的遭遇裡面
[00:03:47.000 --> 00:03:52.000]  又有上帝很多的恩典
[00:03:52.000 --> 00:03:54.000]  上兩個星期我都講到了
[00:03:54.000 --> 00:03:59.000]  他原本在家裡是天之驕子
[00:03:59.000 --> 00:04:02.000]  他是奴隸
[00:04:02.000 --> 00:04:06.000]  但因為哥哥的妒忌
[00:04:06.000 --> 00:04:09.000]  就把他賣給了一些商人
[00:04:09.000 --> 00:04:11.000]  就做了奴隸
[00:04:11.000 --> 00:04:14.000]  但在做奴隸的裡面
[00:04:14.000 --> 00:04:17.000]  他竟然做得很有成就
[00:04:17.000 --> 00:04:20.000]  管理了所有的事情
[00:04:20.000 --> 00:04:25.000]  接著又因為他被主人的太太
[00:04:25.000 --> 00:04:28.000]  去引誘他
[00:04:28.000 --> 00:04:30.000]  他不接受這個引誘
[00:04:30.000 --> 00:04:32.000]  就去坐牢
[00:04:32.000 --> 00:04:34.000]  在坐牢的裡面
[00:04:34.000 --> 00:04:38.000]  蒙神的恩典做得很好
[00:04:38.000 --> 00:04:43.000]  監獄長就把事情都給他去打理
[00:04:43.000 --> 00:04:48.000]  也都因著這個成功的解夢
[00:04:48.000 --> 00:04:51.000]  他又做了埃及的宰相
[00:04:51.000 --> 00:04:53.000]  看到約瑟的一生
[00:04:53.000 --> 00:04:57.000]  又起又跌
[00:04:57.000 --> 00:04:58.000]  我們來看一下
[00:04:58.000 --> 00:05:01.000]  逐樣東西我們來看一下
[00:05:01.000 --> 00:05:06.000]  他在家裡是天之驕子
[00:05:06.000 --> 00:05:10.000]  爸爸就送了一件很漂亮的衣服給他穿
[00:05:10.000 --> 00:05:13.000]  是長袖的袍
[00:05:13.000 --> 00:05:17.000]  我們看到原來他什麼都不用做的
[00:05:17.000 --> 00:05:18.000]  在家裡
[00:05:18.000 --> 00:05:22.000]  哥哥就做很多粗重的事情
[00:05:22.000 --> 00:05:23.000]  看養
[00:05:23.000 --> 00:05:27.000]  但是他就是十指不沾陽春水
[00:05:27.000 --> 00:05:29.000]  什麼都不做
[00:05:29.000 --> 00:05:33.000]  但是當他被賣到埃及的時候
[00:05:33.000 --> 00:05:37.000]  就去到一個大官叫波提弗的家裡
[00:05:37.000 --> 00:05:39.000]  做奴隸
[00:05:39.000 --> 00:05:42.000]  做奴隸很慘的
[00:05:42.000 --> 00:05:43.000]  不止今天
[00:05:43.000 --> 00:05:46.000]  當天什麼粗重的功夫
[00:05:46.000 --> 00:05:49.000]  都要去做
[00:05:49.000 --> 00:05:51.000]  所以說很辛苦
[00:05:51.000 --> 00:05:52.000]  對他來說
[00:05:52.000 --> 00:05:54.000]  那個適應都要很大
[00:05:54.000 --> 00:05:57.000]  天天做苦工
[00:05:57.000 --> 00:06:01.000]  但是他竟然在做奴隸的期間
[00:06:01.000 --> 00:06:04.000]  恩著耶和華的同在
[00:06:04.000 --> 00:06:07.000]  使他所做的事情
[00:06:07.000 --> 00:06:10.000]  都樣樣順利
[00:06:10.000 --> 00:06:15.000]  他竟然被奴隸的主人
[00:06:15.000 --> 00:06:17.000]  一個大官波提弗
[00:06:17.000 --> 00:06:20.000]  他從約瑟的身上
