
[00:00:00.000 --> 00:00:02.000]  大家好, 各位同學平安
[00:00:02.000 --> 00:00:06.000]  今天是正月二十八
[00:00:06.000 --> 00:00:08.000]  我看過日曆了
[00:00:08.000 --> 00:00:11.000]  是正月的月尾
[00:00:11.000 --> 00:00:14.000]  在此祝大家新年快樂
[00:00:14.000 --> 00:00:18.000]  當我在此祝大家新年快樂的時候
[00:00:18.000 --> 00:00:20.000]  我就想起一張四甲漫畫
[00:00:20.000 --> 00:00:22.000]  我有可能是給過大家看過的
[00:00:22.000 --> 00:00:24.000]  不過我都不太記得是不是
[00:00:24.000 --> 00:00:26.000]  這是一個花生的漫畫
[00:00:26.000 --> 00:00:30.000]  我們可以看到新年的時候
[00:00:30.000 --> 00:00:32.000]  主角查理布朗半茶里
[00:00:32.000 --> 00:00:35.000]  在新年的時候碰到露西
[00:00:35.000 --> 00:00:36.000]  他就跟她說
[00:00:36.000 --> 00:00:39.000]  露西, 祝你新年快樂
[00:00:39.000 --> 00:00:42.000]  我想大家新年或者是農曆年
[00:00:42.000 --> 00:00:44.000]  見到面都會彼此祝賀
[00:00:44.000 --> 00:00:46.000]  通常來說
[00:00:46.000 --> 00:00:47.000]  如果是這樣的話
[00:00:47.000 --> 00:00:48.000]  露西應該會怎樣回答呢
[00:00:48.000 --> 00:00:50.000]  應該祝她新年快樂
[00:00:50.000 --> 00:00:52.000]  但她竟然不是
[00:00:52.000 --> 00:00:53.000]  露西就說
[00:00:53.000 --> 00:00:55.000]  你說了就是了嗎
[00:00:55.000 --> 00:00:57.000]  是不是你告訴我
[00:00:57.000 --> 00:00:59.000]  說了新年快樂
[00:00:59.000 --> 00:01:01.000]  我就會在新的一年裡
[00:01:01.000 --> 00:01:03.000]  真的快樂呢
[00:01:03.000 --> 00:01:07.000]  你可不可以單單說了
[00:01:07.000 --> 00:01:09.000]  事情就是這樣成了呢
[00:01:09.000 --> 00:01:11.000]  這是不是一個保證呢
[00:01:11.000 --> 00:01:13.000]  是不是是不是
[00:01:13.000 --> 00:01:15.000]  一直追問下去
[00:01:15.000 --> 00:01:17.000]  查理布朗唯一可以做的就是
[00:01:17.000 --> 00:01:19.000]  奧天啊
[00:01:19.000 --> 00:01:21.000]  我想我們其實很多時候
[00:01:21.000 --> 00:01:23.000]  我們彼此祝賀新年快樂
[00:01:23.000 --> 00:01:24.000]  新年進步
[00:01:24.000 --> 00:01:26.000]  有人說比較
[00:01:26.000 --> 00:01:28.000]  叫做什麼
[00:01:28.000 --> 00:01:30.000]  使喚一點
[00:01:30.000 --> 00:01:32.000]  恭喜發財
[00:01:32.000 --> 00:01:34.000]  或者說身體健康等等
[00:01:34.000 --> 00:01:36.000]  究竟我們有沒有事情
[00:01:36.000 --> 00:01:38.000]  可以做的呢
[00:01:38.000 --> 00:01:40.000]  我們開始的時候
[00:01:40.000 --> 00:01:42.000]  我們首先一起祈禱
[00:01:42.000 --> 00:01:44.000]  天父上帝
[00:01:44.000 --> 00:01:46.000]  求你使用孩子今天所說的
[00:01:46.000 --> 00:01:48.000]  叫孩子所說的
[00:01:48.000 --> 00:01:50.000]  都是你要孩子說的
[00:01:50.000 --> 00:01:51.000]  幫助會眾
[00:01:51.000 --> 00:01:54.000]  我們有一個能聽到的耳朵
[00:01:54.000 --> 00:01:57.000]  有一個能明白你的頭腦
[00:01:57.000 --> 00:01:59.000]  更加有一個能
[00:01:59.000 --> 00:02:01.000]  願意將你的話語
[00:02:01.000 --> 00:02:03.000]  藏在心裡的心
[00:02:03.000 --> 00:02:05.000]  更加幫助我們
[00:02:05.000 --> 00:02:09.000]  能夠回應你的手和腳
[00:02:09.000 --> 00:02:11.000]  好叫我們可以一起
[00:02:11.000 --> 00:02:15.000]  走出你所吩咐我們的
[00:02:15.000 --> 00:02:17.000]  聽我們的祈禱
[00:02:17.000 --> 00:02:19.000]  我們這樣禱告
[00:02:19.000 --> 00:02:21.000]  和耶穌基督的命求
[00:02:21.000 --> 00:02:25.000]  所以當我們今天看詩篇
[00:02:25.000 --> 00:02:27.000]  第104篇的時候
[00:02:27.000 --> 00:02:30.000]  很感謝主席剛才幫我們讀了五節
[00:02:30.000 --> 00:02:33.000]  但我都會用很多時間
[00:02:33.000 --> 00:02:36.000]  將詩篇的說話讀出來
[00:02:36.000 --> 00:02:41.000]  讓大家可以被神的話語充滿
[00:02:41.000 --> 00:02:43.000]  我們在104篇的時候
[00:02:43.000 --> 00:02:45.000]  看見詩人大衛
[00:02:45.000 --> 00:02:47.000]  在詩裡面
[00:02:47.000 --> 00:02:50.000]  刻上宇宙萬物的詞句
[00:02:50.000 --> 00:02:54.000]  他向神獻上感恩和讚美
[00:02:54.000 --> 00:02:56.000]  有些聖經學者
[00:02:56.000 --> 00:02:59.000]  將這首詩定為讚美詩
[00:02:59.000 --> 00:03:03.000]  讚美創造的讚曲
[00:03:03.000 --> 00:03:05.000]  也有學者將這首詩
[00:03:05.000 --> 00:03:07.000]  定為感恩詩
[00:03:07.000 --> 00:03:12.000]  也有慶賀君王登基的詩
[00:03:12.000 --> 00:03:16.000]  也有新年時候所唱的詩
[00:03:16.000 --> 00:03:20.000]  今天我們就讓神的說話充滿我們
[00:03:20.000 --> 00:03:25.000]  所以今天我們很多都會去看這個說話
[00:03:25.000 --> 00:03:29.000]  很多時候學者都喜歡將聖經某一段
[00:03:29.000 --> 00:03:31.000]  分成ABCD
[00:03:31.000 --> 00:03:36.000]  然後對稱下半部的C'B'A'
[00:03:36.000 --> 00:03:38.000]  其實這五節
[00:03:38.000 --> 00:03:40.000]  剛才幫我們讀出的五節
[00:03:40.000 --> 00:03:43.000]  都可以這樣對稱
[00:03:43.000 --> 00:03:45.000]  當我們這樣對稱的時候
[00:03:45.000 --> 00:03:47.000]  我們就會看到
[00:03:47.000 --> 00:03:51.000]  詩人有三個祝願
[00:03:51.000 --> 00:03:52.000]  第一個祝願是
[00:03:52.000 --> 00:03:56.000]  「願耶和華的榮耀傳到永遠」
[00:03:56.000 --> 00:03:57.000]  所以我會叫做
[00:03:57.000 --> 00:04:01.000]  「願造物的神榮耀永存」
[00:04:01.000 --> 00:04:04.000]  那個「願」是「願耶和華的神」
[00:04:04.000 --> 00:04:05.000]  第二個祝願是
[00:04:05.000 --> 00:04:09.000]  「願祂閱立我的默念」
[00:04:09.000 --> 00:04:11.000]  所以我就會叫做
[00:04:11.000 --> 00:04:14.000]  「願蒙恩的我歌頌默念」
[00:04:14.000 --> 00:04:16.000]  第三個祝願是
[00:04:16.000 --> 00:04:20.000]  「願罪人從世上消滅」
[00:04:20.000 --> 00:04:24.000]  「願世界之上罪惡消除」
[00:04:24.000 --> 00:04:28.000]  詩人的祝願並不是單單說了就算了
[00:04:28.000 --> 00:04:30.000]  我們當然知道
[00:04:30.000 --> 00:04:33.000]  願景當然要由神去成就
[00:04:33.000 --> 00:04:38.000]  但是人也可以在當中促成或造就
[00:04:38.000 --> 00:04:43.000]  我們在祝願之後的一年之內
[00:04:43.000 --> 00:04:45.000]  我們會不會有些事去做
[00:04:45.000 --> 00:04:46.000]  去跟進
[00:04:46.000 --> 00:04:48.000]  以致我們的祝願
[00:04:48.000 --> 00:04:52.000]  可以讓我們祝願的人更加能夠達到
[00:04:52.000 --> 00:04:54.000]  所以今天就想和大家分享
[00:04:54.000 --> 00:04:56.000]  這三個祝願
[00:04:56.000 --> 00:05:00.000]  讓大家可以在裏面看到
[00:05:00.000 --> 00:05:02.000]  其實我們看到
[00:05:02.000 --> 00:05:05.000]  詩人大衛在詩篇裏面
[00:05:05.000 --> 00:05:08.000]  默想宇宙的次序
[00:05:08.000 --> 00:05:12.000]  他向神獻上感恩和讚美
[00:05:12.000 --> 00:05:15.000]  所以我們願意
[00:05:15.000 --> 00:05:16.000]  大家都一樣
[00:05:16.000 --> 00:05:20.000]  在新年裏面立下心願
[00:05:20.000 --> 00:05:22.000]  我們看第一個願
[00:05:22.000 --> 00:05:28.000]  是「願造物之神榮耀永存」
[00:05:28.000 --> 00:05:30.000]  這兩節
[00:05:30.000 --> 00:05:33.000]  「願耶和華的榮耀傳到永遠」
[00:05:33.000 --> 00:05:35.000]  「願耶和華喜愛自己所做的」
[00:05:35.000 --> 00:05:39.000]  「祂看地 地就震動 祂摸山」
[00:05:39.000 --> 00:05:42.000]  「山就無意」
[00:05:42.000 --> 00:05:46.000]  詩人在神所創造的當中
[00:05:46.000 --> 00:05:49.000]  他看到神的榮耀
[00:05:49.000 --> 00:05:52.000]  所以他第一個就會看到
[00:05:52.000 --> 00:05:54.000]  神是願意
[00:05:54.000 --> 00:05:58.000]  祂喜悅他所創造的
[00:05:58.000 --> 00:06:00.000]  我們看到他說
[00:06:00.000 --> 00:06:04.000]  「願耶和華喜愛他自己創造」
[00:06:04.000 --> 00:06:07.000]  我們如果是慢慢地回家細讀
[00:06:07.000 --> 00:06:09.000]  詩篇第104篇的時候
[00:06:09.000 --> 00:06:15.000]  就會發覺好像大衛進入了創造博物館
[00:06:15.000 --> 00:06:18.000]  其實最近香港有很多博物館
[00:06:18.000 --> 00:06:20.000]  有故宮博物館
[00:06:20.000 --> 00:06:21.000]  有M+博物館
[00:06:21.000 --> 00:06:23.000]  大家都可以進去看
[00:06:23.000 --> 00:06:25.000]  其實大衛去看世界
[00:06:25.000 --> 00:06:28.000]  他好像是進入了創造博物館
[00:06:28.000 --> 00:06:33.000]  「安置次序 由天而地 由萬物而人」
[00:06:33.000 --> 00:06:36.000]  「逐一觀賞 逐一讚歎」
[00:06:36.000 --> 00:06:38.000]  所以當詩人看到的時候
[00:06:38.000 --> 00:06:41.000]  他第一個願造物的神榮耀永存
[00:06:41.000 --> 00:06:43.000]  裡面的小願
[00:06:43.000 --> 00:06:48.000]  「願神喜悅他自己所創造」
[00:06:48.000 --> 00:06:49.000]  我們會看到
[00:06:49.000 --> 00:06:51.000]  當我們去看的時候
[00:06:51.000 --> 00:06:52.000]  神的創造
[00:06:52.000 --> 00:06:54.000]  第一天我們會看到
[00:06:54.000 --> 00:06:55.000]  祂是做了光
[00:06:55.000 --> 00:06:59.000]  在詩篇第104篇裡都有說
[00:06:59.000 --> 00:07:03.000]  在第1的「下」到第2的「上」裡說
[00:07:03.000 --> 00:07:10.000]  「祢以尊榮威嚴為衣 披上亮光 如披外袍」
[00:07:10.000 --> 00:07:15.000]  作者好像是和創世紀的第一章所描述的
[00:07:15.000 --> 00:07:16.000]  互相呼應
[00:07:16.000 --> 00:07:18.000]  首先用「以人的筆法」
[00:07:18.000 --> 00:07:24.000]  描述神好像是一位穿上華麗莊嚴的龍袍君王
[00:07:24.000 --> 00:07:26.000]  神首先創造了光
[00:07:26.000 --> 00:07:30.000]  好像披上了一件外袍一樣
[00:07:30.000 --> 00:07:33.000]  我們又看第二天的時候
[00:07:33.000 --> 00:07:36.000]  神是做空氣和天
[00:07:36.000 --> 00:07:40.000]  在詩篇第104篇第2節「下」到第4節
[00:07:40.000 --> 00:07:41.000]  祂這樣說
[00:07:41.000 --> 00:07:47.000]  「鋪張窮瘡 如鋪萬紙 在水中立流角的棟樑
[00:07:47.000 --> 00:07:52.000]  用雲彩為車簾 藉著風的翅膀而行
[00:07:52.000 --> 00:07:56.000]  以風為使者 以火焰為伏翼」
[00:07:56.000 --> 00:07:58.000]  我們看到第三天
[00:07:58.000 --> 00:08:01.000]  第三天神又造了海
[00:08:01.000 --> 00:08:03.000]  地和其中的植物
[00:08:03.000 --> 00:08:07.000]  在詩篇第104篇第5到第9節
[00:08:07.000 --> 00:08:08.000]  詩人這樣說
[00:08:08.000 --> 00:08:12.000]  「將地立於根基上 使地永不動搖
[00:08:12.000 --> 00:08:16.000]  你用深水遮蓋地面 猶如衣裳
[00:08:16.000 --> 00:08:21.000]  珠水高過山嶺 你的戚札一發 水便崩逃
[00:08:21.000 --> 00:08:23.000]  你的雷聲一發 水就崩流
[00:08:23.000 --> 00:08:28.000]  珠山上升 珠谷下沉 歸你為它所立定之地
[00:08:28.000 --> 00:08:31.000]  你定了界限 使水不能超越
[00:08:31.000 --> 00:08:34.000]  不再轉回 淹沒大地」
[00:08:34.000 --> 00:08:39.000]  神不單在第三天造了水 海和地
[00:08:39.000 --> 00:08:44.000]  祂更加使地上的植物生長
[00:08:44.000 --> 00:08:46.000]  在第14節「上」裏面
[00:08:46.000 --> 00:08:52.000]  祂使草生長 給生畜吃 使菜蔬生長 供給人用」
[00:08:52.000 --> 00:08:58.000]  我們看到神在第4天造了光體 管奏夜
[00:08:58.000 --> 00:09:01.000]  所以在第19至20節「上」裏面
