
[00:00:00.000 --> 00:00:04.000]  《老家福音》二章八至十四節
[00:00:04.000 --> 00:00:08.000]  在伯利恆的野外有牧羊人
[00:00:08.000 --> 00:00:12.000]  夜間值班看守羊群
[00:00:12.000 --> 00:00:16.000]  有主的一個使者站在他們旁邊
[00:00:16.000 --> 00:00:20.000]  主的榮光四面照著他們
[00:00:20.000 --> 00:00:24.000]  牧羊人就很懼怕
[00:00:24.000 --> 00:00:28.000]  那天使對他們說:不要懼怕
[00:00:28.000 --> 00:00:33.000]  看呀!因為我報給你們大喜的訊息
[00:00:33.000 --> 00:00:36.000]  是關乎萬民的
[00:00:36.000 --> 00:00:39.000]  因今天在大圍的城裡
[00:00:39.000 --> 00:00:42.000]  為你們生了救主
[00:00:42.000 --> 00:00:45.000]  就是主基督
[00:00:45.000 --> 00:00:48.000]  你們要看見一個鷹鞋
[00:00:48.000 --> 00:00:50.000]  包著布
[00:00:50.000 --> 00:00:52.000]  臥在馬槽裡
[00:00:52.000 --> 00:00:55.000]  那就是給你們的記號
[00:00:55.000 --> 00:00:59.000]  忽然有一大隊天兵
[00:00:59.000 --> 00:01:02.000]  和那天使讚美神說
[00:01:02.000 --> 00:01:05.000]  在至高之處榮耀歸於神
[00:01:05.000 --> 00:01:10.000]  在地上平安歸於他所喜悅的人
[00:01:11.000 --> 00:01:15.000]  主席
[00:01:15.000 --> 00:01:35.000]  足夠法定人數
[00:01:36.000 --> 00:01:38.000]  各位大兄姊妹平安
[00:01:38.000 --> 00:01:40.000]  臨近聖誕節
[00:01:40.000 --> 00:01:44.000]  港道一定要環繞著相關的訊息
[00:01:44.000 --> 00:01:47.000]  如果大家上網查一下
[00:01:47.000 --> 00:01:49.000]  聖誕節或平安夜的資料
[00:01:49.000 --> 00:01:54.000]  在維基百科就有以下這段資料
[00:01:54.000 --> 00:01:56.000]  維基百科怎麼說呢?
[00:01:56.000 --> 00:01:58.000]  主耶穌誕生的那個晚上
[00:01:58.000 --> 00:02:00.000]  在曠野看守羊群牧羊人
[00:02:00.000 --> 00:02:03.000]  突然聽見天上傳來的聲音
[00:02:04.000 --> 00:02:06.000]  告訴他們耶穌降世的消息
[00:02:06.000 --> 00:02:07.000]  耶穌來到人間
[00:02:07.000 --> 00:02:09.000]  要作人世間的王
[00:02:09.000 --> 00:02:12.000]  因此天使就透過牧羊人
[00:02:12.000 --> 00:02:15.000]  將消息傳給更多的人
[00:02:15.000 --> 00:02:18.000]  後來人們就會仿效天使
[00:02:18.000 --> 00:02:20.000]  在平安夜的晚上
[00:02:20.000 --> 00:02:23.000]  到處傳講耶穌降世的消息
[00:02:23.000 --> 00:02:24.000]  直到今天
[00:02:24.000 --> 00:02:28.000]  演變成為報佳音的活動
[00:02:28.000 --> 00:02:31.000]  維基百科這段資料
[00:02:31.000 --> 00:02:35.000]  有一部份正正就是主席剛才讀出的
[00:02:35.000 --> 00:02:38.000]  《路加福音》第二章的經文內容
[00:02:38.000 --> 00:02:42.000]  雖然耶穌的出生在《馬太福音》
[00:02:42.000 --> 00:02:43.000]  也有記載過
[00:02:43.000 --> 00:02:46.000]  在新約二十七卷的書信裏
[00:02:46.000 --> 00:02:48.000]  有關平安這個字
[00:02:48.000 --> 00:02:50.000]  也出現過八十五次
[00:02:50.000 --> 00:02:55.000]  不過如果將平安和耶穌的出生
[00:02:55.000 --> 00:02:57.000]  可以連上關係
[00:02:57.000 --> 00:03:00.000]  就只有《路加福音》
[00:03:00.000 --> 00:03:03.000]  第二章八至十四節的經文
[00:03:03.000 --> 00:03:04.000]  沒有了
[00:03:04.000 --> 00:03:05.000]  只有一段
[00:03:05.000 --> 00:03:09.000]  因此雖然明天是平安夜
[00:03:09.000 --> 00:03:11.000]  我藉著這段經文
[00:03:11.000 --> 00:03:12.000]  和大家分享一個題目
[00:03:12.000 --> 00:03:14.000]  就是今天講到的經文
[00:03:14.000 --> 00:03:16.000]  就是「平安何處尋」
[00:03:16.000 --> 00:03:17.000]  我們一起去祈禱吧
[00:03:17.000 --> 00:03:21.000]  「差天父,我感謝你
[00:03:21.000 --> 00:03:24.000]  昔日藉著牧羊人向世人宣告
[00:03:24.000 --> 00:03:26.000]  你賜下了愛子耶穌
[00:03:26.000 --> 00:03:29.000]  祂來到人類的世界
[00:03:29.000 --> 00:03:31.000]  拯救每一個願意相信耶穌的
[00:03:31.000 --> 00:03:34.000]  叫凡相信耶穌的不致滅亡
[00:03:34.000 --> 00:03:35.000]  反得永生」
[00:03:35.000 --> 00:03:38.000]  甚至這個好訊息
[00:03:38.000 --> 00:03:40.000]  能夠被每一個都聽到
[00:03:40.000 --> 00:03:43.000]  每一個都願意悔改跟從你
[00:03:43.000 --> 00:03:45.000]  我們的祈禱
[00:03:45.000 --> 00:03:46.000]  是奉主耶穌基督的名頭
[00:03:46.000 --> 00:03:47.000]  阿們
[00:03:47.000 --> 00:03:50.000]  如果
[00:03:50.000 --> 00:03:55.000]  如果在當時福音書的世界裏面
[00:03:55.000 --> 00:03:56.000]  有人問一個問題
[00:03:57.000 --> 00:04:00.000]  有沒有人比羅馬帝國的皇帝和統治者
[00:04:00.000 --> 00:04:03.000]  凱撒更為重要呢?
[00:04:03.000 --> 00:04:05.000]  答案必然是
[00:04:05.000 --> 00:04:07.000]  沒有
[00:04:07.000 --> 00:04:10.000]  因為當時的羅馬皇帝凱撒
[00:04:10.000 --> 00:04:13.000]  是當代最有影響力的一個人物
[00:04:13.000 --> 00:04:17.000]  不過在猶太的村裏面
[00:04:17.000 --> 00:04:20.000]  一個小男孩的誕生
[00:04:20.000 --> 00:04:25.000]  卻令天使都要為他發出讚美之聲
[00:04:26.000 --> 00:04:29.000]  《路加福音》二章八至十四節的經文
[00:04:29.000 --> 00:04:31.000]  是一段宣告
[00:04:31.000 --> 00:04:34.000]  這段宣告由天使發出
[00:04:34.000 --> 00:04:37.000]  是關乎一個很重要的人物的降生
[00:04:37.000 --> 00:04:41.000]  由天使發出宣告
[00:04:41.000 --> 00:04:43.000]  對當時的猶太人來說
[00:04:43.000 --> 00:04:46.000]  是一個很非比尋常的事件
[00:04:46.000 --> 00:04:50.000]  因為由舊約馬拉基書的時代
[00:04:50.000 --> 00:04:53.000]  到新約耶穌降世的年代
[00:04:53.000 --> 00:04:55.000]  中間經過了四百年
[00:04:56.000 --> 00:04:58.000]  猶太人已經有四百年
[00:04:58.000 --> 00:05:02.000]  未曾聽到從天而來的任何訊息
[00:05:02.000 --> 00:05:05.000]  所以今次天使的宣告
[00:05:05.000 --> 00:05:09.000]  再一次為猶太人帶來了一絲希望
[00:05:09.000 --> 00:05:12.000]  牧羊人對於天使的出現
[00:05:12.000 --> 00:05:14.000]  經文說感到懼怕
[00:05:14.000 --> 00:05:16.000]  這是很正常的
[00:05:16.000 --> 00:05:21.000]  因為天使既想善亦想乏
[00:05:21.000 --> 00:05:23.000]  不知道好還是壞
[00:05:23.000 --> 00:05:26.000]  因此天使要先安撫牧羊人
[00:05:26.000 --> 00:05:28.000]  讓他們不要害怕
[00:05:28.000 --> 00:05:31.000]  然後才宣講這個訊息
[00:05:31.000 --> 00:05:33.000]  訊息內容有幾點
[00:05:33.000 --> 00:05:36.000]  第一,這是一個喜訊
[00:05:36.000 --> 00:05:40.000]  事實上在舊約亦曾經記載過
[00:05:40.000 --> 00:05:43.000]  天使所宣講的不一定是喜訊
[00:05:43.000 --> 00:05:48.000]  可以是宣告審判的惡訊也未必
[00:05:48.000 --> 00:05:51.000]  另外,訊息所牽涉的人
[00:05:51.000 --> 00:05:54.000]  不單單只涉及猶太人
[00:05:54.000 --> 00:05:56.000]  而是關乎萬民
[00:05:56.000 --> 00:05:58.000]  萬民所指的
[00:05:58.000 --> 00:06:01.000]  是指當時世界的所有人
[00:06:01.000 --> 00:06:04.000]  是一個甚麼喜訊呢?
[00:06:04.000 --> 00:06:07.000]  就是大衛城裏有一個小孩的出生
[00:06:07.000 --> 00:06:10.000]  這個小孩只有三重身份
[00:06:10.000 --> 00:06:13.000]  或者說有三種身份
[00:06:13.000 --> 00:06:15.000]  第一個身份,救主
[00:06:15.000 --> 00:06:17.000]  對於猶太人來說
[00:06:17.000 --> 00:06:20.000]  救主的身份絕對不會陌生
[00:06:20.000 --> 00:06:22.000]  他們所相信的獨一真神
[00:06:22.000 --> 00:06:24.000]  也就是民族的救主
[00:06:24.000 --> 00:06:27.000]  由阿伯拉罕的神
[00:06:27.000 --> 00:06:28.000]  以撒的神
[00:06:28.000 --> 00:06:29.000]  雅各的神
[00:06:29.000 --> 00:06:31.000]  到摩西、大衛
[00:06:31.000 --> 00:06:34.000]  到南北各每一個王
[00:06:34.000 --> 00:06:35.000]  都會認定
[00:06:35.000 --> 00:06:37.000]  也就是他們的救主
[00:06:37.000 --> 00:06:41.000]  縱然有些王在行為上
[00:06:41.000 --> 00:06:44.000]  是會違背神的命令
[00:06:44.000 --> 00:06:47.000]  但是從心底深處
[00:06:47.000 --> 00:06:49.000]  每一個猶太人
[00:06:49.000 --> 00:06:51.000]  都不會拒絕地承認
[00:06:51.000 --> 00:06:53.000]  而說是他們的救主
[00:06:53.000 --> 00:06:56.000]  第二個身份,主
[00:06:56.000 --> 00:06:58.000]  對於猶太人來說
[00:06:58.000 --> 00:07:02.000]  主可以代表生命的一種從屬的關係
[00:07:02.000 --> 00:07:05.000]  救主可以屬於群體性
[00:07:05.000 --> 00:07:06.000]  整個民族都是
[00:07:06.000 --> 00:07:08.000]  也可以是一個個人性
[00:07:08.000 --> 00:07:10.000]  個人的救主
[00:07:10.000 --> 00:07:12.000]  但是主這個稱呼
[00:07:12.000 --> 00:07:14.000]  大多是指個人性
[00:07:14.000 --> 00:07:16.000]  是一個生命的主
[00:07:16.000 --> 00:07:18.000]  第三個身份
[00:07:18.000 --> 00:07:19.000]  基督
[00:07:19.000 --> 00:07:22.000]  基督是一個頭銜
[00:07:22.000 --> 00:07:25.000]  希伯來文譯為尼塞亞
[00:07:25.000 --> 00:07:27.000]  是受高者的意思
[00:07:27.000 --> 00:07:29.000]  在舊約時期
[00:07:29.000 --> 00:07:31.000]  只有三種的積分
[00:07:31.000 --> 00:07:32.000]  才可以被高納
[00:07:32.000 --> 00:07:34.000]  分別就是君王
[00:07:34.000 --> 00:07:35.000]  先知
[00:07:35.000 --> 00:07:36.000]  和祭司
[00:07:36.000 --> 00:07:39.000]  而又說透過不同時代的先知
[00:07:39.000 --> 00:07:42.000]  對以色列人作出一個應許
[00:07:42.000 --> 00:07:44.000]  他說日後尼塞亞
[00:07:44.000 --> 00:07:46.000]  必定會降臨去拯救他們
[00:07:47.000 --> 00:07:49.000]  因此這個鷹鞋
[00:07:49.000 --> 00:07:52.000]  代表了拯救世人的救主
[00:07:52.000 --> 00:07:54.000]  代表了生命的主
[00:07:54.000 --> 00:07:57.000]  也是神應許猶太人的尼塞亞
