
[00:00:00.000 --> 00:00:04.000]  今日好慶幸有鄧全到我們政道
[00:00:04.000 --> 00:00:12.000]  政道的經文是在《馬可福音》第十三章28至31節
[00:00:12.000 --> 00:00:15.000]  28節
[00:00:15.000 --> 00:00:19.000]  你們要從無花果樹學習功課
[00:00:19.000 --> 00:00:22.000]  當樹枝發芽長葉的時候
[00:00:22.000 --> 00:00:25.000]  你們就知道夏天近了
[00:00:26.000 --> 00:00:30.000]  同樣當你們看見這件事發生
[00:00:30.000 --> 00:00:32.000]  就知道那時候近了
[00:00:32.000 --> 00:00:35.000]  就在門口了
[00:00:35.000 --> 00:00:37.000]  我實在告訴你們
[00:00:37.000 --> 00:00:40.000]  這世代還沒有過去
[00:00:40.000 --> 00:00:43.000]  這一切都要發生
[00:00:43.000 --> 00:00:45.000]  天地要廢去
[00:00:45.000 --> 00:00:48.000]  我的話卻絕不廢去
[00:00:48.000 --> 00:00:50.000]  有請鄧全到
[00:00:50.000 --> 00:00:57.000]  鄧家彪
[00:00:57.000 --> 00:01:03.000]  各位節目早
[00:01:03.000 --> 00:01:08.000]  我想看看大家的樣子
[00:01:08.000 --> 00:01:10.000]  是否和我一樣
[00:01:10.000 --> 00:01:11.000]  好像一般般
[00:01:11.000 --> 00:01:13.000]  因為這段日子裡
[00:01:13.000 --> 00:01:15.000]  大家都睡得不好
[00:01:15.000 --> 00:01:18.000]  特別是上星期日的晚上
[00:01:18.000 --> 00:01:20.000]  我更加一晚都沒有睡
[00:01:20.000 --> 00:01:23.000]  不容易的
[00:01:23.000 --> 00:01:26.000]  所以我今天想在講到之前
[00:01:26.000 --> 00:01:28.000]  和大家一起有個祈禱
[00:01:28.000 --> 00:01:30.000]  我們一起有個祈禱
[00:01:30.000 --> 00:01:33.000]  七海天父我們求你幫助
[00:01:33.000 --> 00:01:34.000]  你來帶領我們
[00:01:34.000 --> 00:01:40.000]  在一段不容易艱難的日子裡
[00:01:40.000 --> 00:01:42.000]  我們每一個人的心裡
[00:01:42.000 --> 00:01:44.000]  都有很多很多的思緒
[00:01:44.000 --> 00:01:46.000]  有很多的感受
[00:01:46.000 --> 00:01:49.000]  甚至乎有很多的憤怒
[00:01:49.000 --> 00:01:52.000]  有很多的不明白
[00:01:52.000 --> 00:01:55.000]  有很多的不忿
[00:01:55.000 --> 00:01:59.000]  有很多心裡很想問你的問題
[00:01:59.000 --> 00:02:02.000]  但我求你幫助我們
[00:02:02.000 --> 00:02:07.000]  叫我們真的特別在這樣的時刻
[00:02:07.000 --> 00:02:11.000]  回到上帝你自己的根前
[00:02:11.000 --> 00:02:13.000]  聽你的說話
[00:02:14.000 --> 00:02:16.000]  你怎樣去安慰我們
[00:02:16.000 --> 00:02:18.000]  怎樣提醒我們
[00:02:18.000 --> 00:02:21.000]  怎樣讓我們重新定位
[00:02:21.000 --> 00:02:24.000]  以至於叫我們重新得力
[00:02:24.000 --> 00:02:27.000]  我們重新有盼望
[00:02:27.000 --> 00:02:30.000]  我們重新向前面繼續走
[00:02:30.000 --> 00:02:33.000]  我求你幫助我們
[00:02:33.000 --> 00:02:36.000]  叫你的說話的大能
[00:02:36.000 --> 00:02:39.000]  成為每一個弟兄姊妹他們的幫助
[00:02:39.000 --> 00:02:42.000]  也成為我們每一個人心裡的安慰
[00:02:42.000 --> 00:02:44.000]  因為無論在社會上
[00:02:44.000 --> 00:02:46.000]  世界上發生什麼事
[00:02:46.000 --> 00:02:49.000]  我們仍然相信上帝你掌管一切
[00:02:49.000 --> 00:02:51.000]  你坐著為王
[00:02:51.000 --> 00:02:53.000]  是因為這樣的緣故
[00:02:53.000 --> 00:02:55.000]  所以我們才有力量
[00:02:55.000 --> 00:02:57.000]  繼續向前走
[00:02:57.000 --> 00:03:01.000]  繼續走上帝你捍衛好的路
[00:03:01.000 --> 00:03:04.000]  所以我求你親自的幫助
[00:03:04.000 --> 00:03:06.000]  保守帶領我們
[00:03:06.000 --> 00:03:08.000]  將所有我們交給你
[00:03:08.000 --> 00:03:09.000]  特別是今天
[00:03:09.000 --> 00:03:12.000]  我將每一個弟兄姊妹他們的心靈都交給你
[00:03:12.000 --> 00:03:15.000]  求你的聖靈與我同工
[00:03:15.000 --> 00:03:16.000]  與他們一起
[00:03:16.000 --> 00:03:18.000]  以至於他們能夠在過程裡
[00:03:18.000 --> 00:03:21.000]  經歷上帝你的醫治
[00:03:21.000 --> 00:03:23.000]  經歷上帝你自己的恩典
[00:03:23.000 --> 00:03:25.000]  求你親自的保守
[00:03:25.000 --> 00:03:26.000]  其中奉教主耶穌
[00:03:26.000 --> 00:03:27.000]  得勝冥慈祈求
[00:03:27.000 --> 00:03:28.000]  阿們
[00:03:28.000 --> 00:03:33.000]  是不容易的
[00:03:33.000 --> 00:03:36.000]  其實在很多特別的事情
[00:03:36.000 --> 00:03:39.000]  特別是這次在我們這麼近的社區裡
[00:03:39.000 --> 00:03:41.000]  所發生的事情是不容易的
[00:03:41.000 --> 00:03:43.000]  但是
[00:03:43.000 --> 00:03:46.000]  我很想弟兄姊妹在聖經裡的時候
[00:03:46.000 --> 00:03:48.000]  很實實在在
[00:03:48.000 --> 00:03:51.000]  去看清楚我們的信仰
[00:03:51.000 --> 00:03:53.000]  真真實實並不是一個
[00:03:53.000 --> 00:03:57.000]  我們在這裡真好的信仰
[00:03:57.000 --> 00:04:02.000]  而是耶穌要他們三個很親密的門徒
[00:04:02.000 --> 00:04:04.000]  代表他所呼召的人
[00:04:04.000 --> 00:04:06.000]  你要下山
[00:04:06.000 --> 00:04:08.000]  你要去做我所要你做的事
[00:04:08.000 --> 00:04:11.000]  其實今天我跟大家說這篇信息
[00:04:11.000 --> 00:04:13.000]  是在這個世代裡
[00:04:13.000 --> 00:04:15.000]  有很多人
[00:04:15.000 --> 00:04:19.000]  他們會看為是離地的信息
[00:04:19.000 --> 00:04:22.000]  為什麼呢?
[00:04:22.000 --> 00:04:24.000]  因為他們會覺得
[00:04:24.000 --> 00:04:27.000]  我所說的很遠
[00:04:27.000 --> 00:04:30.000]  我所說的好像救不了今天
[00:04:30.000 --> 00:04:33.000]  做不了今天的任何事
[00:04:33.000 --> 00:04:34.000]  但是弟兄姊妹
[00:04:34.000 --> 00:04:36.000]  我所說的道是有原因的
[00:04:36.000 --> 00:04:38.000]  每一次上帝的道
[00:04:38.000 --> 00:04:40.000]  什麼時候會出現
[00:04:40.000 --> 00:04:43.000]  特別是在當時聖經的世界
[00:04:43.000 --> 00:04:45.000]  特別是在新約裡面
[00:04:45.000 --> 00:04:46.000]  什麼時候出現
[00:04:46.000 --> 00:04:49.000]  就是當人在最大的苦難
[00:04:49.000 --> 00:04:51.000]  這群以色列人最大的苦難
[00:04:51.000 --> 00:04:53.000]  去到沒有出路
[00:04:53.000 --> 00:04:55.000]  去到完全沒有盼望
[00:04:55.000 --> 00:04:59.000]  上帝的這些信息就會想到
[00:04:59.000 --> 00:05:02.000]  因為如果人在地上
[00:05:02.000 --> 00:05:06.000]  我們連在上帝裡面的盼望都沒有
[00:05:06.000 --> 00:05:09.000]  我們就真的沒有出路
[00:05:09.000 --> 00:05:11.000]  舉個例子
[00:05:11.000 --> 00:05:15.000]  昔日當司徒約翰
[00:05:15.000 --> 00:05:18.000]  他被人放逐到拔摩島
[00:05:18.000 --> 00:05:21.000]  去到已經快要被殺
[00:05:21.000 --> 00:05:24.000]  去到沒有任何的支援
[00:05:24.000 --> 00:05:28.000]  他就在拔摩島裡面寫成了啟示錄
[00:05:30.000 --> 00:05:32.000]  啟示錄裡面有很多人去看
[00:05:32.000 --> 00:05:34.000]  以為只是說了很多
[00:05:34.000 --> 00:05:35.000]  其實不是的
[00:05:35.000 --> 00:05:36.000]  我是想告訴你
[00:05:36.000 --> 00:05:39.000]  其實你不需要太過緊張
[00:05:39.000 --> 00:05:42.000]  裡面的怪獸是什麼
[00:05:42.000 --> 00:05:44.000]  他只是想告訴你
[00:05:44.000 --> 00:05:48.000]  在那個世代裡面是有很多怪獸出現
[00:05:48.000 --> 00:05:51.000]  但是最重要
[00:05:51.000 --> 00:05:55.000]  上帝最後是會審判
[00:05:55.000 --> 00:05:59.000]  最後主耶穌是會再回來
[00:06:00.000 --> 00:06:03.000]  所以教約翰和門徒
[00:06:03.000 --> 00:06:05.000]  你不要失望
[00:06:05.000 --> 00:06:07.000]  你要堅守到底
[00:06:07.000 --> 00:06:08.000]  你要跑到底
[00:06:08.000 --> 00:06:10.000]  就像剛才大家唱的最後的詩歌
[00:06:10.000 --> 00:06:12.000]  我們奔跑不放棄
[00:06:12.000 --> 00:06:16.000]  所以當我今天跟大家說這篇聖經的時候
[00:06:16.000 --> 00:06:17.000]  大家一定要知道
[00:06:17.000 --> 00:06:19.000]  這篇聖經有一個很重要的定位
[00:06:19.000 --> 00:06:22.000]  馬福音第一章到十二章
[00:06:22.000 --> 00:06:24.000]  是耶穌很多言行的表達
[00:06:24.000 --> 00:06:27.000]  第十四至第十六章
[00:06:27.000 --> 00:06:29.000]  其實是耶穌在地上最後的工作
[00:06:29.000 --> 00:06:32.000]  而第十三章是什麼呢
[00:06:32.000 --> 00:06:35.000]  第三章其實是耶穌的最後贈言
[00:06:35.000 --> 00:06:39.000]  就是說他預備要離開這班門徒
[00:06:39.000 --> 00:06:42.000]  他有些很重要的事情
[00:06:42.000 --> 00:06:44.000]  要跟這班門徒說
[00:06:44.000 --> 00:06:46.000]  而在裡面跟他們說
[00:06:46.000 --> 00:06:49.000]  要預告將會發生的事
[00:06:49.000 --> 00:06:52.000]  去勸勉這班門徒要注意
[00:06:52.000 --> 00:06:56.000]  要提醒他們知道未來發生什麼事
[00:06:56.000 --> 00:06:58.000]  而在裡面他講得很清楚
[00:06:58.000 --> 00:07:00.000]  所以你不要懼怕
[00:07:00.000 --> 00:07:05.000]  這才是十三章裡面一個很重要的信息
[00:07:05.000 --> 00:07:09.000]  因為之後他們會看到整件事逆轉
[00:07:09.000 --> 00:07:10.000]  什麼逆轉呢
[00:07:10.000 --> 00:07:13.000]  當時以色列人亡國了
[00:07:13.000 --> 00:07:17.000]  被羅馬人統治了這個地方
[00:07:17.000 --> 00:07:19.000]  如果大家看過
[00:07:19.000 --> 00:07:23.000]  特別如果你去看過受難曲
[00:07:24.000 --> 00:07:27.000]  你會看到羅馬人的恐怖
[00:07:27.000 --> 00:07:30.000]  他們的管治對於以色列人來說
[00:07:30.000 --> 00:07:32.000]  是一點盼望都沒有
[00:07:32.000 --> 00:07:36.000]  他們在當耶穌出現的時候
[00:07:36.000 --> 00:07:38.000]  他們突然間有一個曙光
[00:07:38.000 --> 00:07:40.000]  耶穌
[00:07:40.000 --> 00:07:42.000]  祢是不是就是那個尼塞亞
[00:07:42.000 --> 00:07:45.000]  而他們所理解的尼塞亞就是
[00:07:45.000 --> 00:07:46.000]  耶穌祢可以帶我們
[00:07:46.000 --> 00:07:48.000]  讓我們親眼見證著
[00:07:48.000 --> 00:07:51.000]  祢幫我們推翻羅馬這個政權
[00:07:53.000 --> 00:07:55.000]  但是我想告訴大家
[00:07:55.000 --> 00:07:57.000]  整件事去到第十二章逆轉
[00:07:57.000 --> 00:07:58.000]  為什麼呢
[00:07:58.000 --> 00:07:59.000]  因為第十四章
[00:07:59.000 --> 00:08:02.000]  接著耶穌就被捉拿
[00:08:02.000 --> 00:08:05.000]  耶穌就被釘十字架
[00:08:05.000 --> 00:08:08.000]  在那一刻裡面
[00:08:08.000 --> 00:08:10.000]  整件事
[00:08:10.000 --> 00:08:13.000]  令到所有的人都崩潰
[00:08:13.000 --> 00:08:15.000]  你很容易就可以理解
[00:08:15.000 --> 00:08:18.000]  為什麼當這班十二個門徒跟耶穌這麼緊密
