
[00:00:00.000 --> 00:00:02.000]  接著是正道的時間
[00:00:02.000 --> 00:00:05.000]  今天很高興有陳麗善牧師在當中正道
[00:00:05.000 --> 00:00:08.000]  題目是「人不能,上帝能」
[00:00:08.000 --> 00:00:14.000]  正經記載在《但以理書》第二章19至23節
[00:00:14.000 --> 00:00:17.000]  請聽我讀
[00:00:17.000 --> 00:00:23.000]  「這奧秘就在夜間異象中顯明給但以理
[00:00:23.000 --> 00:00:26.000]  但以理就稱頌天上的神
[00:00:26.000 --> 00:00:33.000]  神的名是應當稱重的,從耿古直到永遠
[00:00:33.000 --> 00:00:37.000]  因為智慧和能力都屬乎他
[00:00:37.000 --> 00:00:40.000]  他改變時間季節
[00:00:40.000 --> 00:00:42.000]  他廢黃立黃
[00:00:42.000 --> 00:00:45.000]  將智慧切給智慧人
[00:00:45.000 --> 00:00:48.000]  將知識切給聰明人
[00:00:48.000 --> 00:00:51.000]  他顯明深奧隱秘的事
[00:00:51.000 --> 00:00:54.000]  動織幽暗中的一切
[00:00:54.000 --> 00:00:57.000]  光明也與他同在
[00:00:57.000 --> 00:00:59.000]  我列祖的臣啊
[00:00:59.000 --> 00:01:02.000]  我感謝你,讚美你
[00:01:02.000 --> 00:01:05.000]  因你將智慧才能賜給我
[00:01:05.000 --> 00:01:07.000]  我們所求問的
[00:01:07.000 --> 00:01:10.000]  現在你已指明給我
[00:01:10.000 --> 00:01:13.000]  把黃的事給我們指明」
[00:01:13.000 --> 00:01:17.000]  現在恭敬章時間交給陳牧師
[00:01:17.000 --> 00:01:25.000]  (掌聲)
[00:01:25.000 --> 00:01:27.000]  弟兄姊妹平安
[00:01:27.000 --> 00:01:32.000]  剛才最後一首歌是「叫我們抬起頭來的神」
[00:01:32.000 --> 00:01:34.000]  是一首很有力量的詩歌
[00:01:34.000 --> 00:01:38.000]  在詩篇第三篇裡
[00:01:38.000 --> 00:01:42.000]  提及到我們去倚靠這位上帝的時候
[00:01:42.000 --> 00:01:45.000]  他叫我們就算在一個很低層的裡面
[00:01:45.000 --> 00:01:47.000]  但是靠著他的時候
[00:01:47.000 --> 00:01:50.000]  我們可以再一次抬起頭來
[00:01:50.000 --> 00:01:54.000]  在一次打羽毛球的裡面
[00:01:54.000 --> 00:01:56.000]  我也很感謝上帝
[00:01:56.000 --> 00:01:59.000]  給我一些領袖
[00:01:59.000 --> 00:02:01.000]  我不認識的
[00:02:01.000 --> 00:02:04.000]  總之當做運動
[00:02:04.000 --> 00:02:06.000]  在打羽毛球的時候
[00:02:06.000 --> 00:02:09.000]  當羽毛球飛過來的時候
[00:02:09.000 --> 00:02:10.000]  我們就舉高手
[00:02:10.000 --> 00:02:13.000]  舉起棒子就一下子打過去
[00:02:13.000 --> 00:02:19.000]  當我們的球棒可以打中羽毛球
[00:02:19.000 --> 00:02:20.000]  一打的時候
[00:02:20.000 --> 00:02:22.000]  就不用很大力
[00:02:22.000 --> 00:02:27.000]  羽毛球就可以飛到很高很高的地方
[00:02:27.000 --> 00:02:32.000]  但是如果有時候眼睛看不準的時候
[00:02:32.000 --> 00:02:35.000]  一舉高手就打不中羽毛球
[00:02:35.000 --> 00:02:37.000]  一打下去的時候
[00:02:37.000 --> 00:02:40.000]  你會發覺是用了很多力量
[00:02:40.000 --> 00:02:42.000]  不過因為看不準
[00:02:42.000 --> 00:02:44.000]  所以也拍不到
[00:02:44.000 --> 00:02:46.000]  那次打羽毛球的時候
[00:02:46.000 --> 00:02:48.000]  也不是很專心打羽毛球
[00:02:48.000 --> 00:02:51.000]  我去領受到一件事
[00:02:51.000 --> 00:02:56.000]  當我們和上帝相遇的時候
[00:02:56.000 --> 00:02:58.000]  乘著聖靈的風
[00:02:58.000 --> 00:03:00.000]  我們一拍打過去的時候
[00:03:00.000 --> 00:03:02.000]  不用很多力量
[00:03:02.000 --> 00:03:05.000]  我們的人生也可以高飛
[00:03:05.000 --> 00:03:10.000]  也可以處理很多事情
[00:03:10.000 --> 00:03:12.000]  但相反
[00:03:12.000 --> 00:03:14.000]  當我們不投靠上帝
[00:03:14.000 --> 00:03:18.000]  不能和上帝相遇的時候
[00:03:18.000 --> 00:03:22.000]  就算我們用很多力量去處理也好
[00:03:22.000 --> 00:03:24.000]  我們也不成功
[00:03:24.000 --> 00:03:27.000]  結局可能只有一個結
[00:03:27.000 --> 00:03:31.000]  在《但以理書》裡
[00:03:31.000 --> 00:03:33.000]  如果讓我們看到
[00:03:33.000 --> 00:03:36.000]  但以理和他的一些朋友
[00:03:36.000 --> 00:03:39.000]  特別是他那三位好朋友
[00:03:39.000 --> 00:03:44.000]  雖然被俘虜到巴比倫的地方
[00:03:44.000 --> 00:03:47.000]  其實他是奴隸
[00:03:47.000 --> 00:03:51.000]  但是因為他緊緊靠著上帝的時候
[00:03:51.000 --> 00:03:54.000]  他有很多很多的經歷
[00:03:54.000 --> 00:03:58.000]  但以理書第二章的背景
[00:03:58.000 --> 00:04:01.000]  就是講到尼布格尼山
[00:04:01.000 --> 00:04:04.000]  這個王是一個很驕傲
[00:04:04.000 --> 00:04:06.000]  也是一個很無理
[00:04:06.000 --> 00:04:11.000]  同樣也是一個很殘忍的上帝
[00:04:11.000 --> 00:04:12.000]  在第二章
[00:04:12.000 --> 00:04:15.000]  在剛才讀那段經文之前
[00:04:15.000 --> 00:04:18.000]  就講到他發了一個夢
[00:04:18.000 --> 00:04:22.000]  這個夢令他感到有些煩擾
[00:04:22.000 --> 00:04:24.000]  有些不安
[00:04:24.000 --> 00:04:29.000]  所以就叫了巴比倫的術士
[00:04:29.000 --> 00:04:32.000]  負責做占卜
[00:04:32.000 --> 00:04:34.000]  或者行邪術
[00:04:34.000 --> 00:04:36.000]  總之所有這方面的人
[00:04:36.000 --> 00:04:39.000]  都要去到前面
[00:04:39.000 --> 00:04:44.000]  就說你們要去解釋這個夢
[00:04:44.000 --> 00:04:46.000]  如果你們解釋不了的時候
[00:04:46.000 --> 00:04:49.000]  我就會封屋殺人
[00:04:49.000 --> 00:04:51.000]  他真的這樣說
[00:04:51.000 --> 00:04:54.000]  對於這些術士
[00:04:54.000 --> 00:04:56.000]  這些占卜的人
[00:04:56.000 --> 00:05:00.000]  過往覺得自己有很多靈界上的事
[00:05:00.000 --> 00:05:02.000]  他們都可以解決的
[00:05:02.000 --> 00:05:05.000]  但是現在無端端
[00:05:05.000 --> 00:05:07.000]  又不告訴別人夢
[00:05:07.000 --> 00:05:09.000]  但是又要別人去解釋夢
[00:05:09.000 --> 00:05:15.000]  覺得完全做不到事
