
[00:00:00.000 --> 00:00:02.000]  我想先問一個問題
[00:00:02.000 --> 00:00:04.000]  我一會兒會講我自己的背景
[00:00:04.000 --> 00:00:06.000]  等你知道
[00:00:06.000 --> 00:00:08.000]  如果今天朋友第一次來
[00:00:08.000 --> 00:00:10.000]  你不用怕 我也是第一次來
[00:00:10.000 --> 00:00:12.000]  (笑聲)
[00:00:12.000 --> 00:00:14.000]  但我和你們中間的朋友認識
[00:00:14.000 --> 00:00:16.000]  超過四十年了
[00:00:16.000 --> 00:00:18.000]  我在錦繡花園住的時候
[00:00:18.000 --> 00:00:20.000]  錦繡花園住的時候
[00:00:20.000 --> 00:00:22.000]  是1980年代的時候
[00:00:22.000 --> 00:00:24.000]  我住在荔枝南路
[00:00:28.000 --> 00:00:30.000]  那時候
[00:00:30.000 --> 00:00:34.000]  其實是當錦繡幼稚園要開辦的時候
[00:00:34.000 --> 00:00:36.000]  我已經進來住了
[00:00:36.000 --> 00:00:38.000]  當時和書道會聯會
[00:00:38.000 --> 00:00:42.000]  後期當要建新禮拜堂的時候
[00:00:42.000 --> 00:00:44.000]  這是香港很少的屋苑裡
[00:00:44.000 --> 00:00:46.000]  有間禮拜堂
[00:00:46.000 --> 00:00:48.000]  你看看全香港哪間屋苑有禮拜堂
[00:00:48.000 --> 00:00:50.000]  神廳很高
[00:00:50.000 --> 00:00:52.000]  成就都在河畔有間禮拜堂
[00:00:52.000 --> 00:00:54.000]  那時候我就搬出去
[00:00:54.000 --> 00:00:56.000]  因為工作問題
[00:00:56.000 --> 00:00:58.000]  到我今天一進來的時候
[00:00:58.000 --> 00:01:02.000]  嘩!這麼大地方的
[00:01:02.000 --> 00:01:06.000]  這麼多機會可以工作
[00:01:06.000 --> 00:01:08.000]  原來姐姐禮拜有地方
[00:01:08.000 --> 00:01:12.000]  有姐姐可以聊聊天
[00:01:12.000 --> 00:01:14.000]  有沒有去銅鑼灣看過
[00:01:14.000 --> 00:01:16.000]  有沒有去中環看過
[00:01:16.000 --> 00:01:20.000]  有時候我看到他們真是
[00:01:20.000 --> 00:01:22.000]  唉!
[00:01:22.000 --> 00:01:24.000]  不知道怎麼說好
[00:01:24.000 --> 00:01:28.000]  大約在幼稚園那邊
[00:01:28.000 --> 00:01:30.000]  有太陽事公
[00:01:30.000 --> 00:01:34.000]  你知道為什麼會有太陽事公嗎
[00:01:34.000 --> 00:01:36.000]  因為颱風
[00:01:36.000 --> 00:01:38.000]  那些泰國姐姐
[00:01:38.000 --> 00:01:40.000]  沒有定下躲在幼稚園門口
[00:01:40.000 --> 00:01:44.000]  這樣開放就看到太陽事公
[00:01:44.000 --> 00:01:46.000]  如果這裡菲律賓姐姐
[00:01:46.000 --> 00:01:48.000]  印尼姐姐
[00:01:48.000 --> 00:01:50.000]  尼泊爾姐姐
[00:01:50.000 --> 00:01:52.000]  我知道有事公發展
[00:01:52.000 --> 00:01:56.000]  我為錦上花園的姐妹感恩
[00:01:56.000 --> 00:01:58.000]  因為這麼少傳道人
[00:01:58.000 --> 00:02:00.000]  要承擔這麼大的工作
[00:02:00.000 --> 00:02:02.000]  但是恩典來的
[00:02:02.000 --> 00:02:06.000]  那時候我仍然是工作校長
[00:02:06.000 --> 00:02:08.000]  我記得很清楚
[00:02:08.000 --> 00:02:10.000]  家裡開放祈禱會
[00:02:10.000 --> 00:02:12.000]  我有三層樓
[00:02:12.000 --> 00:02:14.000]  我頂
[00:02:14.000 --> 00:02:16.000]  最高層我打算做自己書房
[00:02:16.000 --> 00:02:18.000]  坐滿人坐到樓梯排到下面
[00:02:18.000 --> 00:02:20.000]  很感謝上帝
[00:02:20.000 --> 00:02:22.000]  上帝聽禱告
[00:02:22.000 --> 00:02:24.000]  我相信聖經一句話
[00:02:24.000 --> 00:02:26.000]  很好的
[00:02:26.000 --> 00:02:29.000]  有的還要加給他
[00:02:29.000 --> 00:02:31.000]  沒有的
[00:02:31.000 --> 00:02:34.000]  連他所有的也要奪去
[00:02:34.000 --> 00:02:36.000]  你說我沒錢奉獻
[00:02:36.000 --> 00:02:38.000]  你一定沒錢奉獻
[00:02:38.000 --> 00:02:40.000]  你說我有很多奉獻
[00:02:40.000 --> 00:02:42.000]  神就會更加給你
[00:02:42.000 --> 00:02:44.000]  你說我沒時間為主工作
[00:02:44.000 --> 00:02:46.000]  我告訴你
[00:02:46.000 --> 00:02:48.000]  你不要說太多
[00:02:48.000 --> 00:02:50.000]  說太多會叫你下班
[00:02:50.000 --> 00:02:54.000]  我有時間為主工作的時候
[00:02:54.000 --> 00:02:56.000]  我剛才算一算
[00:02:56.000 --> 00:02:58.000]  已經四十年了
[00:02:58.000 --> 00:03:00.000]  八十年
[00:03:00.000 --> 00:03:02.000]  我八四、八五、八六在這裡住
[00:03:02.000 --> 00:03:06.000]  所以
[00:03:06.000 --> 00:03:08.000]  我今天來到這裡的時候
[00:03:08.000 --> 00:03:10.000]  我想問一下坐在中間
[00:03:10.000 --> 00:03:12.000]  有哪位朋友
[00:03:12.000 --> 00:03:14.000]  你是第一次來的
[00:03:14.000 --> 00:03:16.000]  舉手給我看
[00:03:16.000 --> 00:03:18.000]  感謝主
[00:03:18.000 --> 00:03:22.000]  我不但歡迎你們
[00:03:22.000 --> 00:03:24.000]  我要將我說話的內容調動一下
[00:03:24.000 --> 00:03:26.000]  所以我希望
[00:03:26.000 --> 00:03:28.000]  你一個
[00:03:28.000 --> 00:03:30.000]  不要說誠心
[00:03:30.000 --> 00:03:32.000]  這麼願意
[00:03:32.000 --> 00:03:34.000]  用時間在這裡
[00:03:34.000 --> 00:03:36.000]  去參加這個聚會
[00:03:36.000 --> 00:03:38.000]  我等下會有些說話
[00:03:38.000 --> 00:03:40.000]  專門和你們分享
[00:03:40.000 --> 00:03:42.000]  不過我見大部分都是弟兄姊妹
[00:03:42.000 --> 00:03:44.000]  所以我今天選這個題目
[00:03:44.000 --> 00:03:46.000]  其實這個題目
[00:03:46.000 --> 00:03:48.000]  我想了很多次
[00:03:48.000 --> 00:03:50.000]  我怎麼說好
[00:03:50.000 --> 00:03:52.000]  因為我怕有人誤會
[00:03:52.000 --> 00:03:54.000]  事實上這個世界上真的很多事都誤會了
[00:03:54.000 --> 00:03:56.000]  我舉個例子
[00:03:56.000 --> 00:03:58.000]  我問你,看你能不能回答我
[00:03:58.000 --> 00:04:00.000]  早兩三個月前
[00:04:00.000 --> 00:04:02.000]  香港發生了幾件新聞
[00:04:02.000 --> 00:04:04.000]  是慘案
[00:04:04.000 --> 00:04:06.000]  就是媽媽
[00:04:06.000 --> 00:04:08.000]  要死的時候
[00:04:08.000 --> 00:04:10.000]  拉著小孩一起死
[00:04:10.000 --> 00:04:12.000]  你有沒有看過新聞
[00:04:12.000 --> 00:04:14.000]  是不是媽媽
[00:04:14.000 --> 00:04:16.000]  想謀殺子女
[00:04:16.000 --> 00:04:18.000]  如果媽媽
[00:04:18.000 --> 00:04:20.000]  不能死的話
[00:04:20.000 --> 00:04:22.000]  她的罪名一定是謀殺
[00:04:22.000 --> 00:04:24.000]  如果媽媽不能死
[00:04:24.000 --> 00:04:26.000]  小孩死了
[00:04:26.000 --> 00:04:28.000]  為什麼媽媽要拉著小孩一起死
[00:04:28.000 --> 00:04:32.000]  因為她討厭小孩嗎
[00:04:32.000 --> 00:04:34.000]  她不是討厭
[00:04:34.000 --> 00:04:36.000]  她是愛他們
[00:04:36.000 --> 00:04:38.000]  為什麼愛他們
[00:04:38.000 --> 00:04:40.000]  她自己被人派去
[00:04:40.000 --> 00:04:42.000]  她沒有盼望
