
[00:00:00.000 --> 00:00:02.000]  各位大眼姐妹平安
[00:00:02.000 --> 00:00:04.000]  感謝神
[00:00:04.000 --> 00:00:06.000]  亦感謝教會
[00:00:06.000 --> 00:00:10.000]  給我機會在錦上堂中
[00:00:10.000 --> 00:00:14.000]  一齊學習聖經的說話
[00:00:14.000 --> 00:00:16.000]  亦一齊分享主的聖言
[00:00:16.000 --> 00:00:18.000]  很感恩
[00:00:18.000 --> 00:00:20.000]  亦感謝教會
[00:00:20.000 --> 00:00:23.000]  我第一次在堂中和大家分享
[00:00:23.000 --> 00:00:25.000]  今天我分享的講題是
[00:00:25.000 --> 00:00:27.000]  「務要進入安息」
[00:00:27.000 --> 00:00:30.000]  經文記載在舊有聖經的章集記
[00:00:30.000 --> 00:00:32.000]  第20章的8至11節
[00:00:32.000 --> 00:00:34.000]  感謝聖經領事妹
[00:00:34.000 --> 00:00:36.000]  我請你能夠翻開這段經文
[00:00:36.000 --> 00:00:39.000]  一齊看這段經文
[00:00:39.000 --> 00:00:41.000]  聖經的論道「安息」的經文
[00:00:41.000 --> 00:00:43.000]  最常見的指的是
[00:00:43.000 --> 00:00:46.000]  每七天有的安息
[00:00:46.000 --> 00:00:49.000]  另外聖經亦有提及到安息年
[00:00:49.000 --> 00:00:51.000]  每七年一次的安息年
[00:00:51.000 --> 00:00:53.000]  每七年的安息年後
[00:00:53.000 --> 00:00:54.000]  就是第五十年
[00:00:54.000 --> 00:00:56.000]  就是這個欺年
[00:00:56.000 --> 00:00:58.000]  安息的種種制度
[00:00:58.000 --> 00:01:01.000]  其實是和以色列人的生活
[00:01:01.000 --> 00:01:03.000]  是不能夠分開的
[00:01:03.000 --> 00:01:05.000]  更加重要的是
[00:01:05.000 --> 00:01:08.000]  安息日或安息這個制度
[00:01:08.000 --> 00:01:12.000]  是同族為神指紋的印記或標記
[00:01:12.000 --> 00:01:15.000]  不能夠分開的
[00:01:15.000 --> 00:01:18.000]  如果你有機會去到以色列
[00:01:18.000 --> 00:01:20.000]  猶太人直至今天
[00:01:20.000 --> 00:01:24.000]  仍然都會守安息日的教導
[00:01:24.000 --> 00:01:26.000]  我有機會在幾年前
[00:01:26.000 --> 00:01:31.000]  跟教會參加以色列的聖地遊
[00:01:31.000 --> 00:01:36.000]  我記得當日是星期五的下午時間
[00:01:36.000 --> 00:01:38.000]  我們在一個景點
[00:01:38.000 --> 00:01:44.000]  準備要回到以色列耶路撒冷的中心
[00:01:44.000 --> 00:01:46.000]  回到酒店
[00:01:46.000 --> 00:01:49.000]  當我們一車巴士就車到
[00:01:49.000 --> 00:01:53.000]  我們回到耶路撒冷酒店附近的時候
[00:01:53.000 --> 00:01:56.000]  我們看到在那個時間裏面
[00:01:56.000 --> 00:02:01.000]  所有商舖幾乎都關門
[00:02:01.000 --> 00:02:04.000]  暫停工作
[00:02:04.000 --> 00:02:07.000]  然後我們去到酒店的時候
[00:02:07.000 --> 00:02:10.000]  我們要準備吃晚餐
[00:02:10.000 --> 00:02:13.000]  我們要坐電梯去吃飯的那一層
[00:02:13.000 --> 00:02:16.000]  原來他們的電梯都有分
[00:02:16.000 --> 00:02:18.000]  有分安息的電梯
[00:02:18.000 --> 00:02:21.000]  這個電梯是逐層會停的
[00:02:21.000 --> 00:02:22.000]  你不用按的
[00:02:22.000 --> 00:02:25.000]  因為猶太人認為連按電梯
[00:02:25.000 --> 00:02:28.000]  這個動作都是工作
[00:02:28.000 --> 00:02:32.000]  所以他們安排了一個安息的電梯
[00:02:32.000 --> 00:02:35.000]  自動停也不需要按
[00:02:35.000 --> 00:02:37.000]  當然也有預備一個電梯
[00:02:37.000 --> 00:02:38.000]  不是安息的電梯
[00:02:38.000 --> 00:02:40.000]  是你自己按的
[00:02:40.000 --> 00:02:42.000]  當我們去到這個餐廳的時候
[00:02:42.000 --> 00:02:44.000]  發覺在餐廳裏面
[00:02:44.000 --> 00:02:46.000]  很多很多的猶太人
[00:02:46.000 --> 00:02:49.000]  一家大小去到餐廳吃飯
[00:02:49.000 --> 00:02:51.000]  我就會問你們
[00:02:51.000 --> 00:02:53.000]  去餐廳吃飯
[00:02:53.000 --> 00:02:55.000]  餐廳的工作人員
[00:02:55.000 --> 00:02:57.000]  其實都是要工作的
[00:02:57.000 --> 00:03:00.000]  這樣就違反了安息日的教導
[00:03:00.000 --> 00:03:02.000]  我也帶著這個疑問
[00:03:02.000 --> 00:03:04.000]  不過猶太人是很聰明的
[00:03:04.000 --> 00:03:09.000]  我從帶領我們去到參觀的
[00:03:09.000 --> 00:03:11.000]  一個目者的口中
[00:03:11.000 --> 00:03:14.000]  原來知道安息日的時候
[00:03:14.000 --> 00:03:17.000]  原來大部分的餐廳都會煮好食物
[00:03:17.000 --> 00:03:19.000]  而且很聰明的是
[00:03:19.000 --> 00:03:25.000]  當日負責工作的人員不是猶太人
[00:03:25.000 --> 00:03:28.000]  所以他們提前煮好食物
[00:03:28.000 --> 00:03:30.000]  也不會有明火的開爐
[00:03:30.000 --> 00:03:33.000]  煮好食物就坐在那裏
[00:03:33.000 --> 00:03:36.000]  讓人們自己去拿自己去舀
[00:03:36.000 --> 00:03:40.000]  就算當日有些工作人員是猶太人也好
[00:03:40.000 --> 00:03:42.000]  他們也不會做事
[00:03:42.000 --> 00:03:45.000]  他們只是站在一旁走走
[00:03:45.000 --> 00:03:49.000]  指示工作人員應該怎樣去做
[00:03:49.000 --> 00:03:53.000]  原來在安息日當中的時候
[00:03:53.000 --> 00:03:55.000]  猶太人是一家大小
[00:03:55.000 --> 00:03:56.000]  他們不會煮飯的
[00:03:56.000 --> 00:03:58.000]  每個人都會去到餐廳裏面
[00:03:58.000 --> 00:04:00.000]  慶祝這一天
[00:04:00.000 --> 00:04:01.000]  也會守這一天
[00:04:01.000 --> 00:04:04.000]  弟兄姊妹今天我們不會像猶太人一樣
[00:04:04.000 --> 00:04:06.000]  我們不會守安息日
[00:04:06.000 --> 00:04:08.000]  我們不會在星期五的黃昏之後
[00:04:08.000 --> 00:04:10.000]  我們會停止我們的工作
[00:04:10.000 --> 00:04:13.000]  我們也不會什麼都不做
[00:04:13.000 --> 00:04:15.000]  我們會去餐廳裏面
[00:04:15.000 --> 00:04:18.000]  不過我們從安息的轉變
[00:04:18.000 --> 00:04:21.000]  可能是從轉變到星期日
[00:04:21.000 --> 00:04:23.000]  或者是星期六
[00:04:23.000 --> 00:04:27.000]  我知道我們教會有星期六的晚堂
[00:04:27.000 --> 00:04:29.000]  即是今天
[00:04:29.000 --> 00:04:32.000]  但我想這個星期六的晚堂
[00:04:32.000 --> 00:04:34.000]  不是因為要守安息日
[00:04:34.000 --> 00:04:37.000]  我相信是因為教會人數真多
[00:04:37.000 --> 00:04:41.000]  也需要開一些堂給弟妹一起崇拜
[00:04:41.000 --> 00:04:43.000]  所以星期六的晚堂
[00:04:43.000 --> 00:04:45.000]  所以其實我們今天
[00:04:45.000 --> 00:04:51.000]  可能對安息日不是很了解
[00:04:51.000 --> 00:04:53.000]  有一位博士
[00:04:53.000 --> 00:04:54.000]  唐武學博士
[00:04:54.000 --> 00:04:59.000]  他是加拿大溫哥華維珍學院的一個靈修學的講師
[00:04:59.000 --> 00:05:02.000]  這位博士
[00:05:02.000 --> 00:05:04.000]  他的生命很特別
[00:05:04.000 --> 00:05:06.000]  他既是神學家
[00:05:06.000 --> 00:05:08.000]  也都是作家
[00:05:08.000 --> 00:05:10.000]  也都是音樂家
[00:05:10.000 --> 00:05:17.000]  但他長年都飽受困苦的疾病困擾
[00:05:17.000 --> 00:05:20.000]  他有嚴重的糖尿病
[00:05:20.000 --> 00:05:22.000]  他一隻腳是跛了的
[00:05:22.000 --> 00:05:24.000]  一隻眼是瞎了的
[00:05:24.000 --> 00:05:28.000]  一隻耳朵是聾了的
[00:05:28.000 --> 00:05:33.000]  甚至他的腎功能其實都只剩下百分之十七
[00:05:33.000 --> 00:05:38.000]  一個這樣的人
[00:05:38.000 --> 00:05:41.000]  但當他在他的福音裏面
[00:05:41.000 --> 00:05:43.000]  就看到他在軟弱裏面
[00:05:43.000 --> 00:05:46.000]  怎樣經歷到神的大能
[00:05:46.000 --> 00:05:48.000]  有一次在他的一個講座裏面
[00:05:48.000 --> 00:05:51.000]  他會到不同的國家不同的地方
[00:05:51.000 --> 00:05:54.000]  分享講座來鼓勵信徒
[00:05:54.000 --> 00:05:55.000]  有一次講座裏面
[00:05:55.000 --> 00:06:00.000]  他的題目是用安息的力量顛覆世界
[00:06:00.000 --> 00:06:01.000]  容若我再說一次
[00:06:01.000 --> 00:06:06.000]  他分享的題目叫用安息的力量顛覆世界
[00:06:06.000 --> 00:06:08.000]  托馬爾博士一指出
[00:06:08.000 --> 00:06:11.000]  安息雖然是猶太人的習俗
[00:06:11.000 --> 00:06:14.000]  但這個傳統的習俗其實對信徒
[00:06:14.000 --> 00:06:18.000]  對基督徒來說都是有深厚的意義的
[00:06:18.000 --> 00:06:20.000]  所以他在那個過程裏面
[00:06:20.000 --> 00:06:23.000]  他回到現今的時代
[00:06:23.000 --> 00:06:25.000]  就是很追求科技
[00:06:25.000 --> 00:06:26.000]  追求實用
[00:06:26.000 --> 00:06:28.000]  追求效益的主義
[00:06:28.000 --> 00:06:31.000]  以及追求快的主義
[00:06:31.000 --> 00:06:37.000]  但是安息日對我們一個淑寧心來說
[00:06:37.000 --> 00:06:38.000]  是有養分的
[00:06:38.000 --> 00:06:41.000]  對我們來說其實都有重要的價值
[00:06:41.000 --> 00:06:43.000]  所以他去到這個講座裏面
[00:06:43.000 --> 00:06:46.000]  他就去分享怎樣關注安息日
[00:06:46.000 --> 00:06:49.000]  用安息日成為我們對抗
[00:06:49.000 --> 00:06:52.000]  這個世界潮流的顛覆的力量
[00:06:52.000 --> 00:06:55.000]  同樣在當中鼓勵信徒
[00:06:55.000 --> 00:06:57.000]  明白這個安息日
[00:06:57.000 --> 00:06:59.000]  或者安息真正的意義
[00:06:59.000 --> 00:07:00.000]  不是我們什麼都不做
[00:07:00.000 --> 00:07:02.000]  不是我們要守一些的規條
[00:07:02.000 --> 00:07:04.000]  而是我們能夠明白
[00:07:04.000 --> 00:07:07.000]  讓我們的淑寧心靈
[00:07:07.000 --> 00:07:11.000]  能夠和我們的上主有聯繫
[00:07:11.000 --> 00:07:14.000]  這個是唐末博士在那個過程裏面
[00:07:14.000 --> 00:07:16.000]  很想來鼓勵信徒
[00:07:16.000 --> 00:07:18.000]  今天我想和大家來分享
