
[00:00:00.000 --> 00:00:02.540]  弟兄姊妹我們一起祈禱
[00:00:02.540 --> 00:00:06.240]  再一次多謝主讓今天晚上
[00:00:06.240 --> 00:00:08.300]  我們又可以來到去
[00:00:08.300 --> 00:00:10.300]  親近祢 敬拜祢
[00:00:10.300 --> 00:00:12.800]  和研讀聖經的話語
[00:00:12.800 --> 00:00:15.540]  今天晚上我們很想來到去看
[00:00:15.540 --> 00:00:18.340]  啟示錄第四 第五章
[00:00:18.340 --> 00:00:21.200]  願祢讓我們能夠看到
[00:00:21.200 --> 00:00:22.800]  聖經的啟示
[00:00:22.800 --> 00:00:25.000]  特別是對仕途約翰
[00:00:25.000 --> 00:00:27.900]  當時他所領受的
[00:00:27.900 --> 00:00:29.600]  神的那個意象
[00:00:29.600 --> 00:00:32.200]  叫我們今天後世的教會
[00:00:32.200 --> 00:00:34.200]  都能夠來到去明白
[00:00:34.200 --> 00:00:36.200]  當我們去思想的時候
[00:00:36.200 --> 00:00:38.200]  也都讓我們在我們自己
[00:00:38.200 --> 00:00:40.200]  現在這個時空 這個處境
[00:00:40.200 --> 00:00:42.200]  我們來到去明白
[00:00:42.200 --> 00:00:45.400]  形容在我們的生活裏面
[00:00:45.400 --> 00:00:48.700]  我們這樣禱告奉耶穌基督的名
[00:00:48.700 --> 00:00:50.200]  阿們
[00:00:50.200 --> 00:00:53.200]  好 我們回來看啟示錄的研讀
[00:00:53.200 --> 00:00:55.200]  第四章
[00:00:55.200 --> 00:00:58.400]  因為我們已經看完七個教會了
[00:00:58.400 --> 00:01:04.000]  當然你要可以再多一點自己去溫習
[00:01:04.000 --> 00:01:06.000]  七個教會
[00:01:06.000 --> 00:01:08.000]  每一個教會的那個渲染
[00:01:08.000 --> 00:01:10.400]  特別是提醒和警告
[00:01:10.400 --> 00:01:13.200]  但是有一個很清晰的印象
[00:01:13.200 --> 00:01:16.600]  你是會get到在七個教會裏面
[00:01:16.600 --> 00:01:19.400]  約翰寫信給他們的時候
[00:01:19.400 --> 00:01:24.000]  他們是面對著不同程度的逼迫
[00:01:24.000 --> 00:01:27.000]  很明顯是當時歷史上
[00:01:27.000 --> 00:01:30.000]  他們要面對和約翰一樣
[00:01:30.000 --> 00:01:33.400]  同時間面對著羅馬帝國
[00:01:33.400 --> 00:01:37.400]  一個對基督教的逼迫
[00:01:37.400 --> 00:01:41.000]  而且那個程度是會一路一路增加
[00:01:41.000 --> 00:01:44.000]  相當明顯是那個原因
[00:01:44.000 --> 00:01:47.600]  主要是拜偶像的問題
[00:01:47.600 --> 00:01:51.600]  和他們要敬拜君王的問題
[00:01:51.600 --> 00:01:56.400]  偶然間會加上有異端的入侵
[00:01:56.400 --> 00:02:00.000]  有猶太人的攻擊
[00:02:00.000 --> 00:02:02.400]  主要是這幾個大方向的
[00:02:02.400 --> 00:02:06.400]  當然也有他們自己在信仰上的那個
[00:02:06.400 --> 00:02:10.400]  就是被迫放棄了某些的真理
[00:02:10.400 --> 00:02:14.200]  這些是在七個教會裏面
[00:02:14.200 --> 00:02:17.000]  必須來去總結的
[00:02:17.000 --> 00:02:21.000]  大進第四第五章
[00:02:21.000 --> 00:02:22.400]  你就會看到
[00:02:22.400 --> 00:02:25.200]  當時羅馬帝國
[00:02:25.200 --> 00:02:28.200]  已經不是尼祿的時代了
[00:02:28.200 --> 00:02:31.600]  已經是那個叫做維新柏先的時代
[00:02:31.600 --> 00:02:34.000]  的後期了
[00:02:34.000 --> 00:02:37.400]  就是說約翰的時代
[00:02:37.400 --> 00:02:39.600]  他們面對的那個攻擊
[00:02:39.600 --> 00:02:42.000]  只會是更加嚴重了
[00:02:42.000 --> 00:02:46.800]  真是去到一個殉道的普遍
[00:02:46.800 --> 00:02:49.200]  所以你就會看到
[00:02:49.200 --> 00:02:54.000]  和那個時代反召的教會
[00:02:54.000 --> 00:02:55.600]  的勸勉
[00:02:55.600 --> 00:02:59.400]  都是常常提到要堅持到底的
[00:02:59.400 --> 00:03:02.000]  回到第四章
[00:03:02.000 --> 00:03:05.000]  又很不同的有一個新的啟示
[00:03:05.000 --> 00:03:07.600]  這次就是兩章聖經
[00:03:07.600 --> 00:03:11.000]  都是在天上的啟示
[00:03:11.000 --> 00:03:12.400]  就是說
[00:03:12.400 --> 00:03:14.600]  要不就是約翰見到異象
[00:03:14.600 --> 00:03:16.000]  甚至乎
[00:03:16.000 --> 00:03:17.800]  如果根據經文的描述
[00:03:17.800 --> 00:03:21.400]  約翰是被邀請去到天上
[00:03:21.400 --> 00:03:23.600]  看到那個異象的
[00:03:23.600 --> 00:03:28.000]  整個異象只有一個焦點
[00:03:28.000 --> 00:03:30.000]  就是敬拜
[00:03:30.000 --> 00:03:33.600]  或者用我們容易明白的崇拜
[00:03:33.600 --> 00:03:36.600]  你就會看到第四第五章
