
[00:00:00.000 --> 00:00:04.540]  我們一齊恢復晚上的參景班
[00:00:04.540 --> 00:00:06.540]  一齊禱告
[00:00:06.540 --> 00:00:08.540]  感謝天父給我們今晚
[00:00:08.540 --> 00:00:11.760]  我們能夠在天氣相當炎熱
[00:00:11.760 --> 00:00:13.760]  但也相當的晴朗
[00:00:13.760 --> 00:00:16.760]  我們紀念在湖南洞庭湖
[00:00:16.760 --> 00:00:19.520]  都有很嚴重的水災
[00:00:19.520 --> 00:00:23.020]  還有一些地方有很嚴重的乾旱
[00:00:23.020 --> 00:00:25.320]  甚至乎現在好像在美國
[00:00:25.320 --> 00:00:29.520]  也曾經有一些很嚴重的水患
[00:00:29.520 --> 00:00:33.020]  好像看到天氣氣候變化
[00:00:33.020 --> 00:00:34.520]  都在在的
[00:00:34.520 --> 00:00:36.520]  讓我們看到
[00:00:36.520 --> 00:00:40.520]  那個似乎修復修補的問題
[00:00:40.520 --> 00:00:43.520]  都未必能夠自我復原
[00:00:43.520 --> 00:00:45.520]  很盼望神都保守
[00:00:45.520 --> 00:00:48.520]  尤其是讓世界的領袖
[00:00:48.520 --> 00:00:52.520]  在那些氣候制定的減排
[00:00:52.520 --> 00:00:54.520]  碳的排放
[00:00:54.520 --> 00:00:58.520]  都能夠真是有一個果斷的心
[00:00:58.520 --> 00:01:00.520]  不要將一些問題
[00:01:00.520 --> 00:01:03.520]  留給下幾代的人
[00:01:03.520 --> 00:01:06.520]  來承擔、來承受
[00:01:06.520 --> 00:01:08.520]  天氣越來越炎熱
[00:01:08.520 --> 00:01:14.520]  都是反映世界需要真是有一個轉變
[00:01:14.520 --> 00:01:16.520]  求主幫助
[00:01:16.520 --> 00:01:18.520]  我們其實一直都在說主在來
[00:01:18.520 --> 00:01:21.520]  這個很重大的課題
[00:01:21.520 --> 00:01:23.520]  當我們處理完這兩本書之後
[00:01:23.520 --> 00:01:25.520]  我們就會探討
[00:01:25.520 --> 00:01:29.520]  在聖經裏面這個很重要的真理
[00:01:29.520 --> 00:01:33.520]  求主讓我們能夠憑著信心去明白
[00:01:33.520 --> 00:01:36.520]  今天晚上我們進入後書
[00:01:36.520 --> 00:01:40.520]  幫助我們能夠透過保羅他的模樣
[00:01:40.520 --> 00:01:43.520]  怎樣來到他有前書之後
[00:01:43.520 --> 00:01:47.520]  再有一些的安慰和提醒
[00:01:47.520 --> 00:01:51.520]  都是讓我們能夠從其中得到教訓
[00:01:51.520 --> 00:01:53.520]  特別今天晚上
[00:01:53.520 --> 00:01:56.520]  我們又再一次看保羅怎樣勸勉他們
[00:01:56.520 --> 00:01:58.520]  在苦難裏面
[00:01:58.520 --> 00:02:04.520]  去有的信心、信靠和堅忍
[00:02:04.520 --> 00:02:07.520]  願主都保守我們大家的心靈
[00:02:07.520 --> 00:02:09.520]  奉主耶穌基督的名
[00:02:09.520 --> 00:02:11.520]  阿們
[00:02:11.520 --> 00:02:13.520]  我們稍為先讀一讀聖經
[00:02:13.520 --> 00:02:15.520]  我們之前都說了
[00:02:15.520 --> 00:02:17.520]  貼索羅尼加前書全卷
[00:02:17.520 --> 00:02:19.520]  有五章
[00:02:19.520 --> 00:02:21.520]  如果大家要稍為記得
[00:02:21.520 --> 00:02:23.520]  貼索羅尼加前書
[00:02:23.520 --> 00:02:28.520]  每一章的結尾都提到主耶穌回來
[00:02:28.520 --> 00:02:31.520]  和教會的關係
[00:02:31.520 --> 00:02:33.520]  亦提到兩次提
[00:02:33.520 --> 00:02:35.520]  貼索羅尼加教會
[00:02:35.520 --> 00:02:39.520]  他們的信望愛是很活潑的
[00:02:39.520 --> 00:02:43.520]  還有是真的有具體的一個行動
[00:02:43.520 --> 00:02:45.520]  所以這個信望愛
[00:02:45.520 --> 00:02:47.520]  似乎在保羅的書信
[00:02:47.520 --> 00:02:50.520]  保羅自己的神學的理解裏面
[00:02:50.520 --> 00:02:54.520]  絕對不是一式的文字
[00:02:54.520 --> 00:02:56.520]  用來裝飾
[00:02:56.520 --> 00:02:58.520]  而是很激動的
[00:02:58.520 --> 00:03:00.520]  信望愛在保羅的運用裏面
[00:03:00.520 --> 00:03:03.520]  在不同的處境都有不同的
[00:03:03.520 --> 00:03:06.520]  所以我們都要學習
[00:03:06.520 --> 00:03:08.520]  我好像曾經說過
[00:03:08.520 --> 00:03:10.520]  我們無論如何
[00:03:10.520 --> 00:03:14.520]  去到我們人生終結
[00:03:14.520 --> 00:03:16.520]  給我們能夠存留的
[00:03:16.520 --> 00:03:19.520]  只是有信望愛
[00:03:19.520 --> 00:03:23.520]  所以如果我們在這麼有限的人生
[00:03:23.520 --> 00:03:27.520]  不去發展我們自己的信望愛
[00:03:27.520 --> 00:03:30.520]  或者當然群體都應該有信望愛
[00:03:30.520 --> 00:03:32.520]  但我們自己就肯定
[00:03:32.520 --> 00:03:35.520]  是我們永恆裏面的美德
[00:03:35.520 --> 00:03:37.520]  屬名的美德
[00:03:37.520 --> 00:03:39.520]  我們不是與生俱來就有的
[00:03:39.520 --> 00:03:42.520]  當然每個人都有基本的信心
[00:03:42.520 --> 00:03:45.520]  基本的盼望和愛心
[00:03:45.520 --> 00:03:48.520]  但是那些是未信的人
[00:03:48.520 --> 00:03:49.520]  天然就有
[00:03:49.520 --> 00:03:51.520]  但是信了主耶穌之後
[00:03:51.520 --> 00:03:53.520]  是要經過在舊恩
[00:03:53.520 --> 00:03:57.520]  在主耶穌的生命的改變裏面
[00:03:57.520 --> 00:04:00.520]  去發展的新的信望愛
[00:04:00.520 --> 00:04:02.520]  存到永遠的
[00:04:02.520 --> 00:04:05.520]  所以等於我們給了一個戶口
[00:04:05.520 --> 00:04:07.520]  我們要存這些信望愛
[00:04:07.520 --> 00:04:09.520]  如果那是錢 那是貨幣
[00:04:09.520 --> 00:04:12.520]  我們要存那個信望愛
[00:04:12.520 --> 00:04:14.520]  所以初信的信心
[00:04:14.520 --> 00:04:16.520]  應該和你三十年後
[00:04:16.520 --> 00:04:18.520]  信主之後的信心
[00:04:18.520 --> 00:04:20.520]  應該有些不同的
[00:04:20.520 --> 00:04:22.520]  因為你已經有了很多經歷
[00:04:22.520 --> 00:04:24.520]  盼望一樣
[00:04:24.520 --> 00:04:26.520]  愛心就更加一樣
[00:04:26.520 --> 00:04:28.520]  都是需要不斷的發展的
[00:04:28.520 --> 00:04:31.520]  所以我們不要只是有一個戶口
[00:04:31.520 --> 00:04:33.520]  有信望愛
[00:04:33.520 --> 00:04:35.520]  但從來我們都不儲錢下去
[00:04:35.520 --> 00:04:39.520]  所以將來就真的空手見耶穌
[00:04:39.520 --> 00:04:41.520]  即是攤開雙手 什麼都沒有
[00:04:41.520 --> 00:04:44.520]  其實是很大的損失
[00:04:44.520 --> 00:04:46.520]  所以今天第一章
[00:04:46.520 --> 00:04:48.520]  正正就是講這個問題
[00:04:48.520 --> 00:04:52.520]  正正就是那個信望愛帶來的生命
[00:04:52.520 --> 00:04:54.520]  不知道大家有沒有聽過
[00:04:54.520 --> 00:04:57.520]  加爾文神學
[00:04:57.520 --> 00:04:59.520]  他有一個叫做Tulip
[00:04:59.520 --> 00:05:01.520]  Tulip即是鬱金香
[00:05:01.520 --> 00:05:03.520]  荷蘭的 是不是薄花
[00:05:03.520 --> 00:05:05.520]  鬱金香
[00:05:05.520 --> 00:05:07.520]  鬱金香就是Tulip
[00:05:07.520 --> 00:05:09.520]  T U L I P
[00:05:09.520 --> 00:05:12.520]  那個P 當然這個是加爾文
[00:05:12.520 --> 00:05:14.520]  加爾文將它弱化了
[00:05:14.520 --> 00:05:20.520]  加爾文神學有五個重點
[00:05:20.520 --> 00:05:22.520]  我今天想強調這個
[00:05:22.520 --> 00:05:24.520]  普羅書信裏面
[00:05:24.520 --> 00:05:26.520]  今日講的《跳傘羅尼加》後書
[00:05:26.520 --> 00:05:28.520]  有一個叫做聖徒的堅忍
[00:05:28.520 --> 00:05:32.520]  堅定的忍耐
[00:05:32.520 --> 00:05:35.520]  所以是忍耐到底必然得救的
[00:05:35.520 --> 00:05:37.520]  所以這個忍耐
