
[00:00:00.000 --> 00:00:03.800]  請姐妹們一起祈禱
[00:00:03.800 --> 00:00:05.800]  親愛的主
[00:00:05.800 --> 00:00:09.000]  再一次我們奉您的名聚集
[00:00:09.000 --> 00:00:11.000]  您的愛
[00:00:11.000 --> 00:00:12.400]  您的同在
[00:00:12.400 --> 00:00:13.800]  在我們中間
[00:00:13.800 --> 00:00:16.600]  雖然有地域的限制
[00:00:16.600 --> 00:00:22.000]  大家不能夠一起在佳恩樓這裡崇拜
[00:00:22.000 --> 00:00:24.400]  因為限聚的緣故
[00:00:24.400 --> 00:00:26.000]  但我們知道
[00:00:26.000 --> 00:00:28.200]  聖靈會將我們放在一起
[00:00:28.200 --> 00:00:32.800]  我們可以同心去領受你自己的話語
[00:00:32.800 --> 00:00:35.200]  特別在新的一年的開始
[00:00:35.200 --> 00:00:38.600]  幫助我們能夠學習
[00:00:38.600 --> 00:00:42.400]  如何可以得到在基督耶穌裡面
[00:00:42.400 --> 00:00:44.400]  滿足的喜樂
[00:00:44.400 --> 00:00:48.200]  是超過了任何的環境
[00:00:48.200 --> 00:00:52.800]  甚至乎應該說是跨越任何的領域
[00:00:52.800 --> 00:00:55.400]  幫助我們認識、經歷
[00:00:55.400 --> 00:00:58.400]  和進入這樣的生命
[00:00:58.400 --> 00:01:00.400]  我們一起在您面前等候
[00:01:00.400 --> 00:01:01.400]  禱告
[00:01:01.400 --> 00:01:03.800]  奉耶穌基督的名
[00:01:03.800 --> 00:01:04.800]  阿們
[00:01:04.800 --> 00:01:08.800]  題目大家都知道
[00:01:08.800 --> 00:01:09.800]  在談
[00:01:09.800 --> 00:01:12.600]  即是緊接上一個星期
[00:01:12.600 --> 00:01:15.200]  吳傳道所說的
[00:01:15.200 --> 00:01:17.400]  《死於行轉》第八章
[00:01:17.400 --> 00:01:24.800]  肥膩和一群流浪的弟兄姊妹
[00:01:24.800 --> 00:01:28.200]  因為在耶路撒冷有大逼迫
[00:01:28.200 --> 00:01:31.200]  門徒就分散
[00:01:31.200 --> 00:01:34.600]  其中就特別記載肥膩
[00:01:34.600 --> 00:01:39.800]  在耶路撒冷七個執事的其中一位
[00:01:39.800 --> 00:01:43.400]  去到撒瑪利亞
[00:01:43.400 --> 00:01:48.000]  向撒瑪利亞城的人傳福音
[00:01:48.000 --> 00:01:52.800]  然後聖經給我們一個結論
[00:01:53.800 --> 00:01:57.200]  他們去宣講基督
[00:01:57.200 --> 00:01:59.800]  在那個城裏面
[00:01:59.800 --> 00:02:02.400]  就有很多的人起來
[00:02:02.400 --> 00:02:04.800]  跟隨肥膩所說
[00:02:04.800 --> 00:02:06.200]  來去相信
[00:02:06.200 --> 00:02:07.800]  來去受洗
[00:02:07.800 --> 00:02:10.800]  然後最後的結論就是說
[00:02:10.800 --> 00:02:14.600]  在那城裏有極大的喜樂
[00:02:14.600 --> 00:02:17.000]  整個城充滿了喜樂
[00:02:17.000 --> 00:02:19.800]  本來兩個民族
[00:02:19.800 --> 00:02:22.200]  是有一些歷史的原因
[00:02:22.200 --> 00:02:26.400]  彼此會有一種隔膜
[00:02:26.400 --> 00:02:30.800]  甚至會有一些文化的差異
[00:02:30.800 --> 00:02:33.600]  彼此的對立
[00:02:33.600 --> 00:02:37.800]  但是宣講的是這位基督
[00:02:37.800 --> 00:02:41.800]  帶給整個撒瑪利亞城的人
[00:02:41.800 --> 00:02:43.400]  都充滿了喜樂
[00:02:43.400 --> 00:02:47.800]  其實如果你再看那段聖經的上下文
[00:02:47.800 --> 00:02:52.000]  其實當時是有一個人叫做巴耶蘇
[00:02:52.000 --> 00:02:56.400]  這個人令撒瑪利亞城的人極懼怕
[00:02:56.400 --> 00:02:58.600]  因為他能夠行邪術
[00:02:58.600 --> 00:03:02.000]  令撒瑪利亞人在那個時候
[00:03:02.000 --> 00:03:04.800]  被巴耶蘇影響得很厲害
[00:03:04.800 --> 00:03:09.600]  但是肥膩在這個城裏宣講基督
[00:03:09.600 --> 00:03:13.000]  就帶來整個城充滿了釋放
[00:03:13.000 --> 00:03:14.600]  充滿了喜樂
[00:03:14.600 --> 00:03:18.200]  因為耶蘇被他們接受了
[00:03:18.200 --> 00:03:19.800]  接著這個
[00:03:19.800 --> 00:03:21.600]  因為新的一年開始
[00:03:21.600 --> 00:03:26.400]  真是很想我們大家在整個生命裏面
[00:03:26.400 --> 00:03:28.800]  基督教最重要的就是
[00:03:28.800 --> 00:03:31.400]  有一個滿足的喜樂
[00:03:31.400 --> 00:03:34.000]  而且這個滿足的喜樂
[00:03:34.000 --> 00:03:37.000]  是跨越任何環境的
[00:03:37.000 --> 00:03:40.200]  今天很想用這四節聖經
[00:03:40.200 --> 00:03:41.400]  也可以這樣說
[00:03:41.400 --> 00:03:44.400]  是約翰一書一個很重要的主題
[00:03:44.400 --> 00:03:51.400]  就是由商鎬帶來的滿足喜樂
[00:03:51.400 --> 00:03:55.600]  大家看這一段聖經一至四節
[00:03:55.600 --> 00:04:00.000]  其實應該整卷看就會更加詳細
[00:04:00.000 --> 00:04:02.400]  因為第五節開始
[00:04:02.400 --> 00:04:06.800]  就說我們要和這一位造物主商鎬
[00:04:06.800 --> 00:04:09.400]  到底他是怎樣性情的呢?
[00:04:09.400 --> 00:04:12.800]  第五節就已經立即開始說
[00:04:12.800 --> 00:04:14.600]  神就是光了
[00:04:14.600 --> 00:04:16.400]  或者大家可能熟悉的
[00:04:16.400 --> 00:04:17.600]  在約翰一書
[00:04:17.600 --> 00:04:21.000]  因為神就是愛
[00:04:21.000 --> 00:04:22.800]  四章十九節
[00:04:22.800 --> 00:04:25.800]  因為很多婚禮都會用
[00:04:25.800 --> 00:04:29.200]  但是很少人會用神就是光
[00:04:29.200 --> 00:04:32.200]  一章第五節立即已經說了
[00:04:32.200 --> 00:04:36.800]  所以商鎬是一至四節的一個序言
[00:04:36.800 --> 00:04:40.400]  整卷的約翰一書的一個序言
[00:04:40.400 --> 00:04:42.400]  告訴我們
[00:04:42.400 --> 00:04:44.200]  這一位使徒約翰
[00:04:44.200 --> 00:04:48.800]  很想他的門徒來認識
[00:04:48.800 --> 00:04:52.800]  怎樣和神相交
[00:04:52.800 --> 00:04:55.400]  這裡大家要特別強調
[00:04:55.400 --> 00:04:57.000]  要留意的是
[00:04:57.000 --> 00:05:01.400]  經常出現在第二、第三節
