
[00:00:00.000 --> 00:00:02.500]  大兄姊妹晚安
[00:00:02.500 --> 00:00:06.640]  我們今晚可以實體聚會
[00:00:06.640 --> 00:00:09.020]  尤其是在今時今日來說
[00:00:09.020 --> 00:00:11.580]  大家感不感恩?
[00:00:11.580 --> 00:00:14.080]  非常之感恩 很難得
[00:00:14.080 --> 00:00:15.580]  尤其是今晚
[00:00:15.580 --> 00:00:18.320]  因為今天下午四點多鐘
[00:00:18.320 --> 00:00:20.280]  我就望出窗口一看
[00:00:20.280 --> 00:00:23.100]  嘩 世識不對
[00:00:23.100 --> 00:00:29.700]  原來整個天都差不多被口雲遮住了
[00:00:29.700 --> 00:00:32.300]  還有還想下雨
[00:00:32.300 --> 00:00:33.500]  我跟師母說
[00:00:33.500 --> 00:00:36.200]  哎呀 今晚都不知道能不能回來
[00:00:36.200 --> 00:00:37.900]  如果一下雨
[00:00:37.900 --> 00:00:40.680]  那就真的很笨手笨腳
[00:00:40.680 --> 00:00:45.620]  所以我們趕緊趁早下到樓下
[00:00:45.620 --> 00:00:47.580]  望望天空
[00:00:47.580 --> 00:00:49.720]  希望暫時不要下雨
[00:00:49.720 --> 00:00:51.820]  真的很感謝神
[00:00:51.820 --> 00:00:53.220]  很眷顧我們
[00:00:53.220 --> 00:00:56.220]  你們進來有沒有下濕?
[00:00:56.220 --> 00:00:57.120]  有沒有下雨?
[00:00:57.120 --> 00:00:58.020]  都沒有
[00:00:58.020 --> 00:01:00.260]  所以很感謝主保守我們
[00:01:00.260 --> 00:01:03.400]  今晚我們可以很平安地
[00:01:03.400 --> 00:01:05.060]  來到教會當中
[00:01:05.060 --> 00:01:07.000]  去敬拜天父
[00:01:07.000 --> 00:01:09.640]  也是很感恩的
[00:01:09.640 --> 00:01:11.040]  很感謝主
[00:01:11.040 --> 00:01:14.080]  今晚牧師跟大家分享一個題目
[00:01:14.080 --> 00:01:17.980]  叫作「作好隨時的準備」
[00:01:17.980 --> 00:01:20.080]  鄭華的經文
[00:01:20.080 --> 00:01:23.080]  我相信很多大兄姊妹都讀過了
[00:01:23.080 --> 00:01:26.620]  在《馬太福音》第24章
[00:01:26.620 --> 00:01:29.460]  大家都有印象
[00:01:29.460 --> 00:01:34.300]  耶穌跟門徒在一起的時候
[00:01:34.300 --> 00:01:39.600]  尤其是門徒趁耶穌單獨的時候
[00:01:39.600 --> 00:01:43.000]  不是那麼多公眾聚集的時候
[00:01:43.000 --> 00:01:46.640]  馬上就去問耶穌的問題
[00:01:46.640 --> 00:01:48.000]  問的問題
[00:01:48.000 --> 00:01:51.240]  都是你和我都很喜歡問的
[00:01:51.240 --> 00:01:54.120]  甚至我們很多時候
[00:01:54.120 --> 00:01:56.640]  都對這些問題都很有興趣
[00:01:56.640 --> 00:01:59.380]  譬如什麼時候是世界末日
[00:01:59.380 --> 00:02:05.760]  什麼時候世界末日有什麼預兆
[00:02:05.760 --> 00:02:09.420]  到底世界末日什麼時候發生
[00:02:09.420 --> 00:02:12.500]  我們很多時候都有興趣問這些問題
[00:02:12.500 --> 00:02:14.760]  不是現在我們才有興趣
[00:02:14.760 --> 00:02:17.400]  原來在耶穌的年代
[00:02:17.400 --> 00:02:22.040]  門徒都私底下來問這些問題
[00:02:22.040 --> 00:02:25.540]  所以耶穌就一五一十告訴他們
[00:02:25.540 --> 00:02:28.680]  世界到了末日的時候
[00:02:28.680 --> 00:02:31.180]  到他們要回來之前的時候
[00:02:31.180 --> 00:02:34.080]  到底有什麼事情發生呢?
[00:02:34.080 --> 00:02:36.960]  有什麼兆頭出現呢?
[00:02:36.960 --> 00:02:41.860]  整段經文就是描述這件事情
[00:02:41.860 --> 00:02:46.800]  當然不止鄭華讀的簡單幾節聖經
[00:02:46.800 --> 00:02:51.040]  原來整個24章都記載很大的篇幅
[00:02:51.040 --> 00:02:54.040]  講到將來的世界
[00:02:54.040 --> 00:02:55.340]  世界的末日
[00:02:55.340 --> 00:02:57.840]  如果你有興趣研究探討
[00:02:57.840 --> 00:03:00.180]  到底世界末日是怎樣
[00:03:00.180 --> 00:03:01.480]  有什麼兆頭
[00:03:01.480 --> 00:03:02.780]  發生什麼事情
[00:03:02.780 --> 00:03:07.620]  你看《馬太福音》24章就會很清晰
[00:03:07.620 --> 00:03:16.400]  亦都給我們一個很中肯的答案在當中
[00:03:16.400 --> 00:03:20.900]  其實門徒在問耶穌這條問題之前
[00:03:20.900 --> 00:03:22.000]  是什麼呢?
[00:03:22.000 --> 00:03:30.240]  是他們對耶穌有一些自豪感
[00:03:30.240 --> 00:03:32.040]  炫耀一下自己
[00:03:32.040 --> 00:03:38.080]  或者炫耀一下當時候耶路撒冷的聖殿
[00:03:38.080 --> 00:03:39.280]  有沒有印象?
[00:03:39.280 --> 00:03:41.220]  告訴耶穌
[00:03:41.220 --> 00:03:44.960]  「耶穌,你看我們這一座的聖殿
[00:03:44.960 --> 00:03:54.060]  是多麼宏偉、多麼的魁儷、多麼的堂皇
[00:03:54.060 --> 00:03:56.940]  你看看,真是不得了
[00:03:56.940 --> 00:03:57.840]  為什麼?
[00:03:57.840 --> 00:04:03.140]  因為這一座聖殿足足用了二十年的歷史
[00:04:03.140 --> 00:04:07.120]  二十年的時間來建這座聖殿
[00:04:07.120 --> 00:04:10.220]  建這座聖殿的人是誰呢?
[00:04:10.220 --> 00:04:12.920]  就是當時候的大希律
[00:04:12.920 --> 00:04:15.760]  我想大家都聽過他的名字
[00:04:15.760 --> 00:04:18.660]  大希律其實都沒有什麼好名字
[00:04:18.660 --> 00:04:25.300]  都是壞的明星多於好的
[00:04:25.300 --> 00:04:27.140]  如果你有印象
[00:04:27.140 --> 00:04:29.700]  他曾經將耶路撒冷
[00:04:29.700 --> 00:04:35.240]  一些不夠兩歲的小孩子都殺害
[00:04:35.240 --> 00:04:36.480]  有沒有印象?
[00:04:36.480 --> 00:04:40.480]  因為大希律野心很大
[00:04:40.480 --> 00:04:42.580]  而且都很殘暴
[00:04:42.580 --> 00:04:45.520]  不過他為了鞏固他的統治
[00:04:45.520 --> 00:04:51.520]  為了令到他得到猶太人的擁戴
[00:04:51.520 --> 00:04:53.420]  所以他很懂得做
[00:04:53.420 --> 00:04:55.320]  他就特意為猶太人
[00:04:55.320 --> 00:04:59.500]  建一座非常漂亮、宏偉的聖殿
[00:04:59.500 --> 00:05:01.740]  用了二十年的時間
[00:05:01.740 --> 00:05:08.580]  令到猶太人見到大希律這麼愛護猶太人
[00:05:08.580 --> 00:05:11.320]  以致感激他
[00:05:11.320 --> 00:05:13.480]  亦都和他合作
[00:05:13.480 --> 00:05:16.680]  願意聽他的施政
[00:05:16.680 --> 00:05:21.820]  這就是大希律一個很聰明的手段
[00:05:21.820 --> 00:05:28.540]  雖然眼前這一座金碧輝煌的聖殿
[00:05:28.540 --> 00:05:31.400]  不過不知為什麼耶穌的回應
[00:05:31.400 --> 00:05:33.500]  就好像潑冷水
[00:05:33.500 --> 00:05:36.100]  潑什麼冷水呢?
[00:05:36.100 --> 00:05:39.140]  耶穌說這一座聖殿
[00:05:39.140 --> 00:05:42.420]  將來沒有一塊石頭
[00:05:42.420 --> 00:05:45.680]  搭在另一塊石頭上面
[00:05:45.680 --> 00:05:47.680]  這句話一出
[00:05:47.680 --> 00:05:50.720]  令到門徒們真的很爽快
[00:05:50.720 --> 00:05:53.920]  原先引以為豪
[00:05:53.920 --> 00:05:57.220]  很開開心心地告訴耶穌
[00:05:57.220 --> 00:05:59.320]  甚至很自誇
[00:05:59.320 --> 00:06:03.520]  你看看我們的聖殿是多麼的美麗
[00:06:03.520 --> 00:06:06.000]  不過原來耶穌的回應
