
[00:00:00.000 --> 00:00:02.440]  我們可以一起禱告
[00:00:02.440 --> 00:00:05.120]  再一次感謝主招聚我們
[00:00:05.120 --> 00:00:07.680]  來研讀神理的華語
[00:00:07.680 --> 00:00:10.840]  很盼望我們一直看約翰福音
[00:00:10.840 --> 00:00:14.080]  特別是到了最後一個晚上
[00:00:14.080 --> 00:00:15.960]  主耶穌被賣
[00:00:15.960 --> 00:00:18.080]  然後被審判
[00:00:18.080 --> 00:00:21.040]  被釘十字架的場景
[00:00:21.040 --> 00:00:24.240]  都是我們需要認真看待
[00:00:24.240 --> 00:00:26.000]  讓我們能夠看到
[00:00:26.000 --> 00:00:27.800]  主在面對困難
[00:00:27.800 --> 00:00:30.480]  面對一個這麼大的黑暗逆境
[00:00:30.480 --> 00:00:33.760]  你能夠有神的旨意
[00:00:33.760 --> 00:00:37.000]  以至你能夠處之泰然
[00:00:37.000 --> 00:00:39.520]  而且有一份很深的平安
[00:00:39.520 --> 00:00:42.080]  不受環境的影響
[00:00:42.080 --> 00:00:44.080]  而且這份平安是能夠
[00:00:44.080 --> 00:00:46.440]  可以勉勵門徒
[00:00:46.440 --> 00:00:47.960]  使他們往後
[00:00:47.960 --> 00:00:50.400]  當他們跌倒離開之後
[00:00:50.400 --> 00:00:55.120]  可以再恢復等候和差遣
[00:00:55.120 --> 00:00:59.080]  成為為主去榮耀福音的門徒
[00:00:59.080 --> 00:01:00.560]  我們很感謝主
[00:01:00.560 --> 00:01:02.920]  今天晚上我們再一次等候
[00:01:02.920 --> 00:01:05.320]  求祢帶領我們大家的心靈
[00:01:05.320 --> 00:01:06.680]  我們這樣禱告
[00:01:06.680 --> 00:01:09.000]  奉耶穌基督的名
[00:01:09.000 --> 00:01:09.960]  阿們
[00:01:09.960 --> 00:01:11.800]  緊接上一次我們說到
[00:01:11.800 --> 00:01:14.480]  十三章的二十節
[00:01:14.480 --> 00:01:18.080]  最後提到那個差遣和接待
[00:01:18.080 --> 00:01:19.760]  最記得最後就是
[00:01:19.760 --> 00:01:22.080]  引了《士徒行傳》四章
[00:01:22.080 --> 00:01:25.400]  除他以外別無拯救
[00:01:25.400 --> 00:01:27.400]  因為在天下人間
[00:01:27.400 --> 00:01:29.680]  沒有次下別的名
[00:01:29.680 --> 00:01:32.320]  我們可以靠著得救
[00:01:32.320 --> 00:01:35.520]  《士徒行傳》的四章十九二十節
[00:01:35.520 --> 00:01:38.480]  《士徒》初期的傳道
[00:01:38.480 --> 00:01:42.800]  都是要將人帶到去救恩耶穌裡面
[00:01:42.800 --> 00:01:44.040]  讓人看到
[00:01:44.040 --> 00:01:47.400]  好像一個很諷刺
[00:01:47.400 --> 00:01:50.800]  一個明明上兩個月才剛剛死了
[00:01:50.800 --> 00:01:53.560]  屍骨都還沒有含的一個人
[00:01:53.560 --> 00:01:55.560]  你說他是復活的基督
[00:01:55.560 --> 00:01:57.080]  你說他是主
[00:01:57.080 --> 00:02:00.240]  怎麼可以叫人馴服
[00:02:00.240 --> 00:02:03.680]  怎麼可能這個訊息是吸引人呢?
[00:02:03.680 --> 00:02:05.040]  正正就是《士徒》
[00:02:05.040 --> 00:02:07.680]  他們就是單單說耶穌基督
[00:02:07.680 --> 00:02:10.400]  除他以外就沒有第二個拯救了
[00:02:10.400 --> 00:02:14.040]  也都等於是十四章第一節的
[00:02:14.040 --> 00:02:16.400]  道路、真理、生命
[00:02:16.400 --> 00:02:19.520]  另一個演繹的意思
[00:02:19.520 --> 00:02:22.320]  我們今晚由二十一節開始看
[00:02:22.320 --> 00:02:25.280]  之前我們上一次
[00:02:25.280 --> 00:02:27.520]  認真地看過猶大
[00:02:27.520 --> 00:02:29.200]  揭過了那些聖經
[00:02:29.200 --> 00:02:32.080]  所以這裡可以很快地回想
[00:02:32.080 --> 00:02:34.320]  主耶穌在這裡
[00:02:34.320 --> 00:02:37.320]  突然間他內心充滿了憂愁
[00:02:37.320 --> 00:02:39.080]  他開始要說出
[00:02:39.080 --> 00:02:44.000]  他往後很快第二天
[00:02:44.000 --> 00:02:46.000]  他要被審問的時候
[00:02:46.000 --> 00:02:48.800]  那個原因
[00:02:48.800 --> 00:02:51.320]  是因為有一個門徒出賣他
[00:02:51.320 --> 00:02:54.160]  必須要透過這個過程
[00:02:54.160 --> 00:02:57.160]  所以不是凸顯猶大是無辜
[00:02:57.160 --> 00:03:02.920]  是凸顯神的兒子要受這樣的眾叛親離
[00:03:02.920 --> 00:03:06.000]  要受這樣的虐心之痛
[00:03:06.000 --> 00:03:08.480]  你最好的朋友出賣你
[00:03:08.480 --> 00:03:10.480]  來陷害你
[00:03:10.480 --> 00:03:11.920]  這樣的痛
[00:03:11.920 --> 00:03:14.560]  十字架要這樣的經歷
[00:03:14.560 --> 00:03:17.560]  你想想這種的痛苦是很大的
[00:03:17.560 --> 00:03:20.280]  一個完全信任的人
[00:03:20.280 --> 00:03:22.040]  突然間發現
[00:03:22.040 --> 00:03:24.200]  他完全是出賣你的
[00:03:24.200 --> 00:03:27.240]  你說過的話全部被錄音
[00:03:27.240 --> 00:03:28.560]  被截圖
[00:03:28.560 --> 00:03:31.040]  每一句說話都要對號入座
[00:03:31.040 --> 00:03:32.800]  這樣就很慘了
[00:03:32.800 --> 00:03:34.640]  所以耶穌在這裡
[00:03:34.640 --> 00:03:37.440]  不是要凸顯猶大的無辜
[00:03:37.440 --> 00:03:39.680]  而是主耶穌要面對
[00:03:39.680 --> 00:03:41.960]  他在那個十字架
[00:03:41.960 --> 00:03:43.960]  單是這個被出賣
[00:03:43.960 --> 00:03:46.160]  已經是一個很痛苦的十字架
[00:03:46.160 --> 00:03:49.800]  都已經不再計算一個無罪的人
[00:03:49.800 --> 00:03:51.800]  替我們成為罪
[00:03:51.800 --> 00:03:53.800]  那個含冤
[00:03:53.800 --> 00:03:56.680]  一個無罪的人
[00:03:56.680 --> 00:03:58.120]  不知道什麼是罪的人
[00:03:58.120 --> 00:04:00.120]  從來不犯罪的人
[00:04:00.120 --> 00:04:04.280]  這樣來替我們被父神離棄
[00:04:04.280 --> 00:04:07.320]  公義的神要徹底的將他
[00:04:07.320 --> 00:04:09.320]  來到好像割裂一樣
[00:04:09.320 --> 00:04:12.320]  那些聖殿的萬寺
[00:04:12.320 --> 00:04:15.360]  據聞說整的時候
[00:04:15.360 --> 00:04:18.440]  是兩匹馬去拉都不會斷的
[00:04:18.440 --> 00:04:20.880]  但是那些萬寺是由
[00:04:20.880 --> 00:04:25.080]  上面到下面自己裂開了
[00:04:25.080 --> 00:04:28.800]  就不是行雷閃電這麼簡單
[00:04:28.800 --> 00:04:30.640]  是一個大的神蹟
[00:04:30.640 --> 00:04:33.840]  象徵著主耶穌的斷氣
[00:04:33.840 --> 00:04:37.080]  聖所和致聖所的門
[00:04:37.080 --> 00:04:39.480]  那個門簾裂開
[00:04:39.480 --> 00:04:41.920]  就是人可以進去致聖所
[00:04:41.920 --> 00:04:43.920]  這個《馬太福音》會記載的
[00:04:43.920 --> 00:04:45.920]  所以這裡就告訴我們
[00:04:45.920 --> 00:04:51.200]  猶大就是那個讓耶穌受苦的人
[00:04:51.200 --> 00:04:53.200]  他要出賣主耶穌
[00:04:53.200 --> 00:04:55.200]  第21節
[00:04:55.200 --> 00:04:57.880]  耶穌說了這話心裡憂愁
[00:04:57.880 --> 00:05:00.880]  就明說:我實實在在的告訴你們
[00:05:00.880 --> 00:05:03.880]  你們中間有一個人要賣我了
[00:05:03.880 --> 00:05:05.880]  門徒彼此對看
[00:05:05.880 --> 00:05:07.880]  猜不透所說的是誰
[00:05:07.880 --> 00:05:10.520]  有一個門徒是耶穌所愛的
[00:05:10.520 --> 00:05:11.520]  第一次出現
[00:05:11.520 --> 00:05:13.520]  作者約翰
[00:05:13.520 --> 00:05:16.000]  在這本書裡第一次出現
[00:05:16.000 --> 00:05:17.520]  對他的描述
[00:05:17.520 --> 00:05:20.520]  則生就靠近耶穌的懷裡
[00:05:20.520 --> 00:05:23.120]  西門彼得點頭對他說
[00:05:23.120 --> 00:05:26.520]  你告訴我們主是指著誰說的
[00:05:26.520 --> 00:05:27.520]  那門徒
[00:05:27.520 --> 00:05:29.520]  這個耶穌所愛的門徒
[00:05:29.520 --> 00:05:31.520]  記得一定不是拉薩路
[00:05:31.520 --> 00:05:34.000]  所以是十二個使徒裡其中一個
[00:05:34.000 --> 00:05:38.920]  所以最傳統的福音派
[00:05:38.920 --> 00:05:40.920]  都認為是作者
[00:05:40.920 --> 00:05:44.920]  就是這位使徒約翰
[00:05:44.920 --> 00:05:47.920]  就是雅各的弟弟
[00:05:47.920 --> 00:05:51.920]  那門徒便就勢靠著耶穌的胸膛
[00:05:51.920 --> 00:05:54.920]  問他說主是誰呢?
[00:05:54.920 --> 00:05:56.400]  耶穌回答說
[00:05:56.400 --> 00:05:58.920]  我沾一點餅給誰就是誰
[00:05:58.920 --> 00:06:00.920]  耶穌就沾了一點餅
[00:06:00.920 --> 00:06:03.920]  遞給加略人西門的兒子猶大
[00:06:03.920 --> 00:06:07.920]  他吃了以後撒旦就入了他的心
[00:06:07.920 --> 00:06:09.920]  耶穌便對他說
[00:06:09.920 --> 00:06:11.920]  你所作的快作罷
[00:06:11.920 --> 00:06:14.920]  同籍的人聽到耶穌所說
[00:06:14.920 --> 00:06:18.920]  都完全好像不能夠領會
[00:06:18.920 --> 00:06:21.920]  當時耶穌的內心的痛
[00:06:21.920 --> 00:06:25.920]  和神的榮耀時刻到
[00:06:25.920 --> 00:06:27.920]  就是主耶穌要被舉起
[00:06:27.920 --> 00:06:29.920]  要來到他被人陷害
[00:06:29.920 --> 00:06:32.920]  然後要交在祭司長的手
[00:06:32.920 --> 00:06:35.920]  但是門徒他現在在這個晚上
[00:06:35.920 --> 00:06:37.920]  這個樓房上
[00:06:37.920 --> 00:06:39.920]  他們感受到的是
[00:06:39.920 --> 00:06:42.920]  有一種凝重的氣氛
[00:06:42.920 --> 00:06:45.920]  但是不知道這麼多的詳細
[00:06:45.920 --> 00:06:47.920]  所以當耶穌這麼白
[00:06:47.920 --> 00:06:49.920]  跟猶大說
[00:06:49.920 --> 00:06:51.920]  第28節
[00:06:51.920 --> 00:06:55.920]  同籍的人會有一個知道是為什麼對他說者說
[00:06:55.920 --> 00:06:58.920]  可能聽完未必能夠領會到
[00:06:58.920 --> 00:07:01.920]  好像能夠將整個故事
[00:07:01.920 --> 00:07:04.920]  找到那個來龍去脈
[00:07:04.920 --> 00:07:09.920]  梳理不到耶穌所說的前因後果
[00:07:09.920 --> 00:07:15.920]  這樣去提到猶大受了這點病
[00:07:15.920 --> 00:07:18.920]  所以有人幫猶大解釋
[00:07:18.920 --> 00:07:20.920]  當時有人因為猶大帶著錢囊
[00:07:20.920 --> 00:07:22.920]  以為耶穌對他說
[00:07:22.920 --> 00:07:24.920]  你去買我們過節
