
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 早晨
[00:00:02.000 --> 00:00:06.000]  我見到你們個個穿了重甲裝
[00:00:06.000 --> 00:00:09.000]  就知道今天的天氣都很冷
[00:00:09.000 --> 00:00:11.000]  包括我在內
[00:00:11.000 --> 00:00:13.000]  雖然這麼冷的天氣
[00:00:13.000 --> 00:00:16.000]  但都沒有難阻我們去敬拜主的心
[00:00:16.000 --> 00:00:19.000]  這個非常之感恩
[00:00:19.000 --> 00:00:23.000]  今早你看到牧師只說一次經文
[00:00:23.000 --> 00:00:25.000]  可能會有兩個反應
[00:00:25.000 --> 00:00:27.000]  一個反應是 怎麼說這麼短?
[00:00:27.000 --> 00:00:31.000]  真的不夠厚 可不可以說長一點呢?
[00:00:31.000 --> 00:00:36.000]  第二個反應是 真是好了 牧師很快就說完
[00:00:36.000 --> 00:00:38.000]  無論哪個反應都好
[00:00:38.000 --> 00:00:43.000]  我們都一起來看看這次的經文
[00:00:43.000 --> 00:00:45.000]  這次的經文我們不如一起讀
[00:00:45.000 --> 00:00:48.000]  因為只有一次 預備起
[00:00:48.000 --> 00:00:53.000]  若有人服侍我 就當跟從我
[00:00:53.000 --> 00:00:58.000]  我在哪裡 服侍我的人也要在哪裡
[00:00:58.000 --> 00:01:03.000]  若有人服侍我 我必尊重他
[00:01:03.000 --> 00:01:06.000]  這句話是耶穌親口說的
[00:01:06.000 --> 00:01:09.000]  也都很確實的應許
[00:01:09.000 --> 00:01:13.000]  若有人侍奉上帝的時候
[00:01:13.000 --> 00:01:15.000]  上帝是會尊重他的
[00:01:15.000 --> 00:01:17.000]  大家有沒有留意到?
[00:01:17.000 --> 00:01:20.000]  也都告訴我們 若有人跟隨耶穌
[00:01:20.000 --> 00:01:23.000]  服侍耶穌 我們是蒙福的
[00:01:23.000 --> 00:01:27.000]  所以我今天的題目是蒙福的侍奉
[00:01:27.000 --> 00:01:32.000]  大家知不知道成為上帝的子女
[00:01:32.000 --> 00:01:35.000]  真是有很多福氣 很多恩典
[00:01:35.000 --> 00:01:40.000]  為什麼呢?除了我們的生命重新得救之外
[00:01:40.000 --> 00:01:43.000]  原來當我們做神的子女
[00:01:43.000 --> 00:01:46.000]  聖靈內住在我們的心中
[00:01:46.000 --> 00:01:50.000]  聖靈做我們的屬靈導師
[00:01:50.000 --> 00:01:55.000]  聖靈又引領我們明白上帝的心意
[00:01:55.000 --> 00:01:58.000]  聖靈又給我們有恩賜
[00:01:58.000 --> 00:02:02.000]  叫我們可以侍奉上帝
[00:02:02.000 --> 00:02:06.000]  可能你覺得牧師我舊底唱歌不行
[00:02:06.000 --> 00:02:08.000]  一唱起來就走音
[00:02:08.000 --> 00:02:11.000]  不是走音 是五音不全
[00:02:11.000 --> 00:02:13.000]  但信了耶穌之後
[00:02:13.000 --> 00:02:18.000]  上崇拜 聚會 團契 經常唱詩
[00:02:18.000 --> 00:02:23.000]  正是自己愛上了音樂 愛上了唱詩
[00:02:23.000 --> 00:02:27.000]  可能不久之後你會加入師班也不一定
[00:02:27.000 --> 00:02:33.000]  也都很想透過音樂 透過唱詩來侍奉上帝
[00:02:33.000 --> 00:02:37.000]  這就是上帝給我們的恩賜
[00:02:37.000 --> 00:02:39.000]  各位弟子妹妹
[00:02:39.000 --> 00:02:41.000]  上帝給我們恩賜
[00:02:41.000 --> 00:02:44.000]  我們可以侍奉祂
[00:02:44.000 --> 00:02:47.000]  這是獨一無二的
[00:02:47.000 --> 00:02:49.000]  為什麼我這樣強調呢?
[00:02:49.000 --> 00:02:51.000]  是因為未認識主的朋友
[00:02:51.000 --> 00:02:55.000]  他們不明白什麼叫侍奉神
[00:02:55.000 --> 00:02:57.000]  大家認同嗎?
[00:02:57.000 --> 00:03:00.000]  但我們重新得救基督徒
[00:03:00.000 --> 00:03:02.000]  我們能夠侍奉上帝
[00:03:02.000 --> 00:03:05.000]  我們就明白其中的意義
[00:03:05.000 --> 00:03:07.000]  也都告訴我們
[00:03:07.000 --> 00:03:09.000]  是屬主的子女
[00:03:09.000 --> 00:03:17.000]  我們才有資格侍奉天上榮耀的上帝
[00:03:17.000 --> 00:03:19.000]  所以我們今天侍奉神
[00:03:19.000 --> 00:03:21.000]  真是很有福氣
[00:03:21.000 --> 00:03:23.000]  很簡單和大家今早看看
[00:03:23.000 --> 00:03:27.000]  原來侍奉上帝給我們什麼福氣呢?
[00:03:27.000 --> 00:03:31.000]  第一個福氣就是上帝
[00:03:31.000 --> 00:03:33.000]  透過給我們的侍奉
[00:03:33.000 --> 00:03:37.000]  我們能夠得到神的尊重
[00:03:37.000 --> 00:03:40.000]  因為耶穌說:若有人服侍我
[00:03:40.000 --> 00:03:43.000]  我忽必尊重他
[00:03:43.000 --> 00:03:44.000]  換句話來說
[00:03:44.000 --> 00:03:46.000]  當我們今天侍奉神
[00:03:46.000 --> 00:03:48.000]  是神很重視的
[00:03:48.000 --> 00:03:51.000]  神是欣賞的
[00:03:51.000 --> 00:03:53.000]  如果我們按上帝的心意
[00:03:53.000 --> 00:03:56.000]  去侍奉上帝的時候
[00:03:56.000 --> 00:04:01.000]  甚至我們服侍所做的工作
[00:04:01.000 --> 00:04:03.000]  是上帝建立的
[00:04:03.000 --> 00:04:06.000]  上帝會建立我們所做的工作
[00:04:06.000 --> 00:04:08.000]  所以各位各位頂智慕們
[00:04:08.000 --> 00:04:09.000]  你可以放心
[00:04:09.000 --> 00:04:13.000]  如果上帝讓你在教會有服侍
[00:04:13.000 --> 00:04:15.000]  讓你在家庭有服侍
[00:04:15.000 --> 00:04:17.000]  讓你在社區有服侍
[00:04:17.000 --> 00:04:20.000]  讓你在職場有侍奉
[00:04:20.000 --> 00:04:23.000]  又讓你可能在一些社交圈子
[00:04:23.000 --> 00:04:26.000]  又或者在醫院、院舍裡
[00:04:26.000 --> 00:04:28.000]  有服侍的機會
