
[00:00:00.000 --> 00:00:02.000]  請先師妹平安
[00:00:02.000 --> 00:00:04.500]  很感恩轉眼間有一年的時間
[00:00:04.500 --> 00:00:06.500]  去年也是六月的時候
[00:00:06.500 --> 00:00:09.500]  在晚堂聚會和大家見過面
[00:00:09.500 --> 00:00:13.500]  多謝曾牧師邀請讓我在大家當中
[00:00:13.500 --> 00:00:18.000]  可以一同來敬拜 一同來思想神的話
[00:00:18.000 --> 00:00:21.500]  今晚和大家思想這個題目叫「扭軚」
[00:00:21.500 --> 00:00:25.000]  也挺粗俗的說話 扭軚
[00:00:25.000 --> 00:00:28.500]  這個扭軚通常是指
[00:00:28.500 --> 00:00:32.500]  將一個鍵盤 特別是開車
[00:00:32.500 --> 00:00:35.500]  或者開船的人 要扭它
[00:00:35.500 --> 00:00:38.500]  扭軚的意思是換方向
[00:00:38.500 --> 00:00:42.500]  左邊去右邊 或者右邊去左邊
[00:00:42.500 --> 00:00:45.500]  這樣就是扭軚
[00:00:45.500 --> 00:00:48.500]  扭軚對於開車的人
[00:00:48.500 --> 00:00:51.500]  我相信是大家在不同的動作裏面
[00:00:51.500 --> 00:00:53.500]  一個基本的動作來的
[00:00:53.500 --> 00:00:56.500]  除了要看倒後鏡 看旁邊的
[00:00:56.500 --> 00:01:00.500]  看來看去 還要懂得扭軚
[00:01:00.500 --> 00:01:02.500]  扭軚何時需要呢?
[00:01:02.500 --> 00:01:04.500]  如果這條路是直的
[00:01:04.500 --> 00:01:07.500]  你是不會扭軚的
[00:01:07.500 --> 00:01:09.500]  我記得在外國的時候
[00:01:09.500 --> 00:01:11.500]  知道有些地方 路真的是
[00:01:11.500 --> 00:01:14.500]  一直很長很長很遠的
[00:01:14.500 --> 00:01:17.500]  甚至那些車可以有個按鈕給你
[00:01:17.500 --> 00:01:19.500]  定了位置你就走
[00:01:19.500 --> 00:01:22.500]  你在上面不用雙手放在鍵盤上面
[00:01:22.500 --> 00:01:24.500]  因為很累 整天趴在那裏
[00:01:24.500 --> 00:01:26.500]  所以就扭它直去
[00:01:26.500 --> 00:01:29.500]  因為是過了州 過了省的
[00:01:29.500 --> 00:01:30.500]  是很長的
[00:01:30.500 --> 00:01:32.500]  但是甚麼時候我們需要
[00:01:32.500 --> 00:01:34.500]  明明的車向前
[00:01:34.500 --> 00:01:37.500]  你要扭軚 轉方向呢?
[00:01:37.500 --> 00:01:41.500]  我想到可能有五個可能
[00:01:41.500 --> 00:01:43.500]  或者多過五個
[00:01:43.500 --> 00:01:46.500]  第一個是路途的指引 指示
[00:01:46.500 --> 00:01:49.500]  走到那裏 它說要U-turn
[00:01:49.500 --> 00:01:52.500]  你一定要扭 因為那裏就是絕路
[00:01:52.500 --> 00:01:55.500]  你變成跟隨道路的指示
[00:01:55.500 --> 00:01:57.500]  扭軚 轉
[00:01:57.500 --> 00:02:01.500]  或者是因為自己改變主意
[00:02:01.500 --> 00:02:03.500]  去那裏 想一想就算了
[00:02:03.500 --> 00:02:05.500]  我不是去那裏 我先去那裏
[00:02:05.500 --> 00:02:09.500]  那你就轉軚 轉到別處
[00:02:09.500 --> 00:02:11.500]  有時候因為走錯路
[00:02:11.500 --> 00:02:13.500]  走到那裏 哎呀不對
[00:02:13.500 --> 00:02:15.500]  那應該要轉回頭
[00:02:15.500 --> 00:02:18.500]  我們就扭軚 轉方向
[00:02:18.500 --> 00:02:21.500]  有時候就是因為前面出現了一些
[00:02:21.500 --> 00:02:24.500]  危機 有些甚麼危機
[00:02:24.500 --> 00:02:26.500]  突然間就狗跑出來
[00:02:26.500 --> 00:02:29.500]  或者是小孩子出來
[00:02:29.500 --> 00:02:31.500]  你馬上要扭一扭
[00:02:31.500 --> 00:02:33.500]  令到它不會撞過去
[00:02:33.500 --> 00:02:36.500]  來遇到 弄到車禍
[00:02:36.500 --> 00:02:38.500]  最後當然就是剛才所說的
[00:02:38.500 --> 00:02:40.500]  有危機的危險
[00:02:40.500 --> 00:02:42.500]  這裏有個坑
[00:02:42.500 --> 00:02:44.500]  或者有時候因為
[00:02:44.500 --> 00:02:47.500]  我們在外國很多時候會有地震之後
[00:02:47.500 --> 00:02:49.500]  地就凹陷
[00:02:49.500 --> 00:02:51.500]  你見到就馬上扭軚
[00:02:51.500 --> 00:02:54.500]  免得你的車輪掉下去
[00:02:54.500 --> 00:02:56.500]  無端端我們不會扭軚的
[00:02:56.500 --> 00:02:58.500]  我們都一直走的
[00:02:58.500 --> 00:03:01.500]  但就是遇見 像剛才所說的
[00:03:01.500 --> 00:03:04.500]  五個可能原因 因為到處主人
[00:03:04.500 --> 00:03:06.500]  因為走錯路 改變主意
[00:03:06.500 --> 00:03:10.500]  因為有些小朋友出來
[00:03:10.500 --> 00:03:13.500]  或者自己見到危機
[00:03:13.500 --> 00:03:16.500]  要扭軚 扭軚的目的
[00:03:16.500 --> 00:03:19.500]  就是扭正它 避開危險
[00:03:19.500 --> 00:03:22.500]  可以繼續去到自己的目的地
[00:03:22.500 --> 00:03:24.500]  不然的話 你就會遇險的
[00:03:24.500 --> 00:03:26.500]  如果不扭軚的話
[00:03:26.500 --> 00:03:30.500]  扭軚都要適合的方法
[00:03:30.500 --> 00:03:35.500]  我記得我第一次的印象很深刻
[00:03:35.500 --> 00:03:38.500]  當我年輕 在外國留學的時候
[00:03:38.500 --> 00:03:41.500]  都要做一些額外工作
[00:03:41.500 --> 00:03:45.500]  賺一些收入來幫補自己的使用費
[00:03:45.500 --> 00:03:49.500]  就去幫人家做一些家務助理
[00:03:49.500 --> 00:03:51.500]  很多神學生都會的
[00:03:51.500 --> 00:03:53.500]  我是讀神學的
[00:03:53.500 --> 00:03:57.500]  有一個家庭就派他的女兒來接我
[00:03:57.500 --> 00:03:59.500]  接我去他家
[00:03:59.500 --> 00:04:02.500]  這個女兒18、19歲 拿著車牌沒多久
[00:04:02.500 --> 00:04:05.500]  我見她開車很爽的
[00:04:05.500 --> 00:04:08.500]  她怎樣扭軚 她的手這樣握的
[00:04:08.500 --> 00:04:11.500]  就扭她 看不到她的手指
[00:04:11.500 --> 00:04:14.500]  我見到自己也鬆碎
[00:04:14.500 --> 00:04:17.500]  覺得很爽 很過癮
[00:04:17.500 --> 00:04:19.500]  為甚麼可以這樣扭軚呢
[00:04:19.500 --> 00:04:21.500]  另外又見到一些人
[00:04:21.500 --> 00:04:24.500]  不斷從那個方向扭
[00:04:24.500 --> 00:04:26.500]  很忙啊 這樣扭
[00:04:26.500 --> 00:04:28.500]  她就這樣
[00:04:28.500 --> 00:04:30.500]  到後來我自己
[00:04:30.500 --> 00:04:33.500]  因為需要學開車
[00:04:33.500 --> 00:04:36.500]  師父說 這些都不好學的
[00:04:36.500 --> 00:04:37.500]  不是這樣扭的
[00:04:37.500 --> 00:04:40.500]  萬一手一脫 車就撞到別處
[00:04:40.500 --> 00:04:42.500]  或者這樣就很忙
[00:04:42.500 --> 00:04:44.500]  應該左右手這樣握
[00:04:44.500 --> 00:04:46.500]  兩邊來這樣
[00:04:46.500 --> 00:04:48.500]  就最穩定 一定要握得緊
[00:04:48.500 --> 00:04:52.500]  沒錯 如果我們遇到有需要扭軚
[00:04:52.500 --> 00:04:54.500]  或者要用正確的方法
[00:04:54.500 --> 00:04:57.500]  不然的話 亦都難免有危機
[00:04:57.500 --> 00:05:01.500]  所以今晚想和大家透過
[00:05:01.500 --> 00:05:05.500]  聖經裏面一段的以色列人的歷史
[00:05:05.500 --> 00:05:09.500]  來看看思想這個扭軚的題目
[00:05:09.500 --> 00:05:11.500]  因為坦白說 在我人生裏面
[00:05:11.500 --> 00:05:13.500]  本來我們都是直直行
[00:05:13.500 --> 00:05:16.500]  但是可能去到某一個時機
[00:05:16.500 --> 00:05:19.500]  我們都覺得我們需要扭軚的
[00:05:19.500 --> 00:05:22.500]  這個扭軚 最終是誰扭
[00:05:22.500 --> 00:05:25.500]  就是我們需要神為我們扭軚
[00:05:25.500 --> 00:05:27.500]  剛才所讀的這段經文
[00:05:27.500 --> 00:05:31.500]  其實今晚 大家如果手邊有聖經的話
[00:05:31.500 --> 00:05:33.500]  要和我一起看
[00:05:33.500 --> 00:05:37.500]  我不單止看耶利米書的第26章這一段
[00:05:37.500 --> 00:05:39.500]  這個只是個開始
[00:05:39.500 --> 00:05:42.500]  因為在當時這裡說到
[00:05:42.500 --> 00:05:47.500]  由大王約西亞的兒子約瓦勁登基
[00:05:47.500 --> 00:05:50.500]  在這裏我也想讓大家知道
[00:05:50.500 --> 00:05:53.500]  當耶利米寫這個書的時候
[00:05:53.500 --> 00:05:55.500]  他是在一個甚麼時代
[00:05:55.500 --> 00:06:00.500]  從他們的歷史 其實我們是在學功課
[00:06:00.500 --> 00:06:02.500]  因為今天我們可能都是面對一個
[00:06:02.500 --> 00:06:04.500]  需要扭軚的時候
[00:06:04.500 --> 00:06:08.500]  想看看這個約瓦勁登基
[00:06:08.500 --> 00:06:10.500]  那麼約瓦勁是誰
[00:06:10.500 --> 00:06:12.500]  如果大家方便的話
[00:06:12.500 --> 00:06:14.500]  不如我告訴大家
[00:06:14.500 --> 00:06:16.500]  在耶利米書的第一章
[00:06:16.500 --> 00:06:19.500]  我們看第一到第三節
[00:06:19.500 --> 00:06:23.500]  就知道耶利米才是甚麼時候蒙召的
[00:06:23.500 --> 00:06:24.500]  這裡說到
[00:06:24.500 --> 00:06:27.500]  「辯雅文地亞那特城的弟子中」
[00:06:27.500 --> 00:06:31.500]  「希臘家的兒子耶利米的話記在下面」
[00:06:31.500 --> 00:06:36.500]  「由大王阿門的兒子約西亞在位十三年」
[00:06:36.500 --> 00:06:39.500]  「耶和華的話臨到耶利米」
[00:06:39.500 --> 00:06:43.500]  「從由大王約西亞的兒子約瓦勁在位時候」
[00:06:43.500 --> 00:06:48.500]  「直到由大王約西亞的兒子西底加在位的末年」
[00:06:48.500 --> 00:06:53.500]  「就是十一年五月間耶路撒冷人被擄的時候」
[00:06:53.500 --> 00:06:56.500]  「耶和華的話也上臨到耶利米」
[00:06:56.500 --> 00:06:59.500]  大家如果熟悉的耶利米書
[00:06:59.500 --> 00:07:02.500]  第一章耶利米蒙召其實是很年輕的
[00:07:02.500 --> 00:07:06.500]  當時是約西亞王的第十三年
[00:07:06.500 --> 00:07:10.500]  這裡有幾個猶太王我想讓大家知道的
[00:07:10.500 --> 00:07:13.500]  約西亞王是個好王
[00:07:13.500 --> 00:07:15.500]  他帶領國家的復興
[00:07:15.500 --> 00:07:17.500]  他八歲就上任
[00:07:17.500 --> 00:07:19.500]  就被納為王很小
[00:07:19.500 --> 00:07:21.500]  但這個這麼年幼的王
[00:07:21.500 --> 00:07:25.500]  他決定要行耶和華眼中漢為政的事
[00:07:25.500 --> 00:07:27.500]  到他十幾歲的時候
[00:07:27.500 --> 00:07:30.500]  他就下令人們來收集聖殿
[00:07:30.500 --> 00:07:32.500]  在聖殿找到律法書
[00:07:32.500 --> 00:07:34.500]  並且根據律法書的指引
[00:07:34.500 --> 00:07:36.500]  他帶領國家的復興
[00:07:36.500 --> 00:07:38.500]  根據《六澤書》的教導
[00:07:38.500 --> 00:07:41.500]  也帶來一個空前的御節
[00:07:41.500 --> 00:07:42.500]  守御節
[00:07:42.500 --> 00:07:44.500]  這個就是約西亞王
[00:07:44.500 --> 00:07:47.500]  他總共在位是三十一年
[00:07:47.500 --> 00:07:50.500]  但在這三十一年裏面的十三年
[00:07:50.500 --> 00:07:53.500]  甚至開始呼召耶利米
[00:07:53.500 --> 00:07:54.500]  呼召耶利米做甚麼呢?
[00:07:54.500 --> 00:07:56.500]  呼召耶利米做先知
[00:07:56.500 --> 00:08:00.500]  告訴他在第一章第十節
[00:08:00.500 --> 00:08:02.500]  「我今日納你在聶邦國之上
[00:08:02.500 --> 00:08:05.500]  為要施行拔出拆毀毀壞
