
[00:00:00.000 --> 00:00:02.400]  各位頂姐妹早安
[00:00:02.400 --> 00:00:05.680]  其實剛才報告的時候也說了早安
[00:00:05.680 --> 00:00:09.720]  今天的經文很短
[00:00:09.720 --> 00:00:14.520]  本來我的想法是跟著上一次我說到的時候
[00:00:14.520 --> 00:00:17.000]  羅馬書的進度
[00:00:17.000 --> 00:00:19.480]  繼續分享羅馬書
[00:00:19.480 --> 00:00:23.760]  但是今時今日去到說這些經文
[00:00:23.760 --> 00:00:27.080]  其實可以說是有些困難和痛苦
[00:00:27.080 --> 00:00:33.080]  基本上在這個時間去說這些經文是非常不容易的
[00:00:33.080 --> 00:00:33.760]  為什麼呢?
[00:00:33.760 --> 00:00:36.080]  這些經文我們經常討論
[00:00:36.080 --> 00:00:41.000]  不要以惡報惡 要以善勝惡這一類
[00:00:41.000 --> 00:00:46.120]  說這些經文其實在太平盛世的日子去說是容易的
[00:00:46.120 --> 00:00:50.400]  但是當在這麼苦難這麼多痛苦的日子裡面
[00:00:50.400 --> 00:00:56.160]  去說這些以善勝惡不要以惡報惡的經文
[00:00:56.160 --> 00:00:58.400]  其實是很困難的
[00:00:58.400 --> 00:01:01.520]  在這些時候說這些是很難應用的
[00:01:01.520 --> 00:01:05.400]  所以我想跟大家首先梳理一下這個應用
[00:01:05.400 --> 00:01:07.960]  我們處理這些經文的時候大家要明白
[00:01:07.960 --> 00:01:12.280]  就是這些教導我稱之為一個普遍的原則
[00:01:12.280 --> 00:01:13.800]  什麼叫做普遍原則?
[00:01:13.800 --> 00:01:19.040]  就是說其實有時候這些東西是有一種普遍性
[00:01:19.040 --> 00:01:24.640]  就是放在哪裡都算是有一點道理 適用的
[00:01:24.640 --> 00:01:28.160]  這些情況在書信裡面是特別多的
[00:01:28.160 --> 00:01:33.120]  因為你看書信相對背景資料是少的
[00:01:33.120 --> 00:01:36.600]  就是它是寫給誰的書信而已
[00:01:36.600 --> 00:01:40.280]  很少說到歷史背景在裡面
[00:01:40.280 --> 00:01:43.960]  福音書 歷史書那些就會容易找到背景
[00:01:43.960 --> 00:01:46.520]  對理解經文就有幫助
[00:01:46.520 --> 00:01:49.160]  但是看書信就有些困難
[00:01:49.160 --> 00:01:54.600]  我們要理解我們說一句話的時候一定要想到處境
[00:01:54.600 --> 00:01:58.600]  比如有些肢體知道我最近考了車牌
[00:01:58.600 --> 00:02:00.600]  就叫我買車
[00:02:00.600 --> 00:02:02.960]  不是送車給我 叫我買車而已
[00:02:02.960 --> 00:02:05.960]  買車我問他泊在哪裡
[00:02:05.960 --> 00:02:07.960]  他說泊在花園
[00:02:07.960 --> 00:02:10.960]  你在錦繡 住在加州有個花園嗎?
[00:02:10.960 --> 00:02:12.960]  我沒有 我住樓房
[00:02:12.960 --> 00:02:14.280]  沒有花園那怎麼辦?
[00:02:14.280 --> 00:02:18.880]  不能夠應用的 不能夠將處境一起應用的
[00:02:18.880 --> 00:02:20.480]  所以聖經裡面有一些東西
[00:02:20.480 --> 00:02:23.000]  特別書信裡面的普遍原則
[00:02:23.000 --> 00:02:27.000]  其實是寫給整間教會看的
[00:02:27.000 --> 00:02:30.000]  它說的話就有一點普遍性在這裡
[00:02:30.000 --> 00:02:31.680]  每個人處境不同
[00:02:31.680 --> 00:02:35.600]  那個情況其實就好像我在這裡講道所說的話
[00:02:35.600 --> 00:02:38.280]  還有我坐在你身邊跟你聊天的東西
[00:02:38.280 --> 00:02:39.920]  是會有一點不同的
[00:02:39.920 --> 00:02:43.280]  因為我不能夠在講台裡面度身訂做
[00:02:43.280 --> 00:02:47.400]  為每一位去講一個信息
[00:02:47.400 --> 00:02:49.920]  一定是每個人都合心意的
[00:02:49.920 --> 00:02:51.920]  寫書信都一樣
[00:02:51.920 --> 00:02:54.720]  其實這些普遍原則
[00:02:54.720 --> 00:02:56.720]  我們日常生活裡面都會學的
[00:02:56.720 --> 00:02:58.320]  最簡單的例子
[00:02:58.320 --> 00:03:00.920]  從小到大你家人會教你 你要誠實
[00:03:00.920 --> 00:03:02.920]  是不是?你要誠實
[00:03:02.920 --> 00:03:06.920]  誠實不可以說謊 這個品格當然重要
[00:03:06.920 --> 00:03:09.920]  但是這個是正常情況下
[00:03:09.920 --> 00:03:12.920]  我舉個例子 如果有個賊進屋打劫
[00:03:12.920 --> 00:03:15.920]  你有十個地方放錢的
[00:03:15.920 --> 00:03:18.920]  你要誠實 你是不是十個地方都告訴他?
[00:03:18.920 --> 00:03:21.520]  其實我床頭櫃那裡第一格有三千元
[00:03:21.520 --> 00:03:23.320]  但是下面那裡還有一萬元
[00:03:23.320 --> 00:03:25.920]  我的夾萬那裡就在衣櫃下面
[00:03:25.920 --> 00:03:27.520]  密碼是12345678
[00:03:27.520 --> 00:03:31.720]  然後在廁所那裡其實那裡還放了幾條金條
[00:03:31.720 --> 00:03:34.720]  你不會的 你不會全部告訴他
