
[00:00:00.000 --> 00:00:02.000]  我們一起有祈禱
[00:00:02.000 --> 00:00:05.600]  多謝主讓我們今天晚上
[00:00:05.600 --> 00:00:11.000]  又再一次能夠透過視像的軟件
[00:00:11.000 --> 00:00:16.600]  我們可以在線一同去研讀神的話語
[00:00:16.600 --> 00:00:18.200]  我們很盼望
[00:00:18.200 --> 00:00:20.600]  特別因為講到關於啟示錄
[00:00:20.600 --> 00:00:25.000]  一些我們真的未必能夠可以很準確
[00:00:25.000 --> 00:00:28.200]  來去按字面解釋的經文
[00:00:28.200 --> 00:00:32.600]  都讓我們能夠透過
[00:00:32.600 --> 00:00:34.800]  讓我們看到的一個圖畫
[00:00:34.800 --> 00:00:39.000]  天上將來的情況
[00:00:39.000 --> 00:00:41.200]  我們可以來去明白
[00:00:41.200 --> 00:00:43.000]  以致在我們現在
[00:00:43.000 --> 00:00:47.000]  我們怎樣來為將來有一個準備
[00:00:47.000 --> 00:00:49.000]  求主帶領我們
[00:00:49.000 --> 00:00:52.000]  也讓我們能夠真是有一個渴慕
[00:00:52.000 --> 00:00:56.200]  對神話語關乎到末後的世代
[00:00:56.200 --> 00:01:01.200]  將來的局勢有一個掌握形式
[00:01:01.200 --> 00:01:02.800]  求你帶領我們
[00:01:02.800 --> 00:01:05.200]  我們一起在你面前等候禱告
[00:01:05.200 --> 00:01:07.200]  奉耶穌基督的名
[00:01:07.200 --> 00:01:08.200]  阿門
[00:01:08.200 --> 00:01:11.800]  好 開始我們啟示錄
[00:01:11.800 --> 00:01:16.200]  上一個星期其實我們講到第六章近尾
[00:01:16.200 --> 00:01:19.600]  第六章尾都有少少一些概念
[00:01:19.600 --> 00:01:22.200]  都想待會會在舊約
[00:01:22.200 --> 00:01:26.200]  再給大家有少少的豐富
[00:01:26.200 --> 00:01:31.200]  那個約翰他在那個異象裏面
[00:01:31.200 --> 00:01:33.200]  他見到的
[00:01:33.200 --> 00:01:37.200]  和舊約其實一直都有很緊密的關連
[00:01:37.200 --> 00:01:40.200]  未必是約翰自己很天馬行空
[00:01:40.200 --> 00:01:45.200]  其實在舊約真是有過這樣的狀況
[00:01:45.200 --> 00:01:48.200]  所以去到新約去到啟示錄
[00:01:48.200 --> 00:01:54.200]  神都用得回這些猶太人以往在他們的經卷裏面
[00:01:54.200 --> 00:01:57.200]  或者應該叫經典裏面
[00:01:57.200 --> 00:02:00.200]  有過的那些做法
[00:02:00.200 --> 00:02:02.200]  所以約翰就不陌生了
[00:02:02.200 --> 00:02:06.200]  他就不會覺得是好像很匪夷所思
[00:02:06.200 --> 00:02:10.200]  譬如我們等一下講的十二支派
[00:02:10.200 --> 00:02:14.200]  這些都是猶太人他們引頸以待
[00:02:14.200 --> 00:02:18.200]  什麼時候是以色列德國的時候
[00:02:18.200 --> 00:02:25.200]  什麼時候是十二支派去審判將來的世代的時候
[00:02:25.200 --> 00:02:28.200]  這些全部都是在新約福音書的年代
[00:02:28.200 --> 00:02:31.200]  耶穌自己的應許
[00:02:31.200 --> 00:02:35.200]  所以去到新約的啟示錄有這些的預言
[00:02:35.200 --> 00:02:38.200]  完全就很合理
[00:02:38.200 --> 00:02:42.200]  和不會令到約翰覺得有天馬行空
[00:02:42.200 --> 00:02:46.200]  所以我們就看回第六章近尾的經文
[00:02:46.200 --> 00:02:50.200]  因為離開了兩次
[00:02:50.200 --> 00:02:53.200]  所以幫大家再有一個概念
[00:02:53.200 --> 00:02:59.200]  第六印就是第十二節
[00:02:59.200 --> 00:03:05.200]  第七章就是一個加插的段落
[00:03:05.200 --> 00:03:07.200]  很長的段落
[00:03:07.200 --> 00:03:11.200]  因為是第六印和第七印的中間
[00:03:11.200 --> 00:03:14.200]  第六印就這樣說
[00:03:14.200 --> 00:03:18.200]  第五印就是那個祭壇的一些亡靈
[00:03:18.200 --> 00:03:20.200]  即是死去的聖徒
[00:03:20.200 --> 00:03:24.200]  向神呼喚審判
[00:03:24.200 --> 00:03:26.200]  要他們安息
[00:03:26.200 --> 00:03:28.200]  我們講過了
[00:03:28.200 --> 00:03:30.200]  先給他們一些賞賜
[00:03:30.200 --> 00:03:34.200]  就是有白衣來賞賜給他們
[00:03:34.200 --> 00:03:39.200]  讓他們來等待那個大日子
[00:03:39.200 --> 00:03:43.200]  然後他們就安息
[00:03:43.200 --> 00:03:45.200]  接著我們看第十二節
[00:03:45.200 --> 00:03:48.200]  揭開第六印的時候
[00:03:48.200 --> 00:03:50.200]  我又看見地大震動
[00:03:50.200 --> 00:03:53.200]  日頭變黑像毛布
[00:03:53.200 --> 00:03:55.200]  滿月變紅像血
[00:03:55.200 --> 00:03:58.200]  這些和福音書的描述是完全一樣的
[00:03:58.200 --> 00:04:02.200]  就是耶穌基督說的那個橄欖山的預言
[00:04:02.200 --> 00:04:04.200]  最後的那個階段
[00:04:04.200 --> 00:04:11.200]  天勢都改變的地動山移的那些光景
[00:04:11.200 --> 00:04:13.200]  這裡告訴我們
[00:04:13.200 --> 00:04:15.200]  滿月變紅像血
[00:04:15.200 --> 00:04:18.200]  天上的星辰墜落於地
[00:04:18.200 --> 00:04:21.200]  如同無花果樹被大風搖動
[00:04:21.200 --> 00:04:24.200]  落下未熟的果子一樣
[00:04:24.200 --> 00:04:26.200]  天就挪移
[00:04:26.200 --> 00:04:29.200]  好像書卷被卷起來
[00:04:29.200 --> 00:04:32.200]  山嶺海島都被挪移
[00:04:32.200 --> 00:04:33.200]  離開本位
[00:04:33.200 --> 00:04:38.200]  地上的君王神宰將軍父護壯士
[00:04:38.200 --> 00:04:45.200]  和一切為奴的自主的都藏在山洞和岩石月裡
[00:04:45.200 --> 00:04:47.200]  向山和岩石說
[00:04:47.200 --> 00:04:49.200]  倒在我們身上吧
[00:04:49.200 --> 00:04:51.200]  把我們藏起來
[00:04:51.200 --> 00:04:56.200]  躲避坐寶座的面目和羔羊的憤怒
[00:04:56.200 --> 00:04:59.200]  神這位榮耀的主
[00:04:59.200 --> 00:05:03.200]  他審判的面容
[00:05:03.200 --> 00:05:07.200]  另外同時間是很平衡的
[00:05:07.200 --> 00:05:09.200]  有神的憤怒
[00:05:09.200 --> 00:05:12.200]  同時間有羔羊的憤怒
[00:05:12.200 --> 00:05:18.200]  每一個人抱著兒子
[00:05:18.200 --> 00:05:21.200]  爸爸就很凶惡
[00:05:21.200 --> 00:05:22.200]  不是這樣
[00:05:22.200 --> 00:05:24.200]  好像很強調
[00:05:24.200 --> 00:05:28.200]  所以這裡不要有錯誤的聯想
[00:05:28.200 --> 00:05:30.200]  三位一體
[00:05:30.200 --> 00:05:34.200]  為什麼這樣出現
