
[00:00:00.000 --> 00:00:02.000]  好 我們一起祈禱
[00:00:02.000 --> 00:00:05.220]  感恩我們再一次可以聚集
[00:00:05.220 --> 00:00:08.220]  無論在網上、線上的
[00:00:08.220 --> 00:00:10.220]  或者是在現場
[00:00:10.220 --> 00:00:13.880]  還有當我們成為了錄音之後
[00:00:13.880 --> 00:00:16.640]  在不同地方的弟兄姊妹
[00:00:16.640 --> 00:00:20.100]  甚至乎可能是不同宗派的教會的弟兄姊妹
[00:00:20.100 --> 00:00:22.960]  可以聽到主的道的時候
[00:00:22.960 --> 00:00:24.960]  可以彼此的勉勵
[00:00:24.960 --> 00:00:26.960]  我們真的很盼望主的聖靈
[00:00:26.960 --> 00:00:30.560]  在我們大家的心靈裏面去工作
[00:00:30.560 --> 00:00:32.300]  使我們明白
[00:00:32.300 --> 00:00:36.240]  少徒保羅在雅典
[00:00:36.240 --> 00:00:39.940]  所要向傑瑟羅尼加城的弟兄姊妹
[00:00:39.940 --> 00:00:41.940]  傳遞的那個真理
[00:00:41.940 --> 00:00:44.940]  尤其是提到主的再來
[00:00:44.940 --> 00:00:46.940]  是講了很多次
[00:00:46.940 --> 00:00:48.940]  前書、後書都講
[00:00:48.940 --> 00:00:53.320]  為甚麼在第二次的旅行報道
[00:00:53.320 --> 00:00:57.860]  就已經這麼強調主再來的真理
[00:00:57.860 --> 00:01:00.960]  這個都值得我們很認真去思想的
[00:01:00.960 --> 00:01:03.840]  求主給我們對於主的再來
[00:01:03.840 --> 00:01:05.840]  不是一個天方夜譚
[00:01:05.840 --> 00:01:09.060]  不是一個都不在我們的心思意念裏面
[00:01:09.060 --> 00:01:12.440]  一個不會出現的真理
[00:01:12.440 --> 00:01:18.640]  我們能夠常常在這樣的教導下去生活
[00:01:18.640 --> 00:01:21.380]  使我們的生活更加具體
[00:01:21.380 --> 00:01:23.120]  更加有建設性
[00:01:23.120 --> 00:01:25.120]  更加合乎主的心意
[00:01:25.120 --> 00:01:27.120]  願神帶領我們每一位
[00:01:27.120 --> 00:01:30.860]  我們這樣禱告奉耶穌基督的名
[00:01:30.860 --> 00:01:32.520]  阿們
[00:01:32.520 --> 00:01:34.840]  我們上一個星期第三章
[00:01:34.840 --> 00:01:39.180]  近尾最後一節就提到三章的十三節
[00:01:39.180 --> 00:01:41.180]  我們又用了一點時間
[00:01:41.180 --> 00:01:42.280]  去跳一跳
[00:01:42.280 --> 00:01:45.420]  就去到第九節到十二節
[00:01:45.420 --> 00:01:49.360]  講到關於主的再來的情況
[00:01:49.360 --> 00:01:54.280]  應該是十三到十八節那一段
[00:01:54.280 --> 00:01:58.500]  我們待會兒會再補充的
[00:01:58.500 --> 00:02:02.860]  但是我們就涉及了一段很重要的經文
[00:02:02.860 --> 00:02:04.860]  就是一到第九節
[00:02:04.860 --> 00:02:09.460]  就探討了愛和合一
[00:02:09.460 --> 00:02:14.400]  或者說愛和聖結
[00:02:14.400 --> 00:02:20.000]  這兩個重要的生命的基督徒的特質
[00:02:20.000 --> 00:02:23.780]  是保羅在第三章結尾
[00:02:23.780 --> 00:02:27.740]  和第四章下半段講到主再來
[00:02:27.740 --> 00:02:31.580]  然後夾雜的一個這麼重要的教導
[00:02:31.580 --> 00:02:33.580]  是一個性教育
[00:02:33.580 --> 00:02:36.540]  都很露骨的
[00:02:36.540 --> 00:02:38.480]  似乎又不是責備性的
[00:02:38.480 --> 00:02:42.420]  去罵跳上羅尼加城的人
[00:02:42.420 --> 00:02:45.940]  而是他們要明白神的旨意
[00:02:45.940 --> 00:02:49.560]  就是說他們第一章的時候
[00:02:49.560 --> 00:02:53.020]  保羅說他們是離開偶像敬拜真神
[00:02:53.020 --> 00:02:56.140]  所以離開偶像
[00:02:56.140 --> 00:02:58.480]  就是說他們以前都是拜偶像
[00:02:58.480 --> 00:03:03.400]  是有機會去涉及那些供奉偶像
[00:03:03.400 --> 00:03:05.400]  和那些妙技的
[00:03:05.400 --> 00:03:08.540]  哥倫多就一定有的了
[00:03:08.540 --> 00:03:11.600]  跳上羅尼加都很近哥倫多的
[00:03:11.600 --> 00:03:15.000]  我想那個時候他們應該都很繁盛
[00:03:15.000 --> 00:03:17.000]  那些是大都會
[00:03:17.000 --> 00:03:19.920]  所以就不是說很遠很遠的
[00:03:19.920 --> 00:03:22.940]  都是在地中海附近的地方
[00:03:22.940 --> 00:03:26.440]  如果坐船就更加快過馬車
[00:03:26.440 --> 00:03:28.940]  或者是其它的陸路
[00:03:28.940 --> 00:03:31.180]  似乎當時他們那些
[00:03:31.180 --> 00:03:33.180]  因為都已經是羅馬帝國了
[00:03:33.180 --> 00:03:36.880]  所以那些的道路網其實都是很發達的
[00:03:36.880 --> 00:03:40.800]  所以哥倫多所面對的問題
[00:03:40.800 --> 00:03:44.520]  可能跳上羅尼加城的人一樣會面對
[00:03:44.520 --> 00:03:48.740]  所以在整個的教導裏面
[00:03:48.740 --> 00:03:53.560]  第四章才是正式對教會的一個教導
[00:03:53.560 --> 00:03:55.560]  怎樣做基督徒
[00:03:55.560 --> 00:03:58.280]  就好像長話短說
[00:03:58.280 --> 00:04:01.660]  特別聚焦是聖的教育
[00:04:01.660 --> 00:04:04.480]  所以又很值得我們去想一想
[00:04:04.480 --> 00:04:07.480]  保羅為甚麼會這麼煞有介事呢?
[00:04:07.480 --> 00:04:11.700]  明明他自己很掛心頂 姐妹
[00:04:11.700 --> 00:04:13.700]  信了主四個星期
[00:04:13.700 --> 00:04:15.700]  保羅自己就要跟同宮
[00:04:15.700 --> 00:04:17.700]  跟阿西拉就要離開
[00:04:17.700 --> 00:04:19.700]  去到雅典之後稍為平靜了
[00:04:19.700 --> 00:04:21.700]  就打發提摩泰回去
[00:04:21.700 --> 00:04:25.620]  去了解教會實際現在的那個屬靈的光景
[00:04:25.620 --> 00:04:28.820]  有沒有被人來到去危言聳聽
[00:04:28.820 --> 00:04:32.020]  逼迫抓你坐牢
[00:04:32.020 --> 00:04:34.020]  令到你不信耶穌
[00:04:34.020 --> 00:04:36.680]  回來的好消息就是提摩泰說
[00:04:36.680 --> 00:04:41.440]  他們仍然保持這份信無礙的信心
[00:04:41.440 --> 00:04:44.400]  所以保羅就因為他們這樣的情況
[00:04:44.400 --> 00:04:46.400]  保羅就說我們活了
[00:04:46.400 --> 00:04:49.180]  我們那個內心很歡喜
[00:04:49.180 --> 00:04:51.360]  很有平安 很喜樂
[00:04:51.360 --> 00:04:54.740]  因為頂姐妹能夠在患難之中
[00:04:54.740 --> 00:04:56.740]  都能夠站立得穩
[00:04:56.740 --> 00:05:01.180]  跟著再勸勉他們要來到去繼續成長
[00:05:01.180 --> 00:05:03.920]  跟著保羅說如果我能夠見到你們的面
[00:05:03.920 --> 00:05:08.920]  我就會來到去加添你們信心的功夫
[00:05:08.920 --> 00:05:10.920]  就是十二節
[00:05:10.920 --> 00:05:13.920]  「又願主」這個三章是十二節
[00:05:13.920 --> 00:05:17.920]  「又願主叫你們彼此相愛的心
[00:05:17.920 --> 00:05:19.920]  並愛眾人的心
[00:05:19.920 --> 00:05:22.920]  都能夠增長充足
[00:05:22.920 --> 00:05:25.920]  如同我們愛你們一樣」
[00:05:25.920 --> 00:05:29.920]  跟著就是「好使你們當我們主耶穌
