
[00:00:00.000 --> 00:00:02.000]  鄧小妹 早安
[00:00:02.000 --> 00:00:07.000]  我們今天一起去看保羅在《迦太叔》第三章裏面
[00:00:07.000 --> 00:00:09.000]  有關律法的教導
[00:00:09.000 --> 00:00:14.000]  講這個律法課題之前
[00:00:14.000 --> 00:00:16.000]  我們都要花一點時間
[00:00:16.000 --> 00:00:21.000]  講保羅在第三章裏面提到恩順清二這個題目
[00:00:21.000 --> 00:00:25.000]  事實上恩順清二是保羅很重要的教導
[00:00:25.000 --> 00:00:30.000]  早期在《迦太叔》後來就在《羅馬書》第三章裏面
[00:00:30.000 --> 00:00:32.000]  很清楚的講述
[00:00:32.000 --> 00:00:34.000]  更加重要的是五百年前
[00:00:34.000 --> 00:00:37.000]  我們基督教新教
[00:00:37.000 --> 00:00:41.000]  路德在五百年前重新強調
[00:00:41.000 --> 00:00:45.000]  保羅在聖經裏面所講的恩順清二的教導
[00:00:45.000 --> 00:00:46.000]  大家很熟悉的
[00:00:46.000 --> 00:00:50.000]  不過都仍然講得很清楚
[00:00:50.000 --> 00:00:55.000]  保羅在《迦太叔》和《羅馬書》裏面恩順清二的教導
[00:00:55.000 --> 00:01:00.000]  馬丁路德在五百年前裏面更加強調
[00:01:00.000 --> 00:01:03.000]  他認為信心不單單是信仰的起點
[00:01:03.000 --> 00:01:06.000]  更加是我們整個信仰的一切
[00:01:06.000 --> 00:01:11.000]  你知道路德本來是一個天主教的修士
[00:01:11.000 --> 00:01:13.000]  在1517年之前
[00:01:13.000 --> 00:01:14.000]  當他改革之前
[00:01:14.000 --> 00:01:18.000]  其實他在大學裏面教聖經
[00:01:18.000 --> 00:01:23.000]  教詩篇、教羅馬書、教迦太書
[00:01:23.000 --> 00:01:29.000]  在這裏他開始醞釀出恩順清二一個很重要的道理
[00:01:29.000 --> 00:01:37.000]  他認為路德很深深地體會人的罪
[00:01:37.000 --> 00:01:40.000]  路德是一個很認真的人
[00:01:40.000 --> 00:01:42.000]  都是一個很出色的人
[00:01:42.000 --> 00:01:43.000]  對自己很高要求的人
[00:01:43.000 --> 00:01:45.000]  都是一個很火爆的人
[00:01:45.000 --> 00:01:48.000]  如果今天拍一套無綫劇的話
[00:01:48.000 --> 00:01:50.000]  以前做的萬子亮都做得對
[00:01:50.000 --> 00:01:54.000]  很火爆、很高要求、很認真的人
[00:01:54.000 --> 00:01:57.000]  所以路德是一個很高要求的人
[00:01:57.000 --> 00:02:03.000]  都發覺自己完全符合不了上帝的要求
[00:02:03.000 --> 00:02:09.000]  所以他發覺人是一個很徹底的無能為力
[00:02:09.000 --> 00:02:12.000]  我稱之為悲媚神學
[00:02:12.000 --> 00:02:15.000]  這種悲媚不是純粹謙卑
[00:02:15.000 --> 00:02:18.000]  不是在禮貌上客氣謙卑
[00:02:18.000 --> 00:02:24.000]  而是人徹底地發現自己的心心不配和做不到
[00:02:24.000 --> 00:02:29.000]  所以在一個完全不能做什麼的情況下
[00:02:29.000 --> 00:02:37.000]  路德突然發現原來保羅所說的信是一個非常重要的道理
[00:02:37.000 --> 00:02:43.000]  信心是我們唯一能夠回應上帝恩典的方法
[00:02:43.000 --> 00:02:47.000]  所以信心對路德來說不是一個條件
[00:02:47.000 --> 00:02:51.000]  不是我們用信心來換取上帝的救恩
[00:02:51.000 --> 00:02:55.000]  不是因為你做了信心這個行為
[00:02:55.000 --> 00:02:58.000]  所以來換上天堂的入場券
[00:02:58.000 --> 00:03:01.000]  這樣說的話其實信心只是一個行為
[00:03:01.000 --> 00:03:05.000]  你相信能夠換上上帝給你的禮物
[00:03:05.000 --> 00:03:07.000]  這個不是路德的看法
[00:03:07.000 --> 00:03:10.000]  路德認為信心是一種無能為力
[00:03:10.000 --> 00:03:12.000]  徹底地做不到
[00:03:12.000 --> 00:03:14.000]  你只能夠相信接受
[00:03:14.000 --> 00:03:25.000]  所以路德所說的信心是一種完全悲媚無能為力的回應
[00:03:25.000 --> 00:03:28.000]  所以我們說上帝出雞出豉油
[00:03:28.000 --> 00:03:30.000]  其實完全不是
[00:03:30.000 --> 00:03:32.000]  我們連豉油都出不到
[00:03:32.000 --> 00:03:36.000]  全部都是基督耶穌的恩典和救恩
[00:03:36.000 --> 00:03:40.000]  所以如果我們將信心看為一種我們能夠做到的事
[00:03:40.000 --> 00:03:43.000]  這個就不是保羅所說的教導
[00:03:43.000 --> 00:03:46.000]  信心是一種只能夠我們無能為力之下
[00:03:46.000 --> 00:03:50.000]  只能夠單單相信接受上帝的恩典
[00:03:50.000 --> 00:03:53.000]  所以說的時候我們發現
[00:03:53.000 --> 00:03:55.000]  這個大家都熟悉的
[00:03:55.000 --> 00:04:00.000]  這個就是保羅在恩訊稱義所說的道理
[00:04:00.000 --> 00:04:03.000]  所以我們救恩不在乎行為
[00:04:03.000 --> 00:04:06.000]  不在乎我們能夠做到什麼
[00:04:06.000 --> 00:04:08.000]  包括相信
[00:04:08.000 --> 00:04:11.000]  都不是我們能夠認可做到的事
[00:04:11.000 --> 00:04:15.000]  一切都是完全出於上帝的恩典
[00:04:15.000 --> 00:04:20.000]  說了一點點有關恩訊稱義的實話之後
[00:04:20.000 --> 00:04:26.000]  我們就開始要去明白保羅在第三章裏面提到的律法問題
[00:04:26.000 --> 00:04:30.000]  我們再看一次 經文裏面第三章有一節
[00:04:30.000 --> 00:04:33.000]  保羅說 這樣律法是與上帝應許反對嗎?
[00:04:33.000 --> 00:04:37.000]  斷乎不是 若曾傳一個能叫人得心的律法
[00:04:37.000 --> 00:04:39.000]  亦就承認本乎於律法了
[00:04:39.000 --> 00:04:41.000]  但曾經百眾人都圈在罪裏
[00:04:41.000 --> 00:04:46.000]  使所應許的福恩信基督耶穌歸給那信的人
[00:04:46.000 --> 00:04:49.000]  但這恩信得救的理還未來之先
[00:04:49.000 --> 00:04:51.000]  我們就被看守在律法之下
[00:04:51.000 --> 00:04:54.000]  直圈到那將來的真道顯明出來
[00:04:54.000 --> 00:04:57.000]  這樣律法是我們蒙訓的師傅
[00:04:57.000 --> 00:05:00.000]  或者你所說的啟蒙的教師
[00:05:00.000 --> 00:05:04.000]  引我們到基督那裏 使我們恩信稱義
[00:05:04.000 --> 00:05:07.000]  但這恩信得救的理既然來到
[00:05:07.000 --> 00:05:10.000]  我們從此就不再是師傅的手下了
[00:05:10.000 --> 00:05:15.000]  這樣說 雖然恩信稱義是我們得救裏面所說的
[00:05:15.000 --> 00:05:17.000]  我們是完全沒有事情可以做到的
[00:05:17.000 --> 00:05:22.000]  任何的律法 割禮行為都在得救的事情裏面沒有功效
[00:05:22.000 --> 00:05:27.000]  但這樣說難道律法就沒有意義嗎
[00:05:27.000 --> 00:05:31.000]  難道律法就是一件違背福音的事情嗎
[00:05:31.000 --> 00:05:34.000]  保羅就很清楚地回答 他說不是
[00:05:34.000 --> 00:05:42.000]  保羅說既然律法是同神 應該對那媽絕對不是
[00:05:42.000 --> 00:05:48.000]  我就去想一下這個律法對於我們的生命有什麼意義
[00:05:48.000 --> 00:05:52.000]  如果稱義不是靠律法的時候
[00:05:52.000 --> 00:05:54.000]  那律法是什麼來的呢
