
[00:00:00.000 --> 00:00:01.240]  感謝神
[00:00:01.240 --> 00:00:02.560]  今天早上
[00:00:02.560 --> 00:00:04.960]  由我們本堂義務傳道
[00:00:04.960 --> 00:00:07.200]  葛洪彪牧師在我們當中
[00:00:07.200 --> 00:00:09.200]  傳講神的話語
[00:00:09.200 --> 00:00:12.080]  葛牧師的講題是
[00:00:12.080 --> 00:00:14.320]  「猶太人六和」
[00:00:14.320 --> 00:00:17.200]  「猶太人六和」
[00:00:17.200 --> 00:00:19.840]  相關經文是記載在
[00:00:19.840 --> 00:00:24.800]  《爾賽亞書》五章八至二十四節
[00:00:24.800 --> 00:00:26.320]  聖經這樣說
[00:00:26.720 --> 00:00:37.920]  「禍災,你們以防截防,以地連地,以致不留餘地,只顧自己獨居境內。
[00:00:37.920 --> 00:00:48.040]  我耳聞萬軍之耶和華說,許多房屋必然荒廢,宏偉華麗,無人居住。
[00:00:48.040 --> 00:00:57.720]  十畝的葡萄園只釀出一把特的酒,一荷梅爾的菊種,只結一衣發糧食。
[00:00:57.720 --> 00:01:08.040]  禍災,那些清晨早起追尋烈酒,因酒狂熱,流連到深夜的人,
[00:01:08.040 --> 00:01:15.440]  他們在宴席上彈琴,鼓瑟,擊鼓,吹笛,飲酒,
[00:01:15.440 --> 00:01:21.440]  卻不留意耶和華的作為,也不留心他手所做的。
[00:01:21.440 --> 00:01:32.240]  所以,我的百姓因無知就被擄去,尊貴的人甚是飢餓,平民也極其饑渴。
[00:01:32.240 --> 00:01:39.120]  因此,欽奸為口大開,將開無限量的口,
[00:01:39.120 --> 00:01:47.640]  令耶路撒冷的貴族與平民,旁寬的與作樂的人都掉落其中。
[00:01:47.640 --> 00:01:55.840]  人為之鬱塞,人就降為悲,高傲的眼目也降為悲。
[00:01:55.840 --> 00:02:06.440]  惟有萬君之耶和華,因公平顯為崇高,神聖的神,因公義顯為盛。
[00:02:06.440 --> 00:02:11.640]  高揚必來吃草,如同在自己的草場,
[00:02:11.640 --> 00:02:19.040]  在富有人的廢墟,流浪的牲畜也來吃。
[00:02:19.040 --> 00:02:28.640]  何在那些以虛假的聖旨,牽引罪孽,以套車的繩索,緊拉罪惡的人?
[00:02:28.640 --> 00:02:36.240]  他們說,任以積烈的聖者急速前行,快快成就他的作為,
[00:02:36.240 --> 00:02:45.840]  好讓我們看看,任他的臭算臨近成就,好使我們知道。
[00:02:45.840 --> 00:03:03.840]  何在那些稱惡為善,稱善為惡,以暗為光,以光為暗,以苦為甜,以甜為苦的人?
[00:03:03.840 --> 00:03:11.040]  何在那些以飲酒稱雄,以調烈酒稱霸的人?
[00:03:11.040 --> 00:03:18.240]  他們因受賄賂,就稱惡人為異,將異人的異奪去。
[00:03:18.240 --> 00:03:26.040]  火苗怎樣吞滅歲街,乾草怎樣落在火焰之中?
[00:03:26.040 --> 00:03:34.840]  照樣,他們的根必然腐朽,他們的花將灰塵揚起,
