
[00:00:00.000 --> 00:00:05.120]  多謝主讓今天晚上我們一起去研讀神的話語
[00:00:05.120 --> 00:00:11.080]  雖然我們暫時放下,不查聖經人物
[00:00:11.080 --> 00:00:15.700]  但我們也來研讀《啟示錄》這本書
[00:00:15.700 --> 00:00:19.420]  一個相當重要的書卷
[00:00:19.420 --> 00:00:24.240]  可以將整個神救贖的歷史
[00:00:24.240 --> 00:00:28.880]  一個圓滿的完結,一個成就
[00:00:28.880 --> 00:00:33.360]  就是神的救恩,最終的要成就在地上
[00:00:33.360 --> 00:00:37.240]  和在將來的永恆的新天新地
[00:00:37.240 --> 00:00:40.280]  雖然我們不知道具體的內容
[00:00:40.280 --> 00:00:45.240]  因為我們始終是在人間受限制的受造物
[00:00:45.240 --> 00:00:47.880]  我們不知道永恆到底是怎樣的
[00:00:47.880 --> 00:00:50.660]  但我們知道這些經文的描述
[00:00:50.660 --> 00:00:54.240]  讓我們看到這是永恆的盼望
[00:00:54.240 --> 00:00:59.080]  是對教會,對等候耶穌回來的教會的盼望
[00:00:59.080 --> 00:01:01.000]  求主幫助
[00:01:01.000 --> 00:01:03.420]  我們知道每一個時代的信徒
[00:01:03.420 --> 00:01:06.120]  都是需要去過警醒
[00:01:06.120 --> 00:01:09.120]  和為真理作見證的
[00:01:09.120 --> 00:01:11.920]  我們面對我們現在這個時代
[00:01:11.920 --> 00:01:15.280]  我們絕對不能說是最黑暗
[00:01:15.280 --> 00:01:18.040]  因為每一個時代都有那個艱難
[00:01:18.040 --> 00:01:21.160]  有那個迫迫、迫害
[00:01:21.160 --> 00:01:24.120]  我們盼望神在我們的內心
[00:01:24.120 --> 00:01:28.240]  讓我們看到我們需要去持守真理
[00:01:28.240 --> 00:01:31.760]  尤其是對耶穌基督的見證
[00:01:31.760 --> 00:01:35.160]  和迎信、沿著幫助
[00:01:35.160 --> 00:01:38.960]  我們很有機會來看一本書
[00:01:38.960 --> 00:01:41.280]  求主的聖靈帶領我們
[00:01:41.280 --> 00:01:45.520]  讓我們一路一路打開這些經卷
[00:01:45.520 --> 00:01:49.680]  和一路一路深入去研讀的時候
[00:01:49.680 --> 00:01:53.760]  我們又可以從其中得到很多提醒
[00:01:53.760 --> 00:01:56.080]  警戒、勸勉
[00:01:56.080 --> 00:01:58.320]  我們一起在你面前等候禱告
[00:01:58.320 --> 00:02:00.480]  奉耶穌基督的命
[00:02:00.480 --> 00:02:01.680]  阿們
[00:02:01.680 --> 00:02:03.240]  好,謝謝
[00:02:03.240 --> 00:02:05.240]  簡單說一點
[00:02:05.240 --> 00:02:07.600]  一直都思想,因為有肢體
[00:02:07.600 --> 00:02:11.360]  都很想查一本書
[00:02:11.360 --> 00:02:12.920]  還有
[00:02:12.920 --> 00:02:14.360]  都提了
[00:02:14.360 --> 00:02:16.960]  很想去對啟示錄有認識
[00:02:16.960 --> 00:02:19.600]  因為都是難讀的一本書
[00:02:19.600 --> 00:02:23.960]  因為有別於敘事文體的
[00:02:23.960 --> 00:02:25.840]  例如福音書
[00:02:25.840 --> 00:02:30.040]  例如舊約的一些歷史書
[00:02:30.040 --> 00:02:32.720]  例如新約史陶寶羅的
[00:02:32.720 --> 00:02:35.480]  或者書信的格式
[00:02:35.480 --> 00:02:38.680]  那些就是一個書信的格式
[00:02:38.680 --> 00:02:41.280]  來去揭示一些真理
[00:02:41.280 --> 00:02:43.360]  和去處理一些
[00:02:43.360 --> 00:02:47.600]  當時教會面對的那些場景
[00:02:47.600 --> 00:02:51.680]  例如可能是教會裏面的一些秩序
[00:02:51.680 --> 00:02:53.760]  或者當時衍生的
[00:02:53.760 --> 00:02:57.040]  到底是不是要有蒙頭
[00:02:57.040 --> 00:02:59.640]  或者婦女是不是應該要講道
[00:02:59.640 --> 00:03:01.040]  很多很實際
[00:03:01.040 --> 00:03:04.000]  是在那個處境裏面要去面對
[00:03:04.000 --> 00:03:06.240]  又或者信了耶穌
[00:03:06.240 --> 00:03:08.600]  還要不要受割禮
[00:03:08.600 --> 00:03:13.320]  或者是怎樣看律法和一個恩典的關係
[00:03:13.320 --> 00:03:14.760]  這些是很清晰
[00:03:14.760 --> 00:03:17.040]  是我們大家都會明白的
[00:03:17.040 --> 00:03:20.120]  也因為我們在現在這個時代
[00:03:20.120 --> 00:03:25.320]  我們比較少一些很科幻性的題材
[00:03:25.320 --> 00:03:27.000]  有的 拍電影
[00:03:27.000 --> 00:03:28.560]  天馬行空有的
[00:03:28.560 --> 00:03:33.240]  但是成為聖經的經卷的那個時代
[00:03:33.240 --> 00:03:36.480]  就有些叫天啟文學
[00:03:36.480 --> 00:03:39.720]  就是說講關於將來的事
[00:03:39.720 --> 00:03:42.840]  但是藉著很多的一些預言
[00:03:42.840 --> 00:03:45.960]  或者一些的意象等等
[00:03:45.960 --> 00:03:49.480]  但是這些的意象又不是天馬行空的
[00:03:49.480 --> 00:03:53.360]  因為聖經那個比較重要的天啟文學
[00:03:53.360 --> 00:03:59.960]  和當時初期教會那個時代的天啟文學
[00:03:59.960 --> 00:04:02.000]  也有些不相同的
[00:04:02.000 --> 00:04:05.920]  但是聖經特別我們以啟示錄
[00:04:05.920 --> 00:04:10.360]  和但義理書第七到第十四章
[00:04:10.360 --> 00:04:13.880]  就有天啟文學的那個元素在其中的
[00:04:13.880 --> 00:04:15.880]  所以你就會很特別
[00:04:15.880 --> 00:04:16.880]  你會發現
[00:04:16.880 --> 00:04:19.040]  如果我們有機會再去看
[00:04:19.040 --> 00:04:24.480]  由第四章打後到二十二章
[00:04:24.480 --> 00:04:25.720]  你一路看
[00:04:25.720 --> 00:04:29.120]  你會發現作者約翰
[00:04:29.120 --> 00:04:32.200]  他雖然說見到很多的意象
[00:04:32.200 --> 00:04:35.160]  他有一些神給他的靈感
[00:04:35.160 --> 00:04:40.160]  但是他看到講到的一些背景
[00:04:40.160 --> 00:04:44.160]  特別是那些內容
[00:04:44.160 --> 00:04:47.440]  很多是取材自舊約的
[00:04:47.440 --> 00:04:48.720]  你就會發現
