
[00:00:00.000 --> 00:00:02.240]  各位電影姐妹晚安
[00:00:02.240 --> 00:00:04.800]  就像William所說
[00:00:04.800 --> 00:00:06.880]  我們都想去旅行很久了
[00:00:06.880 --> 00:00:09.600]  都好幾年沒有去旅行了
[00:00:09.600 --> 00:00:12.840]  之前我都挺常去旅行的
[00:00:12.840 --> 00:00:14.240]  我帶著我兒子去
[00:00:14.240 --> 00:00:16.200]  我兒子比較小
[00:00:16.200 --> 00:00:18.280]  所以那時候去旅行的時候
[00:00:18.280 --> 00:00:20.720]  就要帶著很多的行李
[00:00:20.720 --> 00:00:22.200]  帶小朋友出去
[00:00:22.200 --> 00:00:23.680]  連嬰兒車也帶著
[00:00:23.680 --> 00:00:25.800]  帶很多行李的時候
[00:00:25.800 --> 00:00:29.640]  自然你就越來越少空間了
[00:00:29.640 --> 00:00:33.840]  所以在旅行的期間是不可以亂買東西的
[00:00:33.840 --> 00:00:37.280]  其實我想大家都有類似的經驗
[00:00:37.280 --> 00:00:41.600]  有一次我兒子在旅行期間看中了一個玩具
[00:00:41.600 --> 00:00:44.320]  就是那些打人嗶嗶聲的鎚子
[00:00:44.320 --> 00:00:46.120]  其實四處都可以買
[00:00:46.120 --> 00:00:47.440]  但是鬼死這麼大一支
[00:00:47.440 --> 00:00:49.040]  我勸他不要買
[00:00:49.040 --> 00:00:52.480]  因為你要帶回來是非常麻煩的一件事
[00:00:52.480 --> 00:00:54.920]  不過做爸爸最後還是心軟的
[00:00:54.920 --> 00:00:55.640]  還是買了
[00:00:55.640 --> 00:00:56.880]  現在還在我家
[00:00:57.400 --> 00:00:59.600]  其實講這個例子的時候
[00:00:59.600 --> 00:01:01.960]  就是講到我們去旅行
[00:01:01.960 --> 00:01:04.000]  我們會去考慮很多事情
[00:01:04.000 --> 00:01:05.560]  你去買東西的時候
[00:01:05.560 --> 00:01:08.200]  你會想能不能帶回香港
[00:01:08.200 --> 00:01:10.600]  你買任何東西的時候
[00:01:10.600 --> 00:01:12.680]  你都會想過再去想過
[00:01:12.680 --> 00:01:15.680]  那和今天的經文有什麼關係呢
[00:01:15.680 --> 00:01:17.720]  我首先要和大家解釋一下
[00:01:17.720 --> 00:01:19.400]  什麼叫做客旅
[00:01:19.400 --> 00:01:20.680]  什麼叫客旅呢
[00:01:20.680 --> 00:01:22.600]  客旅是指異鄉人
[00:01:22.600 --> 00:01:24.960]  就是說他們出生在
[00:01:24.960 --> 00:01:26.600]  他們生活的地方
[00:01:26.600 --> 00:01:28.720]  是和他出生的地方不同的
[00:01:28.720 --> 00:01:31.920]  他們在他出生地以外的地方
[00:01:31.920 --> 00:01:33.240]  去到生活
[00:01:33.240 --> 00:01:34.640]  可能是短暫
[00:01:34.640 --> 00:01:36.800]  譬如是去到公幹
[00:01:36.800 --> 00:01:38.160]  去探親
[00:01:38.160 --> 00:01:39.200]  去旅行
[00:01:39.200 --> 00:01:41.720]  又或者是可以是長期的
[00:01:41.720 --> 00:01:44.080]  有一些公幹的可能都要長期的
