
[00:00:00.000 --> 00:00:02.880]  多謝主再一次我們可以安靜
[00:00:02.880 --> 00:00:05.440]  來聆聽聖經的話語
[00:00:05.440 --> 00:00:08.000]  我們一路去看約翰福音
[00:00:08.000 --> 00:00:09.440]  我們感謝祢
[00:00:09.440 --> 00:00:12.240]  我們肯定我們是屬於主的人
[00:00:12.240 --> 00:00:14.320]  我們是祢的門徒
[00:00:14.320 --> 00:00:15.600]  很嚴格來說
[00:00:15.600 --> 00:00:17.520]  在約翰福音的記載
[00:00:17.520 --> 00:00:20.880]  我們是神所揀選、所認識的
[00:00:20.880 --> 00:00:22.480]  求主帶領我們
[00:00:22.480 --> 00:00:25.760]  能夠在地上為神的福音
[00:00:25.760 --> 00:00:27.360]  我們齊心努力
[00:00:27.360 --> 00:00:32.800]  我們一齊去讓人看到聖靈的工作
[00:00:32.800 --> 00:00:36.080]  他們能夠為罪、為義、為審判
[00:00:36.080 --> 00:00:38.240]  來去自己責備自己
[00:00:38.240 --> 00:00:40.640]  這個不是一種個人的懊悔
[00:00:40.640 --> 00:00:43.200]  而是悔改的歸向真神
[00:00:43.200 --> 00:00:45.200]  得到耶穌的救恩
[00:00:45.200 --> 00:00:46.560]  接下來的第一個星期
[00:00:46.560 --> 00:00:48.160]  我們由福音主人
[00:00:48.160 --> 00:00:49.520]  我們很盼望神
[00:00:49.520 --> 00:00:53.120]  藉著我們一群弟兄姊妹的工作勞苦
[00:00:53.120 --> 00:00:54.960]  來進行修葛
[00:00:54.960 --> 00:00:57.280]  是靈魂的得救的修葛
[00:00:57.280 --> 00:00:59.680]  我們等候仰望在祢面前
[00:00:59.680 --> 00:01:01.440]  今天晚上我們盼望主
[00:01:01.440 --> 00:01:03.280]  都讓我們有屬靈的智慧
[00:01:03.280 --> 00:01:05.360]  一同去學習聖經
[00:01:05.360 --> 00:01:07.760]  特別關乎到主耶穌的禱告
[00:01:07.760 --> 00:01:10.240]  讓我們能夠從這三大方面
[00:01:10.240 --> 00:01:13.120]  主耶穌為自己、為門徒
[00:01:13.120 --> 00:01:15.840]  和為未信的世人禱告
[00:01:15.840 --> 00:01:18.160]  幫助我們能夠有這個向度
[00:01:18.160 --> 00:01:21.360]  我們這樣仰望奉耶穌基督的名
[00:01:21.360 --> 00:01:22.960]  阿們
[00:01:22.960 --> 00:01:26.160]  今晚有兩個大部分
[00:01:26.160 --> 00:01:29.040]  想認真和大家去探討
[00:01:29.040 --> 00:01:31.760]  因為已經說到最後的十六章
[00:01:31.760 --> 00:01:33.760]  和開始的十七章
[00:01:33.760 --> 00:01:38.560]  所以是要將五個段落
[00:01:38.560 --> 00:01:40.400]  在十四到十六章
[00:01:40.400 --> 00:01:42.960]  耶穌說了五個段落
[00:01:42.960 --> 00:01:44.880]  差不多有七個部分
[00:01:44.880 --> 00:01:47.040]  關於聖靈工作
[00:01:47.040 --> 00:01:48.720]  所以這個聖靈論
[00:01:48.720 --> 00:01:50.720]  在約翰福音是很強的
[00:01:50.720 --> 00:01:52.240]  這個要知道的
[00:01:52.240 --> 00:01:56.240]  但是我們很早期讀過的第七章
[00:01:56.240 --> 00:01:58.480]  駐彭哲的最大那一天
[00:01:58.480 --> 00:01:59.600]  第八天
[00:01:59.600 --> 00:02:02.640]  主耶穌說他就是那個活水江河
[00:02:02.640 --> 00:02:05.920]  信他的人就可以在福中流出活水
[00:02:05.920 --> 00:02:07.680]  耶穌自己親口說的
[00:02:07.680 --> 00:02:09.200]  其實應該是約翰說的
[00:02:09.200 --> 00:02:12.080]  他說耶穌的意思
[00:02:12.080 --> 00:02:14.720]  不是說別的東西
[00:02:14.720 --> 00:02:16.160]  是說當時
[00:02:16.160 --> 00:02:19.280]  指導將來他們要受聖靈那裡說的
[00:02:19.280 --> 00:02:24.720]  這個是約翰福音第七章
[00:02:24.720 --> 00:02:27.120]  後面那段
[00:02:27.120 --> 00:02:30.800]  對不起是三十七節
[00:02:30.800 --> 00:02:32.400]  三十七節
[00:02:32.400 --> 00:02:34.240]  很有意思
[00:02:34.240 --> 00:02:36.960]  當我們回頭看的時候
[00:02:36.960 --> 00:02:40.240]  原來整本書是有那個佈局的
[00:02:40.240 --> 00:02:44.880]  是很清楚寫作的時候
[00:02:44.880 --> 00:02:46.000]  作者約翰
[00:02:46.000 --> 00:02:47.520]  就是使徒約翰
[00:02:47.520 --> 00:02:49.120]  是很清楚
[00:02:49.120 --> 00:02:52.320]  普遍門徒已經受聖靈
[00:02:52.320 --> 00:02:54.720]  因為耶穌已經得到榮耀
[00:02:54.720 --> 00:02:57.200]  耶穌也是從死裡復活
[00:02:57.200 --> 00:03:00.000]  所謂得榮耀就是他為人釘十字架
[00:03:00.000 --> 00:03:01.920]  他受死埋葬
[00:03:01.920 --> 00:03:03.520]  降在陰間
[00:03:03.520 --> 00:03:04.960]  第三天復活
[00:03:04.960 --> 00:03:07.040]  接著在地上顯現五十天
[00:03:07.040 --> 00:03:09.920]  接著就回到天上
[00:03:09.920 --> 00:03:12.080]  這個就是叫做得榮耀
[00:03:12.080 --> 00:03:13.920]  第三十七節
[00:03:13.920 --> 00:03:16.240]  駐彭哲的第八天
[00:03:16.240 --> 00:03:17.840]  如果你們去過聖地
[00:03:17.840 --> 00:03:19.440]  你們知道西朗亞池
[00:03:19.440 --> 00:03:23.840]  其實是一個希西加的引水道
[00:03:23.840 --> 00:03:25.200]  那些水流出來
[00:03:25.200 --> 00:03:27.120]  地下的平台
[00:03:27.120 --> 00:03:28.400]  最低的那一點
[00:03:28.400 --> 00:03:31.120]  就是西朗亞池
[00:03:31.120 --> 00:03:32.560]  在那裡打水
[00:03:32.560 --> 00:03:36.000]  一個大斜坡上去耶路撒冷的聖殿
[00:03:36.000 --> 00:03:39.120]  祭司就會列隊去那裡打水
[00:03:39.120 --> 00:03:41.120]  就將水一直浩浩蕩蕩
[00:03:41.120 --> 00:03:44.560]  當然唱著聖詩上去耶路撒冷
[00:03:44.560 --> 00:03:45.600]  去聖殿
[00:03:45.600 --> 00:03:46.800]  就將那些水
[00:03:46.800 --> 00:03:47.760]  將那些活水
[00:03:47.760 --> 00:03:49.440]  就倒在聖殿
[00:03:49.440 --> 00:03:51.440]  這個就是節期的末日
[00:03:51.440 --> 00:03:53.440]  就是最大之日
[00:03:53.440 --> 00:03:55.680]  耶穌站著高聲說
[00:03:55.680 --> 00:03:57.040]  人若喝了
[00:03:57.040 --> 00:03:59.520]  可以到我這裡來喝
[00:03:59.520 --> 00:04:00.880]  信我的人
[00:04:00.880 --> 00:04:02.800]  就如經上所說
[00:04:02.800 --> 00:04:06.720]  從他腹中要流出活水的江河
[00:04:06.720 --> 00:04:08.960]  這個是舊約的英許
[00:04:08.960 --> 00:04:12.080]  應該是《倚創亞書》的經文
[00:04:12.080 --> 00:04:13.840]  接著耶穌說
[00:04:13.840 --> 00:04:16.080]  這個就是約翰寶貴之處
[00:04:16.080 --> 00:04:17.680]  就是他會有一個注釋
[00:04:17.680 --> 00:04:18.640]  約翰就說
[00:04:18.640 --> 00:04:19.920]  耶穌這句話
[00:04:19.920 --> 00:04:22.240]  是指著相信他的人
[00:04:22.240 --> 00:04:25.120]  是要受聖靈來說的
[00:04:25.120 --> 00:04:26.880]  但是那個時候
[00:04:26.880 --> 00:04:28.960]  還沒有賜下聖靈
[00:04:28.960 --> 00:04:30.480]  這個是主彭節
[00:04:30.480 --> 00:04:32.080]  還沒有賜下聖靈
[00:04:32.080 --> 00:04:34.000]  我們就很明白了
[00:04:34.000 --> 00:04:35.840]  主耶穌得榮耀
[00:04:35.840 --> 00:04:37.280]  就會賜下聖靈
[00:04:37.280 --> 00:04:41.120]  因為耶穌尚未得著榮耀
[00:04:41.120 --> 00:04:43.840]  所以聖靈的降臨
[00:04:43.840 --> 00:04:45.680]  和耶穌得榮耀
[00:04:45.680 --> 00:04:49.600]  是拉上一個直接的等好關係
[00:04:49.600 --> 00:04:54.400]  所以我們趁我們進入第十七章之前
[00:04:54.400 --> 00:04:57.280]  就來幫大家再做一個重溫
[00:04:57.280 --> 00:04:59.680]  如果你有機會在家做筆記
[00:04:59.680 --> 00:05:01.360]  你記下這幾段經文
[00:05:01.360 --> 00:05:02.240]  很重要的
[00:05:02.240 --> 00:05:03.600]  聖靈論
[00:05:03.600 --> 00:05:06.240]  一定要從這裡做一個開始
[00:05:06.240 --> 00:05:08.000]  特別以新約
[00:05:08.000 --> 00:05:10.800]  聖靈論這個課題
[00:05:10.800 --> 00:05:12.640]  神話一定要讀
[00:05:12.640 --> 00:05:15.680]  關於聖靈
[00:05:15.680 --> 00:05:17.680]  你就需要來留心
[00:05:17.680 --> 00:05:19.200]  這些大的原則
[00:05:19.200 --> 00:05:20.640]  是耶穌自己說的
[00:05:20.640 --> 00:05:23.280]  是耶穌在在生
[00:05:23.280 --> 00:05:26.880]  其實最後那幾個小時
[00:05:26.880 --> 00:05:28.640]  被捉拿之前
[00:05:28.640 --> 00:05:32.320]  祂來勸勉安慰門徒
[00:05:32.320 --> 00:05:34.640]  會有另外一位的中保
[00:05:34.640 --> 00:05:36.720]  另外一位的保衛師
[00:05:36.720 --> 00:05:38.720]  另外一位的安慰師
[00:05:38.720 --> 00:05:41.680]  會來代替我 耶穌
[00:05:41.680 --> 00:05:43.920]  耶穌就是他們的安慰師
[00:05:43.920 --> 00:05:46.720]  耶穌就是他們的中保
[00:05:46.720 --> 00:05:48.400]  就是他們的奉慰師
[00:05:48.400 --> 00:05:51.040]  這樣來幫助他們
[00:05:51.040 --> 00:05:54.400]  而且那個幫助
[00:05:54.400 --> 00:05:56.480]  還要在心靈裏面
[00:05:56.480 --> 00:05:58.320]  而且是一直的陪伴
[00:05:58.320 --> 00:06:00.080]  是不會再有分開
[00:06:00.080 --> 00:06:02.080]  而且沒有東西可以分開
[00:06:02.080 --> 00:06:03.360]  這個就是
[00:06:03.360 --> 00:06:07.120]  比起主耶穌的肉身的同在
[00:06:07.120 --> 00:06:09.440]  幫助 陪伴
[00:06:09.440 --> 00:06:11.920]  來得更加圓滿
[00:06:11.920 --> 00:06:14.800]  所以我們要將這五段聖經
[00:06:14.800 --> 00:06:17.200]  和大家再簡單的重溫
[00:06:17.200 --> 00:06:19.360]  我們希望能夠得到一些
[00:06:19.360 --> 00:06:21.920]  比較重要具體的大方向
[00:06:21.920 --> 00:06:23.280]  大家就要
[00:06:23.280 --> 00:06:25.520]  銘記在心靈裏面
[00:06:25.520 --> 00:06:26.720]  對於聖靈
[00:06:26.720 --> 00:06:29.360]  你不可能越過這五段
[00:06:29.360 --> 00:06:31.840]  來到他們有新的創建
[00:06:31.840 --> 00:06:35.680]  耶穌以外的新創建
[00:06:35.680 --> 00:06:38.240]  這些就是非常之嚴重
[00:06:38.240 --> 00:06:39.840]  會傾向異端的了
[00:06:39.840 --> 00:06:41.520]  所以要很小心
[00:06:41.520 --> 00:06:43.760]  所以如果一開始你看聖靈
[00:06:43.760 --> 00:06:45.600]  你由《使徒行傳》開始
[00:06:45.600 --> 00:06:47.440]  危機就開始了
[00:06:47.440 --> 00:06:50.560]  因為《使徒行傳》記載的聖靈
[00:06:50.560 --> 00:06:52.640]  是一些行動性
[00:06:52.640 --> 00:06:54.880]  是一些事件性
