
[00:00:00.000 --> 00:00:05.340]  第一節我們慢慢又可以一起跟大家去查考羅馬書
[00:00:05.340 --> 00:00:07.340]  我們先一起禱告
[00:00:07.340 --> 00:00:09.840]  天父我們臨近聖誕
[00:00:09.840 --> 00:00:13.340]  在這個章林期我們都看到
[00:00:13.340 --> 00:00:16.080]  雖然世界都有很多的災難
[00:00:16.080 --> 00:00:19.780]  但讓我們屬主的兒女確信
[00:00:19.780 --> 00:00:21.780]  我們因為有主耶穌
[00:00:21.780 --> 00:00:25.280]  並不是我們能夠立刻扭轉世界
[00:00:25.280 --> 00:00:30.520]  而是在我們很多人的內心裏面重新燃點
[00:00:30.520 --> 00:00:32.520]  一個真正的盼望
[00:00:32.520 --> 00:00:35.400]  就是在主耶穌的救恩裏面
[00:00:35.400 --> 00:00:39.480]  我們才能夠真真正正的可以安穩
[00:00:39.480 --> 00:00:42.600]  可以來到祂有一個信心的依靠
[00:00:42.600 --> 00:00:44.860]  我們為這一切都感謝神
[00:00:44.860 --> 00:00:46.860]  求祢帶領今晚的聚會
[00:00:46.860 --> 00:00:48.860]  我們會看十三章
[00:00:48.860 --> 00:00:51.900]  我們很盼望我們能夠對於士路保羅
[00:00:51.900 --> 00:00:55.900]  他要跟我們去論證、分享的
[00:00:55.900 --> 00:00:59.100]  特別他對那個時代的局勢
[00:00:59.100 --> 00:01:01.840]  把脈是相當準確
[00:01:01.840 --> 00:01:05.960]  他都是有士路的那個眼光、權威
[00:01:05.960 --> 00:01:10.900]  使我們能夠透過士路的一些真知灼見
[00:01:10.900 --> 00:01:14.800]  我們能夠了解原來不同的時代
[00:01:14.800 --> 00:01:18.200]  在這麼黑暗的羅馬帝國
[00:01:18.200 --> 00:01:21.080]  同樣我們看到教會
[00:01:21.080 --> 00:01:23.080]  不單止沒有萎縮
[00:01:23.080 --> 00:01:27.080]  反而是更加的在困難底下去復活
[00:01:27.080 --> 00:01:31.080]  裏面一定是有很重要的肅靈的價值觀
[00:01:31.080 --> 00:01:32.800]  要我們去學習的
[00:01:32.800 --> 00:01:34.160]  求主帶領我們
[00:01:34.160 --> 00:01:38.160]  我們將今晚的聚會仰望在祂的手中
[00:01:38.160 --> 00:01:40.160]  我們這樣感恩禱告
[00:01:40.160 --> 00:01:42.560]  奉耶穌基督的名
[00:01:42.560 --> 00:01:43.720]  他們
[00:01:43.720 --> 00:01:46.820]  好 我們再來看第三十一講的
[00:01:46.820 --> 00:01:49.320]  今晚仍然這個分題都是
[00:01:49.320 --> 00:01:52.760]  因為第十三章我們都還沒有完全的完結
[00:01:52.760 --> 00:01:55.600]  上個星期都有一點探討到一些
[00:01:55.600 --> 00:01:57.320]  當時的社會背景
[00:01:57.320 --> 00:02:01.260]  羅馬帝國在這個尼祿王的
[00:02:01.260 --> 00:02:04.320]  這個是早期的執政的時間
[00:02:04.320 --> 00:02:06.320]  這樣的一個狀況
[00:02:06.320 --> 00:02:08.920]  所以我們又要探討
[00:02:08.920 --> 00:02:13.320]  第十三章在整個的羅馬書裏面
[00:02:13.320 --> 00:02:15.120]  那個的出現
[00:02:15.120 --> 00:02:20.440]  為什麼突然間要講到和政權的那個的關係
[00:02:20.440 --> 00:02:25.320]  要怎樣去周旋在猶太教對基督徒
[00:02:25.320 --> 00:02:27.040]  對基督教的敵對
[00:02:27.040 --> 00:02:30.040]  和羅馬帝國這些外面的
[00:02:30.040 --> 00:02:32.040]  就是當時的政治的氣候
[00:02:32.040 --> 00:02:35.440]  怎樣能夠去處理那個的環境
[00:02:35.440 --> 00:02:39.960]  而教會仍然在這樣的狀況底下
[00:02:39.960 --> 00:02:43.080]  可以繼續的去安穩的傳福音呢
[00:02:43.080 --> 00:02:45.640]  這個都需要我們大家一起去學習
[00:02:45.640 --> 00:02:47.640]  我們可以再看一看一點
[00:02:47.640 --> 00:02:49.640]  我先開這個
[00:02:49.640 --> 00:02:53.520]  我們可以看回十三章這樣講
[00:02:53.520 --> 00:02:57.440]  人人都應當信服在上為掌權的
[00:02:57.440 --> 00:02:59.960]  這個是新的漢語譯本
[00:02:59.960 --> 00:03:01.760]  因為沒有權柄
[00:03:01.760 --> 00:03:03.360]  不是出於神
[00:03:03.360 --> 00:03:05.080]  這些掌權的
[00:03:05.080 --> 00:03:07.560]  都是神所指派的
[00:03:07.560 --> 00:03:11.040]  這樣來到好像很一錘定音這樣
[00:03:11.040 --> 00:03:13.040]  來到去叫
[00:03:13.040 --> 00:03:14.440]  因為我們講過了
[00:03:14.440 --> 00:03:17.320]  十二章就是教會的內部
[00:03:17.320 --> 00:03:19.720]  怎樣看每一個弟兄姊妹
[00:03:19.720 --> 00:03:23.200]  看自己是神的恩賜
[00:03:23.200 --> 00:03:26.400]  得到這個永生的生命
[00:03:26.400 --> 00:03:29.400]  所以每一個弟兄姊妹都要活著
[00:03:29.400 --> 00:03:31.080]  奉獻給神
[00:03:31.080 --> 00:03:34.600]  每一個弟兄姊妹都有一個奉獻給神的心
[00:03:34.600 --> 00:03:37.480]  然後就要在教會裏面
[00:03:37.480 --> 00:03:40.440]  首先就是要發現自己的定位
[00:03:40.440 --> 00:03:44.040]  自己在這個信心底下
[00:03:44.040 --> 00:03:48.120]  聖靈將不同的恩賜給過我們
[00:03:48.120 --> 00:03:50.320]  我們大家各就各位
[00:03:50.320 --> 00:03:53.400]  按照著不同的恩賜
[00:03:53.400 --> 00:03:57.040]  來到在不同的崗位去配搭、侍奉
[00:03:57.040 --> 00:04:01.920]  這樣自然教會會有一個對外的見證
[00:04:01.920 --> 00:04:03.640]  對內的和睦
[00:04:03.640 --> 00:04:05.640]  對內的合一敬拜
[00:04:05.640 --> 00:04:10.560]  這樣的見證是會影響外面的教會的
[00:04:10.560 --> 00:04:14.000]  或者從開始猶太教
[00:04:14.000 --> 00:04:17.440]  耶路撒冷的法利賽人
[00:04:17.440 --> 00:04:21.440]  是一直敵視基督徒、基督教的
[00:04:21.440 --> 00:04:26.640]  雖然基督教現在已經不再僅僅在耶路撒冷
[00:04:26.640 --> 00:04:29.200]  而是一直已經去到安提阿
[00:04:29.200 --> 00:04:31.400]  土耳其的安提阿
[00:04:31.400 --> 00:04:37.000]  成為一個新的愛邦的福音的據點
[00:04:37.000 --> 00:04:42.080]  來到有不同的宣教的事供
[00:04:42.080 --> 00:04:46.240]  是神去編配保羅和巴勒巴
[00:04:46.240 --> 00:04:49.040]  所以在這樣的狀況下
[00:04:49.040 --> 00:04:53.640]  基督徒他們內部的穩定
[00:04:53.640 --> 00:04:56.240]  自然就成為了一個很美好的見證
[00:04:56.240 --> 00:04:59.240]  這是一個愛和合一的見證
[00:04:59.240 --> 00:05:03.720]  但是十二章的那個倫理關係
[00:05:03.720 --> 00:05:08.640]  不僅僅是教內自己的和好
[00:05:08.640 --> 00:05:10.760]  自己的開心
[00:05:10.760 --> 00:05:14.680]  而是很容易就會影響到外面的人
[00:05:14.680 --> 00:05:16.680]  對教會那個
[00:05:16.680 --> 00:05:21.200]  當然我們不知道當時他們有沒有很大型的戶外報道
[00:05:21.200 --> 00:05:24.520]  或者開不同的聚會去吸引人們
[00:05:24.520 --> 00:05:27.120]  似乎當時不是這麼大規模
[00:05:27.120 --> 00:05:29.280]  但是無論如何
[00:05:29.280 --> 00:05:33.280]  羅馬的國教
[00:05:33.280 --> 00:05:36.520]  羅馬的皇帝政權
[00:05:36.520 --> 00:05:41.880]  一定是會對一些這麼有規模的聚集
[00:05:41.880 --> 00:05:43.880]  宗教上的聚集
[00:05:43.880 --> 00:05:49.840]  他們都會有那個留心、敏感
[00:05:49.840 --> 00:05:53.720]  還有會不會是一個很重大的勢力
[00:05:53.720 --> 00:05:58.920]  到底那個教義是不是要跟羅馬本身的法制
[00:05:58.920 --> 00:06:02.880]  那個君王的治理
[00:06:02.880 --> 00:06:05.600]  有一些的敵黨違背呢?
[00:06:05.600 --> 00:06:11.080]  這些一定是實在會引起當局的關注的
[00:06:11.080 --> 00:06:14.160]  所以在這裡的時候我們又看到
[00:06:14.160 --> 00:06:17.280]  保羅很快就十二章我們講過了
[00:06:17.280 --> 00:06:23.160]  十二章的最後是在講教會面對不公平的對待
[00:06:23.160 --> 00:06:25.160]  甚至乎是一些冤屈
[00:06:25.160 --> 00:06:28.400]  我們的態度都是需要
[00:06:28.400 --> 00:06:31.600]  好像有一種的忍受、馴服
[00:06:31.600 --> 00:06:34.400]  還有不可以就坐
[00:06:34.400 --> 00:06:36.640]  要為那些逼迫的人
[00:06:36.640 --> 00:06:38.400]  我們要為他們禱告
[00:06:38.400 --> 00:06:44.320]  使得能夠仍然可以在有限的空間
[00:06:44.320 --> 00:06:46.320]  來到去聚會
[00:06:46.320 --> 00:06:49.240]  還要是傳福音
[00:06:49.240 --> 00:06:54.440]  一直將這個福音去到不同的地方、地域
[00:06:54.440 --> 00:06:58.960]  所以一直這樣的思路
[00:06:58.960 --> 00:07:04.880]  似乎感覺到保羅很想讓教會的弟兄姐妹
[00:07:04.880 --> 00:07:08.200]  尤其是修信的羅馬教會的弟兄姐妹
[00:07:08.200 --> 00:07:10.560]  有一個很強烈的意識
[00:07:10.560 --> 00:07:13.400]  就是十三章第一節這裡
[00:07:13.400 --> 00:07:15.520]  對不起 講話有些不舒服
[00:07:15.520 --> 00:07:18.960]  因為有一顆很大的飛之在口裡面
[00:07:18.960 --> 00:07:22.600]  有些可能是太熱的氣
[00:07:22.600 --> 00:07:25.280]  所以碰到那個位置就有點不舒服
[00:07:25.280 --> 00:07:26.800]  大家不要介意
[00:07:26.800 --> 00:07:32.520]  這個時候這裡就好像有一個很重要的宣告
[00:07:32.520 --> 00:07:39.160]  給弟兄姐妹千萬不要不知不覺地
[00:07:39.160 --> 00:07:45.200]  訴諸於地上的人為的一種的權柄
[00:07:45.200 --> 00:07:46.800]  和一種的衝突
[00:07:46.800 --> 00:07:51.720]  還有一種的生態想法
[00:07:51.720 --> 00:07:54.640]  尼塞馬很快會降臨
[00:07:54.640 --> 00:07:57.360]  主耶穌很快會回到地上
[00:07:57.360 --> 00:08:00.680]  主耶穌會成為那個掌權者
[00:08:00.680 --> 00:08:04.080]  這個時候有這種情意結
[00:08:04.080 --> 00:08:06.080]  猶太人肯定有
[00:08:06.080 --> 00:08:10.240]  所以他們一直都是和羅馬的政權一直對抗
[00:08:10.240 --> 00:08:12.560]  由主耶穌升天之後
[00:08:12.560 --> 00:08:15.440]  那個對抗就更加一直的嚴重
[00:08:15.440 --> 00:08:17.240]  後來那個憤懼黨
[00:08:17.240 --> 00:08:22.640]  真的成為了反對派革命的分子
[00:08:22.640 --> 00:08:27.800]  最終羅馬就透過一些高壓
[00:08:27.800 --> 00:08:31.240]  來將整個革命剷平之後
[00:08:31.240 --> 00:08:36.000]  就將猶太人都這麼不順服的這些民族
[00:08:36.000 --> 00:08:38.080]  就將他們分散到天下
[00:08:38.080 --> 00:08:42.720]  所以這個就是大概由主後30多年
[00:08:42.720 --> 00:08:44.480]  去到主後的70年
[00:08:44.480 --> 00:08:47.960]  你可以想像35年左右的時間
[00:08:47.960 --> 00:08:54.280]  猶太教就因為這樣的錯誤理解尼塞亞降臨
[00:08:54.280 --> 00:08:56.000]  尼塞亞執政
[00:08:56.000 --> 00:08:58.880]  尼塞亞推翻當時的政權
[00:08:58.880 --> 00:09:00.280]  當然就是羅馬
[00:09:00.280 --> 00:09:07.000]  所以這樣的錯誤的理解之下
[00:09:07.000 --> 00:09:08.640]  一方面就失望了
[00:09:08.640 --> 00:09:11.960]  尼塞亞沒有真的這樣降臨
[00:09:11.960 --> 00:09:15.680]  耶穌這樣說自己尼塞亞
[00:09:15.680 --> 00:09:17.200]  也是這樣失望
[00:09:17.200 --> 00:09:24.160]  但是要透過人的那種對自己國家的情意結
[00:09:24.160 --> 00:09:28.960]  對自己猶太教、猶大國的情意結
[00:09:28.960 --> 00:09:31.840]  所以也有一幫人、有一代人
[00:09:31.840 --> 00:09:34.360]  就用這樣的武力的方法
[00:09:34.360 --> 00:09:38.800]  想來推翻、趕走羅馬的政權
[00:09:38.800 --> 00:09:41.680]  好像要回頭去看
[00:09:41.680 --> 00:09:47.320]  在主前的165年的那個頌光節
[00:09:47.320 --> 00:09:50.120]  就是當時的敘利亞王
[00:09:50.120 --> 00:09:57.080]  要來使猶太教的信仰添上很多雜質
[00:09:57.080 --> 00:10:01.640]  所以就激發起當時一個祭司的家族馬加比
[00:10:01.640 --> 00:10:05.440]  就來鼓動其他的猶太人
[00:10:05.440 --> 00:10:08.760]  去趕走、推翻這個敘利亞王
[00:10:08.760 --> 00:10:12.880]  所以可能對一些很忠誠的猶太教的
[00:10:12.880 --> 00:10:15.440]  尤其是法利塞的這一幫人
[00:10:15.440 --> 00:10:18.720]  他們就會有一個很大的心結
[00:10:18.720 --> 00:10:21.280]  就是我們什麼時候可以真正
[00:10:21.280 --> 00:10:28.040]  有我們自己猶太人的自由、統治呢?
[00:10:28.040 --> 00:10:32.080]  所以一直都是無論是暗中
[00:10:32.080 --> 00:10:34.760]  低調到高調的對抗
[00:10:34.760 --> 00:10:38.000]  所以猶太人是這樣的時候
[00:10:38.000 --> 00:10:40.120]  就不斷受到那個鎮壓
[00:10:40.120 --> 00:10:43.560]  但是現在保羅都意識到
[00:10:43.560 --> 00:10:46.640]  教會始終都要面對
[00:10:46.640 --> 00:10:52.520]  當政權留意教會的運作
[00:10:52.520 --> 00:10:58.240]  那個主張、那個教理、那個傳播的時候
[00:10:58.240 --> 00:11:02.680]  就一定會看到到底是信服政權
[00:11:02.680 --> 00:11:09.920]  還是反對和敵對當時的合法的羅馬政權呢?
[00:11:09.920 --> 00:11:12.800]  所以你可以說這一次聖經
[00:11:12.800 --> 00:11:14.880]  在整個羅馬書裡面
[00:11:14.880 --> 00:11:19.280]  是一個很大的宏觀的那種對福音
[00:11:19.280 --> 00:11:22.800]  對神的國度
[00:11:22.800 --> 00:11:26.840]  那個治理的一個很重要的價值觀
[00:11:26.840 --> 00:11:28.600]  來給我們看到
[00:11:28.600 --> 00:11:32.560]  就是說不要隨便去反對
[00:11:32.560 --> 00:11:35.080]  也不是我們要做一個
[00:11:35.080 --> 00:11:37.640]  無論多麼殘暴的政權
[00:11:37.640 --> 00:11:39.680]  我們都要默不作聲
[00:11:39.680 --> 00:11:42.200]  甚至要舉手附和
[00:11:42.200 --> 00:11:44.360]  都不是這樣的
[00:11:44.360 --> 00:11:48.560]  所以你留意到保羅很想給頂姐妹知道
[00:11:48.560 --> 00:11:52.040]  我們要在神的國度去看
[00:11:52.040 --> 00:11:56.000]  原來地上的那個政權的交替
[00:11:56.000 --> 00:11:58.240]  是有神的管理
[00:11:58.240 --> 00:12:03.320]  這個就超越了我們人的那個眼光
[00:12:03.320 --> 00:12:05.000]  那個的眼界
[00:12:05.000 --> 00:12:07.080]  因為我們看到的就是
[00:12:07.080 --> 00:12:09.000]  可能哪個王推翻哪個王
[00:12:09.000 --> 00:12:11.480]  因為羅馬的皇帝就是這樣
[00:12:11.480 --> 00:12:13.760]  所以你會看到
[00:12:13.760 --> 00:12:16.120]  這個加里居拉
