
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹晚安
[00:00:02.000 --> 00:00:07.000]  多謝主席剛才讀了一段頗長的經文
[00:00:07.000 --> 00:00:11.000]  這個故事我相信信耶穌的
[00:00:11.000 --> 00:00:13.000]  未信耶穌的
[00:00:13.000 --> 00:00:16.000]  對這個很失馬的事情
[00:00:16.000 --> 00:00:20.000]  有人所做的事情都是耳熟能詳的
[00:00:20.000 --> 00:00:25.000]  特別我們基督徒對耶穌講這個比喻
[00:00:25.000 --> 00:00:29.000]  是更加非常熟悉的
[00:00:29.000 --> 00:00:34.000]  所以我今晚特別來跟大家分享
[00:00:34.000 --> 00:00:39.000]  一個你們熟悉到背回頭
[00:00:39.000 --> 00:00:41.000]  都這麼熟悉的故事
[00:00:41.000 --> 00:00:43.000]  看看天父在當中
[00:00:43.000 --> 00:00:47.000]  有什麼東西是讓我們能夠學習的
[00:00:47.000 --> 00:00:49.000]  我們開始之前
[00:00:49.000 --> 00:00:51.000]  一起我們有個祈禱
[00:00:51.000 --> 00:00:55.000]  親愛的天父
[00:00:55.000 --> 00:00:58.000]  願祢獨人口中的說話
[00:00:58.000 --> 00:01:00.000]  心裡的意念
[00:01:00.000 --> 00:01:03.000]  在祢的面前蒙月立
[00:01:03.000 --> 00:01:08.000]  猶言天父上帝聖靈的光照
[00:01:08.000 --> 00:01:12.000]  叫講的聽的同感一靈
[00:01:12.000 --> 00:01:14.000]  同德造就
[00:01:14.000 --> 00:01:16.000]  奉耶穌的名求
[00:01:16.000 --> 00:01:18.000]  阿們
[00:01:18.000 --> 00:01:23.000]  這個律法師雖然不太知道
[00:01:23.000 --> 00:01:25.000]  他叫什麼名字
[00:01:25.000 --> 00:01:26.000]  不過這個不要緊
[00:01:26.000 --> 00:01:29.000]  但他來到耶穌面前問的問題
[00:01:29.000 --> 00:01:34.000]  是一條明知故問的問題
[00:01:34.000 --> 00:01:38.000]  為什麼說是一條明知故問的問題呢?
[00:01:38.000 --> 00:01:40.000]  因為這條問題的答案
[00:01:40.000 --> 00:01:44.000]  他已經十拿九穩了
[00:01:44.000 --> 00:01:47.000]  這條問題的答案
[00:01:47.000 --> 00:01:52.000]  也都在他的專業範圍裡
[00:01:52.000 --> 00:01:58.000]  這條問題的重心
[00:01:58.000 --> 00:02:06.000]  他也都不用再翻查答案
[00:02:06.000 --> 00:02:09.000]  隨口都背得出來
[00:02:09.000 --> 00:02:12.000]  因為他問耶穌的一個問題
[00:02:12.000 --> 00:02:15.000]  就是一個好像是心靈上
[00:02:15.000 --> 00:02:17.000]  或者信仰上的問題
[00:02:17.000 --> 00:02:19.000]  他說夫子
[00:02:19.000 --> 00:02:21.000]  又或者翻譯做老師
[00:02:21.000 --> 00:02:23.000]  他說我應該怎樣做
[00:02:23.000 --> 00:02:26.000]  才可以承受什麼?
[00:02:26.000 --> 00:02:27.000]  永生
[00:02:27.000 --> 00:02:29.000]  這條問題問得好
[00:02:29.000 --> 00:02:32.000]  問得好有深度
[00:02:32.000 --> 00:02:37.000]  怎樣做才能夠承受永生
[00:02:37.000 --> 00:02:38.000]  就是說耶穌說
[00:02:38.000 --> 00:02:41.000]  我這條問題跟你是有密切關係的
[00:02:41.000 --> 00:02:44.000]  因為我這條問題是靈性的問題
[00:02:44.000 --> 00:02:46.000]  不是科學的問題
