
[00:00:00.000 --> 00:00:02.000]  我們一起低頭禱告
[00:00:02.000 --> 00:00:04.640]  親愛的天父上帝 我們來到祢的面前
[00:00:04.640 --> 00:00:07.280]  我們要多謝祢 是祢的恩典
[00:00:07.280 --> 00:00:10.560]  是祢的恩典 祢創造我們
[00:00:10.560 --> 00:00:13.360]  是祢的恩典 祢拯救我們
[00:00:13.360 --> 00:00:17.840]  主啊 我們沒有甚麼特別地可愛
[00:00:17.840 --> 00:00:20.400]  但是是祢愛我們
[00:00:20.400 --> 00:00:22.400]  是祢愛我們先
[00:00:22.400 --> 00:00:24.400]  是祢拯救我們先
[00:00:24.400 --> 00:00:26.080]  為我們預備救恩
[00:00:26.080 --> 00:00:30.320]  也給我們恩典 我們能夠得著
[00:00:30.320 --> 00:00:33.840]  祢將來為我們預備的天家
[00:00:33.840 --> 00:00:35.600]  主啊 我們獻上感恩
[00:00:35.600 --> 00:00:38.000]  主啊 我們願祢的恩典常在我們身上
[00:00:38.000 --> 00:00:40.960]  我們的愛常向著祢
[00:00:40.960 --> 00:00:42.640]  求著祢幫助我們
[00:00:42.640 --> 00:00:44.320]  主啊 我們知道祢愛我們
[00:00:44.320 --> 00:00:47.600]  不過我們對祢的愛實在是很微
[00:00:47.600 --> 00:00:50.320]  求著祢幫助我們
[00:00:50.320 --> 00:00:52.560]  幫助我們是能夠更愛祢
[00:00:52.560 --> 00:00:54.240]  求祢預備我們的心
[00:00:54.240 --> 00:00:56.480]  預備我們的心能夠一起
[00:00:56.480 --> 00:00:58.480]  今天無論講的聽的
[00:00:58.480 --> 00:01:01.040]  都能夠在祢的面前一起來學習
[00:01:01.040 --> 00:01:02.800]  祢賜給我們的話語
[00:01:02.800 --> 00:01:04.880]  我們這樣禱告仰望祢
[00:01:04.880 --> 00:01:06.880]  奉主耶穌基督的聖名
[00:01:06.880 --> 00:01:08.880]  阿們
[00:01:08.880 --> 00:01:13.680]  各位我們當中有哪幾位是父親
[00:01:13.680 --> 00:01:15.280]  可不可以舉手看一下
[00:01:15.280 --> 00:01:19.600]  沒有獎品的 不過大家祝賀一下
[00:01:19.600 --> 00:01:21.920]  向你身邊的父親
[00:01:21.920 --> 00:01:23.920]  不是你自己的父親
[00:01:23.920 --> 00:01:26.400]  向你身邊作為父親的
[00:01:26.400 --> 00:01:27.920]  恭賀一下他好不好
[00:01:27.920 --> 00:01:29.920]  父親節快樂
[00:01:29.920 --> 00:01:34.160]  我時時都覺得
[00:01:34.160 --> 00:01:36.800]  男女一向都不能平等的
[00:01:36.800 --> 00:01:38.320]  無論是薪酬
[00:01:38.320 --> 00:01:41.600]  或者是社會的觀念
[00:01:41.600 --> 00:01:43.200]  或者是父母親節
[00:01:43.200 --> 00:01:48.400]  我相信父親節無論放了多少錢去做廣告
[00:01:48.400 --> 00:01:51.680]  父親節的收益都不及母親節的
[00:01:51.680 --> 00:01:53.200]  做生意的收益
[00:01:53.200 --> 00:01:55.680]  父親節的廣告費又多
[00:01:55.680 --> 00:01:57.680]  但是回報率又低
[00:01:57.680 --> 00:02:00.800]  但是都恭祝各位父親節快樂
[00:02:00.800 --> 00:02:02.880]  可能在兒女的心中
[00:02:02.880 --> 00:02:07.520]  還有一份未曾宣言的愛向著你
[00:02:07.520 --> 00:02:10.480]  父親節的歷史都是比較短的
[00:02:10.480 --> 00:02:18.720]  我相信是父親節被定立為美國的一個節日
[00:02:18.720 --> 00:02:21.840]  那時候我還在讀小學
[00:02:21.840 --> 00:02:24.240]  意思就是說很近期
[00:02:24.240 --> 00:02:26.240]  很近期而已 昨天而已
[00:02:26.240 --> 00:02:31.200]  也是母親節的歷史比較長
[00:02:31.200 --> 00:02:35.120]  父親節和母親節的分別
[00:02:35.120 --> 00:02:38.720]  父親節很少會收到一大束花
[00:02:38.720 --> 00:02:40.400]  一個心形的花
[00:02:40.400 --> 00:02:42.400]  可能收到的時候就會覺得
[00:02:42.400 --> 00:02:44.880]  我不知道怎樣拿它來做甚麼
[00:02:44.880 --> 00:02:48.400]  母親節多數送慷慨慶
[00:02:48.400 --> 00:02:52.960]  父親節據說是送玫瑰花的
[00:02:52.960 --> 00:02:54.560]  所以送一朵給大家
[00:02:54.560 --> 00:02:55.440]  看一看而已
[00:02:55.440 --> 00:02:57.360]  一會兒就不能拿走
[00:02:57.360 --> 00:02:59.360]  祝大家父親節快樂
[00:02:59.360 --> 00:03:03.040]  我也想說說一個父親
[00:03:03.040 --> 00:03:06.080]  不好意思 原來是很難看得清楚
[00:03:06.080 --> 00:03:10.560]  我想說關於耶穌基督的養父
[00:03:10.560 --> 00:03:12.080]  耶穌基督的養父
[00:03:12.080 --> 00:03:15.360]  大家也知道他是弱失
[00:03:15.360 --> 00:03:18.480]  但我們對弱失知道得很少
[00:03:18.480 --> 00:03:21.600]  聖經對他的記載也是很少的
[00:03:21.600 --> 00:03:24.480]  他好像是預備耶穌基督的來臨
[00:03:24.480 --> 00:03:29.040]  養育他前一段成長的時候
[00:03:29.040 --> 00:03:33.360]  教他一門謀生的手藝
[00:03:33.360 --> 00:03:36.880]  所以他就是這樣照顧著耶穌基督
[00:03:36.880 --> 00:03:40.160]  他就是拓出了主角
[00:03:40.160 --> 00:03:44.800]  他就在暗中來生活
[00:03:44.800 --> 00:03:46.880]  以及盡他的使命
[00:03:46.880 --> 00:03:50.240]  我們不多見到他
[00:03:50.240 --> 00:03:53.600]  在聖經當中提到他的經文是很短的
[00:03:53.600 --> 00:03:55.440]  我們說到弱失
[00:03:55.440 --> 00:03:57.840]  我們可能想到是
[00:03:57.840 --> 00:04:00.640]  被賣去埃及的那位弱失多一點
[00:04:00.640 --> 00:04:04.560]  不是很清楚耶穌基督的養父
[00:04:04.560 --> 00:04:06.800]  瑪利亞的丈夫弱失
[00:04:06.800 --> 00:04:09.280]  弱失在聖經當中也沒有記載過
[00:04:09.280 --> 00:04:11.440]  他講過甚麼說話
[00:04:11.440 --> 00:04:12.480]  所以我就想起
[00:04:12.480 --> 00:04:15.840]  這個父親沒有甚麼說話可以說
[00:04:15.840 --> 00:04:17.600]  留下的就是聖經
[00:04:17.600 --> 00:04:18.960]  不是說他講話沒有用
[00:04:18.960 --> 00:04:20.560]  只是沒有記載下來
[00:04:20.560 --> 00:04:23.120]  所以我就說這個父親沒有甚麼可以說
[00:04:23.120 --> 00:04:25.360]  沒有話語
[00:04:25.360 --> 00:04:29.600]  是不是作為父親的都比較少說話呢
[00:04:29.600 --> 00:04:32.640]  對比母親來說
[00:04:32.640 --> 00:04:35.600]  可能現代的父母親
[00:04:35.600 --> 00:04:37.040]  兩位都是出去工作的
[00:04:37.040 --> 00:04:38.600]  都是專業人士
[00:04:38.600 --> 00:04:39.600]  不過回到家裡
[00:04:39.600 --> 00:04:44.160]  可能太太會說話比丈夫多
[00:04:44.160 --> 00:04:46.400]  父親比較少說話
[00:04:46.400 --> 00:04:49.840]  你對父親了解多少呢
[00:04:49.840 --> 00:04:50.800]  我都會想一下
[00:04:50.800 --> 00:04:53.280]  我父親離世很久了
[00:04:53.280 --> 00:04:55.920]  我應該是大學畢業的時候
[00:04:55.920 --> 00:04:58.000]  我父親就離世了
[00:04:58.000 --> 00:05:00.800]  我父親離世的時候
[00:05:00.800 --> 00:05:03.680]  距離現在很長的日子
[00:05:03.680 --> 00:05:07.280]  我會想一下父親是怎樣的
[00:05:07.280 --> 00:05:10.480]  父親是不是沒話語呢
[00:05:10.480 --> 00:05:11.600]  小玲姐姐
[00:05:11.600 --> 00:05:13.160]  我父親的聲音很厲害的
[00:05:13.160 --> 00:05:14.280]  跟我不同
[00:05:14.280 --> 00:05:15.720]  我父親的聲音很厲害的
[00:05:15.720 --> 00:05:17.520]  就是坐在他旁邊
[00:05:17.520 --> 00:05:19.280]  他可以說到
[00:05:19.280 --> 00:05:21.560]  在旁邊的位置甚麼都聽不到
[00:05:21.560 --> 00:05:24.840]  但是你聽到他每一個字都很清晰
[00:05:24.840 --> 00:05:27.560]  他可以說話不用麥克風
[00:05:27.560 --> 00:05:29.480]  說到出門口那一刻
[00:05:29.480 --> 00:05:32.480]  去到湖邊都聽得到
[00:05:32.480 --> 00:05:35.320]  他的聲音是很能控制的
[00:05:35.320 --> 00:05:38.560]  而且他的聲音是很厚的
[00:05:38.560 --> 00:05:40.640]  他沒有學過聲樂
[00:05:40.640 --> 00:05:43.200]  我不知道他怎樣可以學到
[00:05:43.200 --> 00:05:48.560]  他出生在戰爭時期
[00:05:48.560 --> 00:05:50.480]  不是爺爺不讓他讀書
[00:05:50.480 --> 00:05:53.240]  是沒有機會去讀書
[00:05:53.240 --> 00:05:56.440]  但是他文言文很厲害的
[00:05:56.440 --> 00:05:57.960]  不是他不懂白話文
[00:05:57.960 --> 00:06:01.040]  是他白話文文言文都很厲害的
[00:06:01.040 --> 00:06:05.560]  他最低限度懂得三種文字
[00:06:05.560 --> 00:06:09.480]  六種言語
[00:06:09.480 --> 00:06:14.040]  他懂的言語是比我多的
[00:06:14.040 --> 00:06:16.880]  他是沒有受訓練的
[00:06:16.880 --> 00:06:18.600]  他喜歡吃甚麼呢
[00:06:18.600 --> 00:06:20.480]  由喝茶開始說
[00:06:20.480 --> 00:06:22.440]  他只喝兩款茶
[00:06:22.440 --> 00:06:25.000]  就是保利和鐵觀音
[00:06:25.000 --> 00:06:28.760]  他喜歡吃排骨和鳳爪
[00:06:28.760 --> 00:06:32.440]  你知不知道你父親喝甚麼茶吃甚麼東西
[00:06:32.440 --> 00:06:33.600]  我父親走了那麼久
[00:06:33.600 --> 00:06:34.240]  我都知道
[00:06:34.240 --> 00:06:38.880]  我那時候只是大學生
[00:06:38.880 --> 00:06:43.320]  他還喜歡吃
[00:06:43.320 --> 00:06:44.600]  福建的食品
[00:06:44.600 --> 00:06:47.240]  他喜歡吃雞卷
[00:06:47.240 --> 00:06:48.760]  不知道有沒有人
[00:06:48.760 --> 00:06:53.920]  紅媒不知道是否懂甚麼叫雞卷
[00:06:53.920 --> 00:06:58.600]  他喜歡的糖水
[00:06:58.600 --> 00:07:00.520]  是番薯糖水
[00:07:00.520 --> 00:07:04.760]  他喜歡吃排骨煲粥
[00:07:04.760 --> 00:07:08.800]  他喜歡吃芝麻花生糖
[00:07:08.800 --> 00:07:10.920]  他懂得自己做的
[00:07:10.920 --> 00:07:16.000]  他喜歡吃湯圓糖不甩蘿蔔糕
[00:07:16.000 --> 00:07:18.960]  你知道你父親喜歡甚麼嗎
[00:07:18.960 --> 00:07:21.520]  甚麼節日甚麼適合他
[00:07:21.520 --> 00:07:25.040]  甚麼天時煲甚麼給他
