
[00:00:00.000 --> 00:00:03.000]  好,我們先一齊同心祈禱
[00:00:03.000 --> 00:00:05.000]  多謝天父的恩典
[00:00:05.000 --> 00:00:08.500]  讓我們今天晚上經過了風球之後
[00:00:08.500 --> 00:00:12.000]  我們可以有正常的生活工作
[00:00:12.000 --> 00:00:15.000]  也可以在晚上有茶經班
[00:00:15.000 --> 00:00:19.000]  來繼續思想耶穌基督
[00:00:19.000 --> 00:00:23.000]  在約翰福音所描述的這位救贖主
[00:00:23.000 --> 00:00:26.000]  你怎樣來到他最後的晚上
[00:00:26.000 --> 00:00:32.000]  來為門徒,為將來信主的門徒來禱告
[00:00:32.000 --> 00:00:38.000]  更加為你自己完成了神在地上對你的託付
[00:00:38.000 --> 00:00:45.000]  你得到榮耀,或者說神得到一切的榮耀來禱告
[00:00:45.000 --> 00:00:47.000]  我們很感謝主
[00:00:47.000 --> 00:00:50.000]  盼望我們明白經文的深度
[00:00:50.000 --> 00:00:54.000]  也讓我們看到原來主耶穌
[00:00:54.000 --> 00:00:59.000]  為我們人類勾畫的美麗願景
[00:00:59.000 --> 00:01:03.000]  是這麼好的,是這麼偉大的
[00:01:03.000 --> 00:01:06.000]  讓我們真是有一個渴求的心
[00:01:06.000 --> 00:01:11.000]  很想有更多人歸向耶穌基督的救恩
[00:01:11.000 --> 00:01:14.000]  得到這個合一帶來的榮耀
[00:01:14.000 --> 00:01:16.000]  今天晚上我們再一次等候
[00:01:16.000 --> 00:01:19.000]  仰望,求你向我們說話
[00:01:19.000 --> 00:01:21.000]  我們這樣感恩禱告
[00:01:21.000 --> 00:01:23.000]  奉耶穌基督的名
[00:01:23.000 --> 00:01:25.000]  阿門
[00:01:25.000 --> 00:01:27.000]  突然間下午
[00:01:27.000 --> 00:01:30.000]  一路去預備去想的時候
[00:01:30.000 --> 00:01:34.000]  就有一些可能大家未必有機會
[00:01:34.000 --> 00:01:38.000]  甚至從來都未聽過的聖經
[00:01:38.000 --> 00:01:39.000]  不是聖經
[00:01:39.000 --> 00:01:41.000]  是歷史的人物
[00:01:41.000 --> 00:01:45.000]  就是在二千年的教會歷史
[00:01:45.000 --> 00:01:48.000]  很重要的一些奠基的人物
[00:01:48.000 --> 00:01:51.000]  有些少許的興趣
[00:01:51.000 --> 00:01:53.000]  因為以往都有機會涉獵
[00:01:53.000 --> 00:01:55.000]  讀神學的時候
[00:01:55.000 --> 00:01:57.000]  來思想過
[00:01:57.000 --> 00:02:00.000]  和對他們的人生有一些認識
[00:02:00.000 --> 00:02:03.000]  很有興趣想和大家說一下
[00:02:03.000 --> 00:02:06.000]  例如可能大家有聽過宗教改革的
[00:02:06.000 --> 00:02:08.000]  馬丁路德
[00:02:08.000 --> 00:02:10.000]  維斯利約翰
[00:02:10.000 --> 00:02:12.000]  或者慈雲尼
[00:02:12.000 --> 00:02:15.000]  或者有一些可能大家不熟的
[00:02:15.000 --> 00:02:17.000]  約翰胡斯
[00:02:17.000 --> 00:02:21.000]  再早期一些的神學家
[00:02:21.000 --> 00:02:24.000]  或者再後期一點的
[00:02:24.000 --> 00:02:26.000]  例如
[00:02:26.000 --> 00:02:28.000]  慕迪
[00:02:28.000 --> 00:02:33.000]  美國的大復興的報道家
[00:02:33.000 --> 00:02:36.000]  另外就是愛德華茲
[00:02:36.000 --> 00:02:38.000]  或者是
[00:02:38.000 --> 00:02:40.000]  再近期的
[00:02:40.000 --> 00:02:42.000]  我們比較熟的
[00:02:42.000 --> 00:02:44.000]  來到中國傳道的
[00:02:44.000 --> 00:02:46.000]  譬如戴德生
[00:02:46.000 --> 00:02:48.000]  很多的時代
[00:02:48.000 --> 00:02:51.000]  所以其實這些人物都挺重要的
[00:02:51.000 --> 00:02:54.000]  在教會歷史裡面佔據一席位
[00:02:54.000 --> 00:02:56.000]  所以這些人
[00:02:56.000 --> 00:02:59.000]  其實我們稍微一點認識
[00:02:59.000 --> 00:03:01.000]  都不是不好的
[00:03:01.000 --> 00:03:04.000]  不過就可能要很專注一學
[00:03:04.000 --> 00:03:06.000]  才會有機會去探討
[00:03:06.000 --> 00:03:08.000]  所以有時想一下
[00:03:08.000 --> 00:03:11.000]  我們這個星期四晚的平台
[00:03:11.000 --> 00:03:13.000]  都可以再闊一點
[00:03:13.000 --> 00:03:16.000]  有些人物我們可以說
[00:03:16.000 --> 00:03:19.000]  重要的經卷我們可以說
[00:03:19.000 --> 00:03:22.000]  又可以說一些系統神學
[00:03:22.000 --> 00:03:25.000]  或者是一些過去歷史的重要人物
[00:03:25.000 --> 00:03:29.000]  這些都可能對我們的啟發有幫助
[00:03:29.000 --> 00:03:31.000]  我再想一想
[00:03:31.000 --> 00:03:33.000]  因為還有一點時間
[00:03:33.000 --> 00:03:36.000]  大概三至四堂
[00:03:36.000 --> 00:03:39.000]  我們就完約翰福音
[00:03:39.000 --> 00:03:41.000]  有些空間大家可以去想一想
[00:03:41.000 --> 00:03:46.000]  我們接下來有什麼可以去再探討
[00:03:46.000 --> 00:03:48.000]  我想問一問在網上的
[00:03:48.000 --> 00:03:50.000]  是不是大家都聽到
[00:03:50.000 --> 00:03:53.000]  我感覺那個聲音好像不是很夠
[00:03:53.000 --> 00:03:55.000]  很清楚嗎?
[00:03:55.000 --> 00:03:56.000]  好啊,謝謝
[00:03:56.000 --> 00:03:58.000]  可能那個咪開得不夠大聲
[00:03:58.000 --> 00:04:00.000]  所以我就要用了比較
[00:04:00.000 --> 00:04:02.000]  聽不到?
[00:04:02.000 --> 00:04:03.000]  哦,完全沒問題
[00:04:03.000 --> 00:04:05.000]  好啊,謝謝
[00:04:05.000 --> 00:04:07.000]  謝謝
[00:04:07.000 --> 00:04:10.000]  好,大家可以放在心裡
[00:04:10.000 --> 00:04:12.000]  如果你有一些興趣
[00:04:12.000 --> 00:04:14.000]  可以來這裡說一說
[00:04:14.000 --> 00:04:18.000]  我們回到約翰福音17章
[00:04:18.000 --> 00:04:23.000]  上次我們很快地說了大綱
[00:04:23.000 --> 00:04:25.000]  一到第五節主耶穌
[00:04:25.000 --> 00:04:31.000]  為他自己完成了神的託付
[00:04:31.000 --> 00:04:36.000]  他要回到神的榮耀裡
[00:04:36.000 --> 00:04:41.000]  其實是他本來和神同享的榮耀
[00:04:41.000 --> 00:04:45.000]  這個也勾畫了整個約翰福音
[00:04:45.000 --> 00:04:48.000]  是很獨特的
[00:04:48.000 --> 00:04:50.000]  開宗明義說
[00:04:50.000 --> 00:04:52.000]  榮耀的主,這一位的道
[00:04:52.000 --> 00:04:54.000]  來這個世界
[00:04:54.000 --> 00:04:57.000]  作者是很想藉著
[00:04:57.000 --> 00:04:59.000]  去將主耶穌的一生
[00:04:59.000 --> 00:05:02.000]  其中是他有設計地
[00:05:02.000 --> 00:05:07.000]  來鋪排主耶穌的一些具體事蹟
[00:05:07.000 --> 00:05:10.000]  例如神蹟,他的言論
[00:05:10.000 --> 00:05:12.000]  某些特定的場合
[00:05:12.000 --> 00:05:14.000]  他說過的話
[00:05:14.000 --> 00:05:16.000]  是要帶進福音
[00:05:16.000 --> 00:05:18.000]  讓約翰時代的讀者
[00:05:18.000 --> 00:05:21.000]  應該不限於猶太人
[00:05:21.000 --> 00:05:24.000]  來對於這一位的主
[00:05:24.000 --> 00:05:28.000]  不要再胡亂猜測
[00:05:28.000 --> 00:05:31.000]  而是由約翰開宗明義去說
[00:05:31.000 --> 00:05:36.000]  必須要接受這一位的救贖主
[00:05:36.000 --> 00:05:41.000]  你才可以得到進入永恆天家的路
[00:05:41.000 --> 00:05:44.000]  你就能夠找到這個永生
[00:05:44.000 --> 00:05:47.000]  認識獨一的真神
[00:05:47.000 --> 00:05:51.000]  並且認識神所差遣而來的耶穌基督
[00:05:51.000 --> 00:05:53.000]  這樣就是永生了
[00:05:53.000 --> 00:05:55.000]  是很斬釘截鐵的
[00:05:55.000 --> 00:05:58.000]  所以你可以說這一卷的約翰福音
[00:05:58.000 --> 00:06:01.000]  是很度身訂造地給當時的世代
[00:06:01.000 --> 00:06:04.000]  開始對耶穌很好奇
[00:06:04.000 --> 00:06:06.000]  到底他是誰
[00:06:06.000 --> 00:06:08.000]  約翰就說你們不要猜了
[00:06:08.000 --> 00:06:10.000]  我告訴你這個耶穌
[00:06:10.000 --> 00:06:12.000]  就是尼塞亞
[00:06:12.000 --> 00:06:15.000]  就是猶太人所等待的救贖主
[00:06:15.000 --> 00:06:17.000]  不過猶太人拒絕他
[00:06:17.000 --> 00:06:20.000]  但是其實是普世的人都需要
[00:06:20.000 --> 00:06:24.000]  藉著耶穌才可以得到神的救恩
[00:06:24.000 --> 00:06:27.000]  所以17章第一到第五節
[00:06:27.000 --> 00:06:29.000]  耶穌在祈禱裏面
[00:06:29.000 --> 00:06:33.000]  所以你就可以再看完整個祈禱
[00:06:33.000 --> 00:06:38.000]  你就知道耶穌不僅僅是一個殉道者
[00:06:38.000 --> 00:06:43.000]  很無奈地世界的人不接受他
[00:06:43.000 --> 00:06:44.000]  不接納他
[00:06:44.000 --> 00:06:46.000]  定他死罪
[00:06:46.000 --> 00:06:47.000]  他要殉道
[00:06:47.000 --> 00:06:49.000]  這個固然已經很偉大了
[00:06:49.000 --> 00:06:52.000]  不過如果我們再看的時候
[00:06:52.000 --> 00:06:56.000]  整卷約翰福音充斥著的是榮耀
[00:06:56.000 --> 00:07:01.000]  所以主耶穌就是主動去完成
[00:07:01.000 --> 00:07:04.000]  神的託付的救恩
[00:07:04.000 --> 00:07:11.000]  就是說他就是將自己呈獻的完美的濟生
[00:07:11.000 --> 00:07:14.000]  他就是那個贖罪祭
[00:07:14.000 --> 00:07:18.000]  而且他自己就是那個大祭司來呈獻
[00:07:18.000 --> 00:07:25.000]  所以不僅僅是一個悲哀的悲劇的殉道
[00:07:25.000 --> 00:07:30.000]  世界的王或者罪惡德性
[00:07:30.000 --> 00:07:31.000]  是的
[00:07:31.000 --> 00:07:35.000]  表面的世界的局面是的
[00:07:35.000 --> 00:07:39.000]  教會都是受逼迫的
[00:07:39.000 --> 00:07:41.000]  要殉道的
[00:07:41.000 --> 00:07:43.000]  雅各是第一個殉道的
[00:07:43.000 --> 00:07:45.000]  12章的小行傳
[00:07:45.000 --> 00:07:48.000]  接著彼得都被人抓了
[00:07:48.000 --> 00:07:50.000]  被希雷王抓了
[00:07:50.000 --> 00:07:52.000]  斯提反都是殉道的
[00:07:52.000 --> 00:07:55.000]  但是一直告訴我們
[00:07:55.000 --> 00:07:58.000]  主耶穌在約翰福音所呈獻的
[00:07:58.000 --> 00:08:04.000]  他是主動將自己獻為濟的完美的濟生
[00:08:04.000 --> 00:08:08.000]  神就可以因為他的兒子
[00:08:08.000 --> 00:08:11.000]  來施恩給全世界所有的人
[00:08:11.000 --> 00:08:13.000]  所以救恩的伯伯
[00:08:13.000 --> 00:08:17.000]  無條件的就在這裡這樣來綻放
[00:08:17.000 --> 00:08:21.000]  所以第6到第19節
[00:08:21.000 --> 00:08:23.000]  第二個大段落
[00:08:23.000 --> 00:08:25.000]  就是為門徒的幾方面
[00:08:25.000 --> 00:08:27.000]  為他們站立
[00:08:27.000 --> 00:08:31.000]  即是繼續可以來去站硬在真理
[00:08:31.000 --> 00:08:35.000]  為他們能夠合一去作見證
[00:08:35.000 --> 00:08:38.000]  為他們能夠被分別出來
[00:08:38.000 --> 00:08:40.000]  好像主耶穌一而再強調
[00:08:40.000 --> 00:08:43.000]  主耶穌是怎樣來去分別自己
[00:08:43.000 --> 00:08:45.000]  這個分別自己
[00:08:45.000 --> 00:08:47.000]  如果我們時間夠
[00:08:47.000 --> 00:08:50.000]  就要多看舊約的背景
[00:08:50.000 --> 00:08:52.000]  那個概念
[00:08:52.000 --> 00:08:54.000]  我們就明白新約什麼叫做
[00:08:54.000 --> 00:08:56.000]  成性分別為性這個概念
[00:08:56.000 --> 00:08:58.000]  簡單很快的說一說
[00:08:58.000 --> 00:09:00.000]  一個濟生
[00:09:00.000 --> 00:09:03.000]  他要準備獻祭
[00:09:03.000 --> 00:09:06.000]  他是要分別出來的
[00:09:06.000 --> 00:09:09.000]  要來到他有一段時間
[00:09:09.000 --> 00:09:11.000]  要經過試驗
[00:09:11.000 --> 00:09:13.000]  要祭司測驗
[00:09:13.000 --> 00:09:15.000]  他是沒有殘疾
