
[00:00:00.000 --> 00:00:08.000]  今天是我第二次和大家分享創世記裡的雅各的訊息
[00:00:08.000 --> 00:00:14.000]  不知道大家還記不記得上次我們看雅各的生命的第一個片段
[00:00:14.000 --> 00:00:22.000]  是關於他和他哥哥能夠藉著他的計謀去騙取了他的長子的名分
[00:00:22.000 --> 00:00:29.000]  我們去比較細微的體會一下雅各這個人 這個人生
[00:00:29.000 --> 00:00:32.000]  我說他在創世記當中寄聚的雅各
[00:00:32.000 --> 00:00:40.000]  可能和我們一般想的那種人信主一個屬靈的經歷是很不同
[00:00:40.000 --> 00:00:46.000]  其實相當之 如果我們用一個我們經常說基督徒入世又不屬世的信徒
[00:00:46.000 --> 00:00:53.000]  你發覺雅各是沒錯 第一句做得相當好 很入世
[00:00:53.000 --> 00:00:55.000]  但又不覺得他是一個很屬靈的人
[00:00:55.000 --> 00:01:07.000]  上帝怎樣和一個現實 很看著他手上擁有的一切
[00:01:07.000 --> 00:01:11.000]  一個常常在計謀著人生的人
[00:01:11.000 --> 00:01:16.000]  怎樣和他交往 怎樣和他相遇 到後來怎樣和他摔交
[00:01:16.000 --> 00:01:18.000]  去讓他改變呢
[00:01:18.000 --> 00:01:25.000]  這個是我們一直在今年度和大家分享的時候 和大家一起去體會這個雅各人生
[00:01:25.000 --> 00:01:30.000]  所以鼓勵大家一直可以用雅各的人生 用創世記作為你
[00:01:30.000 --> 00:01:35.000]  如果聽到之後你有自己的靈修習慣 你有自己的讀經計劃
[00:01:35.000 --> 00:01:39.000]  你可以一直去細微雅各這個人
[00:01:39.000 --> 00:01:47.000]  不單止細微這個人 其實細微上帝怎樣和雅各一直去和他同在
[00:01:47.000 --> 00:01:51.000]  怎樣帶領著這個人經歷上帝 是很特別的
[00:01:51.000 --> 00:01:55.000]  可以說雅各裏面 其實你再讀金恩論經文
[00:01:55.000 --> 00:01:58.000]  一句屬靈的話都沒有的 一會兒再和大家看就明白了
[00:01:58.000 --> 00:02:05.000]  和我們今天想的那種教會傳統當中 在我們的方牌裏面
[00:02:05.000 --> 00:02:10.000]  在我們比較保守的進度當中
[00:02:10.000 --> 00:02:14.000]  可能你難以想像一個像雅各的人
[00:02:14.000 --> 00:02:18.000]  這個生命可以在教會之中生存都不一定
[00:02:18.000 --> 00:02:24.000]  但我想說其實 說他這個真的有時我們忽略了
[00:02:24.000 --> 00:02:29.000]  在人生之中 在信仰之中的一面
[00:02:29.000 --> 00:02:33.000]  信仰是不是只有一種唯一的模式呢?
[00:02:33.000 --> 00:02:38.000]  之前教會放了一套電影 放句靈
[00:02:38.000 --> 00:02:43.000]  我想說另一套 同期的 叫做沉魂 不知道大家有沒有看過
[00:02:43.000 --> 00:02:48.000]  如果你說放句靈是表示一種信仰生命的模式
[00:02:48.000 --> 00:02:51.000]  當然是一個很屬靈的人 不可殺人
[00:02:51.000 --> 00:02:55.000]  堅持完就有一個好的成果
[00:02:55.000 --> 00:02:57.000]  沉默對我其實的震撼是很大的
[00:02:57.000 --> 00:03:01.000]  那種信息其實到今天繼續在我裏面
[00:03:01.000 --> 00:03:04.000]  在這裏翻來覆去思想
[00:03:04.000 --> 00:03:05.000]  當然我說一套電影
[00:03:05.000 --> 00:03:13.000]  它是來自一部1966年日本的一位作家所寫的著作
[00:03:13.000 --> 00:03:14.000]  然後就反連成為了西施
[00:03:14.000 --> 00:03:17.000]  他本身都有信仰的
[00:03:17.000 --> 00:03:19.000]  他都說拍攝的時候
[00:03:19.000 --> 00:03:22.000]  他整個人藉著這本書對他的生命的改變
[00:03:22.000 --> 00:03:23.000]  我講兩幕
[00:03:23.000 --> 00:03:30.000]  一幕就是兩位年青的屠宰的神父去找他的師父
[00:03:30.000 --> 00:03:32.000]  傳聞他半教了
[00:03:32.000 --> 00:03:36.000]  他歸依了日本
[00:03:36.000 --> 00:03:39.000]  成為了一個信佛的人
[00:03:39.000 --> 00:03:42.000]  在當中進入了一個傳統習慣
[00:03:42.000 --> 00:03:43.000]  他難以置信
[00:03:43.000 --> 00:03:46.000]  所以兩位年青的神父
[00:03:46.000 --> 00:03:48.000]  耶穌的神父就去到當中找他
[00:03:48.000 --> 00:03:50.000]  兩幕對我來說仍然很深刻
[00:03:50.000 --> 00:03:52.000]  如果我再看我會繼續思考
[00:03:52.000 --> 00:03:54.000]  第一幕就是他
[00:03:54.000 --> 00:03:55.000]  這個叫做
[00:03:55.000 --> 00:03:56.000]  我忘記名字了
[00:03:56.000 --> 00:03:58.000]  主角就和《抗擊的主角》一樣
[00:03:58.000 --> 00:04:00.000]  Angel Garfield
[00:04:00.000 --> 00:04:01.000]  安德魯
[00:04:01.000 --> 00:04:02.000]  加菲
[00:04:02.000 --> 00:04:04.000]  他和一個人
[00:04:04.000 --> 00:04:05.000]  做義式演講的神父
[00:04:05.000 --> 00:04:10.000]  在日本的神廟當中
[00:04:10.000 --> 00:04:11.000]  和他的師父相遇
[00:04:11.000 --> 00:04:15.000]  那番話
[00:04:15.000 --> 00:04:17.000]  來到這個地方
[00:04:17.000 --> 00:04:22.000]  在一個天主教信仰的基督教信仰是不可行的
[00:04:22.000 --> 00:04:25.000]  就算我們假裝教會也好
[00:04:25.000 --> 00:04:28.000]  我們所信的上帝是不是我們所說的上帝呢
[00:04:28.000 --> 00:04:31.000]  因為當時他師父挑戰這位年青的神父
[00:04:31.000 --> 00:04:34.000]  這位年青的神父當然帶著一個很有熱誠
[00:04:34.000 --> 00:04:37.000]  因為他蒙召、侍奉、做傳道
[00:04:37.000 --> 00:04:38.000]  然後就
[00:04:38.000 --> 00:04:39.000]  不是的
[00:04:39.000 --> 00:04:40.000]  你這樣說是不對的
[00:04:40.000 --> 00:04:44.000]  所以在當中有一個很長的辯論
[00:04:44.000 --> 00:04:46.000]  到後來他自己也受不了
[00:04:46.000 --> 00:04:47.000]  你也看到最後
[00:04:47.000 --> 00:04:49.000]  他畏著很多
[00:04:49.000 --> 00:04:51.000]  原來他堅持信仰的時候
[00:04:51.000 --> 00:04:54.000]  換來很多跟隨主的人
[00:04:54.000 --> 00:04:56.000]  生命的犧牲
[00:04:56.000 --> 00:05:01.000]  他最後也踐踏著耶穌的畫像
[00:05:01.000 --> 00:05:04.000]  他自己也崩潰了他的生命
[00:05:04.000 --> 00:05:06.000]  但後來他的信仰不是這樣完結了
[00:05:06.000 --> 00:05:07.000]  第二,我想說的是
[00:05:07.000 --> 00:05:09.000]  到最後最後的時候
[00:05:09.000 --> 00:05:11.000]  他死的時候
[00:05:11.000 --> 00:05:14.000]  在一個最後完結的戲的時候
[00:05:14.000 --> 00:05:17.000]  那個靈車送他遺體
[00:05:17.000 --> 00:05:20.000]  他手上拿著十字架
[00:05:20.000 --> 00:05:22.000]  這個十字架大概不會自己放在自己手上
[00:05:22.000 --> 00:05:23.000]  死了的人
[00:05:23.000 --> 00:05:24.000]  不會將
[00:05:24.000 --> 00:05:26.000]  大概他的太太是一個日本人
[00:05:26.000 --> 00:05:27.000]  或者一個兒子
[00:05:27.000 --> 00:05:31.000]  將十字架放在他的父親或者丈夫手上
[00:05:31.000 --> 00:05:32.000]  表示著他
[00:05:32.000 --> 00:05:35.000]  雖然外表上是一個日本的
[00:05:35.000 --> 00:05:37.000]  進入了日本文化裡面
[00:05:37.000 --> 00:05:38.000]  已經是一個
[00:05:38.000 --> 00:05:40.000]  顯然已經不是一個
[00:05:40.000 --> 00:05:45.000]  帶著一個神父的外貌的人
[00:05:45.000 --> 00:05:47.000]  但進到一個
[00:05:47.000 --> 00:05:50.000]  人際間之中
[00:05:50.000 --> 00:05:53.000]  他仍然可以堅持他的信仰
[00:05:53.000 --> 00:05:54.000]  我查了一下
[00:05:54.000 --> 00:05:56.000]  應該是原本的小說沒有的
[00:05:56.000 --> 00:05:58.000]  是導演加上去
[00:05:58.000 --> 00:05:59.000]  讓我們帶我們
[00:05:59.000 --> 00:06:02.000]  或者他也是在他自己的信仰歷程之中
[00:06:02.000 --> 00:06:03.000]  去讓我們思想
[00:06:03.000 --> 00:06:04.000]  究竟
[00:06:04.000 --> 00:06:05.000]  入世
[00:06:05.000 --> 00:06:06.000]  不屬世
[00:06:06.000 --> 00:06:08.000]  是什麼意思呢
[00:06:08.000 --> 00:06:09.000]  鋼鋸靈
[00:06:09.000 --> 00:06:10.000]  表示著一種
[00:06:10.000 --> 00:06:12.000]  信仰模式
[00:06:12.000 --> 00:06:13.000]  沉默呢
[00:06:13.000 --> 00:06:14.000]  是另一種
[00:06:14.000 --> 00:06:16.000]  我還想說一件事
[00:06:16.000 --> 00:06:18.000]  或許我們未必是兩種人
[00:06:18.000 --> 00:06:20.000]  或許你未必是雅各
[00:06:20.000 --> 00:06:21.000]  或許你未必是阿巴拉罕
[00:06:21.000 --> 00:06:22.000]  這樣分開
[00:06:22.000 --> 00:06:23.000]  或許是說
[00:06:23.000 --> 00:06:26.000]  其實我們的人生本身
[00:06:26.000 --> 00:06:27.000]  一世裡面
[00:06:27.000 --> 00:06:29.000]  可能強壯七八十年
[00:06:29.000 --> 00:06:32.000]  你短命可能五十年六十年我不知道
[00:06:32.000 --> 00:06:34.000]  其實我們信仰的歷程當中
[00:06:34.000 --> 00:06:36.000]  可能有時是做阿巴拉罕
[00:06:36.000 --> 00:06:38.000]  可能有時是做雅各也說不定
[00:06:38.000 --> 00:06:40.000]  你試試這樣想
[00:06:40.000 --> 00:06:41.000]  這樣想的時候
[00:06:41.000 --> 00:06:43.000]  你就會覺得雅各的人生
[00:06:43.000 --> 00:06:44.000]  和你的關係會大很多
[00:06:44.000 --> 00:06:46.000]  我不是這樣的人
[00:06:46.000 --> 00:06:47.000]  我不是奸詐
[00:06:47.000 --> 00:06:51.000]  我不會和上帝討價還價
[00:06:51.000 --> 00:06:52.000]  我覺得我很淑女
[00:06:52.000 --> 00:06:53.000]  我一生都歸上帝
[00:06:53.000 --> 00:06:55.000]  可能你會這樣想的時候
[00:06:55.000 --> 00:06:58.000]  但其實我們在一些
[00:06:58.000 --> 00:07:01.000]  表面上的承諾
[00:07:01.000 --> 00:07:03.000]  或表面上的信仰表現的時候
[00:07:03.000 --> 00:07:05.000]  其實背後我們的心層裡面
[00:07:05.000 --> 00:07:07.000]  我們的內心
[00:07:07.000 --> 00:07:09.000]  是不是也有一種懷疑
[00:07:09.000 --> 00:07:11.000]  是不是有一種對信仰的時候
[00:07:11.000 --> 00:07:13.000]  還有一種低谷的狀態呢
[00:07:13.000 --> 00:07:15.000]  有一種迷失的狀況
[00:07:15.000 --> 00:07:16.000]  可能在那種狀態的時候
[00:07:16.000 --> 00:07:18.000]  你讀雅各就很有味道
[00:07:18.000 --> 00:07:19.000]  求主幫助我們
[00:07:19.000 --> 00:07:25.000]  今天我們去到經文的二十八章
[00:07:25.000 --> 00:07:29.000]  我們上次看了二十六和二十七章的時候
[00:07:29.000 --> 00:07:30.000]  那二十八章的時候
[00:07:30.000 --> 00:07:32.000]  讀到你是很淒涼的
[00:07:32.000 --> 00:07:35.000]  特別是一開始的時候
[00:07:35.000 --> 00:07:40.000]  這個大概就是我們讀的紅色那裡
[00:07:40.000 --> 00:07:42.000]  我們剛才從第十節到第十七節
[00:07:42.000 --> 00:07:45.000]  但大概二十八章整章的經文
[00:07:45.000 --> 00:07:49.000]  其實是我說雅各要離家上路
[00:07:49.000 --> 00:07:52.000]  走一條不知道的路
