
[00:00:00.000 --> 00:00:02.200]  今天跟大家分享的经文
[00:00:02.200 --> 00:00:04.840]  是我们主席刚才读过的
[00:00:04.840 --> 00:00:08.400]  这是耶稣一些比喻的教训
[00:00:08.400 --> 00:00:12.240]  这一段的经文其实也不是很复杂的
[00:00:12.240 --> 00:00:18.480]  耶稣讲的真理都是比较浅浅
[00:00:18.480 --> 00:00:24.840]  所以祂的手法通常是用重复一次两次
[00:00:24.840 --> 00:00:29.000]  大概我们知道这个圣经的比喻的重点
[00:00:29.000 --> 00:00:31.960]  天国就好像一些商人
[00:00:31.960 --> 00:00:37.080]  或者一些在世上得到好的东西的时候
[00:00:37.080 --> 00:00:40.960]  他就会放下一些没那么好的或者不好的东西
[00:00:40.960 --> 00:00:44.680]  所以这种取舍其实很简单的
[00:00:44.680 --> 00:00:48.160]  因为第一个他在地上找到一个宝
[00:00:48.160 --> 00:00:50.640]  他就回家买了一些其他的东西
[00:00:50.640 --> 00:00:52.280]  他家里所有东西都扔掉了
[00:00:52.280 --> 00:00:53.280]  拿了一个宝
[00:00:53.280 --> 00:00:56.880]  然后后面的其实都是差不多的了
[00:00:56.880 --> 00:00:58.560]  就是有个珍珠
[00:00:58.560 --> 00:01:01.840]  所以他卖光所有东西去买一个珍珠
[00:01:01.840 --> 00:01:04.120]  如果他
[00:01:04.120 --> 00:01:05.760]  鱼那里是有一点点问题的
[00:01:05.760 --> 00:01:09.720]  因为我本身也是水上人来的
[00:01:09.720 --> 00:01:12.120]  所以第三点有点问题
[00:01:12.120 --> 00:01:15.760]  因为我们捕鱼特别是以前比较穷的
[00:01:15.760 --> 00:01:18.360]  就没有所谓好鱼不好鱼的
[00:01:18.360 --> 00:01:20.520]  因为所有鱼都是好的
[00:01:20.520 --> 00:01:22.080]  因为以前穷
[00:01:22.080 --> 00:01:25.880]  所以大鱼是要卖贵一点
[00:01:25.880 --> 00:01:28.280]  但是小鱼就算买不到
[00:01:28.280 --> 00:01:30.080]  都回来煲粥
[00:01:30.080 --> 00:01:32.080]  就不会扔掉的
[00:01:32.080 --> 00:01:37.480]  所以天国在第三个比喻是有点点怪
[00:01:37.480 --> 00:01:41.080]  和上面那三个有点点不同
[00:01:41.080 --> 00:01:43.080]  当然我们看经文
[00:01:43.080 --> 00:01:44.680]  特别是《圣经》的教训
[00:01:44.680 --> 00:01:45.800]  除了这个枝节
[00:01:45.800 --> 00:01:48.880]  这个捕鱼的人为什么会这样之外
[00:01:48.880 --> 00:01:51.200]  整体的信息都很简单的
[00:01:51.200 --> 00:01:53.440]  如果不提刚才那个问题
[00:01:53.440 --> 00:01:56.920]  就是说总之我们拥有好的东西
[00:01:56.920 --> 00:02:01.480]  就应该要放手其他一些相对没那么好的东西
[00:02:01.480 --> 00:02:04.800]  所以耶稣的教训其实很显浅的
[00:02:04.800 --> 00:02:08.360]  就算我们给小朋友讲给他听一个比喻
[00:02:08.360 --> 00:02:12.160]  其实他们因为不是打过鱼
[00:02:12.160 --> 00:02:14.440]  所以他们可能不知道有什么问题的
[00:02:14.440 --> 00:02:17.720]  我们看这些经文的时候
[00:02:17.720 --> 00:02:21.640]  耶稣的教训是浅白的
[00:02:21.640 --> 00:02:26.040]  不过其实它有一些真理或者一些信息
[00:02:26.040 --> 00:02:28.640]  我们回教会很久的人
[00:02:28.640 --> 00:02:31.520]  要深入一点去理解
[00:02:31.520 --> 00:02:34.840]  所以我们就看看这个比喻
[00:02:34.840 --> 00:02:37.040]  今天和大家分享的信息里面
[00:02:37.040 --> 00:02:38.440]  在减钱里面
[00:02:38.440 --> 00:02:41.040]  其实有些东西我们已经习惯了
[00:02:41.040 --> 00:02:42.840]  其实一看这段经文
[00:02:42.840 --> 00:02:44.440]  我们已经有些应用
[00:02:44.440 --> 00:02:46.840]  我们有天国的宝贝
[00:02:46.840 --> 00:02:48.440]  我们有属灵的事情
[00:02:48.440 --> 00:02:50.840]  世上的钱财就稍微放低
[00:02:50.840 --> 00:02:54.040]  所以在应用上其实都很快的
[00:02:54.040 --> 00:02:57.840]  所以我们有时没有听清楚
[00:02:57.840 --> 00:03:02.040]  耶稣花了一些时间写这三个比喻
[00:03:02.040 --> 00:03:05.040]  其实祂有一些进度有一些心意的
[00:03:05.040 --> 00:03:08.840]  所以今天和大家在短的时间里面分享一下
[00:03:08.840 --> 00:03:11.640]  耶稣在这个比喻里面
[00:03:11.640 --> 00:03:16.640]  想我们学到什么功课
[00:03:16.640 --> 00:03:20.240]  我记得应该是三个月之前我讲过
[00:03:20.240 --> 00:03:22.040]  提到大家讲的信息
[00:03:22.040 --> 00:03:24.640]  一个就是讲良善的卜人
[00:03:24.640 --> 00:03:25.840]  快乐的卜人
[00:03:25.840 --> 00:03:27.840]  那个也是一个比喻
[00:03:27.840 --> 00:03:31.240]  比喻就是有一个五千的人
[00:03:31.240 --> 00:03:33.240]  有财干
[00:03:33.240 --> 00:03:35.240]  两千的一千的
[00:03:35.240 --> 00:03:38.240]  所以耶稣的教训就是一样的
[00:03:38.240 --> 00:03:39.840]  有三个比喻
[00:03:39.840 --> 00:03:41.640]  一个一个这样下去
[00:03:41.640 --> 00:03:44.240]  所以上一次的比喻
[00:03:44.240 --> 00:03:47.040]  焦点不是头那两个
[00:03:47.040 --> 00:03:48.640]  是最后一个
[00:03:48.640 --> 00:03:51.040]  又不良善又不忠心
[00:03:51.040 --> 00:03:55.440]  神给他交代他应该要做的事情
[00:03:55.440 --> 00:04:00.640]  他不去发挥神给他拥有的恩赐
[00:04:00.640 --> 00:04:01.640]  我一千
[00:04:01.640 --> 00:04:03.840]  所以他又埋怨神
[00:04:03.840 --> 00:04:06.240]  所以上一次的道理
[00:04:06.240 --> 00:04:08.840]  我们看到不是头那两个
[00:04:08.840 --> 00:04:10.240]  头那两个他们没有什么出声
[00:04:10.240 --> 00:04:11.440]  也都没有什么埋怨
[00:04:11.440 --> 00:04:14.640]  总之做了主人交托我的
[00:04:14.640 --> 00:04:16.240]  五千的我就责五千
[00:04:16.240 --> 00:04:17.640]  二千的责二千
[00:04:17.640 --> 00:04:20.440]  接着主人就说你又良善又忠心
[00:04:20.440 --> 00:04:23.040]  他们两个人没有出过声
[00:04:23.040 --> 00:04:25.040]  所以上一次的比喻
[00:04:25.040 --> 00:04:27.840]  就是最后一个卜人
[00:04:27.840 --> 00:04:33.040]  他在质疑神在他人生交托他的一些事物
[00:04:33.040 --> 00:04:36.040]  他不去回应
[00:04:36.040 --> 00:04:37.240]  还有埋怨
[00:04:37.240 --> 00:04:39.440]  所以那个三个比喻
[00:04:39.440 --> 00:04:41.040]  所以三个比喻里面
[00:04:41.040 --> 00:04:43.840]  是逐渐地将主角表达出来
[00:04:43.840 --> 00:04:48.440]  就是最后那个又烂又恶的卜人
[00:04:48.440 --> 00:04:51.040]  但是这个比喻似乎
[00:04:51.040 --> 00:04:52.640]  虽然第三个
[00:04:52.640 --> 00:04:55.240]  第三个如夫有些奇怪
[00:04:55.240 --> 00:04:57.640]  好和坏这个比法
[00:04:57.640 --> 00:05:01.640]  但是我们今天的题目都叫做天国的宝贝
