
[00:00:00.000 --> 00:00:02.000]  再一次多謝主
[00:00:02.000 --> 00:00:05.000]  雖然現在香港的疫情
[00:00:05.000 --> 00:00:08.000]  因為Omicron的原因
[00:00:08.000 --> 00:00:09.000]  都是緊張
[00:00:09.000 --> 00:00:11.000]  但是我們都很盼望
[00:00:11.000 --> 00:00:12.000]  我們能夠認定
[00:00:12.000 --> 00:00:14.000]  我們的上主
[00:00:14.000 --> 00:00:16.000]  你是創造的主宰
[00:00:16.000 --> 00:00:20.000]  既然間你容讓疫情繼續的蔓延的時候
[00:00:20.000 --> 00:00:23.000]  當然有人為的疏忽
[00:00:23.000 --> 00:00:26.000]  但是我們都盼望我們去倚靠你
[00:00:26.000 --> 00:00:27.000]  特別我們作為信徒
[00:00:27.000 --> 00:00:30.000]  在地上我們有兩個身份
[00:00:30.000 --> 00:00:33.000]  我們既是屬天的神的兒女
[00:00:33.000 --> 00:00:36.000]  我們更加是地上的公民
[00:00:36.000 --> 00:00:39.000]  幫助我們能夠為這個城市
[00:00:39.000 --> 00:00:41.000]  為這個世界去禱告
[00:00:41.000 --> 00:00:42.000]  去求平安
[00:00:42.000 --> 00:00:45.000]  和讓更多人
[00:00:45.000 --> 00:00:47.000]  透過認識你
[00:00:47.000 --> 00:00:49.000]  而得到生命的平安
[00:00:49.000 --> 00:00:51.000]  和盼望
[00:00:51.000 --> 00:00:52.000]  願主帶領我們
[00:00:52.000 --> 00:00:54.000]  今天晚上我們再一次
[00:00:54.000 --> 00:00:56.000]  來看約翰福音的時候
[00:00:56.000 --> 00:00:58.000]  願你帶領我們的心靈
[00:00:58.000 --> 00:00:59.000]  去明白
[00:00:59.000 --> 00:01:01.000]  去掌握經文
[00:01:01.000 --> 00:01:03.000]  我們這樣仰望禱告
[00:01:03.000 --> 00:01:05.000]  奉耶穌基督的名
[00:01:05.000 --> 00:01:07.000]  阿們
[00:01:07.000 --> 00:01:08.000]  都想用多一次
[00:01:08.000 --> 00:01:10.000]  我們下個禮拜
[00:01:10.000 --> 00:01:13.000]  可以回到舊約的十五議記上
[00:01:13.000 --> 00:01:15.000]  應該去到二十五章
[00:01:15.000 --> 00:01:17.000]  亞比蓋的事件
[00:01:17.000 --> 00:01:22.000]  想能夠再深化一點
[00:01:22.000 --> 00:01:25.000]  對於第一個重要的段落
[00:01:25.000 --> 00:01:29.000]  就是一至十八節的序言
[00:01:29.000 --> 00:01:31.000]  或者是整個約翰福音
[00:01:31.000 --> 00:01:35.000]  作者很想交代給你知的佈局
[00:01:35.000 --> 00:01:38.000]  他往後會將這些
[00:01:38.000 --> 00:01:40.000]  他放下的種子
[00:01:40.000 --> 00:01:41.000]  來去發芽
[00:01:41.000 --> 00:01:43.000]  透過一些事件
[00:01:43.000 --> 00:01:46.000]  透過一些實際的事件
[00:01:46.000 --> 00:01:47.000]  遭遇
[00:01:47.000 --> 00:01:50.000]  來去將神學去剖析出來
[00:01:50.000 --> 00:01:52.000]  我們上一個禮拜
[00:01:52.000 --> 00:01:54.000]  說了一點點的引言
[00:01:54.000 --> 00:01:56.000]  一開始
[00:01:56.000 --> 00:01:58.000]  其實四卷福音書
[00:01:58.000 --> 00:02:01.000]  都是從施洗約翰切入的
[00:02:01.000 --> 00:02:03.000]  都是從
[00:02:03.000 --> 00:02:08.000]  他在二賽亞書四十章所預言的
[00:02:08.000 --> 00:02:10.000]  那個聲音
[00:02:10.000 --> 00:02:11.000]  那個Voice
[00:02:11.000 --> 00:02:15.000]  在抗夜的有人聲喊著說
[00:02:15.000 --> 00:02:17.000]  那個聲音
[00:02:17.000 --> 00:02:19.000]  約翰福音都不例外
[00:02:19.000 --> 00:02:20.000]  第六節開始
[00:02:20.000 --> 00:02:24.000]  在整個一至十八節的序言裏面
[00:02:24.000 --> 00:02:27.000]  都已經有兩次提到約翰
[00:02:27.000 --> 00:02:31.000]  十九節開始就更加不用說
[00:02:31.000 --> 00:02:33.000]  一路去到三十四節
[00:02:33.000 --> 00:02:36.000]  都是說約翰怎樣作見證
[00:02:36.000 --> 00:02:38.000]  而他的門徒
[00:02:38.000 --> 00:02:40.000]  施洗約翰的門徒
[00:02:40.000 --> 00:02:42.000]  就來到跟隨耶穌
[00:02:42.000 --> 00:02:43.000]  過當
[00:02:43.000 --> 00:02:44.000]  跟隨耶穌
[00:02:44.000 --> 00:02:47.000]  這樣的記載
[00:02:47.000 --> 00:02:49.000]  是約翰福音獨特的記載
[00:02:49.000 --> 00:02:52.000]  但是一開始的時候
[00:02:52.000 --> 00:02:54.000]  作者就已經好像
[00:02:54.000 --> 00:02:56.000]  即刻宣告
[00:02:56.000 --> 00:03:02.000]  耶穌他未來這個世界降生成為人之前
[00:03:02.000 --> 00:03:05.000]  他原來就是神的道
[00:03:05.000 --> 00:03:07.000]  他原來就是神
[00:03:07.000 --> 00:03:10.000]  他是造物的主
[00:03:10.000 --> 00:03:13.000]  他跟這個宇宙萬物
[00:03:13.000 --> 00:03:17.000]  他所創造的一切的關係
[00:03:17.000 --> 00:03:20.000]  他是那一位創造者
[00:03:20.000 --> 00:03:23.000]  即是說他不是在萬物之內
[00:03:23.000 --> 00:03:25.000]  守望台就在這裏出了問題
[00:03:25.000 --> 00:03:28.000]  約翰福音他們就不斷說
[00:03:28.000 --> 00:03:29.000]  耶穌是受造的
[00:03:29.000 --> 00:03:32.000]  耶穌是要聽循父神的旨意
[00:03:32.000 --> 00:03:34.000]  他們忘記了其實
[00:03:34.000 --> 00:03:37.000]  道成了肉身之後
[00:03:37.000 --> 00:03:40.000]  在地上那個身份
[00:03:40.000 --> 00:03:41.000]  那個責任
[00:03:41.000 --> 00:03:43.000]  就不是這位道
[00:03:43.000 --> 00:03:45.000]  他本身是受造
[00:03:45.000 --> 00:03:47.000]  所以這個一定要搞清楚
[00:03:47.000 --> 00:03:49.000]  你想到他是受造
[00:03:49.000 --> 00:03:51.000]  就已經是異端
[00:03:51.000 --> 00:03:53.000]  所以耶穌基督很清楚的
[00:03:53.000 --> 00:03:55.000]  一開始已經說得很清楚
[00:03:55.000 --> 00:03:59.000]  太初沒有一切的萬物之前
[00:03:59.000 --> 00:04:02.000]  甚至屬靈的世界都沒有之前
[00:04:02.000 --> 00:04:04.000]  造物主已經存在了
[00:04:04.000 --> 00:04:05.000]  太初就有道了
[00:04:05.000 --> 00:04:07.000]  道還要告訴我們
[00:04:07.000 --> 00:04:10.000]  是與神同在的
[00:04:10.000 --> 00:04:12.000]  道本身就是神
[00:04:12.000 --> 00:04:15.000]  這樣來給我們清晰的
[00:04:15.000 --> 00:04:17.000]  一個很清楚的宣告
[00:04:17.000 --> 00:04:20.000]  開宗明義的一個啟示
[00:04:20.000 --> 00:04:21.000]  告訴我們
[00:04:21.000 --> 00:04:23.000]  其實今天我們所信的耶穌
[00:04:23.000 --> 00:04:25.000]  祂就是神
[00:04:25.000 --> 00:04:27.000]  祂就是我們的創造主
[00:04:27.000 --> 00:04:29.000]  創造有形無形世界的
[00:04:29.000 --> 00:04:31.000]  那一位造物主
[00:04:31.000 --> 00:04:34.000]  當然約翰福音也都說到
[00:04:34.000 --> 00:04:35.000]  真正最重要的就是
[00:04:35.000 --> 00:04:37.000]  當祂降世之後
[00:04:37.000 --> 00:04:39.000]  來到這個世界之後
[00:04:39.000 --> 00:04:41.000]  有一個叫做時間
[00:04:41.000 --> 00:04:44.000]  希利文有一個特別的字
[00:04:44.000 --> 00:04:48.000]  這個就是約翰福音第十二章
[00:04:48.000 --> 00:04:50.000]  遲些我們就說了
[00:04:50.000 --> 00:04:51.000]  主耶穌說
[00:04:51.000 --> 00:04:56.000]  如今人子得榮耀的時間到了
[00:04:56.000 --> 00:05:00.000]  就是那個叫得榮耀的概念
[00:05:00.000 --> 00:05:03.000]  在約翰福音出現了好幾次
[00:05:03.000 --> 00:05:06.000]  第二章已經有說了
[00:05:06.000 --> 00:05:09.000]  因為耶穌的時間還沒到
[00:05:09.000 --> 00:05:12.000]  作者已經很早告訴我們
[00:05:12.000 --> 00:05:14.000]  去到第十二章
[00:05:14.000 --> 00:05:15.000]  耶穌就自己說
[00:05:15.000 --> 00:05:19.000]  如今人子得榮耀的時間到了
[00:05:19.000 --> 00:05:20.000]  什麼是得榮耀呢
[00:05:20.000 --> 00:05:22.000]  在我們一般人的想法就是
[00:05:22.000 --> 00:05:24.000]  飛黃騰達
[00:05:24.000 --> 00:05:26.000]  你拿了八個A
