
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹平安
[00:00:02.000 --> 00:00:06.200]  今天很感恩在疫情再反覆的時間
[00:00:06.200 --> 00:00:09.000]  能夠跟大家一起分享神的話語
[00:00:09.000 --> 00:00:12.000]  在講道之先我們同心祈禱
[00:00:12.000 --> 00:00:16.120]  賜我們平安的神
[00:00:16.120 --> 00:00:19.520]  我們今天來到主祢自己的面前
[00:00:19.520 --> 00:00:22.280]  將我們存著何等感恩的心
[00:00:22.280 --> 00:00:25.560]  因為祢使我們有生命氣息
[00:00:26.480 --> 00:00:28.160]  全留在主的面前
[00:00:28.160 --> 00:00:30.160]  可以聽神祢自己的話語
[00:00:30.160 --> 00:00:33.480]  可以從祢的話語裡得著啟迪
[00:00:33.480 --> 00:00:34.880]  得著信心
[00:00:34.880 --> 00:00:36.080]  得著盼望
[00:00:36.080 --> 00:00:38.080]  我們真的要獻上
[00:00:38.080 --> 00:00:40.560]  從心底裡的感恩
[00:00:40.560 --> 00:00:42.280]  因為是祢的話語
[00:00:42.280 --> 00:00:44.360]  使我們從祢裡得著力量
[00:00:44.360 --> 00:00:46.000]  過我們每一天的日子
[00:00:46.000 --> 00:00:49.240]  願主祢自己的聖靈在我們當中
[00:00:49.240 --> 00:00:51.160]  親自充滿我們
[00:00:51.160 --> 00:00:52.880]  賜我們有柔軟的心
[00:00:52.880 --> 00:00:54.920]  又賜我們有淑靈的耳朵
[00:00:54.920 --> 00:00:55.800]  聽得明白
[00:00:56.040 --> 00:00:59.800]  使我們從祢的話語裡得著力量
[00:00:59.800 --> 00:01:01.480]  過我們每一天
[00:01:01.480 --> 00:01:04.120]  主祢多謝我們聽我們的祈禱
[00:01:04.120 --> 00:01:06.600]  靠耶穌基督祢得聖的名
[00:01:06.600 --> 00:01:07.560]  阿們
[00:01:07.560 --> 00:01:13.760]  今天不知道明天
[00:01:13.760 --> 00:01:17.480]  在這個抗疫的日子裡
[00:01:17.480 --> 00:01:21.760]  各位頂姐妹都可以很深深體會到
[00:01:21.760 --> 00:01:24.680]  尤其是在這個七月的時候
[00:01:24.960 --> 00:01:27.720]  當市民開始恢復熱鬧
[00:01:27.720 --> 00:01:32.760]  我們在錦宣家舞堂的服侍中
[00:01:32.760 --> 00:01:34.040]  看到有一個主人
[00:01:34.040 --> 00:01:35.800]  我們在舞堂的時候
[00:01:35.800 --> 00:01:39.400]  有百多個頂姐妹回來實體崇拜
[00:01:39.400 --> 00:01:42.680]  心裡真的很受鼓勵
[00:01:42.680 --> 00:01:46.200]  我們大家都可以再見面了
[00:01:46.200 --> 00:01:47.080]  怎知道
[00:01:47.080 --> 00:01:49.080]  還沒說完
[00:01:49.080 --> 00:01:50.880]  過了幾天之後
[00:01:50.880 --> 00:01:53.560]  疫情急轉直下
[00:01:53.560 --> 00:01:55.200]  有第三波
[00:01:55.200 --> 00:01:57.640]  一天裡有幾十宗
[00:01:57.640 --> 00:01:58.960]  結果在幾天之後
[00:01:58.960 --> 00:02:01.440]  現在我們經過了這段時間
[00:02:01.440 --> 00:02:04.200]  我們香港的疫情
[00:02:04.200 --> 00:02:07.400]  我們感染的人數已經超過了二千人
[00:02:07.400 --> 00:02:08.800]  我們心裡
[00:02:08.800 --> 00:02:11.160]  在這個月裡大家的心情是怎樣的呢?
[00:02:11.160 --> 00:02:13.440]  好像過山車一樣
[00:02:13.440 --> 00:02:15.920]  起、跌、起、蹦
[00:02:15.920 --> 00:02:17.040]  一下子就跌下來
[00:02:17.040 --> 00:02:20.080]  今天我跟大家分享的經文
[00:02:20.080 --> 00:02:22.960]  是在希伯來書的第十一章
[00:02:23.240 --> 00:02:25.560]  是引述一個民族的領袖
[00:02:25.560 --> 00:02:27.240]  神呼召他
[00:02:27.240 --> 00:02:30.600]  呼召他要離開一種安穩的生活
[00:02:30.600 --> 00:02:33.920]  以一個游牧的生活方式
[00:02:33.920 --> 00:02:37.560]  來進入神賜給他應許地
[00:02:37.560 --> 00:02:40.600]  並且在他一百歲的時候
[00:02:40.600 --> 00:02:42.160]  賜他一個兒子
[00:02:42.160 --> 00:02:45.040]  實現了神給他所納的約
[00:02:45.040 --> 00:02:46.920]  他的子書如同
[00:02:46.920 --> 00:02:49.640]  天上的星那樣眾多
[00:02:49.640 --> 00:02:52.600]  海邊的沙那樣無數
[00:02:52.920 --> 00:02:55.760]  希伯來書從整卷書的結構
[00:02:55.760 --> 00:02:57.840]  來到第十一章的時候
[00:02:57.840 --> 00:03:01.160]  作者上司為讀者勾畫出
[00:03:01.160 --> 00:03:04.360]  以色列信心歷史裡面
[00:03:04.360 --> 00:03:06.640]  一些信心的人物
[00:03:06.640 --> 00:03:10.920]  藉以勉勵那些面對信仰危機的信徒
[00:03:10.920 --> 00:03:12.720]  他要勉勵他們
[00:03:12.720 --> 00:03:15.840]  就是在第六章第十二節
[00:03:15.840 --> 00:03:18.160]  他說要效法那些
[00:03:18.160 --> 00:03:22.960]  憑信忍耐承受應許的人
[00:03:22.960 --> 00:03:30.360]  在第十一章裡面
[00:03:30.360 --> 00:03:31.640]  我們可以發覺到
[00:03:31.640 --> 00:03:33.600]  作者用了很大的篇幅
[00:03:33.600 --> 00:03:36.040]  記載阿伯拉罕人生裡面
[00:03:36.040 --> 00:03:38.000]  三件重要的事情
[00:03:38.000 --> 00:03:38.880]  第一
[00:03:38.880 --> 00:03:40.720]  其實大家看到
[00:03:40.720 --> 00:03:43.640]  是離開哈蘭前往應許地
[00:03:43.640 --> 00:03:47.080]  我們唱歌時經常說他離開吳爾
[00:03:47.080 --> 00:03:49.080]  一會兒跟大家說說
[00:03:49.080 --> 00:03:53.080]  你就知道他從離開哈蘭開始
[00:03:53.080 --> 00:03:54.680]  去一個應許地
[00:03:54.680 --> 00:03:55.640]  第二
[00:03:55.640 --> 00:03:58.680]  就是阿伯蘭要成為阿伯拉罕
[00:03:58.680 --> 00:04:01.840]  並且神賜他一個兒子以撒
[00:04:01.840 --> 00:04:06.120]  因為在以色列人傳統裡面
[00:04:06.120 --> 00:04:07.520]  是要證實
[00:04:07.520 --> 00:04:08.640]  就是說
[00:04:08.640 --> 00:04:12.480]  原配夫人和他所生的兒子
[00:04:12.480 --> 00:04:15.520]  才是名正言順
[00:04:15.680 --> 00:04:18.440]  是這個族人的後裔
[00:04:18.440 --> 00:04:21.640]  所以神將以撒賜給他們
[00:04:21.640 --> 00:04:22.720]  第三
[00:04:22.720 --> 00:04:28.680]  就是阿伯拉罕將神賜給他唯一獨生的兒子
[00:04:28.680 --> 00:04:32.400]  以撒獻給耶和華神
[00:04:32.400 --> 00:04:34.040]  剛才我們說到
[00:04:34.040 --> 00:04:38.520]  因為是要由原配所生的才算
[00:04:38.520 --> 00:04:40.360]  所以夏甲和他所生的
[00:04:40.360 --> 00:04:42.120]  以撒瑪麗
[00:04:42.120 --> 00:04:44.080]  是不算數的
[00:04:44.080 --> 00:04:46.080]  原來是猶太人的傳統裡面
[00:04:46.080 --> 00:04:50.920]  今天分享的經文第十一章八至十六節
[00:04:50.920 --> 00:04:53.800]  是記載了阿伯蘭
[00:04:53.800 --> 00:04:55.480]  由現在開始
[00:04:55.480 --> 00:04:57.360]  我們就會說
[00:04:57.360 --> 00:04:58.760]  這個就是由阿伯蘭
[00:04:58.760 --> 00:05:00.160]  直到某一點的時候
[00:05:00.160 --> 00:05:01.440]  大家就會知道
[00:05:01.440 --> 00:05:02.960]  他由阿伯蘭
[00:05:02.960 --> 00:05:05.080]  為什麼會成為一個阿伯拉罕
[00:05:05.080 --> 00:05:08.080]  我才會跟大家說他是阿伯拉罕
[00:05:08.080 --> 00:05:11.480]  記載了阿伯蘭夢照離開家鄉
[00:05:11.480 --> 00:05:14.280]  神賜兒子以撒這兩件事
[00:05:14.280 --> 00:05:17.760]  讓我們在抗疫期間
[00:05:17.760 --> 00:05:21.640]  一起跟神所揀選信心的僕人
[00:05:21.640 --> 00:05:23.880]  來一個信心的旅程
[00:05:23.880 --> 00:05:28.560]  當阿伯蘭
[00:05:28.560 --> 00:05:34.720]  當阿伯蘭的父親他拉
[00:05:34.720 --> 00:05:36.720]  在哈蘭死了之後
[00:05:36.720 --> 00:05:39.040]  耶和華就對阿伯蘭說
[00:05:39.040 --> 00:05:41.840]  你要離開本地
[00:05:41.840 --> 00:05:42.600]  本族
[00:05:42.600 --> 00:05:43.560]  父家
[00:05:43.560 --> 00:05:47.600]  往我所要指示你的地去
[00:05:47.600 --> 00:05:51.560]  他說我必叫你成為大國
[00:05:51.560 --> 00:05:53.680]  我必賜福給你
[00:05:53.680 --> 00:05:55.360]  叫你的名為大
[00:05:55.360 --> 00:05:57.200]  你要使別人得福
[00:05:57.200 --> 00:05:59.040]  究竟他去了哪裡呢
[00:05:59.040 --> 00:06:01.040]  大家看看這張地圖
[00:06:01.040 --> 00:06:03.560]  有一個月光
[00:06:03.560 --> 00:06:06.040]  我們在讀聖經的地理
[00:06:06.040 --> 00:06:09.640]  稱呼這個地方為肥沃半月灣
[00:06:09.640 --> 00:06:12.440]  在這個地區裏面
[00:06:12.440 --> 00:06:16.440]  在當時中東地帶來說
[00:06:16.440 --> 00:06:18.040]  算是不錯了
[00:06:18.040 --> 00:06:20.120]  因為可以灌溉、耕種
[00:06:20.120 --> 00:06:21.840]  因為有河流
[00:06:21.840 --> 00:06:24.720]  有法拉底河
[00:06:24.720 --> 00:06:28.240]  和底格里斯河
[00:06:28.240 --> 00:06:30.880]  吳爾在哪裡呢
[00:06:30.880 --> 00:06:33.320]  就是肥沃半月灣的「篤篤」那裏
[00:06:33.320 --> 00:06:36.400]  一直要去哪裡呢
[00:06:36.400 --> 00:06:38.600]  英、他們的迦南地
[00:06:38.600 --> 00:06:40.800]  就是我們現在所說的
[00:06:40.800 --> 00:06:42.800]  以色列國的地方
[00:06:42.800 --> 00:06:44.200]  巴勒斯坦的地方
[00:06:44.200 --> 00:06:46.200]  由這邊來到這邊
[00:06:46.200 --> 00:06:51.200]  這個旅程經歷了很多時間
[00:06:51.200 --> 00:06:58.000]  按照《創世記》第11章31至32節的記載
[00:06:58.000 --> 00:07:00.000]  伯蘭的父親
[00:07:00.000 --> 00:07:03.480]  他拉其實是帶伯蘭族人
[00:07:03.480 --> 00:07:06.080]  和他的族人離開吳爾
[00:07:06.080 --> 00:07:09.280]  吳爾就要去到迦南地
[00:07:09.280 --> 00:07:10.880]  但中途就在哈蘭
[00:07:10.880 --> 00:07:12.080]  哈蘭就在中間
[00:07:12.080 --> 00:07:13.280]  大約在中間的地方
[00:07:13.280 --> 00:07:14.480]  大家會看到
[00:07:14.480 --> 00:07:15.680]  在地圖上
[00:07:15.680 --> 00:07:17.680]  其實走了一半
[00:07:17.680 --> 00:07:20.480]  如果我們按地圖的比例
[00:07:20.480 --> 00:07:21.880]  就停下來
[00:07:21.880 --> 00:07:27.280]  他拉就在那裏停下來
[00:07:27.280 --> 00:07:29.960]  定居了一個很長的日子
[00:07:29.960 --> 00:07:31.960]  直至他拉離開了世界
[00:07:31.960 --> 00:07:33.160]  他死了之後
[00:07:33.160 --> 00:07:36.160]  伯蘭就聽從神的吩咐
[00:07:36.160 --> 00:07:37.560]  離開哈蘭
[00:07:37.560 --> 00:07:39.560]  往迦南地
[00:07:39.560 --> 00:07:40.960]  由此可見
[00:07:40.960 --> 00:07:44.760]  伯蘭在哈蘭蒙召之後
[00:07:44.760 --> 00:07:46.760]  顯然他要知道
[00:07:46.760 --> 00:07:49.760]  他自己要去一個迦南地的地方
[00:07:49.760 --> 00:07:51.160]  而作者所說
[00:07:51.160 --> 00:07:54.560]  並不知道要到哪裡去呢
[00:07:54.560 --> 00:07:55.760]  其實意思
[00:07:55.760 --> 00:07:57.760]  大體上只是說
[00:07:57.760 --> 00:08:01.360]  伯蘭離開哈蘭的時候
[00:08:01.360 --> 00:08:03.160]  其實他不知道
[00:08:03.160 --> 00:08:05.760]  在神帶領他
[00:08:05.760 --> 00:08:08.360]  遷徙的旅程裏面
[00:08:08.360 --> 00:08:10.960]  他將會經歷什麼
[00:08:10.960 --> 00:08:13.360]  當神呼召他
[00:08:13.360 --> 00:08:14.160]  去
[00:08:14.160 --> 00:08:16.960]  我所指示你的地去
[00:08:16.960 --> 00:08:18.960]  他就即時回應神
[00:08:18.960 --> 00:08:19.960]  立刻起行
[00:08:19.960 --> 00:08:20.960]  他就去了
[00:08:20.960 --> 00:08:22.960]  聽從神的話
[00:08:22.960 --> 00:08:27.160]  是伯蘭與神的關係的一個重要特色
[00:08:27.160 --> 00:08:29.360]  作者在此所關注的
[00:08:29.360 --> 00:08:30.160]  就是伯蘭
