
[00:00:00.000 --> 00:00:03.000]  (主席) 第五姐妹,祝神
[00:00:03.000 --> 00:00:10.000]  在此時先講一講,請第五姐妹紀念郭牧師及師母
[00:00:10.000 --> 00:00:13.000]  因為我們昨日在六時多收到她的消息
[00:00:13.000 --> 00:00:20.000]  師母和郭牧師一起飛回香港的途中在飛機上暈倒
[00:00:20.000 --> 00:00:24.000]  後來時間,我們都很感恩,她後來都醒了
[00:00:24.000 --> 00:00:30.000]  但她最後送了去醫院,現在最後的情況,她發覺有些心三失的情況
[00:00:30.000 --> 00:00:34.000]  即是血管三失,所以她現在已經去了馬來西亞醫院
[00:00:34.000 --> 00:00:36.000]  所以請第五姐妹紀念她們的情況
[00:00:36.000 --> 00:00:41.000]  我想在講到之前為她們禱告,大家請提心吐氣
[00:00:41.000 --> 00:00:46.000]  七位天父,我們求你幫助,保守
[00:00:46.000 --> 00:00:56.000]  剛才在你的詩歌當中,你告訴我們你是我們的盾牌,你是我們的山寨,你是我們的伴石
[00:00:56.000 --> 00:01:05.000]  主在過去日子裏面,主在你如何帶領著郭牧師,你如何成為他的山寨盾牌和力量
[00:01:05.000 --> 00:01:12.000]  在這一刻裏面,我知道他很需要你,師母也很需要你
[00:01:12.000 --> 00:01:18.000]  最後我求主你親自保守,你去帶領著,保守他們兩位
[00:01:18.000 --> 00:01:23.000]  在神的面前的時候,是有恩典,是滿有眾神熱烈的平安
[00:01:23.000 --> 00:01:32.000]  最後我求主你親自特別的,將你醫治的手指頭能夠進到師母她自己的身上
[00:01:32.000 --> 00:01:36.000]  求你派最好的醫療團隊成為她的幫助
[00:01:36.000 --> 00:01:43.000]  我也求主你將平靜安穩的心賜給牧師,賜給他的兒女
[00:01:43.000 --> 00:01:46.000]  最後我們求主你親自帶領和看顧
[00:01:46.000 --> 00:01:52.000]  願意我們能夠在過程當中,我們完全看見上帝你如何帶領和看顧他們
[00:01:52.000 --> 00:01:58.000]  將一切所有的我們教託,其中一方教主耶穌,得聖名至其球,阿們
[00:01:58.000 --> 00:02:05.000]  我們今天讀這段經文,其實也是大家很熟悉的一段經文
[00:02:05.000 --> 00:02:11.000]  從小到大,如果小朋友回到教會,一定會聽過這段經文
[00:02:11.000 --> 00:02:16.000]  因為在以利亞,他在人生當中是一個很重要的高峰
[00:02:16.000 --> 00:02:22.000]  當我們去看這段經文的時候,我們必須要去比較十八章
[00:02:22.000 --> 00:02:27.000]  當時很義氣風發的以利亞
[00:02:27.000 --> 00:02:33.000]  當時的以利亞,他在一個,你叫他在一個侍奉裡面是人生高峰
[00:02:33.000 --> 00:02:40.000]  他聽到上帝告訴他,將不下雨,他就會向著阿哈宣佈不下雨
[00:02:40.000 --> 00:02:45.000]  三年之後,上帝叫他再宣佈,下雨就下雨
[00:02:45.000 --> 00:02:50.000]  所以他有這一份底氣,去到當他面對阿哈的時候
[00:02:50.000 --> 00:02:58.000]  面對著他們,當時如果要記載,有八百五十個拜賈神的先知
[00:02:58.000 --> 00:03:03.000]  和他在山上一起去試,如果我想說的義氣風發就是什麼
[00:03:03.000 --> 00:03:08.000]  就是當時他們一起捉了兩個壇,然後我們一起用同樣的方法
[00:03:08.000 --> 00:03:14.000]  將祭神放在壇上,然後就叫他們,好啊,你們叫你們的神在天上降火下來
[00:03:14.000 --> 00:03:22.000]  聖經是形容這八百五十個先知用盡一切方法,跳舞都沒有辦法令這些火降在當中
[00:03:22.000 --> 00:03:30.000]  然後,以利亞他做了一個舉動,將水淋在祭壇上,淋濕他
[00:03:30.000 --> 00:03:37.000]  然後他就祈禱,上帝就將火降在上面,燒了整個祭壇
[00:03:37.000 --> 00:03:41.000]  所以當時,我不知道大家看不看到那個場面
[00:03:41.000 --> 00:03:47.000]  一個人對著八百多人,但是他一點都不害怕
[00:03:47.000 --> 00:03:52.000]  但是,一張而已,鏡頭一轉而已
[00:03:52.000 --> 00:03:58.000]  當他聽到耶駛別,差派使者來到他面前講這番話的時候
[00:03:58.000 --> 00:04:02.000]  突然間整個情況急轉直下
[00:04:02.000 --> 00:04:08.000]  其實我們很難去想像究竟兩者之間的差距,你明白我的意思嗎
[00:04:08.000 --> 00:04:16.000]  以利亞,我明明是跟隨著上帝,我看到你那些作為,所以我有這麼大的信心
[00:04:16.000 --> 00:04:21.000]  但是,竟然一個女人,他跟他說這番話,你令他害怕到一個地步,他馬上走
[00:04:21.000 --> 00:04:29.000]  聖經有趣的地方就是,他沒有跟你說究竟耶駛別有多可怕,沒有
[00:04:29.000 --> 00:04:34.000]  或許你可以在裡面有很多想像的空間,他是如何的凶殘
[00:04:34.000 --> 00:04:39.000]  他是如何的可以即時發動任何的情況,可以殺了他,都不一定,我不知道
[00:04:39.000 --> 00:04:42.000]  但是,在這裡我們只知道一件事
[00:04:42.000 --> 00:04:51.000]  以利亞去畏懼耶駛別過於上帝
[00:04:51.000 --> 00:04:56.000]  今天我想跟大家說的時候,在我們人生當中都有很多我們的耶駛別
[00:04:56.000 --> 00:05:02.000]  我們同樣都經歷了上帝很多很多過去的恩典,他與我們同行
[00:05:02.000 --> 00:05:07.000]  但很多時候,當一個危機,當一個困難難關臨到的時候
[00:05:07.000 --> 00:05:15.000]  接著你就會發覺,我們就馬上逃命,我們就馬上走
[00:05:15.000 --> 00:05:21.000]  所以,其實這段經文最有趣的地方就是,我們要重新繼續去認識
[00:05:21.000 --> 00:05:26.000]  我們在平時,我們以為自己,我們如何相信上帝
[00:05:26.000 --> 00:05:30.000]  甚至乎,我們在信仰當中有一份力量
[00:05:30.000 --> 00:05:35.000]  但其實,當這些困難危機來到的時候,就是一個很好的試金石
[00:05:35.000 --> 00:05:42.000]  你會發覺,其實以利亞他給予什麼情況,令到他發生這件事呢?
[00:05:42.000 --> 00:05:50.000]  當你看經文當中,我會這樣形容,就是他對上帝的認識毀了他
[00:05:50.000 --> 00:05:55.000]  他對上帝的過去認識毀了他
[00:05:55.000 --> 00:05:58.000]  意思是什麼?他心裡面有一套神學
[00:05:58.000 --> 00:06:01.000]  神學的意思就是你去認識上帝
[00:06:01.000 --> 00:06:06.000]  所以,他心裡面有一套神學,就是上帝是這樣的,是這樣的,是這樣的
[00:06:06.000 --> 00:06:09.000]  即是說,他心裡面的上帝是一個怎樣的上帝?
[00:06:09.000 --> 00:06:12.000]  就是你叫他不下雨,他就不下雨
[00:06:12.000 --> 00:06:15.000]  是滿有大能的
[00:06:15.000 --> 00:06:21.000]  還有一件事,只會贏,只會贏,是不會輸的
[00:06:21.000 --> 00:06:27.000]  但是,當他一聽到的時候,聖經裡面沒有很細微的告訴你,究竟發生了什麼事
[00:06:27.000 --> 00:06:30.000]  但是,或許,在裡面我們有很多想像空間
[00:06:30.000 --> 00:06:34.000]  當伊利亞聽到耶洗別所說的話的時候
[00:06:34.000 --> 00:06:41.000]  他跟著他的反應,可能他就說,為什麼上帝不即時擊殺耶洗別?
[00:06:41.000 --> 00:06:45.000]  為什麼上帝不做一些事,讓我們看見?
[00:06:45.000 --> 00:06:49.000]  不是的,上帝好像突然之間消失了
[00:06:49.000 --> 00:06:57.000]  現在所發生的事,和我過去裡面,我對上帝的認識完全是兩回事
[00:06:57.000 --> 00:06:59.000]  他接受不了
[00:06:59.000 --> 00:07:02.000]  所以,你會發覺,當他逃命的時候
[00:07:02.000 --> 00:07:05.000]  當他去到那裡,無能為力的時候
[00:07:05.000 --> 00:07:09.000]  他就說,去到很出名的羅騰樹,向上帝求死
[00:07:09.000 --> 00:07:13.000]  然後說,算了吧,求你取了我的性命
[00:07:13.000 --> 00:07:17.000]  因為我比我以前的祖先好
[00:07:17.000 --> 00:07:21.000]  這句話其實很有趣,他又不敢罵上帝
[00:07:21.000 --> 00:07:25.000]  但是,他在裡面的時候,他又用了一番話
[00:07:25.000 --> 00:07:30.000]  他聽了這番話,他真的很誠心地說,我不及我的祖先
[00:07:30.000 --> 00:07:33.000]  還是在遞給上帝
[00:07:33.000 --> 00:07:37.000]  但是,你會發覺,之後的經文
[00:07:37.000 --> 00:07:42.000]  你就會發覺,解釋了,其實他是向上帝發悔氣
[00:07:42.000 --> 00:07:47.000]  他一路去裡面,這個就是他心裡面的神學
[00:07:47.000 --> 00:07:52.000]  我為耶華萬鈞的神大發熱心
[00:07:52.000 --> 00:07:55.000]  因為是以色列人,不是我
[00:07:55.000 --> 00:07:59.000]  是那幫以色列人背了你的約,毀了你的壇
[00:07:59.000 --> 00:08:03.000]  用刀殺了你的才知道,現在只剩下我一個
[00:08:03.000 --> 00:08:06.000]  他們還要來取我的命
[00:08:06.000 --> 00:08:08.000]  他在裡面有很多的不忿
[00:08:08.000 --> 00:08:11.000]  很多就是上帝為你撲心撲命
[00:08:11.000 --> 00:08:14.000]  上帝為你做了很多的事
[00:08:14.000 --> 00:08:18.000]  為什麼現在你看到的時候,你不是保護我的?
[00:08:18.000 --> 00:08:20.000]  如果大家留意剛才的經文的時候
[00:08:20.000 --> 00:08:23.000]  基本上第一段的經文和第二段的經文是差不多一模一樣
[00:08:23.000 --> 00:08:27.000]  他講了兩次,這個是他很根深蒂固的裡面
[00:08:27.000 --> 00:08:34.000]  我已經盡了我的能力,我盡了力,難道你看不見嗎?
[00:08:34.000 --> 00:08:37.000]  我不知道大家在這裡有沒有一些痛感
[00:08:37.000 --> 00:08:40.000]  有時候我們面對困難,我們面對一個處境
[00:08:40.000 --> 00:08:42.000]  我們最難去渡過的是什麼呢?
[00:08:42.000 --> 00:08:48.000]  就是這件事不斷在我們的心裡面,不斷旋轉
[00:08:48.000 --> 00:08:51.000]  在自己的心裡面不斷碎碎念
[00:08:51.000 --> 00:08:53.000]  不斷地在說,不斷地在說
[00:08:53.000 --> 00:08:56.000]  上帝你去了哪裡?你是什麼神來的?
[00:08:56.000 --> 00:08:59.000]  我已經很撲心撲命為你了
[00:08:59.000 --> 00:09:01.000]  你還想怎樣?
[00:09:01.000 --> 00:09:03.000]  為什麼你還想怎樣?你不是公義的嗎?
[00:09:03.000 --> 00:09:06.000]  你不是慈愛的嗎?你不是幫我的嗎?
[00:09:06.000 --> 00:09:11.000]  以利亞當時他就一直在腦海裡面不斷地打轉
[00:09:11.000 --> 00:09:14.000]  他沒有辦法走出來
[00:09:15.000 --> 00:09:17.000]  但是你會發覺經文裡面很有趣的地方
[00:09:17.000 --> 00:09:20.000]  出了一段不解,很難明白的經文
[00:09:20.000 --> 00:09:25.000]  耶和華說,你出來,你出來殺我的面前
[00:09:25.000 --> 00:09:27.000]  然後他說,那時耶和華從哪裡經過
[00:09:27.000 --> 00:09:29.000]  在他面前有烈風大作
[00:09:29.000 --> 00:09:32.000]  崩山碎石,耶和華卻不在風中
[00:09:32.000 --> 00:09:35.000]  風後有地震,耶和華卻不在其中
[00:09:35.000 --> 00:09:39.000]  地震後有火,耶和華也不在火中
[00:09:39.000 --> 00:09:42.000]  火後有微小的聲音
[00:09:42.000 --> 00:09:46.000]  這段經文你不解,是很難明白的
[00:09:46.000 --> 00:09:49.000]  其實你會發覺,你記住
[00:09:49.000 --> 00:09:51.000]  以利亞去到河列山
[00:09:51.000 --> 00:09:55.000]  河列山就是當日上帝在上面頒佈律法
[00:09:55.000 --> 00:09:57.000]  如果大家還記得當時的圖像是怎樣
[00:09:57.000 --> 00:10:01.000]  就是崩山碎石,就是大風大作,就是地震
[00:10:01.000 --> 00:10:06.000]  這些圖像是代表著上帝將會出現
[00:10:06.000 --> 00:10:09.000]  上帝臨在的象徵
[00:10:09.000 --> 00:10:13.000]  這是以色列人每一個人一看這圖像就會知道
[00:10:13.000 --> 00:10:15.000]  上帝來了
[00:10:15.000 --> 00:10:19.000]  但最有趣的地方,在這裡說什麼
[00:10:19.000 --> 00:10:22.000]  上帝是怎樣,今次的出現是什麼
[00:10:22.000 --> 00:10:25.000]  我在微星之中
[00:10:25.000 --> 00:10:30.000]  上帝做了一件事
[00:10:30.000 --> 00:10:34.000]  現在是你以為我
[00:10:34.000 --> 00:10:37.000]  你認為的上帝是這樣
[00:10:37.000 --> 00:10:42.000]  現在我告訴你,上帝是這樣的
[00:10:42.000 --> 00:10:45.000]  明愛斯萬,弟兄姊妹
[00:10:45.000 --> 00:10:47.000]  其實這裡很重要
[00:10:47.000 --> 00:10:52.000]  上帝透過這件事,重新將焦點從自己身上
[00:10:52.000 --> 00:10:55.000]  轉移到上帝身上
[00:10:55.000 --> 00:11:01.000]  這亦是我們每一個人,當你面對困難
[00:11:01.000 --> 00:11:04.000]  你面對處境危難的時候
[00:11:04.000 --> 00:11:07.000]  最好的方法
[00:11:07.000 --> 00:11:15.000]  就是你去靈修,你去崇拜,你安靜
[00:11:15.000 --> 00:11:21.000]  其實就是上帝要你將你的目光轉到上帝身上
[00:11:21.000 --> 00:11:25.000]  上帝用微星跟你說話
[00:11:25.000 --> 00:11:26.000]  微星是什麼
[00:11:26.000 --> 00:11:30.000]  當你在很雜亂的情況下,你聽不到的
[00:11:30.000 --> 00:11:31.000]  大家有沒有試過
[00:11:31.000 --> 00:11:35.000]  現在我們的耳機很厲害
[00:11:35.000 --> 00:11:38.000]  我們現在有一個降噪功能
[00:11:38.000 --> 00:11:42.000]  現在我們用的耳機有一個功能
[00:11:42.000 --> 00:11:44.000]  你可以令到它不要降噪
[00:11:44.000 --> 00:11:47.000]  你又戴著又聽到外面的東西
[00:11:47.000 --> 00:11:50.000]  但大家就會見到分別
[00:11:50.000 --> 00:11:55.000]  就是你在外面很雜亂的環境下
[00:11:55.000 --> 00:11:57.000]  你裡面是很難聽到音樂的
[00:11:57.000 --> 00:12:02.000]  唯一就是當你將噪音降噪完全拿走了之後
[00:12:02.000 --> 00:12:06.000]  你就會很聽到
[00:12:06.000 --> 00:12:09.000]  弟兄姊妹,今天我們在困難的時候
[00:12:09.000 --> 00:12:11.000]  你以為自己走到絕境
[00:12:11.000 --> 00:12:12.000]  剛才我都提過
[00:12:12.000 --> 00:12:15.000]  魔鬼最好的方法就是在心裡面
[00:12:15.000 --> 00:12:17.000]  不斷地旋轉,不斷地徘徊
[00:12:17.000 --> 00:12:20.000]  不斷地跟你說,不斷地跟你說
[00:12:20.000 --> 00:12:22.000]  上帝不好
[00:12:22.000 --> 00:12:24.000]  你的上帝是差的
[00:12:24.000 --> 00:12:26.000]  上帝不愛你
[00:12:26.000 --> 00:12:28.000]  你以為你上帝很厲害嗎
[00:12:28.000 --> 00:12:32.000]  你看,他現在什麼都不做
[00:12:32.000 --> 00:12:37.000]  這個就令到我們沒辦法從那個困境裡面走出來
[00:12:37.000 --> 00:12:41.000]  但現在這個時候,就是我們要走出來
[00:12:41.000 --> 00:12:43.000]  上帝要他走出來
[00:12:43.000 --> 00:12:47.000]  在微聲當中,請你細心地去聽
