
[00:00:00.000 --> 00:00:02.000]  早晨兩姐妹
[00:00:02.000 --> 00:00:05.000]  很感謝肥沙很溫暖的介紹
[00:00:05.000 --> 00:00:07.000]  和很生動的讀經
[00:00:07.000 --> 00:00:10.000]  讓我們能夠開始預備我們去聽
[00:00:10.000 --> 00:00:15.000]  今天耶穌基督昔日的浪子比喻的教導
[00:00:15.000 --> 00:00:21.000]  如果大家有聽今年中秋節晚堂的話
[00:00:21.000 --> 00:00:27.000]  其實我在那個晚堂裡面都講了浪子比喻的上集
[00:00:27.000 --> 00:00:34.000]  如果大家可以重溫那次講小兒子的故事
[00:00:34.000 --> 00:00:38.000]  今天我們會講大兒子
[00:00:38.000 --> 00:00:39.000]  不過其實無所謂的
[00:00:39.000 --> 00:00:43.000]  基本上上下集你沒有看上集都可以看到
[00:00:43.000 --> 00:00:51.000]  所以今天我們會將焦點放在浪子比喻大兒子的角度
[00:00:51.000 --> 00:00:56.000]  如果你去看一些聖經學者的講解
[00:00:56.000 --> 00:00:59.000]  都知道路加第十五章裡面
[00:00:59.000 --> 00:01:04.000]  幾個失淺、失陽和失兒子的故事
[00:01:04.000 --> 00:01:10.000]  其實都是針對當時候在場的法理賽人
[00:01:10.000 --> 00:01:12.000]  所以其實嚴格來說
[00:01:12.000 --> 00:01:17.000]  浪子比喻的故事的重點其實是大兒子
[00:01:17.000 --> 00:01:21.000]  雖然我們很多時候報道會都會講浪子的故事
[00:01:21.000 --> 00:01:26.000]  浪子回頭的故事來大人信主
[00:01:26.000 --> 00:01:32.000]  但其實我們都更加好好的來從大兒子的角度
[00:01:32.000 --> 00:01:39.000]  去了解一下浪子比喻的片段
[00:01:39.000 --> 00:01:46.000]  因此我們就會將焦點放在大兒子的角度裡面
[00:01:46.000 --> 00:01:54.000]  所以浪子比喻的下半段其實是大兒子的故事
[00:01:54.000 --> 00:01:58.000]  正確大兒子的故事其實是開始於一個大團圓結局
[00:01:58.000 --> 00:02:01.000]  日子裡面父親就這樣跟僕人說
[00:02:01.000 --> 00:02:03.000]  把那上好的蒲子拿開
[00:02:03.000 --> 00:02:05.000]  快給他穿上
[00:02:05.000 --> 00:02:07.000]  把戒指戴在他的頭上
[00:02:07.000 --> 00:02:09.000]  把鞋穿在他腳上
[00:02:09.000 --> 00:02:11.000]  把那肥牛獨就宰了
[00:02:11.000 --> 00:02:13.000]  我們就可以歡喜快樂來吃喝
[00:02:13.000 --> 00:02:15.000]  因為這個兒子是死而復活
[00:02:15.000 --> 00:02:16.000]  死而復活
[00:02:16.000 --> 00:02:17.000]  失而復得的
[00:02:17.000 --> 00:02:19.000]  他們就快樂起來
[00:02:19.000 --> 00:02:21.000]  一個典型的快樂結局
[00:02:21.000 --> 00:02:25.000]  原來我們看無線劇集TVB的快樂結局
[00:02:25.000 --> 00:02:27.000]  都是聖經來自於
[00:02:27.000 --> 00:02:31.000]  20集裡面最後大家一起BBQ這些片段
[00:02:31.000 --> 00:02:34.000]  都是一個典型的聖經故事的結局
[00:02:34.000 --> 00:02:41.000]  所以發覺路加福音特別強調快樂的結局
[00:02:41.000 --> 00:02:42.000]  小兒子悔改
[00:02:42.000 --> 00:02:44.000]  父親非常快樂
[00:02:44.000 --> 00:02:46.000]  叫人宰了肥牛
[00:02:46.000 --> 00:02:49.000]  一齊來吃肥牛
[00:02:49.000 --> 00:02:50.000]  不知道怎樣吃
[00:02:50.000 --> 00:02:51.000]  可能是吃火鍋
[00:02:51.000 --> 00:02:52.000]  可能是BBQ
[00:02:52.000 --> 00:02:54.000]  諸如此類
[00:02:54.000 --> 00:02:56.000]  特別強調一四之九
[00:02:56.000 --> 00:02:58.000]  他們就很快樂
[00:02:58.000 --> 00:03:00.000]  一個快樂的延續
[00:03:00.000 --> 00:03:04.000]  正是浪子比喻兩個段落的轉折
[00:03:04.000 --> 00:03:07.000]  這個快樂的BBQ
[00:03:07.000 --> 00:03:09.000]  是小兒子故事的結尾
[00:03:09.000 --> 00:03:14.000]  卻是大兒子痛苦的開始
[00:03:14.000 --> 00:03:18.000]  原來大兒子的故事是起始一個快樂的延續
[00:03:18.000 --> 00:03:19.000]  這個背後
[00:03:19.000 --> 00:03:22.000]  一個大家在同歡樂的背後
[00:03:22.000 --> 00:03:25.000]  卻是大兒子心靈風暴的開始
[00:03:25.000 --> 00:03:26.000]  聖經這樣說
[00:03:26.000 --> 00:03:28.000]  (大兒子正在田裡)
[00:03:28.000 --> 00:03:30.000]  (他回來離家不遠)
[00:03:30.000 --> 00:03:32.000]  (聽見那作樂跳舞的聲音)
[00:03:32.000 --> 00:03:34.000]  (便叫過一個僕人來)
[00:03:34.000 --> 00:03:35.000]  (問是甚麼事情)
[00:03:35.000 --> 00:03:37.000]  (僕人說你兄弟來了)
[00:03:37.000 --> 00:03:41.000]  (你父親因為他得無災無病地回來)
[00:03:41.000 --> 00:03:43.000]  (把肥牛宰了)
[00:03:43.000 --> 00:03:47.000]  28次就說到大兒子非常憤怒
[00:03:47.000 --> 00:03:50.000]  今天我們正正就來思考
[00:03:50.000 --> 00:03:54.000]  從大兒子的角度來思考這個故事
[00:03:54.000 --> 00:03:57.000]  大兒子很憤怒不肯進去
[00:03:57.000 --> 00:03:59.000]  他父親就出來勸他
[00:03:59.000 --> 00:04:03.000]  他就跟父親講出他的控訴
[00:04:03.000 --> 00:04:04.000]  (大兒子說)
[00:04:04.000 --> 00:04:06.000]  (我服侍你隻貓當年從來沒有違背過你的命)
[00:04:06.000 --> 00:04:08.000]  (你便沒有給我一隻山羊羔)
[00:04:08.000 --> 00:04:10.000]  (叫我和朋友同快樂)
[00:04:10.000 --> 00:04:14.000]  (但你這個兒子和娼妓吞盡你的財產業)
[00:04:14.000 --> 00:04:17.000]  (他來了你都為他宰了肥牛)
[00:04:17.000 --> 00:04:19.000]  聖經這樣記載
[00:04:19.000 --> 00:04:21.000]  大兒子非常的憤怒
[00:04:21.000 --> 00:04:24.000]  他完全體會不到
[00:04:24.000 --> 00:04:28.000]  爸爸和小兒子一起BBQ的快樂
[00:04:28.000 --> 00:04:30.000]  甚至大兒子知道
[00:04:30.000 --> 00:04:33.000]  當父親和小兒子一起去這麼開心的時候
[00:04:33.000 --> 00:04:35.000]  他完全崩潰
[00:04:35.000 --> 00:04:37.000]  他完全接受不到
[00:04:37.000 --> 00:04:40.000]  大家一起快樂的情景
[00:04:40.000 --> 00:04:41.000]  我想大家都感覺到
[00:04:41.000 --> 00:04:44.000]  特別當一些人很開心的時候
[00:04:44.000 --> 00:04:46.000]  在一些派對的時候
[00:04:46.000 --> 00:04:48.000]  如果你不開心的話
