
[00:00:00.000 --> 00:00:02.000]  我們一起有簡單祈禱
[00:00:02.000 --> 00:00:04.000]  再一次感謝主
[00:00:04.000 --> 00:00:10.500]  讓今天晚上是一個非常清涼的晚上
[00:00:10.500 --> 00:00:14.000]  我們可以享受秋天的微風
[00:00:14.000 --> 00:00:16.500]  也能夠有很好的天氣
[00:00:16.500 --> 00:00:18.500]  雖然仍然是三號風球
[00:00:18.500 --> 00:00:23.000]  但風球對香港大部分地區都沒有什麼影響
[00:00:23.000 --> 00:00:27.500]  我們也盼望不會影響周邊的城市
[00:00:27.500 --> 00:00:31.000]  但願我們今天晚上透過雅各
[00:00:31.000 --> 00:00:34.000]  他人生的階段
[00:00:34.000 --> 00:00:36.000]  聖經的描述
[00:00:36.000 --> 00:00:38.000]  和他真的面對人生
[00:00:38.000 --> 00:00:40.500]  當離開了父家
[00:00:40.500 --> 00:00:44.500]  去到舅父拉班的地方的時候
[00:00:44.500 --> 00:00:46.500]  所受到的對待
[00:00:46.500 --> 00:00:51.500]  都成為了神好像要來管教他
[00:00:51.500 --> 00:00:54.500]  讓他的生命更加成長
[00:00:54.500 --> 00:00:57.000]  的一個很重要的功課
[00:00:57.000 --> 00:00:59.500]  求你也在我們大家的生命裡面
[00:00:59.500 --> 00:01:03.000]  讓我們看到你的恩典的手
[00:01:03.000 --> 00:01:04.500]  一直追隨
[00:01:04.500 --> 00:01:06.500]  一直帶領著我們每一個人
[00:01:06.500 --> 00:01:08.000]  求你施恩
[00:01:08.000 --> 00:01:10.500]  今天晚上我們等候在你面前
[00:01:10.500 --> 00:01:12.000]  我們這樣祈禱
[00:01:12.000 --> 00:01:14.000]  奉耶穌基督的名
[00:01:14.000 --> 00:01:16.000]  阿們
[00:01:16.000 --> 00:01:19.500]  上一個星期我們開始看了
[00:01:19.500 --> 00:01:22.500]  就去到第29、30章
[00:01:22.500 --> 00:01:26.000]  特別是雅各12個兒子
[00:01:26.000 --> 00:01:29.000]  其中有一個比較顯著的就是
[00:01:29.000 --> 00:01:35.000]  大家都知道他被舅父欺騙了
[00:01:35.000 --> 00:01:37.500]  其實他最喜歡的就是拉結
[00:01:37.500 --> 00:01:42.000]  但是誰不知舅父拉班就說
[00:01:42.000 --> 00:01:47.000]  大女尼亞要先出嫁的
[00:01:47.000 --> 00:01:52.500]  所以他一下子要了尼亞
[00:01:52.500 --> 00:01:55.500]  七年之後才要拉結
[00:01:55.500 --> 00:01:57.000]  而同一時間
[00:01:57.000 --> 00:02:02.500]  尼亞再送了一個侍女叫做色柏
[00:02:02.500 --> 00:02:05.000]  另外就是當七年之後
[00:02:05.000 --> 00:02:08.000]  拉結過門的時候
[00:02:08.000 --> 00:02:10.500]  又要了他的侍女披拉
[00:02:10.500 --> 00:02:13.000]  所以總共是四位太太
[00:02:13.000 --> 00:02:16.500]  第30章就很想告訴我們
[00:02:16.500 --> 00:02:22.500]  雅各他雖然不能夠來和拉結
[00:02:22.500 --> 00:02:28.000]  有這個唯一的夫婦婚姻關係
[00:02:28.000 --> 00:02:31.000]  一開始就變成有四個太太
[00:02:31.000 --> 00:02:33.500]  但是我們又看到
[00:02:33.500 --> 00:02:37.000]  他希望自己的後代能夠承繼
[00:02:37.000 --> 00:02:40.000]  因為創世記是由12章開始
[00:02:40.000 --> 00:02:42.000]  是在說這個主題的
[00:02:42.000 --> 00:02:46.000]  哪一個才是那個應許的兒子
[00:02:46.000 --> 00:02:52.500]  接續阿伯拉罕、以撒、雅各的家業
[00:02:52.500 --> 00:02:55.500]  神的應許等等的
[00:02:55.500 --> 00:02:58.000]  所以很重要的
[00:02:58.000 --> 00:03:01.500]  所以作者這樣來告訴我們
[00:03:01.500 --> 00:03:06.500]  多肯定就是雅各只是很想和拉結
[00:03:06.500 --> 00:03:10.500]  來生那個應許的兒子
[00:03:10.500 --> 00:03:12.500]  但是你看到30章
[00:03:12.500 --> 00:03:14.500]  上個星期我們都說過了
[00:03:14.500 --> 00:03:17.500]  在河地很無奈地
[00:03:17.500 --> 00:03:24.500]  拉結是唯一不能夠生育的太太
[00:03:24.500 --> 00:03:29.500]  所以一路由雅各娶了莉雅之後
[00:03:29.500 --> 00:03:31.500]  就生了四個兒子
[00:03:31.500 --> 00:03:33.000]  一口氣生了四個兒子
[00:03:33.000 --> 00:03:36.500]  劉便、西勉、莉薇、尤大
[00:03:36.500 --> 00:03:38.500]  生了四個兒子
[00:03:39.500 --> 00:03:51.500]  去到拉結一定會產生很多的憤怒、妒忌、仇恨等等
[00:03:51.500 --> 00:03:53.500]  就會出現了
[00:03:53.500 --> 00:03:57.500]  又是好像以前的祖宗一樣
[00:03:57.500 --> 00:04:05.500]  阿伯蘭撒拉將下甲給了阿伯蘭
[00:04:05.500 --> 00:04:07.500]  生了二十瑪利
[00:04:07.500 --> 00:04:12.500]  你就會看到現在拉結找自己的侍女
[00:04:12.500 --> 00:04:14.500]  這個丕拉
[00:04:14.500 --> 00:04:17.500]  來生了兩個兒子
[00:04:17.500 --> 00:04:20.500]  一個叫做丹
[00:04:20.500 --> 00:04:22.500]  丹就是新淵
[00:04:22.500 --> 00:04:24.500]  另外一個就是拿忽他利
[00:04:24.500 --> 00:04:28.500]  拿忽他利就是兩姐妹相憎
[00:04:28.500 --> 00:04:31.500]  這個就是那個故事了
[00:04:31.500 --> 00:04:36.500]  就是說現在六個兒子都和拉結無關
[00:04:36.500 --> 00:04:41.500]  雖然丕拉就是拉結的侍女
[00:04:41.500 --> 00:04:43.500]  生了兩個兒子
[00:04:43.500 --> 00:04:48.500]  甚至那個名字都是相憎、新淵等等
[00:04:48.500 --> 00:04:54.500]  但是始終不是自己和雅各生的
[00:04:54.500 --> 00:04:58.500]  所以一直看到六個兒子都等於六年了
[00:04:58.500 --> 00:05:01.500]  如果你說重疊的可能都不止了
[00:05:01.500 --> 00:05:04.500]  接著就去到莉雅
[00:05:04.500 --> 00:05:06.500]  莉雅其實那個時候不能夠生育了
[00:05:06.500 --> 00:05:08.500]  她又看不過眼
[00:05:08.500 --> 00:05:11.500]  她又將自己的侍女這個色柏
[00:05:11.500 --> 00:05:14.500]  給了雅各
[00:05:14.500 --> 00:05:16.500]  雅各幫她又生了兩個兒子
[00:05:16.500 --> 00:05:18.500]  就是這個以撒加
[00:05:18.500 --> 00:05:19.500]  對不起
[00:05:19.500 --> 00:05:21.500]  加德和阿徹
[00:05:21.500 --> 00:05:24.500]  加德就是盲行的意思
[00:05:24.500 --> 00:05:26.500]  就是說我很幸運
[00:05:26.500 --> 00:05:29.500]  我都可以透過我的侍女再有兒子
[00:05:29.500 --> 00:05:34.500]  就是說如果計算莉雅已經有六個兒子了
[00:05:34.500 --> 00:05:39.500]  因為有兩個是她的親近侍女所生的
[00:05:39.500 --> 00:05:42.500]  這個加德和阿徹
[00:05:42.500 --> 00:05:44.500]  阿徹就是有福的意思
[00:05:44.500 --> 00:05:48.500]  就是說周圍的人都會稱我有福了
[00:05:48.500 --> 00:05:50.500]  因為我有六個兒子
[00:05:50.500 --> 00:05:53.500]  接著就去到一個
[00:05:53.500 --> 00:05:55.500]  我們看看這裡
[00:05:55.500 --> 00:05:56.500]  30章的
[00:05:56.500 --> 00:05:57.500]  要讀一點聖經
[00:05:57.500 --> 00:06:04.500]  30章第14節
[00:06:04.500 --> 00:06:07.500]  就是莉雅再去
[00:06:07.500 --> 00:06:11.500]  透過一些物件交換自己的丈夫
[00:06:11.500 --> 00:06:15.500]  就是說原來雅各一直都不喜歡莉雅
[00:06:15.500 --> 00:06:17.500]  莉雅原來不是那麼多時間
[00:06:17.500 --> 00:06:20.500]  得到自己的丈夫陪她
[00:06:20.500 --> 00:06:21.500]  14節
[00:06:21.500 --> 00:06:23.500]  割墨紙的時候
[00:06:23.500 --> 00:06:27.500]  留便往田裡去尋見風騎
[00:06:27.500 --> 00:06:29.500]  拿來給他母親莉雅
[00:06:29.500 --> 00:06:31.500]  拉潔對莉雅說
[00:06:31.500 --> 00:06:35.500]  請你把你兒子的風騎給我
[00:06:35.500 --> 00:06:36.500]  莉雅說
[00:06:36.500 --> 00:06:39.500]  你奪了我的丈夫還算小事嗎
[00:06:39.500 --> 00:06:42.500]  你又要奪我兒子的風騎嗎
[00:06:42.500 --> 00:06:43.500]  拉潔說
[00:06:43.500 --> 00:06:45.500]  為你兒子的風騎
[00:06:45.500 --> 00:06:48.500]  今夜他可以與你同寢
[00:06:48.500 --> 00:06:50.500]  所以你會看到
[00:06:50.500 --> 00:06:53.500]  拉潔和莉雅兩姐妹
