
[00:00:00.000 --> 00:00:03.000]  我們今晚一起來祷告
[00:00:03.000 --> 00:00:07.480]  多謝主讓我們能夠在不同的地方
[00:00:07.480 --> 00:00:12.420]  在不同的時段都有不同的聚會
[00:00:12.420 --> 00:00:17.100]  現在在城鎮有現場的培靈年經大會
[00:00:17.100 --> 00:00:22.600]  都是香港不同的教會一個比較重要的聚會
[00:00:22.600 --> 00:00:25.820]  我們真的很盼望上主來祝福
[00:00:25.820 --> 00:00:29.300]  使到每一個的信息
[00:00:29.300 --> 00:00:31.420]  特別是一個有系統的研讀
[00:00:31.420 --> 00:00:33.420]  某些經卷的題目
[00:00:33.420 --> 00:00:36.300]  能夠祝福更多的弟兄姊妹
[00:00:36.300 --> 00:00:40.160]  一方面我們盼望一個已經是
[00:00:40.160 --> 00:00:42.380]  行了這麼多年的運動
[00:00:42.380 --> 00:00:44.680]  可能對新一代的信徒
[00:00:44.680 --> 00:00:48.500]  他們未必那麼習慣這樣的單向的聽道
[00:00:48.500 --> 00:00:53.200]  又或者可能現在年輕的弟兄姊妹
[00:00:53.200 --> 00:00:55.400]  他們面對的問題
[00:00:55.400 --> 00:01:00.220]  或者他們內心對於公義、對於民主
[00:01:00.220 --> 00:01:02.400]  對於一些其它的事情
[00:01:02.400 --> 00:01:07.000]  尤其是一個落實的信仰在生活裏面
[00:01:07.000 --> 00:01:11.120]  都是有可能很強烈的內心的想法的
[00:01:11.120 --> 00:01:15.060]  我們都盼望海外的目者
[00:01:15.060 --> 00:01:17.700]  他們的十天的信息
[00:01:17.700 --> 00:01:20.660]  能夠適切本地的需要
[00:01:20.660 --> 00:01:23.960]  也都真的讓更多的青年人
[00:01:23.960 --> 00:01:25.960]  被主的聖靈感動
[00:01:25.960 --> 00:01:28.660]  可以研讀聖經
[00:01:28.660 --> 00:01:33.000]  找到我們自己新一代現在這個社會
[00:01:33.000 --> 00:01:36.940]  或者在21世紀關注的議題
[00:01:36.940 --> 00:01:38.940]  無論是氣候變暖
[00:01:38.940 --> 00:01:42.980]  或者更多的一些倫理道德的問題
[00:01:42.980 --> 00:01:46.200]  都讓我們能夠有那個出路
[00:01:46.200 --> 00:01:48.940]  有新一代的目者可以被興起
[00:01:48.940 --> 00:01:54.820]  可以來傳遞一個與時代並存的信息
[00:01:54.820 --> 00:01:57.460]  今天晚上多謝主給我們
[00:01:57.460 --> 00:02:01.060]  我們不多人 但是我們可以繼續去研讀
[00:02:01.060 --> 00:02:05.720]  慢慢地將《貼十勞尼加》的書信去講解
[00:02:05.720 --> 00:02:08.320]  希望能夠明白到保羅
[00:02:08.320 --> 00:02:12.060]  他原初寫的時候寫作的原因
[00:02:12.060 --> 00:02:15.080]  以及找到那個出路、答案
[00:02:15.080 --> 00:02:16.760]  願主幫助我們
[00:02:16.760 --> 00:02:21.500]  也都盼望當往後成為了YouTube的記錄之後
[00:02:21.500 --> 00:02:24.380]  有更多海外或者弟兄姊妹
[00:02:24.380 --> 00:02:26.980]  可以有空的時間可以聽
[00:02:26.980 --> 00:02:30.140]  去得到建立 願主幫助我們
[00:02:30.140 --> 00:02:32.700]  我們恭敬地打開聖經的時候
[00:02:32.700 --> 00:02:35.500]  盼望主的聖靈都在我們大家的心裏面
[00:02:35.500 --> 00:02:38.520]  來工作 我們仰望禱告
[00:02:38.520 --> 00:02:41.980]  奉耶穌基督的名 阿們
[00:02:42.380 --> 00:02:45.520]  我們又再重返第二章
[00:02:45.520 --> 00:02:48.360]  第二章的《貼十勞尼加》後書
[00:02:48.360 --> 00:02:51.900]  來再去溫習
[00:02:51.900 --> 00:02:54.400]  因為上個星期是暑期遊樂園
[00:02:54.400 --> 00:02:55.640]  我們稍微停一停
[00:02:55.640 --> 00:02:58.240]  第二章都相當明顯
[00:02:58.240 --> 00:03:01.240]  是有些經文我們沒辦法解得明白的
[00:03:01.240 --> 00:03:04.440]  因為保羅似乎講得比較含蓄
[00:03:04.440 --> 00:03:07.000]  但是當然講了一個就是
[00:03:07.000 --> 00:03:12.340]  總是有一個日子 不是現在是正在發生的
[00:03:12.340 --> 00:03:15.720]  但是似乎不是在保羅那個年代
[00:03:15.720 --> 00:03:17.720]  就是馬上應驗的
[00:03:17.720 --> 00:03:20.820]  我們就一定要拿捏住這件事
[00:03:20.820 --> 00:03:24.300]  意味著主再來
[00:03:24.300 --> 00:03:26.520]  不是我們想像當中
[00:03:26.520 --> 00:03:29.100]  是真的好像有一個完大色那樣
[00:03:29.100 --> 00:03:32.320]  去到某年某月就會停頓
[00:03:32.320 --> 00:03:37.120]  這個就變成真是呼喚回耶穌講的
[00:03:37.120 --> 00:03:40.800]  是沒有人知道什麼時候主再回來
[00:03:40.800 --> 00:03:44.100]  我們必須要學習的就是
[00:03:44.100 --> 00:03:48.300]  不要扮演那個曉得去預知未來
[00:03:48.300 --> 00:03:51.660]  和去分析 去做一個研判
[00:03:51.660 --> 00:03:55.520]  而是在在福音書講主再來
[00:03:55.520 --> 00:04:00.820]  是講我們每個人警醒自己那個人生
[00:04:00.820 --> 00:04:03.620]  等候 就是這麼多
[00:04:03.620 --> 00:04:07.340]  在這個警醒和等候的過程
[00:04:07.340 --> 00:04:10.100]  就是要忠於自己那個照明
[00:04:10.100 --> 00:04:13.860]  在那個照明裏面做好那個買賣
[00:04:13.860 --> 00:04:16.900]  所以主耶穌不斷在用那個僕人
[00:04:16.900 --> 00:04:19.180]  就是一個懶惰的僕人
[00:04:19.180 --> 00:04:23.740]  還是一個有智慧有見識的僕人呢?
[00:04:23.740 --> 00:04:28.120]  所以稍後我們講完這三章之後
[00:04:28.120 --> 00:04:32.800]  就會開始有一些關於末世論的不同的學說
[00:04:32.800 --> 00:04:35.760]  給大家有一個了解
[00:04:35.760 --> 00:04:38.840]  也都不會有具體的答案
[00:04:38.840 --> 00:04:42.000]  當然我會講我自己的一些見解
[00:04:42.000 --> 00:04:45.840]  所以也都涵蓋關乎到末世論
[00:04:45.840 --> 00:04:49.100]  必須是由24章的《馬太福音》
[00:04:49.100 --> 00:04:54.840]  那裡的《鑒欖山》的那個儀仗語言那裡講起
[00:04:54.840 --> 00:04:59.160]  所以涉及到好幾個《馬太福音》裏面的比喻
[00:04:59.160 --> 00:05:00.680]  我們又要認識
[00:05:00.680 --> 00:05:05.560]  然後我們就進入那個末世論的神學的討論
[00:05:05.560 --> 00:05:08.600]  第二章就很明顯講到
[00:05:08.600 --> 00:05:12.320]  保羅警告帖索羅尼加的弟兄姊妹
[00:05:12.320 --> 00:05:15.800]  有一件事情是要很小心
[00:05:15.800 --> 00:05:19.240]  稍後再看的時候
[00:05:19.240 --> 00:05:24.920]  這裡原來又涉及到聖經的新約書信的形成
[00:05:24.920 --> 00:05:26.360]  那個過程
[00:05:26.360 --> 00:05:28.360]  這些真的是很深奧的東西
[00:05:28.360 --> 00:05:31.300]  要專門在神學院裏面讀
[00:05:31.300 --> 00:05:37.240]  一些聖經研究或者是那個叫做正典
[00:05:37.240 --> 00:05:40.720]  但是我們稍微了解一下都可以的
[00:05:40.720 --> 00:05:42.800]  其中有一樣東西要留意就是
[00:05:42.800 --> 00:05:47.280]  保羅說已經有一些假冒我的名的書信
[00:05:47.280 --> 00:05:50.160]  和一些想法、一些學說
[00:05:50.160 --> 00:05:54.000]  已經充斥著在哥倫多
[00:05:54.000 --> 00:05:59.000]  或者是當時的歐洲的哥倫多
[00:05:59.000 --> 00:06:02.920]  或者是帖索羅尼加
