
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹晚安
[00:00:02.000 --> 00:00:03.320]  感恩
[00:00:03.320 --> 00:00:06.560]  很久很久沒有在晚堂裡面講道
[00:00:06.560 --> 00:00:09.080]  也沒有在晚堂裡面出現
[00:00:09.080 --> 00:00:10.600]  感謝主
[00:00:10.600 --> 00:00:12.960]  其實本來是鄧全道講道的
[00:00:12.960 --> 00:00:16.440]  不過他還沒有回來
[00:00:16.440 --> 00:00:21.040]  我在這個
[00:00:21.040 --> 00:00:22.200]  OK
[00:00:22.200 --> 00:00:24.800]  在幾年之前
[00:00:24.800 --> 00:00:27.560]  我去街市
[00:00:27.560 --> 00:00:30.120]  經過一個攤檔
[00:00:30.120 --> 00:00:34.120]  那個攤檔是賣人字拖的
[00:00:34.120 --> 00:00:37.960]  我看到那個老闆娘樣子很凶惡
[00:00:37.960 --> 00:00:41.200]  經常大聲在那裡說話罵人
[00:00:41.200 --> 00:00:45.120]  有一次我聽到她在那裡罵人
[00:00:45.120 --> 00:00:48.120]  她大聲在那裡跟一個主婦說
[00:00:48.120 --> 00:00:52.520]  她說你買了回去不合身要換拖鞋
[00:00:52.520 --> 00:00:57.520]  不過你要星期天下午才可以換
[00:00:57.520 --> 00:01:00.520]  因為上午我要回教會
[00:01:00.520 --> 00:01:04.680]  我們信耶穌這些人不會騙人的
[00:01:04.680 --> 00:01:10.120]  所以你跟我買東西最好不要跟我講假
[00:01:10.120 --> 00:01:14.320]  另外在那個攤檔旁邊有一張摺枱
[00:01:14.320 --> 00:01:18.760]  那裡放了很多本的中信月刊
[00:01:18.760 --> 00:01:22.600]  寫明是免費取閱的
[00:01:22.600 --> 00:01:27.280]  我就覺得這個老闆娘挺好的
[00:01:27.280 --> 00:01:31.400]  又做生意又在那裡傳福音
[00:01:31.400 --> 00:01:33.920]  但我總是不明白為甚麼樣子那麼凶惡
[00:01:33.920 --> 00:01:37.880]  說話又大聲大叫很凶惡的罵人
[00:01:37.880 --> 00:01:40.840]  到十月的時候我走過
[00:01:40.840 --> 00:01:43.880]  走過的時候我嚇了一跳
[00:01:43.880 --> 00:01:45.680]  那張摺枱沒有了
[00:01:45.680 --> 00:01:48.080]  那些中信月刊都沒有了
[00:01:48.080 --> 00:01:51.920]  但是整個攤檔就掛滿了甚麼
[00:01:51.920 --> 00:01:56.760]  萬聖節那些小朋友穿的衣服
[00:01:56.760 --> 00:01:58.920]  所有的東西
[00:01:58.920 --> 00:02:01.960]  所以我昨天在錦繡下班之後
[00:02:01.960 --> 00:02:03.920]  我又特意去街市
[00:02:03.920 --> 00:02:06.280]  看看他又在賣些甚麼
[00:02:06.280 --> 00:02:11.640]  萬聖節的東西已經全部掛出來了
[00:02:11.640 --> 00:02:13.840]  我也覺得是真的
[00:02:13.840 --> 00:02:16.320]  基督徒都要賺錢的
