
[00:00:00.000 --> 00:00:01.180]  大兄姐妹平安
[00:00:01.180 --> 00:00:02.680]  願意我們開始的時候
[00:00:02.680 --> 00:00:03.800]  我們都有一個禱告
[00:00:03.800 --> 00:00:06.520]  秋月主我們再一次感謝你
[00:00:06.520 --> 00:00:08.920]  感謝你讓我們有生命的氣息
[00:00:08.920 --> 00:00:10.900]  讓我們可以回到你的殿中
[00:00:10.900 --> 00:00:11.900]  去敬拜你
[00:00:11.900 --> 00:00:13.100]  去聽你的說話
[00:00:13.100 --> 00:00:15.700]  一切奸孩子都要分享你自己的話語
[00:00:15.700 --> 00:00:17.300]  宣講你自己話語的時候
[00:00:17.300 --> 00:00:20.300]  求真理的聖靈與我們眾人同在
[00:00:20.300 --> 00:00:21.500]  開我們的心
[00:00:21.500 --> 00:00:23.800]  願意我們進入真理的當中
[00:00:23.800 --> 00:00:25.300]  被主你自己的話語
[00:00:25.300 --> 00:00:26.900]  去得著造就
[00:00:26.900 --> 00:00:28.000]  得著幫助
[00:00:28.000 --> 00:00:29.000]  得著教導
[00:00:29.000 --> 00:00:31.200]  我們恭敬的將以下時間交上
[00:00:31.200 --> 00:00:32.800]  求聖靈與我們同在
[00:00:32.800 --> 00:00:33.900]  以上的禱告
[00:00:33.900 --> 00:00:36.000]  共主耶穌基督明智祈求
[00:00:36.000 --> 00:00:37.000]  阿們
[00:00:37.000 --> 00:00:39.900]  大兄姐妹
[00:00:39.900 --> 00:00:42.500]  提到如果說身份
[00:00:42.500 --> 00:00:45.500]  這個字大家聯想到什麼呢
[00:00:45.500 --> 00:00:48.600]  很可能我會立刻想一下我自己的身份
[00:00:48.600 --> 00:00:51.700]  譬如我現在的身份就是錦宣堂的童工
[00:00:51.700 --> 00:00:53.700]  但是我之前讀神學的時候
[00:00:53.700 --> 00:00:55.300]  就是一個神學生
[00:00:55.300 --> 00:00:58.500]  其實在我們每個人
[00:00:58.500 --> 00:01:00.500]  每一個人生的階段
[00:01:00.500 --> 00:01:03.500]  都有很多不同的身份
[00:01:03.500 --> 00:01:04.500]  舉個例子
[00:01:04.500 --> 00:01:06.300]  在工作上
[00:01:06.300 --> 00:01:09.100]  你可能是一間公司的員工
[00:01:09.100 --> 00:01:11.400]  可能又過了一段時間之後
[00:01:11.400 --> 00:01:14.300]  由A公司變成B公司的一個員工
[00:01:14.300 --> 00:01:16.400]  又或者慢慢由員工的
[00:01:16.400 --> 00:01:18.200]  變成他做主管
[00:01:18.200 --> 00:01:20.400]  在角色身份上
[00:01:20.400 --> 00:01:23.200]  很多時候都會有轉變
[00:01:23.200 --> 00:01:25.000]  譬如在家裏
[00:01:25.000 --> 00:01:26.600]  現在可能有部分就是
[00:01:26.600 --> 00:01:29.500]  家裏的丈夫
[00:01:29.500 --> 00:01:31.500]  或者做妻子的角色
[00:01:31.500 --> 00:01:32.900]  如果有小孩的
[00:01:32.900 --> 00:01:34.900]  就可能再多一個身份就是
[00:01:34.900 --> 00:01:37.500]  別人的爸爸或者媽媽
[00:01:37.500 --> 00:01:41.700]  甚至乎可能已經是家裏的公公婆婆
[00:01:41.700 --> 00:01:44.900]  或者爺爺媽媽都不奇怪了
[00:01:44.900 --> 00:01:45.700]  我們呢
[00:01:45.700 --> 00:01:48.800]  但是每一個人都有一個身份
[00:01:48.800 --> 00:01:50.400]  曾經有一個身份應該這樣說
[00:01:50.400 --> 00:01:51.800]  也是我們的身份
[00:01:51.800 --> 00:01:55.500]  就是我們父母的子女的身份
