
[00:00:00.000 --> 00:00:02.000]  我們一起禱告
[00:00:02.000 --> 00:00:05.420]  多謝天父讓我們能夠在晚上
[00:00:05.420 --> 00:00:10.440]  繼續來到祢的面前去研讀《羅馬書》
[00:00:10.440 --> 00:00:14.340]  盼望我們能夠從第五到第七章
[00:00:14.340 --> 00:00:19.360]  掌握我們是怎樣去呈獻自己給神
[00:00:19.360 --> 00:00:24.860]  成為神這位愛我們的神的奴僕
[00:00:24.860 --> 00:00:29.060]  我們來到去獻給義 作義的奴僕
[00:00:29.060 --> 00:00:33.220]  以致於能夠我們成聖 願神帶領我們
[00:00:33.220 --> 00:00:37.520]  第七章開始會涵蓋關乎到律法
[00:00:37.520 --> 00:00:41.540]  和我們基督徒信了主之後的關係
[00:00:41.540 --> 00:00:44.040]  願祢都帶領我們明白
[00:00:44.040 --> 00:00:50.100]  我們仰望感恩禱告 奉耶穌基督的名 阿們
[00:00:50.100 --> 00:00:54.440]  麻煩大家跟進著 因為我一直在錄音
[00:00:54.440 --> 00:00:57.080]  我不知道實際是不是錄到今晚
[00:00:57.080 --> 00:01:00.920]  大家說是聽到就可以 但我這裡是沒有聲音的
[00:01:00.920 --> 00:01:04.980]  有人發言 應該是我來的
[00:01:04.980 --> 00:01:11.440]  我們繼續下去 第五章頭的段落就是
[00:01:11.440 --> 00:01:20.800]  信了主在救恩裏面 就是與神恢復生命的關係
[00:01:20.800 --> 00:01:22.980]  有神的性情
[00:01:22.980 --> 00:01:27.940]  第八章會進入聖靈工作的部分
[00:01:27.940 --> 00:01:34.560]  享受與神同在帶來的生命的平安 福樂
[00:01:34.560 --> 00:01:41.480]  和在神的恩典裏面 生命的地位的改變
[00:01:41.480 --> 00:01:49.200]  下半段的第五章 就不再是舊有阿當的族類
[00:01:49.200 --> 00:01:53.340]  我們是新的族類 就是新的阿當
[00:01:53.340 --> 00:01:59.160]  末後的阿當 第二個的人 耶穌的裏面
[00:01:59.160 --> 00:02:02.620]  我們能夠得著這個永生
[00:02:02.620 --> 00:02:08.140]  就是說 我們本來就是舊有創造的墮落的人類
[00:02:08.140 --> 00:02:12.100]  但現在在救恩裏面 耶穌帶我們看到
[00:02:12.100 --> 00:02:16.780]  我們是新的人類 是一個新的創造
[00:02:16.780 --> 00:02:22.300]  是一個新的國度 不是當時羅馬帝國的
[00:02:22.300 --> 00:02:27.920]  那個太平盛世 地上的盛世的國度
[00:02:27.920 --> 00:02:33.300]  而是在神建造的永恆的國度
[00:02:33.300 --> 00:02:38.580]  這個國度是包含猶太人 外邦人 所有的民族
[00:02:38.580 --> 00:02:46.800]  這個就是帶我們好像超越了舊有的創造的失敗墮落
[00:02:46.800 --> 00:02:52.000]  以致我們在耶穌裏面 得著這個新的生命
[00:02:52.000 --> 00:02:57.680]  那五章結尾就是在說罪在哪裏顯多呢?
[00:02:57.680 --> 00:02:59.540]  恩典就更加顯多
[00:02:59.540 --> 00:03:05.060]  叫我們在耶穌裏面 得著這個新生命的永生
[00:03:05.060 --> 00:03:10.280]  第六章有兩個問題 我們上個禮拜都有機會探討過
[00:03:10.280 --> 00:03:14.340]  我們可以犯罪 因為恩典是會繼續顯多
[00:03:14.340 --> 00:03:18.580]  那保羅說不行的 因為我們已經向罪死了
[00:03:18.580 --> 00:03:24.940]  藉著洗禮這個儀式 我們是已經向罪死 向神活的
[00:03:24.940 --> 00:03:29.620]  所以我們要這樣理解 我們這個新的生命
[00:03:29.620 --> 00:03:36.900]  在耶穌裏面 我們就有這樣的開始
[00:03:36.900 --> 00:03:42.560]  要這樣去看 自己是已經在罪的面前
[00:03:42.560 --> 00:03:47.140]  我們以往沒有耶穌之前 未在救恩裏面
[00:03:47.140 --> 00:03:51.680]  我們是不能夠向罪死
[00:03:51.680 --> 00:03:54.900]  但是現在在神耶穌的救恩裏面
[00:03:54.900 --> 00:03:59.540]  我們就可以向罪死 而且是應該要這樣理解自己
[00:03:59.540 --> 00:04:03.680]  向罪死 甚至六章的十一節就是
[00:04:03.680 --> 00:04:10.680]  應該要這樣去認同 應該要這樣去考慮自己
