
[00:00:00.000 --> 00:00:02.000]  我們一起去祈禱
[00:00:02.000 --> 00:00:06.000]  天父祢感謝祢幫我們
[00:00:06.000 --> 00:00:09.000]  弟兄姊妹我們一齊來聚集
[00:00:09.000 --> 00:00:12.000]  求主祢去祢的靈降下
[00:00:12.000 --> 00:00:14.000]  讓我們每個人在生命裏面
[00:00:14.000 --> 00:00:20.000]  來聽見、看見祢自己對我們的恩典
[00:00:20.000 --> 00:00:23.000]  祢藉著祢昔日在撒加利亞書
[00:00:23.000 --> 00:00:26.000]  先知的說話裏面提醒我們
[00:00:26.000 --> 00:00:28.000]  讓我們能夠看得見
[00:00:28.000 --> 00:00:32.000]  幫助孩子都能夠清楚地說出自己的話語
[00:00:32.000 --> 00:00:35.000]  感謝祢 奉主明求 阿們
[00:00:35.000 --> 00:00:41.000]  2024年就過到差不多中間
[00:00:41.000 --> 00:00:46.000]  不知道大家這一年半年裏面過得怎樣
[00:00:46.000 --> 00:00:50.000]  我們都經歷了幾年的不太好
[00:00:50.000 --> 00:00:53.000]  股市、樓市都跌
[00:00:53.000 --> 00:00:56.000]  股市好像現在好一點
[00:00:56.000 --> 00:01:00.000]  不知道大家怎樣去看自己的將來
[00:01:00.000 --> 00:01:02.000]  看香港的將來
[00:01:02.000 --> 00:01:05.000]  在網上有一句說話都很流行
[00:01:05.000 --> 00:01:07.000]  都說人家悲觀
[00:01:07.000 --> 00:01:12.000]  就說我看得到幼稚及經的好處
[00:01:12.000 --> 00:01:16.000]  當中其實幾令我有印象
[00:01:16.000 --> 00:01:18.000]  反而是看見這個字
[00:01:18.000 --> 00:01:20.000]  看得到一些好處
[00:01:20.000 --> 00:01:24.000]  我們都和我們一齊來思考
[00:01:24.000 --> 00:01:28.000]  聖經裏面有關看見
[00:01:28.000 --> 00:01:30.000]  vision這個字眼
[00:01:30.000 --> 00:01:33.000]  如果你有vision的話
[00:01:33.000 --> 00:01:34.000]  其實都不難的
[00:01:34.000 --> 00:01:36.000]  基本上你花兩萬多元
[00:01:36.000 --> 00:01:38.000]  就買到一個vision pro
[00:01:38.000 --> 00:01:40.000]  apple的vision pro
[00:01:40.000 --> 00:01:41.000]  不單止有vision
[00:01:41.000 --> 00:01:42.000]  更加有pro
[00:01:42.000 --> 00:01:45.000]  你就可以看到一些看不到的東西
[00:01:45.000 --> 00:01:47.000]  當然你的樣子是有點奇怪
[00:01:47.000 --> 00:01:52.000]  但是你會看得到更加很多很多的資訊
[00:01:52.000 --> 00:01:56.000]  所以我們今天去思考一下這個課題
[00:01:56.000 --> 00:01:58.000]  有句說話這樣說
[00:01:58.000 --> 00:02:02.000]  我們的視野是決定我們的高度
[00:02:02.000 --> 00:02:04.000]  不知道你明不明白這句說話的意思
[00:02:04.000 --> 00:02:07.000]  視野決定高度
[00:02:07.000 --> 00:02:09.000]  當然這句說話你都聽過相反的
[00:02:09.000 --> 00:02:11.000]  高度又決定視野
[00:02:11.000 --> 00:02:13.000]  你有多高呢
[00:02:13.000 --> 00:02:14.000]  這個物理學問題
[00:02:14.000 --> 00:02:17.000]  你有多高就能夠看得多遠
