
[00:00:00.000 --> 00:00:02.000]  我們一起禱告一下
[00:00:02.000 --> 00:00:05.000]  多謝主耶穌讓我們今天晚上
[00:00:05.000 --> 00:00:07.000]  天氣也開始回暖
[00:00:07.000 --> 00:00:14.000]  我們可以再一次來聆聽和查考神的話語
[00:00:14.000 --> 00:00:19.000]  但願我們今天晚上查的施洗約翰第三講
[00:00:19.000 --> 00:00:21.000]  我們能夠對他的人生
[00:00:21.000 --> 00:00:26.000]  特別是由他出現傳到他的離開
[00:00:26.000 --> 00:00:28.000]  我們都能夠掌握
[00:00:28.000 --> 00:00:33.000]  也讓我們在思想他的人生的時代
[00:00:33.000 --> 00:00:36.000]  我們能夠掌握
[00:00:36.000 --> 00:00:39.000]  以致當我們再去看福音書
[00:00:39.000 --> 00:00:42.000]  再去對耶穌基督的傳到
[00:00:42.000 --> 00:00:45.000]  有更加準確的認識
[00:00:45.000 --> 00:00:48.000]  也讓我們在我們自己人生
[00:00:48.000 --> 00:00:53.000]  都能夠學習聖經人物的教訓
[00:00:53.000 --> 00:00:54.000]  求主帶領我們
[00:00:54.000 --> 00:00:57.000]  我們一起在你面前等候禱告
[00:00:57.000 --> 00:00:59.000]  領耶穌基督的命
[00:00:59.000 --> 00:01:00.000]  阿們
[00:01:01.000 --> 00:01:06.000]  好,和大家看一段經文
[00:01:06.000 --> 00:01:09.000]  我們上一個禮拜
[00:01:09.000 --> 00:01:14.000]  先是從路加福音第三章比較長的經文
[00:01:14.000 --> 00:01:20.000]  去講述從一個當時的歷史的刻劃
[00:01:20.000 --> 00:01:22.000]  對施洗約翰
[00:01:22.000 --> 00:01:25.000]  特別是從路加醫生的記載
[00:01:25.000 --> 00:01:28.000]  他引發的一個復興
[00:01:28.000 --> 00:01:30.000]  就是在耶路撒冷
[00:01:30.000 --> 00:01:33.000]  有很多人,不同的階層
[00:01:33.000 --> 00:01:36.000]  來找約翰
[00:01:36.000 --> 00:01:38.000]  其中一個問題就是
[00:01:38.000 --> 00:01:40.000]  他們自己去尋問
[00:01:40.000 --> 00:01:43.000]  我們應該怎麼做
[00:01:43.000 --> 00:01:44.000]  這個很重要
[00:01:44.000 --> 00:01:47.000]  就是說他們有一個目的
[00:01:47.000 --> 00:01:48.000]  清楚自己的內心
[00:01:48.000 --> 00:01:49.000]  想要什麼
[00:01:49.000 --> 00:01:51.000]  就去問施洗約翰
[00:01:51.000 --> 00:01:56.000]  因為約翰帶來的是一個悔改的開始
[00:01:56.000 --> 00:01:59.000]  所以他們就問我們怎麼去悔改
[00:01:59.000 --> 00:02:01.000]  有什麼要悔改
[00:02:01.000 --> 00:02:03.000]  不同的階層
[00:02:03.000 --> 00:02:07.000]  有冰冰,有瑞麗,有猶太人等等
[00:02:07.000 --> 00:02:09.000]  你就會知道
[00:02:09.000 --> 00:02:11.000]  是一個復興
[00:02:11.000 --> 00:02:14.000]  是一個從來沒有試過有過的
[00:02:14.000 --> 00:02:18.000]  有先知再出現在這個時代
[00:02:18.000 --> 00:02:21.000]  所以人們就很好奇
[00:02:21.000 --> 00:02:23.000]  出到去
[00:02:23.000 --> 00:02:25.000]  我們在上個禮拜結束之前
[00:02:25.000 --> 00:02:27.000]  我們就開始看約翰福音
[00:02:27.000 --> 00:02:31.000]  從神學的角度去看施洗約翰
[00:02:31.000 --> 00:02:32.000]  他是何許人
[00:02:32.000 --> 00:02:34.000]  到底他是誰
[00:02:34.000 --> 00:02:37.000]  為什麼會有這麼大的影響力
[00:02:37.000 --> 00:02:39.000]  是從一個調查
[00:02:39.000 --> 00:02:41.000]  一定是從耶路撒冷
[00:02:41.000 --> 00:02:43.000]  宗教的層面
[00:02:43.000 --> 00:02:45.000]  而且是最高級別的
[00:02:45.000 --> 00:02:47.000]  就是他們很熟悉的寓言
[00:02:47.000 --> 00:02:50.000]  很熟悉的聖經
[00:02:50.000 --> 00:02:52.000]  很熟悉的禮儀
[00:02:52.000 --> 00:02:55.000]  為什麼你貴為一個祭司
[00:02:55.000 --> 00:02:58.000]  為什麼你不是在耶路撒冷
[00:02:58.000 --> 00:03:00.000]  來做祭司
[00:03:00.000 --> 00:03:02.000]  為什麼你要走到約旦河
[00:03:02.000 --> 00:03:04.000]  一些很荒蕪
[00:03:04.000 --> 00:03:07.000]  很荒涼的地方
[00:03:07.000 --> 00:03:09.000]  那裡來做工作
[00:03:09.000 --> 00:03:12.000]  而來到又帶來一個熱潮
[00:03:12.000 --> 00:03:13.000]  很多人去到那裡
[00:03:13.000 --> 00:03:16.000]  上次我們提到那個調查團
[00:03:16.000 --> 00:03:17.000]  級別很高的
[00:03:17.000 --> 00:03:19.000]  有祭司長
[00:03:19.000 --> 00:03:22.000]  快利塞人等等
[00:03:22.000 --> 00:03:26.000]  第一章的約翰福音也很重要
[00:03:26.000 --> 00:03:29.000]  因為是真的將耶穌的身份
[00:03:29.000 --> 00:03:31.000]  做一個襯托
[00:03:31.000 --> 00:03:34.000]  將施洗約翰所做
[00:03:34.000 --> 00:03:39.000]  和耶穌本身的身份
[00:03:39.000 --> 00:03:41.000]  作者使徒約翰
[00:03:41.000 --> 00:03:44.000]  寫約翰福音的作者使徒約翰
[00:03:44.000 --> 00:03:47.000]  做一個這樣的描繪
[00:03:47.000 --> 00:03:50.000]  藉著一個很出名的
[00:03:50.000 --> 00:03:52.000]  施洗約翰這位傳道人
[00:03:52.000 --> 00:03:56.000]  來襯托出耶穌的身份
[00:03:56.000 --> 00:03:58.000]  從一個很神學性的
[00:03:58.000 --> 00:03:59.000]  來帶出
[00:03:59.000 --> 00:04:02.000]  所以那個描述的角度
[00:04:02.000 --> 00:04:05.000]  和路加福音又不同
[00:04:05.000 --> 00:04:08.000]  我們要回來看約翰福音
[00:04:08.000 --> 00:04:10.000]  約翰福音就很多很多
[00:04:10.000 --> 00:04:12.000]  記載施洗約翰
[00:04:12.000 --> 00:04:15.000]  也是從神學的角度
[00:04:15.000 --> 00:04:18.000]  剛才有些人可能還沒進來
[00:04:18.000 --> 00:04:20.000]  我就一直問大家
[00:04:20.000 --> 00:04:23.000]  哪位聖經人物是你最嚮往的
[00:04:23.000 --> 00:04:26.000]  或者有哪些聖經人物
[00:04:26.000 --> 00:04:29.000]  你有一些效法的榜樣
[00:04:29.000 --> 00:04:31.000]  或者是一些尷尬
[00:04:31.000 --> 00:04:33.000]  剛才我剛才說了
[00:04:33.000 --> 00:04:35.000]  就是亞撒隆如果你沒聽過
[00:04:35.000 --> 00:04:37.000]  你上去教會的網
[00:04:37.000 --> 00:04:39.000]  你找回聖經人物的專頁
[00:04:39.000 --> 00:04:42.000]  你就會找到亞撒隆
[00:04:42.000 --> 00:04:45.000]  那個人物是相當重要
[00:04:45.000 --> 00:04:48.000]  我們需要去反思的
[00:04:48.000 --> 00:04:49.000]  特別是男性
[00:04:49.000 --> 00:04:51.000]  女性可能很少
[00:04:51.000 --> 00:04:54.000]  這一方面的試探
[00:04:54.000 --> 00:04:56.000]  男性就非常多
[00:04:56.000 --> 00:04:58.000]  那個心計
[00:04:58.000 --> 00:05:00.000]  那個心計很厲害
[00:05:00.000 --> 00:05:02.000]  他的權謀很厲害
[00:05:02.000 --> 00:05:04.000]  尤其是他
[00:05:04.000 --> 00:05:06.000]  我們有一個很特別的
[00:05:06.000 --> 00:05:07.000]  我們那時候說的時候
[00:05:07.000 --> 00:05:09.000]  不知道大家還有沒有印象
[00:05:09.000 --> 00:05:11.000]  他是一個
[00:05:11.000 --> 00:05:15.000]  吃涼了也不怕的人
[00:05:15.000 --> 00:05:19.000]  這是他很強的一個優點
[00:05:19.000 --> 00:05:21.000]  有兩年時間
[00:05:21.000 --> 00:05:23.000]  不跟他的大哥
[00:05:23.000 --> 00:05:25.000]  這個
