
[00:00:00.000 --> 00:00:01.000]  丁子母早安
[00:00:01.000 --> 00:00:03.000]  我們一起祈禱吧
[00:00:03.000 --> 00:00:06.000]  天父我們求祢的聖靈在我們當中
[00:00:06.000 --> 00:00:08.000]  正如我們剛才所認信的
[00:00:08.000 --> 00:00:10.000]  我們所祈禱的
[00:00:10.000 --> 00:00:11.000]  我們所唱的
[00:00:11.000 --> 00:00:13.000]  我們再一次懇求祢的聖靈在當中
[00:00:13.000 --> 00:00:15.000]  去塗鑿我們的生命
[00:00:15.000 --> 00:00:16.000]  去轉化我們的生命
[00:00:16.000 --> 00:00:18.000]  更新我們的教會
[00:00:18.000 --> 00:00:20.000]  能夠將一些
[00:00:20.000 --> 00:00:23.000]  祢古舊的十家好消息
[00:00:23.000 --> 00:00:26.000]  我們能夠可以再一次認真
[00:00:26.000 --> 00:00:28.000]  思考、看待
[00:00:28.000 --> 00:00:31.000]  將祢的福音
[00:00:31.000 --> 00:00:34.000]  能夠再一次認真看待
[00:00:34.000 --> 00:00:36.000]  從而去宣揚和見證
[00:00:36.000 --> 00:00:38.000]  求神祢幫助我們
[00:00:38.000 --> 00:00:39.000]  逢轉名詞
[00:00:39.000 --> 00:00:40.000]  阿門
[00:00:40.000 --> 00:00:42.000]  好,今天我們的講題就叫做
[00:00:42.000 --> 00:00:44.000]  好東西介紹
[00:00:44.000 --> 00:00:46.000]  我很少用廣東話講題
[00:00:46.000 --> 00:00:48.000]  但今天真的有些好東西
[00:00:48.000 --> 00:00:50.000]  跟大家介紹
[00:00:50.000 --> 00:00:52.000]  大家都知道
[00:00:52.000 --> 00:00:54.000]  福音其實就是
[00:00:54.000 --> 00:00:56.000]  好消息
[00:00:56.000 --> 00:00:58.000]  這個字其實就是
[00:00:58.000 --> 00:01:00.000]  無論在舊約
[00:01:00.000 --> 00:01:02.000]  或者在新約裏面都出現
[00:01:02.000 --> 00:01:05.000]  Evangelion這個字
[00:01:05.000 --> 00:01:07.000]  在余文裏面
[00:01:07.000 --> 00:01:11.000]  這個字其實不是一個很宗教的字眼
[00:01:11.000 --> 00:01:12.000]  大家都知道
[00:01:12.000 --> 00:01:14.000]  本身在舊約
[00:01:14.000 --> 00:01:18.000]  當素羅王死了的時候
[00:01:18.000 --> 00:01:20.000]  大衛就
[00:01:20.000 --> 00:01:22.000]  有兩個人就
[00:01:22.000 --> 00:01:24.000]  將素羅王這件事情
[00:01:24.000 --> 00:01:27.000]  笑嘻嘻地跟大衛說
[00:01:27.000 --> 00:01:28.000]  大衛就說
[00:01:28.000 --> 00:01:30.000]  你竟然將這個好消息
[00:01:30.000 --> 00:01:31.000]  笑著說
[00:01:31.000 --> 00:01:32.000]  我就要殺了你
[00:01:32.000 --> 00:01:34.000]  這個所謂的Good News
[00:01:34.000 --> 00:01:37.000]  在舊約裏面都出現了
[00:01:37.000 --> 00:01:40.000]  在羅馬政權的時候
[00:01:40.000 --> 00:01:43.000]  當時候這個好消息
[00:01:43.000 --> 00:01:46.000]  都不是解造耶穌基督的福音
[00:01:46.000 --> 00:01:48.000]  而是當時候
[00:01:48.000 --> 00:01:51.000]  羅馬帝國的皇帝
[00:01:51.000 --> 00:01:57.000]  來一個政治文宣的意思
[00:01:57.000 --> 00:02:00.000]  一個皇帝普遍天下
[00:02:00.000 --> 00:02:02.000]  來做一些公告
[00:02:02.000 --> 00:02:04.000]  都是叫做Evangelion
[00:02:04.000 --> 00:02:05.000]  好消息
[00:02:05.000 --> 00:02:07.000]  直到我們的聖經
[00:02:07.000 --> 00:02:08.000]  保羅
[00:02:08.000 --> 00:02:12.000]  我們的一些教會初期的信徒
[00:02:12.000 --> 00:02:14.000]  就將這個好消息
[00:02:14.000 --> 00:02:16.000]  來稱之為耶穌基督
[00:02:16.000 --> 00:02:18.000]  上帝的兒子的降生
[00:02:18.000 --> 00:02:21.000]  和受難的拯救
[00:02:21.000 --> 00:02:24.000]  所以當我們說到好消息的時候
[00:02:24.000 --> 00:02:26.000]  其實本身這個福音
[00:02:26.000 --> 00:02:29.000]  本身就是一件很好的事情
[00:02:29.000 --> 00:02:30.000]  今天我們一起來
[00:02:30.000 --> 00:02:35.000]  再一次來思考這個好消息
[00:02:35.000 --> 00:02:36.000]  這個好東西
[00:02:36.000 --> 00:02:39.000]  怎樣和我們的關係
[00:02:39.000 --> 00:02:42.000]  今日第一經文就是
[00:02:42.000 --> 00:02:44.000]  登山補佛一段經文
[00:02:44.000 --> 00:02:45.000]  你們事實上都炎
[00:02:45.000 --> 00:02:46.000]  炎藥失了味
[00:02:46.000 --> 00:02:48.000]  怎能叫它再咸呢
[00:02:48.000 --> 00:02:49.000]  以後無用不過
[00:02:49.000 --> 00:02:50.000]  雕在外邊
[00:02:50.000 --> 00:02:51.000]  別人踐踏了
[00:02:51.000 --> 00:02:53.000]  你們事實上的光
[00:02:53.000 --> 00:02:54.000]  成造在山上
[00:02:54.000 --> 00:02:56.000]  是不能隱藏的
[00:02:56.000 --> 00:02:58.000]  人點燈不放在斗底下
[00:02:58.000 --> 00:02:59.000]  是放在燈台上
[00:02:59.000 --> 00:03:00.000]  就照亮一家的人
[00:03:00.000 --> 00:03:03.000]  你們的光也當這樣照在人前
[00:03:03.000 --> 00:03:05.000]  叫他們看見你們的好行為
[00:03:05.000 --> 00:03:06.000]  便將榮耀歸給你們
[00:03:06.000 --> 00:03:08.000]  在天上的父
[00:03:08.000 --> 00:03:10.000]  一段大家很熟經文
[00:03:10.000 --> 00:03:11.000]  今日我們就不說
[00:03:11.000 --> 00:03:12.000]  大家都認識的東西
[00:03:12.000 --> 00:03:14.000]  那些你們是炎是光
[00:03:14.000 --> 00:03:16.000]  要見證的東西
[00:03:16.000 --> 00:03:17.000]  大家都知道的
[00:03:17.000 --> 00:03:18.000]  大家要做就行了
[00:03:18.000 --> 00:03:20.000]  今日和大家說什麼呢
[00:03:20.000 --> 00:03:21.000]  今日和大家說一段
[00:03:21.000 --> 00:03:25.000]  當我發現留意一個很重要的字
[00:03:25.000 --> 00:03:27.000]  就是當中的好字
[00:03:27.000 --> 00:03:30.000]  好字的希臘文是什麼呢
[00:03:30.000 --> 00:03:31.000]  今日我教大家
[00:03:31.000 --> 00:03:33.000]  一個很簡單的字
[00:03:33.000 --> 00:03:35.000]  好字就是Kalos
[00:03:35.000 --> 00:03:36.000]  多一次好不好
[00:03:36.000 --> 00:03:37.000]  Kalos
[00:03:37.000 --> 00:03:39.000]  Kalos
[00:03:39.000 --> 00:03:41.000]  這個就是希臘文裡的好字
[00:03:41.000 --> 00:03:44.000]  以前我有個同學叫做Kalos
[00:03:44.000 --> 00:03:46.000]  就是比較好
[00:03:46.000 --> 00:03:49.000]  如果你細心讀聖經的話
[00:03:49.000 --> 00:03:53.000]  當你比較三卷的婦女福音
[00:03:53.000 --> 00:03:55.000]  就是馬太、馬可和路加的時候
[00:03:55.000 --> 00:03:58.000]  你會發現在炎和光這段經文裡
[00:03:58.000 --> 00:04:01.000]  馬可和路加福音
[00:04:01.000 --> 00:04:05.000]  是特別有一個形容
[00:04:05.000 --> 00:04:07.000]  是馬太福音裡沒有的
[00:04:07.000 --> 00:04:11.000]  就是有關那個好字眼
[00:04:11.000 --> 00:04:12.000]  馬可福音
[00:04:12.000 --> 00:04:16.000]  九章五十節和路加福音十四章三十四節
[00:04:16.000 --> 00:04:17.000]  都特別提到一個經文
[00:04:17.000 --> 00:04:19.000]  就是炎本是好的
[00:04:19.000 --> 00:04:21.000]  若失了味
[00:04:21.000 --> 00:04:23.000]  可用甚麼叫他再喊呢
[00:04:23.000 --> 00:04:28.000]  路加和馬可都特別提醒和提到
[00:04:28.000 --> 00:04:31.000]  炎本是好的一句說話
[00:04:31.000 --> 00:04:33.000]  你會發覺這個很炎
[00:04:33.000 --> 00:04:35.000]  這個描述
[00:04:35.000 --> 00:04:38.000]  是燈神寶訓裡沒有寫出來的
[00:04:38.000 --> 00:04:40.000]  這個好字
[00:04:40.000 --> 00:04:41.000]  炎本是好的
[00:04:41.000 --> 00:04:44.000]  今天我們來到思考的課題
[00:04:44.000 --> 00:04:47.000]  雖然和本的聖經翻譯做炎本是好的
[00:04:47.000 --> 00:04:49.000]  但其實原文裡有一個很簡單的字
[00:04:49.000 --> 00:04:51.000]  就是Kaluntun Halas
[00:04:51.000 --> 00:04:54.000]  很簡單就是好的炎
[00:04:54.000 --> 00:04:55.000]  Salt is good
[00:04:55.000 --> 00:04:58.000]  這樣的意思就是一個
[00:04:58.000 --> 00:05:04.000]  馬可和路加不單單談及門徒系世界上的炎
[00:05:04.000 --> 00:05:08.000]  更加給這個炎本質上的評價
[00:05:08.000 --> 00:05:11.000]  就是炎是好的
[00:05:11.000 --> 00:05:13.000]  Salt is good
[00:05:13.000 --> 00:05:14.000]  好的炎
[00:05:14.000 --> 00:05:16.000]  甚麼叫好炎呢
[00:05:16.000 --> 00:05:18.000]  世上有沒有不好的炎呢
[00:05:18.000 --> 00:05:21.000]  有沒有炎比其他炎更加好呢
[00:05:21.000 --> 00:05:24.000]  說一下我女兒
[00:05:24.000 --> 00:05:29.000]  前段時間我女兒就跟學校去了日本的學校交流團
[00:05:29.000 --> 00:05:31.000]  現在才開始流行
[00:05:31.000 --> 00:05:32.000]  去交流團
[00:05:32.000 --> 00:05:34.000]  她不是去彭福公園
[00:05:34.000 --> 00:05:36.000]  我們小時候就去彭福公園
[00:05:36.000 --> 00:05:42.000]  她就去沖繩的交流團
[00:05:42.000 --> 00:05:45.000]  七千多元也不是便宜
[00:05:45.000 --> 00:05:47.000]  不過是一個很好的經驗
[00:05:47.000 --> 00:05:49.000]  讓她能夠自己照顧自己
[00:05:49.000 --> 00:05:51.000]  自己收拾東西
[00:05:51.000 --> 00:05:53.000]  去旅行
[00:05:53.000 --> 00:05:54.000]  住酒店
[00:05:54.000 --> 00:05:56.000]  自己和人相處
[00:05:56.000 --> 00:05:59.000]  去日本就給一點日本錢
[00:05:59.000 --> 00:06:01.000]  去花一下
[00:06:01.000 --> 00:06:03.000]  大概也給了一萬日圓
[00:06:03.000 --> 00:06:04.000]  也不是很多
[00:06:04.000 --> 00:06:05.000]  幾百港元
[00:06:05.000 --> 00:06:07.000]  去買零食
[00:06:07.000 --> 00:06:08.000]  買紀念品
[00:06:08.000 --> 00:06:09.000]  買東西
[00:06:09.000 --> 00:06:13.000]  當然一去到就馬上買小吃
[00:06:13.000 --> 00:06:14.000]  扭蛋
[00:06:14.000 --> 00:06:16.000]  買一些小玩具
[00:06:16.000 --> 00:06:17.000]  不過她也很懂事
[00:06:17.000 --> 00:06:20.000]  她也買了一些手信給我們
[00:06:20.000 --> 00:06:24.000]  她買了一包鹽回來
