
[00:00:00.000 --> 00:00:04.560]  我們可以一齊開始今晚
[00:00:04.560 --> 00:00:07.080]  我們會研讀羅馬書
[00:00:07.080 --> 00:00:11.920]  都很盼望神給我們大家有這份學務
[00:00:11.920 --> 00:00:14.240]  認識這本書
[00:00:14.240 --> 00:00:19.360]  在其中發掘到一些屬靈的寶藏
[00:00:19.360 --> 00:00:21.800]  盼望神帶領我們
[00:00:21.800 --> 00:00:23.800]  這本書都是相當長的
[00:00:23.800 --> 00:00:25.000]  16章
[00:00:25.000 --> 00:00:28.800]  求主給我們大家有系統的研讀
[00:00:28.800 --> 00:00:32.280]  去明白我們這樣仰望、感恩、禱告
[00:00:32.280 --> 00:00:34.760]  奉耶穌基督的名
[00:00:34.760 --> 00:00:35.760]  阿們
[00:00:35.760 --> 00:00:37.160]  很多謝各位
[00:00:37.160 --> 00:00:41.840]  我們一齊有機會去看這本書
[00:00:41.840 --> 00:00:46.400]  算是有系統地跟大家去研讀
[00:00:46.400 --> 00:00:49.400]  我將它放大
[00:00:49.400 --> 00:00:51.400]  為何好像放不到大呢?
[00:00:51.400 --> 00:00:55.280]  先看看
[00:00:56.280 --> 00:01:00.040]  是否要收起它才放大呢?
[00:01:00.040 --> 00:01:04.440]  不太清楚為何放不到大
[00:01:04.440 --> 00:01:08.320]  與這件事無關
[00:01:08.320 --> 00:01:11.680]  是有點奇怪的
[00:01:11.680 --> 00:01:16.080]  一到這個螢幕
[00:01:16.080 --> 00:01:21.320]  可能要關掉這個
[00:01:21.320 --> 00:01:24.320]  真的不太清楚
[00:01:24.320 --> 00:01:26.320]  總之你們看到就算了
[00:01:26.320 --> 00:01:35.200]  讀羅馬書首先要知道
[00:01:35.200 --> 00:01:39.320]  為何保羅要寫一卷這麼大的書卷
[00:01:39.320 --> 00:01:41.320]  拿聖經
[00:01:41.320 --> 00:01:44.840]  大家在家中就方便
[00:01:44.840 --> 00:01:48.640]  預備聖經在自己的桌上
[00:01:48.640 --> 00:01:51.400]  因為我們都會揭得比較多聖經
[00:01:52.360 --> 00:01:55.360]  為何我不能放大這個畫面
[00:01:55.360 --> 00:01:58.200]  奇怪
[00:01:58.200 --> 00:01:59.200]  不太清楚
[00:01:59.200 --> 00:02:00.200]  隨它吧
[00:02:00.200 --> 00:02:03.200]  大家如果看到就算了
[00:02:03.200 --> 00:02:04.200]  不要理會
[00:02:04.200 --> 00:02:11.400]  要問這本書寫作的動機是甚麼
[00:02:11.400 --> 00:02:13.400]  我們要拿捏
[00:02:13.400 --> 00:02:15.400]  因為一卷這麼大的書卷
[00:02:15.400 --> 00:02:18.400]  裏面肯定有很多分題
[00:02:18.400 --> 00:02:19.800]  都是重要的題目
[00:02:19.800 --> 00:02:24.200]  例如關乎恩訊清二
[00:02:24.200 --> 00:02:27.200]  由第三章一直到第八章
[00:02:27.200 --> 00:02:29.200]  都是講恩訊清二
[00:02:29.200 --> 00:02:33.200]  恩訊清二帶來基督徒的成性
[00:02:33.200 --> 00:02:37.200]  三到八章肯定是這個主題
[00:02:37.200 --> 00:02:43.000]  但問題是這是否整卷羅馬書的中心訊息呢?
[00:02:43.000 --> 00:02:46.400]  或者寫這本書的目的呢?
[00:02:46.400 --> 00:02:47.600]  因為一卷書
[00:02:47.600 --> 00:02:49.000]  如果是書信
[00:02:49.000 --> 00:02:51.600]  肯定是有一個主題的
[00:02:51.600 --> 00:02:55.600]  所以我們要找出主題是講甚麼
[00:02:55.600 --> 00:02:59.000]  例如第九到十一章
[00:02:59.000 --> 00:03:05.000]  明顯是講到猶太人在救恩裏面
[00:03:05.000 --> 00:03:07.800]  他們扮演甚麼角色
[00:03:07.800 --> 00:03:11.800]  猶太人在耶穌未來之前
[00:03:11.800 --> 00:03:16.800]  他們是怎樣看待自己的身份
[00:03:16.800 --> 00:03:23.800]  耶穌來世是一個徹徹底底的改變
[00:03:23.800 --> 00:03:27.400]  從舊約過渡到新約
[00:03:27.400 --> 00:03:31.800]  猶太人在耶穌降生之後
[00:03:31.800 --> 00:03:36.800]  當然更重要的是他們離世復活升天之後
[00:03:36.800 --> 00:03:43.400]  保羅怎樣理解當代猶太的同胞
[00:03:43.400 --> 00:03:46.400]  他們現在在救恩裏面
[00:03:46.400 --> 00:03:49.400]  他們在救恩的門外
[00:03:49.400 --> 00:03:52.000]  還是在救恩裏面呢?
[00:03:52.000 --> 00:03:57.000]  這就是第九到十一章來探討的
[00:03:57.000 --> 00:03:59.000]  第十二章
[00:03:59.000 --> 00:04:00.400]  大家亦都很熟悉的
[00:04:00.400 --> 00:04:02.400]  要將身體獻上
[00:04:02.400 --> 00:04:08.400]  在生活上人與人之間的倫理關係
[00:04:08.400 --> 00:04:13.400]  又怎樣去銜接整卷書的主題呢?
[00:04:13.400 --> 00:04:17.400]  所以如果要拼湊起來
[00:04:17.400 --> 00:04:21.400]  我們便要問整卷羅馬書是講甚麼呢?
[00:04:21.400 --> 00:04:24.400]  我們讀完整卷書
[00:04:24.400 --> 00:04:26.400]  必須要自己去問
[00:04:26.400 --> 00:04:31.400]  到底這卷書保羅是想他講甚麼呢?
[00:04:31.400 --> 00:04:36.400]  首先我們都要了解
[00:04:36.400 --> 00:04:39.400]  當我們讀這卷書
[00:04:39.400 --> 00:04:41.400]  既然是這位使徒
[00:04:41.400 --> 00:04:45.400]  他寫這封書信給羅馬教會
[00:04:45.400 --> 00:04:48.400]  我們都要對保羅
[00:04:48.400 --> 00:04:51.400]  他自己當然是神
[00:04:51.400 --> 00:04:54.400]  透過聖經讓我們知道的保羅
[00:04:54.400 --> 00:04:56.400]  他是一個怎樣的人
[00:04:56.400 --> 00:04:59.400]  又是未信耶穌之前
[00:04:59.400 --> 00:05:02.400]  信了耶穌之後
[00:05:02.400 --> 00:05:05.400]  和現在他成為了耶穌的使徒
[00:05:05.400 --> 00:05:11.400]  他又有甚麼心路歷程的轉變呢?
[00:05:11.400 --> 00:05:15.400]  我們如果能夠掌握得越多他的資料
[00:05:15.400 --> 00:05:20.400]  我們亦會對智慧行間的羅馬書
[00:05:20.400 --> 00:05:25.400]  有更多的脈絡了解
[00:05:25.400 --> 00:05:29.400]  因為羅馬書是保羅時代
[00:05:29.400 --> 00:05:32.400]  二千年前寫的書卷
[00:05:32.400 --> 00:05:37.400]  所以如果我們稍為對當時羅馬帝國
[00:05:37.400 --> 00:05:41.400]  有一些歷史方面的了解
[00:05:41.400 --> 00:05:44.400]  又可能會幫助我們
[00:05:44.400 --> 00:05:47.400]  尤其是對保羅的用字
[00:05:47.400 --> 00:05:50.400]  我們又可以了解
[00:05:50.400 --> 00:05:53.400]  所以讀一卷書
[00:05:53.400 --> 00:05:58.400]  最好能夠用不斷發問的問題
[00:05:58.400 --> 00:06:02.400]  對大家有幫助
[00:06:02.400 --> 00:06:07.400]  我們可以先來看看
[00:06:07.400 --> 00:06:08.400]  到底保羅
[00:06:08.400 --> 00:06:09.400]  很快的
[00:06:09.400 --> 00:06:11.400]  因為有些弟兄姊妹可能是初信
[00:06:11.400 --> 00:06:13.400]  未必太熟悉
[00:06:13.400 --> 00:06:16.400]  這裡簡單說一點
[00:06:16.400 --> 00:06:20.400]  雖然和羅馬書直接的內文沒有關係
[00:06:20.400 --> 00:06:23.400]  但是我們先稍為了解一點
[00:06:23.400 --> 00:06:32.400]  如果大家很熟悉保羅的生平
[00:06:32.400 --> 00:06:33.400]  其實不要緊
[00:06:33.400 --> 00:06:36.400]  大家當聽一聽便可以了
[00:06:36.400 --> 00:06:39.400]  我們看看《小道行傳》的七章
[00:06:39.400 --> 00:06:56.400]  今天我沒有帶大聖經
[00:06:56.400 --> 00:06:58.400]  所以很難看
[00:06:58.400 --> 00:07:04.400]  因為細本已經超越了眼睛的老化
[00:07:04.400 --> 00:07:06.400]  七章的五十八節
[00:07:06.400 --> 00:07:08.400]  七章是《小道行傳》
[00:07:08.400 --> 00:07:10.400]  有一位很重要的執事
[00:07:10.400 --> 00:07:12.400]  司提反洵道
[00:07:12.400 --> 00:07:15.400]  大家留意七章五十八節
[00:07:15.400 --> 00:07:18.400]  聖經作者路加醫生
[00:07:18.400 --> 00:07:20.400]  記載了一個伏筆
[00:07:20.400 --> 00:07:23.400]  告訴我們一個年輕人
[00:07:23.400 --> 00:07:30.400]  將來他會很重點地介紹這個人
[00:07:30.400 --> 00:07:32.400]  如何遇到耶穌
[00:07:32.400 --> 00:07:36.400]  所以現在先說他未遇見耶穌之前
[00:07:36.400 --> 00:07:39.400]  他是一個怎樣的人呢?
[00:07:39.400 --> 00:07:41.400]  七章五十八節
[00:07:41.400 --> 00:07:49.400]  司提反洵道到城外
[00:07:49.400 --> 00:07:52.400]  用石頭打他
[00:07:52.400 --> 00:07:56.400]  作見證的人將他們的衣裳
[00:07:56.400 --> 00:07:58.400]  即是行刑的人
[00:07:58.400 --> 00:08:03.400]  放在一個名叫素羅的青年的腳前
[00:08:03.400 --> 00:08:07.400]  他們正用石頭打司提反的時候
[00:08:07.400 --> 00:08:09.400]  他呼求說
[00:08:09.400 --> 00:08:14.400]  主耶穌求你接納我的靈魂
[00:08:14.400 --> 00:08:17.400]  然後他跪下來大聲喊著
[00:08:17.400 --> 00:08:21.400]  主不要將這罪歸於他們
[00:08:21.400 --> 00:08:24.400]  說了這話就長眠了
[00:08:24.400 --> 00:08:30.400]  路加醫生記載了一件很恐怖的洵道事件
[00:08:30.400 --> 00:08:32.400]  有一大群人
[00:08:32.400 --> 00:08:36.400]  每個人拿著石頭去扔司提反
[00:08:36.400 --> 00:08:38.400]  將他扔死
[00:08:38.400 --> 00:08:40.400]  但司提反未死之前
[00:08:40.400 --> 00:08:45.400]  他見到天上開了耶穌
[00:08:45.400 --> 00:08:48.400]  來跟他說
[00:08:48.400 --> 00:08:52.400]  不是耶穌跟他說
[00:08:52.400 --> 00:08:57.400]  主耶穌求你接納我的靈魂
[00:08:57.400 --> 00:09:00.400]  這是素羅
[00:09:00.400 --> 00:09:02.400]  他沒有扔
[00:09:02.400 --> 00:09:06.400]  但他站在群眾附近
[00:09:06.400 --> 00:09:09.400]  看守他們的衣服
[00:09:09.400 --> 00:09:13.400]  我們可以思想一下
[00:09:13.400 --> 00:09:18.400]  他望著一個說自己跟隨耶穌的司提反
[00:09:18.400 --> 00:09:20.400]  為他作見證
[00:09:20.400 --> 00:09:24.400]  現在被人用石頭扔死
[00:09:24.400 --> 00:09:30.400]  但到底保羅未信耶穌前就叫素羅
[00:09:30.400 --> 00:09:33.400]  素羅是一個很大的名字
[00:09:33.400 --> 00:09:40.400]  因為保羅是汴雅文支派出現了一個素羅王
[00:09:40.400 --> 00:09:44.400]  所以保羅自己又叫素羅
[00:09:44.400 --> 00:09:48.400]  其實是一個很大的支派名字
[00:09:48.400 --> 00:09:50.400]  我們看看第八章這一段
[00:09:50.400 --> 00:09:53.400]  或者第八章第一節開始
[00:09:53.400 --> 00:09:57.400]  「素羅也贊同處死他」
[00:09:57.400 --> 00:09:59.400]  從那一天開始
[00:09:59.400 --> 00:10:04.400]  其實八章一節應該歸納到七章五十九節
[00:10:04.400 --> 00:10:07.400]  因為當時聖經是沒有分段的
[00:10:07.400 --> 00:10:09.400]  沒有章節的
[00:10:09.400 --> 00:10:12.400]  所以其實是一個連續的故事
[00:10:12.400 --> 00:10:17.400]  「素羅贊同處死司提反」
[00:10:17.400 --> 00:10:19.400]  接著從那天開始
[00:10:19.400 --> 00:10:22.400]  耶路撒冷的教會
[00:10:22.400 --> 00:10:29.400]  正正式式遭受一個明顯的公開的逼迫
[00:10:29.400 --> 00:10:31.400]  除了使徒之外
[00:10:31.400 --> 00:10:38.400]  眾門徒都分散到猶太和撒瑪利亞的各處
[00:10:38.400 --> 00:10:43.400]  有些虔誠的人將司提反埋葬
[00:10:43.400 --> 00:10:47.400]  而且為他大大的哀哭
[00:10:47.400 --> 00:10:49.400]  留意第三節
[00:10:49.400 --> 00:10:52.400]  「素羅卻殘害教會」
[00:10:52.400 --> 00:10:55.400]  「哀家哀戶的進去」
[00:10:55.400 --> 00:10:59.400]  「拉著男女關在監裡」
[00:10:59.400 --> 00:11:02.400]  這就是素羅未信耶穌之前
[00:11:02.400 --> 00:11:06.400]  他所遇到的事情
[00:11:06.400 --> 00:11:10.400]  他所可以說是生在一個大時代
[00:11:10.400 --> 00:11:13.400]  因為見到很多他的
[00:11:13.400 --> 00:11:15.400]  可能是前輩
[00:11:15.400 --> 00:11:18.400]  或者是一些很勇敢的猶太人
[00:11:18.400 --> 00:11:21.400]  就要來清算這些基督徒
[00:11:21.400 --> 00:11:29.400]  來攻擊這些說自己跟隨拿撒勒人的基督徒
[00:11:29.400 --> 00:11:32.400]  所以素羅就在這個時代底下
[00:11:32.400 --> 00:11:41.400]  他是附和贊成要來處死和捉拿這些基督徒
[00:11:41.400 --> 00:11:43.400]  來坐牢的
[00:11:43.400 --> 00:11:46.400]  所以一定是跟他的信仰
[00:11:46.400 --> 00:11:48.400]  猶太教的信仰
[00:11:48.400 --> 00:11:53.400]  那份熱誠有一個很直接的關係
[00:11:53.400 --> 00:11:56.400]  所以我們先有這個背景
[00:11:56.400 --> 00:12:02.400]  我們就可以知道原來素羅都是相當之火熱
[00:12:02.400 --> 00:12:04.400]  不過他的熱心
[00:12:04.400 --> 00:12:11.400]  只是仍然在猶太教裡面的教育底下的熱心
[00:12:11.400 --> 00:12:18.400]  接著我們就跟大家揭開第九章
[00:12:18.400 --> 00:12:21.400]  《使徒行傳》的第九章
[00:12:21.400 --> 00:12:26.400]  因為記載完第八章
[00:12:26.400 --> 00:12:28.400]  有一些奇遇
[00:12:28.400 --> 00:12:30.400]  在該撒尼亞
[00:12:30.400 --> 00:12:33.400]  其實應該是先從撒瑪利亞開始
[00:12:33.400 --> 00:12:36.400]  作者路加就很有系統
[00:12:36.400 --> 00:12:38.400]  就說猶太的信徒
[00:12:38.400 --> 00:12:40.400]  因為碧巴的緣故
[00:12:40.400 --> 00:12:43.400]  他們就分散在猶太各處
[00:12:43.400 --> 00:12:47.400]  還有在撒瑪利亞
[00:12:47.400 --> 00:12:49.400]  在撒瑪利亞傳道
[00:12:49.400 --> 00:12:53.400]  在撒瑪利亞就遇到一件事
[00:12:53.400 --> 00:12:59.400]  就是這個肥利帶了一個埃提瓦伯的太監信主等等
[00:12:59.400 --> 00:13:02.400]  然後就記載肥利
[00:13:02.400 --> 00:13:05.400]  這個人將來在二十二章、二十三章
[00:13:05.400 --> 00:13:10.400]  就會再與保羅有機會再有相遇
[00:13:10.400 --> 00:13:16.400]  因為肥利有幾個女兒都是先知
[00:13:16.400 --> 00:13:23.400]  最後就是肥利第八章
[00:13:23.400 --> 00:13:26.400]  第八章的三十九節
[00:13:26.400 --> 00:13:29.400]  他們從水裡上來
[00:13:29.400 --> 00:13:36.400]  就是菲利與太監洗禮
[00:13:36.400 --> 00:13:39.400]  在曠野立即幫他洗禮
[00:13:39.400 --> 00:13:47.400]  因為這個太監在很遠的地方上來守這個如月節
[00:13:47.400 --> 00:13:48.400]  但是
[00:13:48.400 --> 00:13:49.400]  對不起
[00:13:49.400 --> 00:13:51.400]  應該是五旬節
[00:13:51.400 --> 00:13:53.400]  守完之後
[00:13:53.400 --> 00:13:55.400]  他就要回去
[00:13:55.400 --> 00:13:57.400]  在路上就遇見肥利
[00:13:57.400 --> 00:14:01.400]  其實是肥利被聖靈差遣
[00:14:01.400 --> 00:14:04.400]  去帶他太監信主
[00:14:04.400 --> 00:14:07.400]  所以當他信主洗完禮
[00:14:07.400 --> 00:14:10.400]  肥利就突然離開
[00:14:10.400 --> 00:14:11.400]  三十九節
[00:14:11.400 --> 00:14:14.400]  他們從水裡上來
[00:14:14.400 --> 00:14:17.400]  主得靈把肥利提了去
[00:14:17.400 --> 00:14:20.400]  太監再也看不見他了
[00:14:20.400 --> 00:14:22.400]  就歡歡喜喜地上路
[00:14:22.400 --> 00:14:24.400]  即是回到自己的地方
[00:14:24.400 --> 00:14:28.400]  後來有人在阿索多遇見肥利
[00:14:28.400 --> 00:14:31.400]  阿索多是比較遠的地方
[00:14:31.400 --> 00:14:33.400]  歐洲的地方
[00:14:33.400 --> 00:14:35.400]  他走遍那地方
[00:14:35.400 --> 00:14:38.400]  在各城宣揚福音
[00:14:38.400 --> 00:14:41.400]  一直去到蓋薩尼亞
[00:14:41.400 --> 00:14:43.400]  即是告訴我們
[00:14:43.400 --> 00:14:46.400]  作者又是很巧妙地告訴我們
[00:14:46.400 --> 00:14:49.400]  那些傳福音的信徒
[00:14:49.400 --> 00:14:52.400]  因為碧巴從耶路撒冷
[00:14:52.400 --> 00:14:54.400]  輾轉到猶太地方
[00:14:54.400 --> 00:14:58.400]  去到撒瑪利亞
[00:14:58.400 --> 00:15:04.400]  後來肥利作為耶路撒冷教會的領袖
[00:15:04.400 --> 00:15:07.400]  是七個執事裡的其中一個
[00:15:07.400 --> 00:15:11.400]  去到蓋薩尼亞
[00:15:11.400 --> 00:15:15.400]  在蓋薩尼亞似乎定居在那裡
[00:15:15.400 --> 00:15:19.400]  因為將來第三次傳道
