
[00:00:00.000 --> 00:00:03.000]  路加福音六章一展節
[00:00:04.000 --> 00:00:09.000]  有一個安息日,耶穌從麥田經過,
[00:00:09.000 --> 00:00:14.000]  他的門徒摘了麥穗,用手搓著吃。
[00:00:14.000 --> 00:00:17.000]  有幾個伐利賽人說:
[00:00:17.000 --> 00:00:21.000]  「你們為什麼做安息日不合法的事?」
[00:00:21.000 --> 00:00:24.000]  耶穌回答他們:
[00:00:24.000 --> 00:00:31.000]  「大衛和根從他的人飢餓時所做的事,你們沒有念過嗎?」
[00:00:31.000 --> 00:00:36.000]  他怎麼進了神的居所拿貢餅吃,
[00:00:36.000 --> 00:00:39.000]  又給根從的人吃呢?
[00:00:39.000 --> 00:00:45.000]  這餅唯獨祭司可以吃,別人都不可以吃。
[00:00:45.000 --> 00:00:47.000]  他又對他們說:
[00:00:47.000 --> 00:00:50.000]  「人子是安息日的主義。」
[00:00:51.000 --> 00:00:53.000]  主席
[00:00:53.000 --> 00:00:56.000]  主席
[00:00:57.000 --> 00:00:59.000]  主席
[00:00:59.000 --> 00:01:02.000]  主席
[00:01:02.000 --> 00:01:30.000]  主席
[00:01:30.000 --> 00:01:32.000]  主席
[00:01:32.000 --> 00:01:33.000]  主席
[00:01:33.000 --> 00:01:34.000]  主席
[00:01:35.000 --> 00:01:36.000]  主席
[00:01:37.000 --> 00:01:38.000]  主席
[00:01:39.000 --> 00:01:40.000]  主席
[00:01:41.000 --> 00:01:42.000]  主席
[00:01:42.000 --> 00:01:43.000]  主席
[00:01:44.000 --> 00:01:45.000]  主席
[00:01:46.000 --> 00:01:47.000]  主席
[00:01:47.000 --> 00:01:48.000]  主席
[00:01:48.000 --> 00:01:49.000]  主席
[00:01:49.000 --> 00:01:50.000]  主席
[00:01:51.000 --> 00:01:52.000]  主席
[00:01:52.000 --> 00:01:53.000]  主席
[00:01:53.000 --> 00:01:54.000]  主席
[00:01:55.000 --> 00:01:56.000]  主席
[00:01:57.000 --> 00:01:58.000]  主席
[00:01:59.000 --> 00:02:00.000]  主席
[00:02:01.000 --> 00:02:02.000]  主席
[00:02:03.000 --> 00:02:04.000]  主席
[00:02:04.000 --> 00:02:33.000]  主席
[00:02:33.000 --> 00:02:34.000]  主席
[00:02:35.000 --> 00:02:36.000]  主席
[00:02:37.000 --> 00:02:38.000]  主席
[00:02:39.000 --> 00:02:40.000]  主席
[00:02:41.000 --> 00:02:42.000]  主席
[00:02:43.000 --> 00:02:44.000]  主席
[00:02:44.000 --> 00:02:45.000]  主席
[00:02:46.000 --> 00:02:47.000]  主席
[00:02:48.000 --> 00:02:49.000]  主席
[00:02:50.000 --> 00:02:51.000]  主席
[00:02:52.000 --> 00:02:53.000]  主席
[00:02:54.000 --> 00:02:55.000]  主席
[00:02:56.000 --> 00:02:57.000]  主席
[00:02:58.000 --> 00:02:59.000]  主席
[00:03:00.000 --> 00:03:01.000]  主席
[00:03:01.000 --> 00:03:02.000]  主席
[00:03:03.000 --> 00:03:04.000]  主席
[00:03:04.000 --> 00:03:05.000]  主席
[00:03:06.000 --> 00:03:07.000]  主席
[00:03:08.000 --> 00:03:09.000]  主席
[00:03:10.000 --> 00:03:11.000]  主席
[00:03:12.000 --> 00:03:13.000]  主席
[00:03:14.000 --> 00:03:15.000]  主席
[00:03:16.000 --> 00:03:17.000]  主席
[00:03:18.000 --> 00:03:19.000]  主席
[00:03:20.000 --> 00:03:21.000]  主席
