
[00:00:00.000 --> 00:00:02.000]  頂姐妹
[00:00:02.000 --> 00:00:05.600]  平安 早安
[00:00:05.600 --> 00:00:08.400]  很感恩能夠一起聚集
[00:00:08.400 --> 00:00:12.200]  也都知道還有幾個頂姐妹應該在家中
[00:00:12.200 --> 00:00:16.400]  透過視像去參與我們今天的崇拜
[00:00:16.400 --> 00:00:19.400]  能夠聚集或者能夠見面
[00:00:19.400 --> 00:00:22.400]  或者是可以有實體
[00:00:22.400 --> 00:00:24.000]  相信大家都崇拜的時候
[00:00:24.000 --> 00:00:25.400]  大家都覺得是一個
[00:00:25.400 --> 00:00:28.800]  經過了香港的一個很大的變化
[00:00:28.800 --> 00:00:30.600]  也是一個全球的變化
[00:00:30.600 --> 00:00:33.000]  也都讓我們能夠更加珍惜
[00:00:33.000 --> 00:00:36.400]  更加對我們的信仰有更深的體會
[00:00:36.400 --> 00:00:39.400]  所以就能夠再次大家一起站在台上
[00:00:39.400 --> 00:00:41.600]  去分享上帝的話的時候
[00:00:41.600 --> 00:00:44.000]  想起一段經文就是這段耶穌
[00:00:44.000 --> 00:00:50.200]  去讓兩個核子他們能夠開眼看得見
[00:00:50.200 --> 00:00:51.400]  就像今天這個講道的題目
[00:00:51.400 --> 00:00:54.800]  讓我們能夠看見的一個狀態
[00:00:54.800 --> 00:00:59.600]  讓我們能夠在一個好像很陰霾、很灰暗
[00:00:59.600 --> 00:01:03.000]  或者很無助的光景之中
[00:01:03.000 --> 00:01:06.400]  大家明白那個看見不是說一個
[00:01:06.400 --> 00:01:07.600]  純粹是一個視力
[00:01:07.600 --> 00:01:08.800]  是吧?大家都看到東西
[00:01:08.800 --> 00:01:13.200]  大家不需要拿著一支萬功竹來崇拜
[00:01:13.200 --> 00:01:17.800]  並不是一個純粹是一個視力上的問題
[00:01:17.800 --> 00:01:22.800]  而是一個真正我們能夠看得見生命的方向
[00:01:22.800 --> 00:01:25.400]  看得見生命的盼望
[00:01:25.400 --> 00:01:32.000]  這個也是耶穌去讓兩個核子能夠看見的一個最終的目標
[00:01:32.000 --> 00:01:33.000]  求主幫助
[00:01:33.000 --> 00:01:36.400]  讓我們今天去藉著這個故事、這個經文的時候
[00:01:36.400 --> 00:01:39.800]  我們都去進入、去投入
[00:01:39.800 --> 00:01:43.800]  去體會一下當時的處境
[00:01:43.800 --> 00:01:45.600]  核子的狀態
[00:01:45.600 --> 00:01:53.600]  加上耶穌怎樣去和這兩核子生命的相遇
[00:01:53.600 --> 00:01:58.200]  讓他們能夠看見他們生命的主
[00:01:58.200 --> 00:01:59.600]  求主幫助引導我們
[00:01:59.600 --> 00:02:01.600]  讓我們再次有個禱告
[00:02:01.600 --> 00:02:04.600]  然後去聆聽今天上帝的話
[00:02:04.600 --> 00:02:07.600]  可知今天的主
[00:02:07.600 --> 00:02:13.400]  我們經過了很多生命的社會上的衝擊、起跌
[00:02:13.400 --> 00:02:17.400]  我們能夠聚集而再次在你的面前
[00:02:17.400 --> 00:02:19.400]  這份也是你的恩典
[00:02:19.400 --> 00:02:22.400]  認定我們的生命是屬於你
[00:02:22.400 --> 00:02:25.400]  認定我們的生命仍然是學無理
[00:02:25.400 --> 00:02:30.800]  盼望在你的恩典之中、你的福音之中
[00:02:30.800 --> 00:02:35.400]  我們能夠找著生命一些很實在的把握
[00:02:35.400 --> 00:02:38.400]  一些看得見前路的盼望
[00:02:38.400 --> 00:02:41.400]  求你親自的引導你今天的崇拜
[00:02:41.400 --> 00:02:43.200]  聆聽你的話的時候
[00:02:43.200 --> 00:02:46.200]  我能夠與你相遇
[00:02:46.200 --> 00:02:49.400]  能夠聽到、被你觸摸得到
[00:02:49.400 --> 00:02:53.400]  我們生命當中深處裏面的需要
[00:02:53.400 --> 00:02:55.000]  求你帶領我們以下的時間
[00:02:55.000 --> 00:02:56.800]  同心祈禱,共主耶穌
[00:02:56.800 --> 00:02:58.800]  得勝,明治而求,阿們
[00:02:58.800 --> 00:03:12.800]  我未進入經文的時候
[00:03:12.800 --> 00:03:15.800]  我在想今天我們活在一個什麼樣的時代當中呢?
[00:03:15.800 --> 00:03:19.800]  我只是很簡單地用一個角度去描述
[00:03:19.800 --> 00:03:25.800]  我說是一個缺乏聆聽的時代、一個世代
[00:03:25.800 --> 00:03:27.800]  也都是,你說聆聽
[00:03:27.800 --> 00:03:29.400]  其實我們每個人都聽到東西
[00:03:29.400 --> 00:03:30.400]  每個人都在聽
[00:03:30.400 --> 00:03:33.400]  每天都聽很多資訊、很多聲音
[00:03:33.400 --> 00:03:37.000]  怎麼會缺乏聆聽呢?
[00:03:37.000 --> 00:03:38.600]  但是大家明白
[00:03:38.600 --> 00:03:45.200]  真正的聆聽是一種能夠聽得到生命的呼求
[00:03:45.200 --> 00:03:46.600]  生命的需要
[00:03:46.600 --> 00:03:52.200]  是真正的一種生命互通的經歷和關係
[00:03:52.200 --> 00:03:57.600]  我想到其實在當中我們有一個
[00:03:57.600 --> 00:03:59.400]  今天常常用的字眼
[00:03:59.400 --> 00:04:02.400]  PD、PTSD,大家可能有聽過
[00:04:02.400 --> 00:04:04.600]  創傷後為證
[00:04:04.600 --> 00:04:06.400]  是一種生命當中
[00:04:06.400 --> 00:04:12.600]  看見了或者見到一些很大的傷害、很大的衝擊
[00:04:12.600 --> 00:04:15.600]  我不知道你生命有沒有經歷過
[00:04:15.600 --> 00:04:16.800]  可能是一個交通意外
[00:04:16.800 --> 00:04:18.600]  你見到的現場的時候
[00:04:18.600 --> 00:04:21.000]  或者突然之間有親人離世等等
[00:04:21.000 --> 00:04:22.200]  這些都是
[00:04:22.200 --> 00:04:24.400]  那是一種很大的創傷
[00:04:24.400 --> 00:04:26.600]  而我們是一時間消化不了的
[00:04:26.600 --> 00:04:30.600]  而且每個人都有很多的情感、很多的情緒
[00:04:30.600 --> 00:04:33.600]  當我們面對這些情況的時候
[00:04:33.600 --> 00:04:35.600]  在突然發生的時候
[00:04:35.600 --> 00:04:39.000]  而我們的情緒、情感的狀態
[00:04:39.000 --> 00:04:43.800]  未能去好好地舒緩和表達的時候
[00:04:43.800 --> 00:04:46.000]  專家就說這是一個PD、PTSD
[00:04:46.000 --> 00:04:49.600]  一個創傷後為證的狀態
[00:04:49.600 --> 00:04:51.200]  可能你睡不著覺
[00:04:51.200 --> 00:04:53.600]  可能你很恐慌
[00:04:53.600 --> 00:04:56.600]  可能你重到現場的時候
[00:04:56.600 --> 00:04:59.600]  有一種很震驚的感覺
[00:04:59.600 --> 00:05:03.200]  我也遇過一些青少年有一種這樣的狀態
[00:05:03.200 --> 00:05:04.400]  很艱難
[00:05:04.400 --> 00:05:08.200]  要一段很長的時間才能夠復原
[00:05:08.200 --> 00:05:10.000]  但最重要的
[00:05:10.000 --> 00:05:12.000]  如果回到我們屬靈的角度來說
[00:05:12.000 --> 00:05:16.600]  其實就是要聆聽他生命深處的需要
[00:05:16.600 --> 00:05:18.600]  他需要一個聆聽的空間
[00:05:18.600 --> 00:05:22.600]  來去幫助他逐步逐步離開到
[00:05:22.600 --> 00:05:25.800]  這種創傷帶來的困擾
[00:05:25.800 --> 00:05:29.000]  另一個就是一個失語的一代
[00:05:29.000 --> 00:05:31.200]  我們不是說不出話來
[00:05:31.200 --> 00:05:33.400]  而是好像說來說去
[00:05:33.400 --> 00:05:37.400]  大家都說不明白的一種時代
[00:05:37.400 --> 00:05:39.400]  一種的狀態
[00:05:39.400 --> 00:05:41.600]  我想起兩個的新聞片段
[00:05:41.600 --> 00:05:46.600]  都是一些家屬的訴求
[00:05:46.600 --> 00:05:50.000]  12位的青年人家屬的訴求
[00:05:50.000 --> 00:05:54.800]  和一位姓潘的女生家庭的訴求
[00:05:54.800 --> 00:05:56.600]  他們說了很久
[00:05:56.600 --> 00:05:59.400]  但可惜好像社會當中
[00:05:59.400 --> 00:06:01.400]  在權在位的人
[00:06:01.400 --> 00:06:04.400]  都不能夠去明白到他們真實
[00:06:04.400 --> 00:06:07.400]  真正最基本最基本
[00:06:07.400 --> 00:06:10.400]  他們的訴求和需要
[00:06:10.400 --> 00:06:13.200]  語言上好像大家在對話的時候
[00:06:13.200 --> 00:06:15.400]  但卻不能夠博通得到
[00:06:15.400 --> 00:06:20.800]  那種意義上的交流
[00:06:20.800 --> 00:06:24.000]  一個缺乏聆聽的時代
[00:06:24.000 --> 00:06:26.000]  更加成為了很大的挑戰
[00:06:26.000 --> 00:06:28.600]  我們作為主的信徒
[00:06:28.600 --> 00:06:31.000]  特別是耶穌在今天這個故事當中
[00:06:31.000 --> 00:06:32.400]  祂怎麼聽
[00:06:32.400 --> 00:06:36.800]  祂怎麼聽這位弟子的心聲
[00:06:36.800 --> 00:06:38.600]  都是值得我們今天作為信徒
[00:06:38.600 --> 00:06:41.200]  祂的門徒跟隨祂的人的時候
[00:06:41.200 --> 00:06:44.600]  我們的生命如何能夠學習到
[00:06:44.600 --> 00:06:48.000]  或者去留意到主對人
[00:06:48.000 --> 00:06:53.000]  那種的需要預著的時候
[00:06:53.000 --> 00:06:55.000]  我們如何去回應
[00:06:55.000 --> 00:06:59.600]  這個故事的外面一個結構
[00:06:59.600 --> 00:07:01.600]  首先大家去掌握
[00:07:01.600 --> 00:07:03.000]  其實故事都很短
[00:07:03.000 --> 00:07:04.000]  只有六節經文
[00:07:04.000 --> 00:07:07.000]  大概有兩個段落
[00:07:07.000 --> 00:07:10.000]  第一個就是29至31節
[00:07:10.000 --> 00:07:12.800]  是一個狹子的呼喊
[00:07:12.800 --> 00:07:14.800]  他要務求、竭力
[00:07:14.800 --> 00:07:18.800]  要希望耶穌聽到他的呼聲
[00:07:18.800 --> 00:07:21.000]  大家留心有一個情景的對比
