
[00:00:00.000 --> 00:00:03.000]  各位電影姐妹早晨
[00:00:03.000 --> 00:00:06.000]  今日我講題是「有時」
[00:00:06.000 --> 00:00:09.000]  「有時」到底是甚麼來的呢?
[00:00:09.000 --> 00:00:12.000]  要先解釋一下甚麼是「有時」
[00:00:12.000 --> 00:00:15.000]  我剛剛調過來監牢服侍
[00:00:15.000 --> 00:00:17.000]  一個很簡單的例子
[00:00:17.000 --> 00:00:18.000]  有些人會問我
[00:00:18.000 --> 00:00:21.000]  你會不會再回去錦繡禮堂那邊?
[00:00:21.000 --> 00:00:23.000]  我便回答他「有時」
[00:00:23.000 --> 00:00:26.000]  「有時」會回去,甚麼時間會回去?
[00:00:26.000 --> 00:00:29.000]  開會的時候回去,祈禱會的時候回去
[00:00:29.000 --> 00:00:32.000]  或者有些事公要做,要講道
[00:00:32.000 --> 00:00:34.000]  那我就回去
[00:00:34.000 --> 00:00:36.000]  「有時」說的一些東西
[00:00:36.000 --> 00:00:39.000]  它是會在特定的時間裏面發生的
[00:00:39.000 --> 00:00:42.000]  「有時」它會出現
[00:00:42.000 --> 00:00:44.000]  加一段時間它就會消失
[00:00:44.000 --> 00:00:47.000]  它不是恆常的,它不是經常的
[00:00:47.000 --> 00:00:50.000]  有些時間會出現,有些時間會消失
[00:00:50.000 --> 00:00:52.000]  第一節傳道者說
[00:00:52.000 --> 00:00:54.000]  凡事都有定期
[00:00:54.000 --> 00:00:57.000]  天下每一事務都有定時
[00:00:57.000 --> 00:01:00.000]  然後他又講了很多的例子
[00:01:00.000 --> 00:01:02.000]  其實這段經文就算不是基督徒
[00:01:02.000 --> 00:01:04.000]  都總會有聽過一兩句
[00:01:04.000 --> 00:01:06.000]  「哭有時笑有時」
[00:01:06.000 --> 00:01:09.000]  「有時」對於我們來說
[00:01:09.000 --> 00:01:11.000]  它是有一種
[00:01:11.000 --> 00:01:14.000]  它說的一種不規律不恆常
[00:01:14.000 --> 00:01:16.000]  但是又經常會發生的事
[00:01:16.000 --> 00:01:19.000]  英文裏面舉了十四組的例子
[00:01:19.000 --> 00:01:21.000]  每一組都很常見
[00:01:21.000 --> 00:01:22.000]  我不重複讀了
[00:01:22.000 --> 00:01:25.000]  剛才傅嫂已經用她很溫柔的聲音讀了
[00:01:25.000 --> 00:01:26.000]  我不挑戰她了
[00:01:26.000 --> 00:01:30.000]  唯一比較難解釋的地方在哪裏呢?
[00:01:30.000 --> 00:01:33.000]  就是第五節裏有什麼叫雕石頭和撿石頭呢?
[00:01:33.000 --> 00:01:37.000]  原來有可能是說耕種的時候
[00:01:37.000 --> 00:01:39.000]  你為了去整好那塊田
[00:01:39.000 --> 00:01:41.000]  於是你要去清理那些石頭
[00:01:41.000 --> 00:01:44.000]  那些就是撿了丟掉的雕石頭
[00:01:44.000 --> 00:01:45.000]  撿石頭是怎樣呢?
[00:01:45.000 --> 00:01:47.000]  就可能是你去搞人家的田
[00:01:47.000 --> 00:01:50.000]  將石頭放在他那塊田裏
[00:01:50.000 --> 00:01:53.000]  即是建設和破壞或者耕種的時候
[00:01:53.000 --> 00:01:56.000]  我們發現這十四組的例子
[00:01:56.000 --> 00:01:59.000]  其實是一種相對的關係
[00:01:59.000 --> 00:02:01.000]  是一種相對的關係
[00:02:01.000 --> 00:02:03.000]  這種相對的關係
[00:02:03.000 --> 00:02:06.000]  可能對於人來說
[00:02:06.000 --> 00:02:10.000]  他們會希望有一些好的事發生
[00:02:10.000 --> 00:02:12.000]  我們會希望那些好的事
[00:02:12.000 --> 00:02:15.000]  譬如笑、和平、跳舞
[00:02:15.000 --> 00:02:17.000]  我們會希望那些事發生
[00:02:17.000 --> 00:02:19.000]  相對的那些不好的事
[00:02:19.000 --> 00:02:22.000]  例如戰爭、哭、哀號這些
[00:02:22.000 --> 00:02:25.000]  我們就不是很想他們出現
[00:02:25.000 --> 00:02:30.000]  好像他們有一種敵對的關係
[00:02:30.000 --> 00:02:32.000]  好像一種相對的關係
[00:02:32.000 --> 00:02:35.000]  但是某程度上又不是全部敵對
[00:02:35.000 --> 00:02:37.000]  有些是一種依存的關係
[00:02:37.000 --> 00:02:39.000]  一種互相循環不息的關係
[00:02:39.000 --> 00:02:42.000]  例如拔出和栽種
[00:02:42.000 --> 00:02:43.000]  你要種的東西
[00:02:43.000 --> 00:02:45.000]  就是你不清理了一些舊的
[00:02:45.000 --> 00:02:47.000]  你是不可以種一些新的
[00:02:47.000 --> 00:02:50.000]  還有建造和拆毀
[00:02:50.000 --> 00:02:52.000]  你不拆毀一些舊的東西
[00:02:52.000 --> 00:02:54.000]  你是不可以重新在那裡再建造一些東西
[00:02:54.000 --> 00:02:57.000]  你不可以說它是一種完全的敵對
[00:02:57.000 --> 00:02:59.000]  可能它是一種互相的依存
[00:02:59.000 --> 00:03:01.000]  一種的循環
[00:03:01.000 --> 00:03:05.000]  還有一些東西是相對但是不敵對的
[00:03:05.000 --> 00:03:08.000]  例如喜愛和恨惡
[00:03:08.000 --> 00:03:10.000]  其實是兩種情緒
[00:03:10.000 --> 00:03:12.000]  不一定是敵對
[00:03:12.000 --> 00:03:13.000]  沉默和說話
[00:03:13.000 --> 00:03:15.000]  不一定是敵對
[00:03:15.000 --> 00:03:17.000]  你不出聲你都說了
[00:03:17.000 --> 00:03:18.000]  都可以的
[00:03:18.000 --> 00:03:20.000]  有些人的夫婦就是老婆不停說
[00:03:20.000 --> 00:03:22.000]  老公不出聲
[00:03:22.000 --> 00:03:24.000]  有時候就是這樣
[00:03:24.000 --> 00:03:26.000]  不一定是一種敵對
