
[00:00:00.000 --> 00:00:02.000]  我們兄姊妹晚安
[00:00:02.000 --> 00:00:06.240]  很感恩在晚堂中間跟大家分享上帝的訊息
[00:00:06.240 --> 00:00:10.240]  不知道大家今天的
[00:00:10.240 --> 00:00:11.760]  就是那個
[00:00:11.760 --> 00:00:13.760]  就是都是一個很
[00:00:13.760 --> 00:00:15.200]  陰霾密佈
[00:00:15.200 --> 00:00:17.200]  就是全日下雨的一天
[00:00:17.200 --> 00:00:19.200]  因為我剛才聽主席讀經文的時候
[00:00:19.200 --> 00:00:21.200]  就好像我們剛才說到
[00:00:21.200 --> 00:00:22.480]  就是滿了雨
[00:00:22.480 --> 00:00:24.480]  可能你都不知道今晚花開都崇拜
[00:00:24.480 --> 00:00:27.120]  卻是很感恩在我們
[00:00:27.120 --> 00:00:28.160]  就是
[00:00:28.160 --> 00:00:30.800]  之前的時間就停了雨
[00:00:30.800 --> 00:00:33.280]  也是很清涼的一個天氣
[00:00:33.280 --> 00:00:35.280]  讓我們都能夠很安然的
[00:00:35.280 --> 00:00:37.840]  回到教會當中一起敬拜著
[00:00:37.840 --> 00:00:39.840]  這個都是一個很特別
[00:00:39.840 --> 00:00:41.040]  都是一個呢
[00:00:41.040 --> 00:00:44.320]  好像配合到經文今天我們所說的那個
[00:00:44.320 --> 00:00:47.600]  就是有時我們很多的事情都不知道
[00:00:47.600 --> 00:00:49.840]  不知道的就是說我們不能夠
[00:00:49.840 --> 00:00:50.880]  就是
[00:00:50.880 --> 00:00:53.200]  預測得到或者掌握得到
[00:00:53.200 --> 00:00:55.200]  或者我們能夠好好地把握
[00:00:55.200 --> 00:00:57.360]  以致其實我們都要
[00:00:57.360 --> 00:01:00.560]  看看天如何轉變
[00:01:00.560 --> 00:01:02.560]  如果看一下我們
[00:01:02.560 --> 00:01:05.520]  有沒有一種準備好的心
[00:01:05.520 --> 00:01:07.520]  來去隨時應變
[00:01:07.520 --> 00:01:10.960]  原來天氣是雖然全日的下雨
[00:01:10.960 --> 00:01:14.080]  其實都可以瞬間會轉好
[00:01:14.080 --> 00:01:17.520]  以致我們都可以有一些即時的計劃
[00:01:17.520 --> 00:01:18.880]  即時的行動
[00:01:18.880 --> 00:01:20.400]  這個都是
[00:01:20.400 --> 00:01:22.400]  在傳道書的經文裏面
[00:01:22.400 --> 00:01:25.360]  都是一個讓我們基督徒的生命有一個
[00:01:25.360 --> 00:01:26.560]  提醒
[00:01:26.560 --> 00:01:28.560]  讓我們能夠隨時有一個好的準備
[00:01:28.560 --> 00:01:31.040]  我不知道大家有沒有機會多讀
[00:01:31.040 --> 00:01:32.480]  傳道書的經文
[00:01:32.480 --> 00:01:35.040]  或者其實這段經文都是今天我們一起
[00:01:35.040 --> 00:01:37.280]  聽到的時候才能讀得到
[00:01:37.280 --> 00:01:40.240]  盼望我們都藉著傳道書的信息
[00:01:40.240 --> 00:01:43.520]  讓我們在今天晚上裏面都能夠一起
[00:01:43.520 --> 00:01:45.360]  在神面前有一個
[00:01:45.360 --> 00:01:47.360]  特別好像我今天所說的那種
[00:01:47.360 --> 00:01:49.520]  很多事情我們不掌握
[00:01:49.520 --> 00:01:51.520]  不知道裏面我們怎樣好好地
[00:01:51.520 --> 00:01:52.800]  去活出我們的信仰
[00:01:52.800 --> 00:01:55.600]  我們先有一個禱告然後去聆聽上帝的讀
[00:01:55.600 --> 00:01:59.600]  (聆聽上帝的讀法)
[00:01:59.600 --> 00:02:01.600]  漆黑天護 多謝你讓我們今天晚上
[00:02:01.600 --> 00:02:03.600]  都能夠有一個
[00:02:03.600 --> 00:02:06.960]  即是風暴風雨過後的
[00:02:06.960 --> 00:02:08.960]  一個平靜的天氣
[00:02:08.960 --> 00:02:11.760]  讓我們頂枝目能夠聚集
[00:02:11.760 --> 00:02:14.560]  讓我們能夠在你的殿當中
[00:02:14.560 --> 00:02:16.960]  去親近你 去敬拜你
[00:02:16.960 --> 00:02:18.960]  亦都是聆聽你的道
[00:02:18.960 --> 00:02:20.960]  願你保守我們每一個的心靈
[00:02:20.960 --> 00:02:23.920]  讓我們能夠完全地向你躺開
[00:02:23.920 --> 00:02:28.800]  讓聖靈當中親自地去運行中間
[00:02:28.800 --> 00:02:30.800]  讓我們有一個謙卑的心
[00:02:30.800 --> 00:02:32.800]  能夠讓你的道進入我們的內心
[00:02:32.800 --> 00:02:34.800]  引領我們繼續前行
[00:02:34.800 --> 00:02:36.800]  同心祈禱奉救主耶穌
[00:02:36.800 --> 00:02:38.800]  得聖名至二求 阿們
[00:02:38.800 --> 00:02:42.400]  不知道大家會不會都覺得
[00:02:42.400 --> 00:02:47.920]  在我們一種生活的環境
[00:02:47.920 --> 00:02:52.800]  譬如我們經過了三年的COVID
[00:02:52.800 --> 00:02:54.800]  我們有了疫症
[00:02:54.800 --> 00:02:56.800]  很多人都會用疫症之後
[00:02:56.800 --> 00:02:58.800]  其實都是一個逆境
[00:02:58.800 --> 00:03:02.800]  逆境就是信和逆之間的那個
[00:03:02.800 --> 00:03:08.000]  不是和我們那麼如意的逆境的意思
[00:03:08.000 --> 00:03:10.800]  都會令到我們很多的弟兄姊妹
[00:03:10.800 --> 00:03:14.800]  或者令到我們很多的身邊的朋友
[00:03:14.800 --> 00:03:18.000]  都是充滿挑戰 在這幾年的生活當中
[00:03:18.000 --> 00:03:22.480]  很多的轉變 很多的即時應變
[00:03:22.480 --> 00:03:27.200]  或者很多的都不能夠計劃得很長遠的狀態
[00:03:27.200 --> 00:03:30.400]  我就說在一個大環境的衝擊之下
[00:03:30.400 --> 00:03:32.880]  其實我們弟兄姊妹每一個生命
[00:03:32.880 --> 00:03:35.600]  我們每一個身體的狀態
[00:03:35.600 --> 00:03:37.600]  不知道大家有沒有覺得有些變化
[00:03:37.600 --> 00:03:40.080]  或者多了疾病 或者多了疲累
[00:03:40.080 --> 00:03:42.960]  或者是睡得不是那麼好等等
[00:03:42.960 --> 00:03:45.600]  我們身體生命的狀態
[00:03:45.600 --> 00:03:50.240]  可能都會有很多的疲倦 乏力
[00:03:50.240 --> 00:03:55.360]  或者是憂心 對前景未必看得清楚等等
[00:03:55.360 --> 00:03:57.360]  在這樣的狀況之下
[00:03:57.360 --> 00:03:59.360]  這個現實的之下
[00:03:59.360 --> 00:04:02.880]  無論環境或者我們自身的狀態之下
[00:04:02.880 --> 00:04:06.400]  其實我們更加需要去體會到
[00:04:06.400 --> 00:04:10.880]  其實我們需要主的力量 主的幫助
[00:04:10.880 --> 00:04:12.880]  我們在上帝的話當中
[00:04:12.880 --> 00:04:17.360]  有沒有令到我們成為一個得力的源頭呢
[00:04:17.360 --> 00:04:20.800]  更加就是我們需不需要一些身邊的人
[00:04:20.800 --> 00:04:22.400]  成為我們的支援呢
[00:04:22.400 --> 00:04:24.400]  特別教會是一個群體
[00:04:24.400 --> 00:04:26.960]  會不會需要教會的弟兄姊妹
[00:04:26.960 --> 00:04:29.920]  去支援我們 陪伴我們
[00:04:29.920 --> 00:04:34.480]  讓我們能夠分享到我們生命的那種感受或者掙扎
[00:04:34.480 --> 00:04:36.480]  這個都是我們需要承認
[00:04:36.480 --> 00:04:38.960]  原來我們已經不是能夠
[00:04:38.960 --> 00:04:41.840]  自己可以很本事地
[00:04:41.840 --> 00:04:44.560]  去為自己去計劃一切
[00:04:44.560 --> 00:04:46.320]  去掌握一切
[00:04:46.320 --> 00:04:48.720]  這個對我們信仰是一個很大的
