
[00:00:00.000 --> 00:00:02.000]  我們開始一起祈禱
[00:00:02.000 --> 00:00:04.000]  再一次多謝主
[00:00:04.000 --> 00:00:06.000]  讓我們在晚上
[00:00:06.000 --> 00:00:08.000]  我們一班弟兄姊妹
[00:00:08.000 --> 00:00:10.000]  都可以來去研讀
[00:00:10.000 --> 00:00:12.000]  你的話語
[00:00:12.000 --> 00:00:15.000]  很盼望今天晚上我們說的聖經人物
[00:00:15.000 --> 00:00:17.000]  都給我們一些啟發
[00:00:17.000 --> 00:00:20.000]  他在他那個時代
[00:00:20.000 --> 00:00:22.000]  是怎樣來去
[00:00:22.000 --> 00:00:24.000]  很單純的跟隨神
[00:00:24.000 --> 00:00:27.000]  讓神可以在他的人生
[00:00:27.000 --> 00:00:33.000]  被使用來建立神的工作
[00:00:33.000 --> 00:00:35.000]  今天晚上我們都求主
[00:00:35.000 --> 00:00:37.000]  去感動我們弟兄姊妹
[00:00:37.000 --> 00:00:41.000]  我們大家都在不同的人生的
[00:00:41.000 --> 00:00:43.000]  無論職場
[00:00:43.000 --> 00:00:45.000]  或者是我們一些
[00:00:45.000 --> 00:00:49.000]  神帶領我們人生的不同方向
[00:00:49.000 --> 00:00:51.000]  盼望我們都在神面前
[00:00:51.000 --> 00:00:53.000]  有這一份等候
[00:00:53.000 --> 00:00:55.000]  學習
[00:00:55.000 --> 00:00:57.000]  讓主來去猜派
[00:00:57.000 --> 00:00:59.000]  使我們可以在
[00:00:59.000 --> 00:01:00.000]  特別這個時代
[00:01:00.000 --> 00:01:03.000]  我們怎樣可以為主而作見證
[00:01:03.000 --> 00:01:05.000]  求你帶領我們
[00:01:05.000 --> 00:01:06.000]  我們這樣祈禱
[00:01:06.000 --> 00:01:08.000]  奉耶穌基督的名
[00:01:08.000 --> 00:01:10.000]  阿們
[00:01:10.000 --> 00:01:13.000]  今天晚上又是稍為暫停一次
[00:01:13.000 --> 00:01:15.000]  這個啟示錄
[00:01:15.000 --> 00:01:17.000]  都有一個聖經人物
[00:01:17.000 --> 00:01:20.000]  其實很想自己去研究
[00:01:20.000 --> 00:01:23.000]  然後順便和大家分享
[00:01:23.000 --> 00:01:25.000]  出埃及記
[00:01:25.000 --> 00:01:27.000]  有好幾段聖經講的
[00:01:27.000 --> 00:01:30.000]  我們集中講一兩章就行
[00:01:30.000 --> 00:01:35.000]  亦都不難去理解他的人生
[00:01:35.000 --> 00:01:37.000]  31章
[00:01:37.000 --> 00:01:40.000]  出埃及記的31章
[00:01:40.000 --> 00:01:49.000]  我們稍為讀一讀這章聖經
[00:01:49.000 --> 00:01:52.000]  因為都要交代那些背景
[00:01:52.000 --> 00:01:56.000]  讓大家有一個更加立體
[00:01:56.000 --> 00:01:59.000]  對他的人生的認識
[00:01:59.000 --> 00:02:01.000]  31章
[00:02:02.000 --> 00:02:04.000]  (閩南語)
[00:02:04.000 --> 00:02:06.000]  (閩南語)
[00:02:06.000 --> 00:02:08.000]  (閩南語)
[00:02:08.000 --> 00:02:10.000]  (閩南語)
[00:02:11.000 --> 00:02:13.000]  (閩南語)
[00:02:14.000 --> 00:02:16.000]  (閩南語)
[00:02:17.000 --> 00:02:19.000]  (閩南語)
[00:02:19.000 --> 00:02:35.160]  有聰明,有知識,能作各樣的工,能賞出考工,用金銀銅製造國物,又能刻寶石,可以鑲嵌,能雕刻木頭,能作各樣的工。
[00:02:35.160 --> 00:02:47.520]  「我分派但支派中,阿欽撒末的兒子阿荷利亞伯與他同工,凡心裡有智慧的,我更使他們有智慧。」
[00:02:47.520 --> 00:02:55.320]  即是開放給其他以色列人,不同支派的,都可以來為神做什麼呢?
[00:02:55.320 --> 00:03:17.320]  當然是現在做的回膜,回膜裡面的每一個器具。凡心裡有智慧,神會使他們更有智慧,能作我一切所吩咐的,就是回膜和法櫃。
[00:03:17.320 --> 00:03:33.320]  法櫃即是有律法書,其實應該叫法版,即是兩塊的約版,其實那個叫做一個約櫃,不是法櫃,不過已經慢慢將它變成法櫃。
[00:03:33.320 --> 00:03:56.320]  「並其上的私恩座,與回膜中一切的器具,桌子和桌子的器具,精金的燈台和燈台的一切器具,並香壇,梵祭壇和壇的一切器具,並洗鑿盤與盤座,精工作的禮服,和祭司阿倫,
[00:03:56.320 --> 00:04:08.320]  並他兒子用以供祭司積分的聖衣、膏油和為聖所用的輕香香料,他們都要照我一切所吩咐的去作。」
[00:04:08.320 --> 00:04:25.320]  即是說材料、樣式、神要怎樣的,就要怎樣做出來。其實是由二十五章,一直到三十章,就是講到怎樣做回膜。
[00:04:25.320 --> 00:04:40.320]  沒錯,二十五章開始,講到怎樣做回膜。記住由三十五章開始,再第二次記載的次序,做的次序是有些不同的。
[00:04:40.320 --> 00:05:01.320]  當然那個不同有什麼特別,就沒有什麼考究,可能是隨意記載而已。不過在第一次記載是神來呼召摩西上山,摩西現在在山上,西乃山上四十晝夜,
[00:05:01.320 --> 00:05:18.320]  他不吃不喝,又好像不需要飲食,就可以在神的面前,只有他一個,另外一些長老都要在山下,當然百姓就在西乃山腳。
[00:05:18.320 --> 00:05:40.320]  所以摩西上到山上只有他一個,和神一起,神就頒佈十誡,要摩西來吩咐以色列人遵守,和他要下山做兩塊藥板,來雕刻,當時是石板,頒佈給以色列人。
[00:05:40.320 --> 00:05:56.320]  一路講的時候,講到最後,就是我們讀的三十一章這段經文,就是神提名有兩個支派的人,就是猶大支派和彈支派。
[00:05:56.320 --> 00:06:13.320]  很快就讀第十二節,耶和華曉如摩西說,你要吩咐以色列人說,你們務要守我的安息日,因為這是你我之間世世代代的證據。
[00:06:13.320 --> 00:06:28.320]  所以很清楚的,神和阿伯拉罕納約,就是創世紀的十七章,割禮,神和以色列這個民族納約,就是這裡所講的,安息日作為記號。
[00:06:28.320 --> 00:06:48.320]  所以猶太人既要守割禮第八天,同時間又要守安息日,所以慢慢慢慢將背後的屬靈的精義忘記了,變成了律法成為了他們的枷鎖。
[00:06:48.320 --> 00:07:04.320]  他們以為守著這些就可以成為阿伯拉罕的子孫,就可以承受神的產業,但是他們忘記了割禮是講心靈的割禮,就是要分別為性。
[00:07:04.320 --> 00:07:16.320]  安息日是很想人去到神面前得到真正的安息,所以慢慢慢慢將那些本來不是那麼重要的東西,就看為重要了。
[00:07:16.320 --> 00:07:26.320]  當然這個拆開,其實和上下文有些關聯的,突然間講這個納約和安息日,我們再讀到下面,十四節。
[00:07:26.320 --> 00:07:36.320]  所以你們要守安息日,以為聖日,凡干犯這日的,必要把他致死,凡在這日作功的,必從民中剪除。
[00:07:36.320 --> 00:07:49.320]  剛剛上文才在講,有一個很大規模的神聖的工程,就是建造回眸裡面的所有東西,從零開始,什麼都沒有。
[00:07:49.320 --> 00:08:09.320]  我們算一算,他們在這個逾越節,然後就滅長子,然後他們就很急忙的離開埃及,當時只是南丁也有六十萬,因為文數記就會數點了。
[00:08:09.320 --> 00:08:23.320]  加上其他的婦女孩子,接近二百萬人,這樣離開,所以終於浩浩蕩蕩,三個月,出埃及的二十張摩西上山之前,
[00:08:23.320 --> 00:08:38.320]  正正三個月的時間,他們就真的去到西乃曠野,在那裡安營,準備神和民族納藥,從來沒有試過的,
[00:08:38.320 --> 00:08:50.320]  現在神和民族納藥,叫摩西上西乃山上,來頒佈這個律法,所以摩西在這個時候,在山上已經是四十日了,
[00:08:50.320 --> 00:09:02.320]  四十晝夜,也就是差不多一個半月,如果三十日,再加十日,也就是接近一個半月,也就是已經是四個月零十日,
[00:09:02.320 --> 00:09:16.320]  那個回望是什麼時候做好呢?大家不知道知不知道,很快又和大家揭一揭四十張,都是出埃及的四十張,
[00:09:16.320 --> 00:09:33.320]  耶和華曉遇摩西說,正月初一,你要立起帳幕,把法櫃安放在裡面,用萬紙將櫃遮掩,把桌子搬進去,
[00:09:33.320 --> 00:09:49.320]  擺設上面的物,把燈台搬進去,點旗上的燈,把燒香的金壇安在法櫃前,掛上帳幕的門簾,把凡祭壇安在帳幕門前,
[00:09:49.320 --> 00:10:07.320]  把洗浴盆安在會幕和壇的中間,在盆裡盛水,又在四處立軟墊,那些叫做圍欄,因為需要圍著會幕,
[00:10:07.320 --> 00:10:27.320]  如果現在的牆或者用星鐵做的圍板,四處立了這些軟墊,這些是用木做的,把軟墊的門簾掛上,用高油把帳幕和其中所有的都抹上,
[00:10:27.320 --> 00:10:45.320]  把帳幕和一切器具都洗到成性,又要抹凡祭壇,用聖高油,是比薩烈做的,那些婦女獻出來的香料,又要抹凡祭壇和一切器具,
[00:10:45.320 --> 00:11:03.320]  洗到壇成性,然後抹洗浴盆盆座,洗到盆成性,要洗到阿倫和他的兒子到會幕門口,用水洗身,要阿倫穿上他的聖衣,又告他死他成性,
[00:11:03.320 --> 00:11:23.320]  可以給我公祭司的職份,又要洗到他的兒子穿上內袍,怎樣告他們的爸爸阿倫都要照樣告立他們作為大祭司,代表著整個民族來獻祭給神,在會幕裏面做一個中保的角色,
[00:11:23.320 --> 00:11:39.320]  公祭司職份世世代代凡是受高的永遠當祭司的職任,摩西這樣走都是照耶和華所吩咐他的,留意第十七節,第二年的正月初一,帳幕立起,
[00:11:39.320 --> 00:11:58.320]  摩西立起帳幕,然後一路說怎樣去整底座,筍,讓板整好,讓它能夠成為一個表面是流動的,因為他們隨時都要入迦南,
[00:11:58.320 --> 00:12:17.320]  不過雖然是流動,但都是很準繩的,很穩固的,不是很隨便的,這樣做好會幕,更重要的是要用神吩咐的高柔去抹氣泥,
[00:12:17.320 --> 00:12:33.320]  如果再講究些,就要去到利未記第八章,就是會幕第一次的正職就職禮的時間,他們要彈血,即是說彈了血再用高柔去抹,
[00:12:33.320 --> 00:12:48.320]  所以是兩重的意義,既有十字架,耶穌基督的補血,同樣有聖靈的工作,在舊約的時間就是這些器皿,一個與神相會的地方,
[00:12:48.320 --> 00:13:08.320]  一個白色的以色列人,他們可以去到神面前的聚會的地方,這個就是舊約的時間的會幕,你可以想到第二年的正月初一,
[00:13:08.320 --> 00:13:26.320]  雖然不是一個神規定的時間,似乎進度是相當理想,用了大概,其實要看完三十二章就很重要,
[00:13:26.320 --> 00:13:47.320]  因為這章聖經有一個很大的以色列人的失敗,是頭一次整個民族幾乎要被滅族的危機,就是三十二章,摩西在山上四十晝夜,突然間山下暴亂,暴動,
