
[00:00:00.000 --> 00:00:02.000]  大家早安
[00:00:02.000 --> 00:00:07.760]  剛才那首歌叫什麼名字?
[00:00:07.760 --> 00:00:10.160]  敬拜隊都忘記了
[00:00:10.160 --> 00:00:11.760]  太好聽了
[00:00:11.760 --> 00:00:15.120]  「住在你裡面」
[00:00:15.120 --> 00:00:16.160]  當你唱的時候
[00:00:16.160 --> 00:00:19.160]  你覺得很好聽
[00:00:19.160 --> 00:00:23.280]  「住在我裡面」
[00:00:23.280 --> 00:00:26.480]  其實唱歌仔是好聽的
[00:00:26.480 --> 00:00:33.840]  有時我們小時候背經文
[00:00:33.840 --> 00:00:37.600]  希望主必快來
[00:00:37.600 --> 00:00:42.640]  實質上地上太多太好的東西
[00:00:42.640 --> 00:00:44.240]  都不想它回來
[00:00:44.240 --> 00:00:46.480]  同樣剛才那首歌
[00:00:46.480 --> 00:00:48.240]  「住在你裡面」
[00:00:48.240 --> 00:00:52.000]  其實在哪個場景「住在你裡面」呢?
[00:00:52.000 --> 00:00:56.320]  是在乾旱疲乏無水之地
[00:00:56.320 --> 00:01:02.240]  我們可以回到上一個經文
[00:01:02.240 --> 00:01:09.120]  其實是歌仔的63篇寫照
[00:01:09.120 --> 00:01:14.720]  大衛經歷了人生很多的抗野
[00:01:14.720 --> 00:01:17.760]  絕望的過程
[00:01:17.760 --> 00:01:21.600]  但到了晚年
[00:01:21.600 --> 00:01:23.280]  大致上已經為王
[00:01:23.280 --> 00:01:26.080]  走過這些抗野的路
[00:01:26.080 --> 00:01:31.200]  他這樣寫出來
[00:01:31.200 --> 00:01:37.200]  他說在乾旱疲乏無水之地
[00:01:37.200 --> 00:01:38.640]  他怎樣寫呢?
[00:01:38.640 --> 00:01:42.480]  「我的心靈埋怨你」
[00:01:42.480 --> 00:01:45.920]  「我的肉體」
[00:01:45.920 --> 00:01:47.920]  「媽媽擦擦你」
[00:01:47.920 --> 00:01:49.520]  即是「就坐上帝」
[00:01:49.520 --> 00:01:50.480]  會不會呢?
[00:01:50.480 --> 00:01:56.240]  而大衛在這裡選擇甚麼呢?
[00:01:56.240 --> 00:01:59.200]  選擇心靈學賞他
[00:01:59.200 --> 00:02:03.600]  坦白說唱歌仔真的很容易
[00:02:03.600 --> 00:02:08.000]  歌仔裏教我們要平靜安穩
[00:02:08.000 --> 00:02:12.720]  好像天跌下來當被冚
[00:02:12.720 --> 00:02:15.600]  話之他悲傷樂雪
[00:02:15.600 --> 00:02:20.720]  在很絕望的路上仍然學賞上帝
[00:02:20.720 --> 00:02:23.760]  其實唱歌仔是很容易
[00:02:23.760 --> 00:02:25.840]  但不知道你有沒有經歷過
[00:02:25.840 --> 00:02:29.200]  在真正抗野的日子
[00:02:29.200 --> 00:02:32.720]  其實你連聖經也不想打開來看
[00:02:32.720 --> 00:02:37.520]  甚至你旁邊的人提醒你要祈禱
[00:02:37.520 --> 00:02:39.600]  你也覺得很煩厭
[00:02:39.600 --> 00:02:42.480]  當然你連開口也開不到
[00:02:42.480 --> 00:02:48.240]  實際上你的內心的經文離你很遠
[00:02:48.240 --> 00:02:53.680]  我也經歷過有好的朋友
[00:02:53.680 --> 00:02:54.800]  有目者朋友
[00:02:54.800 --> 00:02:59.040]  每天都發這些經文來鼓勵你
[00:02:59.040 --> 00:03:00.960]  但坦白說
[00:03:00.960 --> 00:03:03.680]  我連打開它也不想打開
[00:03:03.680 --> 00:03:05.280]  這些是媽媽是女人
